_uf;_label;_level;estab_total;area_ha_total;estab_menos_1ha;area_ha_menos_1ha;estab_1_a_2ha;area_ha_1_a_2ha;confianca
MG;GRUPlARA;municipio;20.0;;13.0;1719.0;;;media
MG;INOIANOPOLIS;municipio;56.0;;41.0;9726.0;;;media
MG;MONTE CARMELO;municipio;147.0;;144.0;21581.0;;;media
MG;PATROCINIO;municipio;301.0;;262.0;38294.0;19.0;;media
MG;ARAPUA;municipio;374.0;15.0;;;;;media
MG;CARMO DO PARANAIBA;municipio;1752.0;10.0;;40.0;53.0;;media
MG;GUIMARANIA;municipio;493.0;;;18.0;20.0;;media
MG;LAGOA FORMOSA;municipio;1784.0;;;42.0;56.0;;media
MG;MAT UTINA;municipio;381.0;;;;;;media
MG;PATOS DE MINAS;municipio;3326.0;29.0;;49.0;61.0;;media
MG;RIO PARANAIBA;municipio;1327.0;;;;12.0;;media
MG;SÂO GONÇALO DO ABAETE;municipio;673.0;;;;;;media
MG;SÃO GOTARDO;municipio;922.0;;;;;;media
MG;TIROS;municipio;1128.0;;;;;;media
MG;TRES MARIAS;microrregiao;4556.0;42.0;;14.0;16.0;;media
MG;ABAETE;municipio;867.0;;;;;;media
MG;BIQUINHAS;municipio;390.0;;;;;;media
MG;CEDRO DO ABAETE;municipio;100.0;;;;;;media
MG;FELIXLANDIA;municipio;545.0;;;;;;media
MG;MARTINHO CAMPOS;municipio;552.0;24.0;;;;;media
MG;MORADA NOVA DE MINAS;municipio;267.0;;;;;;media
MG;PAINEIRAS;municipio;475.0;;;;;;media
MG;POMPEU;municipio;767.0;;;;;;media
MG;QUARTEL GERAL;municipio;254.0;;;;;;media
MG;TRES MARIAS;municipio;339.0;;;;;;media
MG;TRIANGULO MINEIRO;mesorregiao;27832.0;439.0;;332.0;463.0;;media
MG;UBERLANDIA;microrregiao;11150.0;131.0;;119.0;160.0;;media
MG;ARAGUARI;municipio;1648.0;;;12.0;15.0;;media
MG;CACHOEIRA DOURADA;municipio;87.0;;;;;;media
MG;CANAPOL(S;municipio;514.0;;;;10.0;;media
MG;CAPINOPOLIS;municipio;398.0;18.0;;;;;media
MG;CENTRALINA;municipio;324.0;;;;;;media
MG;GURINHATÃ;municipio;1169.0;11.0;;;;;media
MG;IPIAÇU;municipio;149.0;;;;;;media
MG;ITUIUTABA;municipio;1256.0;16.0;;;11.0;;media
MG;MONTE ALEGRE DE MI NAS;municipio;2168.0;;;23.0;33.0;;media
MG;SANTA VITORIA;municipio;899.0;;;;;;media
MG;TUPAC(GUARA;municipio;1123.0;14.0;;;10.0;;media
MG;UBERLANDIA;municipio;1415.0;45.0;;40.0;52.0;;media
MG;PONTAL DO TRIANGULO MINEIRO;microrregiao;11998.0;201.0;;155.0;223.0;;media
MG;CAMPINA VERDE;municipio;838.0;26.0;;20.0;25.0;;media
MG;COMENDADOR GOMES;municipio;408.0;;;;;;media
MG;FRONTEIRA;municipio;251.0;71.0;;15.0;21.0;;media
MG;FRUTAL;municipio;997.0;14.0;;48.0;72.0;;media
MG;ITAPAGIPE;municipio;1584.0;;;12.0;16.0;;media
MG;ITURAMA;municipio;3242.0;23.0;;25.0;38.0;;media
MG;PIRAJUBA;municipio;282.0;;;;;;media
MG;PLANURA;municipio;223.0;44.0;;11.0;13.0;;media
MG;PRATA;municipio;576.0;;;;11.0;;media
MG;SÃO FRANCISCO DE SALES;municipio;597.0;;;12.0;18.0;;media
MG;MATA DA CORDA;microrregiao;1588.0;;962.0;160117.0;74.0;;media
MG;ARAPUA;municipio;30.0;;14.0;;;;media
MG;CARMO DO PARANAIBA;municipio;216.0;;118.0;9210.0;;;media
MG;GUIMARANIA;municipio;41.0;;20.0;4337.0;;;media
MG;LAGOA FORMOSA;municipio;112.0;;33.0;6926.0;;;media
MG;MATUTINA;municipio;38.0;;20.0;;;;media
MG;PATOS DE MINAS;municipio;423.0;;265.0;40592.0;17.0;;media
MG;RIO PARANAIBA;municipio;219.0;;150.0;11622.0;;;media
MG;SÃO GONÇALO;municipio;127.0;;132.0;51458.0;32.0;;media
MG;SÃO GOTAROO;municipio;136.0;;72.0;7103.0;;;media
MG;TIROS;municipio;246.0;;138.0;28867.0;;;media
MG;TRES MARIAS;microrregiao;831.0;;798.0;205952.0;1.0;;media
MG;ABAETE;municipio;194.0;;169.0;33265.0;16.0;;media
MG;BIQUINHAS;municipio;59.0;;42.0;7023.0;;;media
MG;CEDRO DO ABAETE;municipio;19.0;;24.0;8812.0;;;media
MG;FELIXLANDIA;municipio;71.0;;65.0;17776.0;13.0;;media
MG;MARTINHO CAMPOS;municipio;132.0;;90.0;13076.0;;;media
MG;MORADA NOVA DE MINAS;municipio;34.0;;55.0;24846.0;16.0;;media
MG;PAINEIRAS;municipio;68.0;;53.0;8931.0;;;media
MG;POMPEU;municipio;137.0;;175.0;50446.0;24.0;;media
MG;QUARTEL GERAL;municipio;66.0;;41.0;13512.0;;;media
MG;TRES MARIAS;municipio;51.0;;84.0;28262.0;20.0;;media
MG;TRIANGULO MINEIRO;mesorregiao;4421.0;;3984.0;946221.0;553.0;;media
MG;UBERLANDIA;microrregiao;1744.0;;539.0;345607.0;204.0;;media
MG;ARAGUARI;municipio;272.0;;228.0;29484.0;17.0;;media
MG;CACHOEIRA DOURADA;municipio;10.0;;16.0;;;;media
MG;CANAPOLIS;municipio;53.0;;57.0;7653.0;;;media
MG;CAPINOPOLIS;municipio;53.0;;61.0;12057.0;;;media
MG;CENTRAL I NA;municipio;26.0;;16.0;1794.0;;;media
MG;GURINHATÃ;municipio;191.0;;192.0;34264.0;15.0;;media
MG;IPIAÇU;municipio;18.0;2484.0;26.0;8137.0;12.0;9607.0;media
MG;ITUIUTABA;municipio;253.0;;210.0;48922.0;27.0;;media
MG;MONTE ALEGRE DE MI NAS;municipio;251.0;;194.0;41489.0;20.0;;media
MG;SANTA VITORIA;municipio;181.0;;174.0;67597.0;42.0;;media
MG;TUPACIGUARA;municipio;177.0;;131.0;31234.0;16.0;;media
MG;UBERLANDI A;municipio;259.0;;234.0;62787.0;39.0;;media
MG;PONTAL DO TRIANGULO MINEIRO;microrregiao;904.0;;1721.0;394707.0;205.0;;media
MG;CAMPINA VERDE;municipio;338.0;;325.0;74598.0;35.0;;media
MG;COMENDADOR GOMES;municipio;70.0;;92.0;27820.0;13.0;;media
MG;FRONTEIRA;municipio;22.0;;13.0;2257.0;;;media
MG;FRUTAL;municipio;302.0;;192.0;35145.0;10.0;;media
MG;ITAPAGIPE;municipio;266.0;;177.0;22885.0;;;media
MG;ITURAMA;municipio;428.0;;390.0;97604.0;47.0;;media
MG;PIRAJUBA;municipio;62.0;;44.0;3404.0;;;media
MG;PLANURA;municipio;27.0;;21.0;6277.0;2.0;;media
MG;PRATA;municipio;276.0;;337.0;106679.0;80.0;;media
MG;SÃO FRANCISCO DE SALES;municipio;113.0;;130.0;18033.0;10.0;;media
MG;MATA E RIO DOCE MINEIRO;mesorregiao;124818.0;3659.0;;4899.0;6868.0;;media
MG;BACIA DO SUAÇUI;microrregiao;16786.0;393.0;;803.0;1102.0;;media
MG;AÇUCENA;municipio;998.0;;;15.0;;;media
MG;AGUA BOA;municipio;1232.0;12.0;;29.0;;;media
MG;ALVORADA DE MI NAS;municipio;247.0;;;;;;media
MG;BELO ORIENTE;municipio;416.0;26.0;;40.0;;;media
MG;BRAUNAS;municipio;530.0;;;11.0;;;media
MG;CARMESIA;municipio;133.0;;;;;;media
MG;COLUNA;municipio;576.0;25.0;;41.0;;;media
MG;DIVINOLANDIA DE MINAS;municipio;274.0;;;;;;media
MG;DOM JOAQUIM;municipio;250.0;;;;;;media
MG;DORES DE GUANHÂES;municipio;217.0;;;;;;media
MG;GONZAGA;municipio;490.0;;;23.0;;;media
MG;GUANHÂES;municipio;699.0;12.0;;17.0;;;media
MG;JOANESIA;municipio;357.0;13.0;;14.0;;;media
MG;MATERLANDIA;municipio;250.0;;;;;;media
MG;MESOU I TA;municipio;784.0;86.0;;57.0;;;media
MG;PAULISTAS;municipio;374.0;19.0;;35.0;;;media
MG;PEÇANHA;municipio;1356.0;27.0;;67.0;;;media
MG;RIO VERMELHO;municipio;649.0;;;;;;media
MG;SABINOPOLIS;municipio;11.0;64.0;;99.0;;;media
MG;SANTA MARIA DO SUAÇUI;municipio;1129.0;32.0;;29.0;;;media
MG;SANTO ANTONIO DO ITAMBE;municipio;431.0;;;44.0;;;media
MG;SÃO JOÃO EVANGELISTA;municipio;963.0;53.0;;102.0;;;media
MG;SÃO JOSE;municipio;602.0;;;16.0;;;media
MG;SÃO PEDRO DO SUAÇUI;municipio;540.0;;;;;;media
MG;SÃO SEBASTIÃO DO MARANHÃO;municipio;1173.0;;;85.0;;;media
MG;SENHORA DO PORTO;municipio;331.0;;;;;;media
MG;SERRA AZUL DE MINAS;municipio;177.0;;;;;;media
MG;VIRGINOPOLIS;municipio;597.0;;;46.0;;;media
MG;GOVERNADOR VALADARES;microrregiao;7319.0;120.0;;230.0;;;media
MG;ALPERCATA;municipio;317.0;;;15.0;;;media
MG;CAMPANARI;municipio;444.0;;;;;;media
MG;COROACl;municipio;778.0;;;21.0;;;media
MG;FREI INOCENCIO;municipio;179.0;;;;;;media
MG;GOVERNADOR VALADARES;municipio;677.0;34.0;;61.0;;;media
MG;ITAMBACURI;municipio;1060.0;13.0;;;;;media
MG;MARILAC;municipio;148.0;;;;;;media
MG;NAC(P RAYOAN;municipio;304.0;32.0;;21.0;;;media
MG;NOVA MODICA;municipio;405.0;10.0;;;;;media
MG;PESCADOR;municipio;191.0;;;;;;media
MG;SANTA EFIGENIA DE MINAS;municipio;274.0;;;;;;media
MG;SÃO GERALDO DA P l EDADE;municipio;343.0;;;30.0;;;media
MG;SÃO JOSE DA SAFIRA;municipio;71.0;;;;;;media
MG;SÃO JOSE DO DIVINO;municipio;238.0;;;;;;media
MG;SARDOA;municipio;377.0;;;22.0;;;media
MG;VILA MATIAS;municipio;60.0;;;;;;media
MG;MATA E RIO DOCE MINEIRO;mesorregiao;7744.0;42781290565.0;928.0;317225.0;;;media
MG;BACIA DO SUAÇUI;microrregiao;1497.0;1102338135.0;264.0;70470.0;;;media
MG;AÇUCENA;municipio;110.0;7623315.0;14.0;4099.0;;;media
MG;AGUA BOA;municipio;101.0;10632793.0;41.0;16706.0;;;media
MG;ALVORADA DE MINAS;municipio;24.0;206425.0;11.0;2181.0;;;media
MG;BELO ORIENTE;municipio;24.0;123568.0;;1322.0;;;media
MG;BRAUNAS;municipio;1.0;184938.0;;;;;media
MG;CARMESIA;municipio;15.0;2413.0;;;;;media
MG;COLUNA;municipio;44.0;319363.0;10.0;;;;media
MG;DIVINOLANDIA DE MINAS;municipio;23.0;1225.0;;683.0;;;media
MG;DOM JOAQUIM;municipio;30.0;3411356.0;12.0;1452.0;;;media
MG;DORES DE GUANHÃES;municipio;25.0;3511046.0;;;;;media
MG;GONZAGA;municipio;26.0;134399.0;;;;;media
MG;GUANHÂES;municipio;122.0;792550.0;23.0;2165.0;;;media
MG;JOANESIA;municipio;33.0;112773.0;;;;;media
MG;MATERLANDIA;municipio;20.0;278339.0;13.0;4840.0;;;media
MG;MESQUITA;municipio;56.0;205668.0;;;;;media
MG;PAULISTAS;municipio;32.0;186095.0;;;;;media
MG;PEÇANHA;municipio;138.0;10530072.0;21.0;3380.0;;;media
MG;RIO VERMELHO;municipio;74.0;5716664.0;23.0;6333.0;;;media
MG;SABINOPOLIS;municipio;95.0;9427674.0;19.0;2564.0;;;media
MG;SANTA MARIA DO SUAÇUI;municipio;;7624292.0;;;;;media
MG;SANTO ANTONIO DO ITAMBE;municipio;23.0;154893.0;;1185.0;;;media
MG;SÃO JOÃO EVANGELISTA;municipio;60.0;4212690.0;10.0;1448.0;;;media
MG;SÃO JOSE DO JACURI;municipio;53.0;5116492.0;;1536.0;;;media
MG;SÃO PEDRO DO SUAÇU;municipio;39.0;3611258.0;;1548.0;;;media
MG;SÃO SEBASTIÃO DO MARANHÃO;municipio;46.0;3310207.0;;1970.0;;;media
MG;SENHORA DO PORTO;municipio;49.0;3811894.0;;5582.0;;;media
MG;SERRA AZUL DE MINAS;municipio;;113872.0;;4235.0;;;media
MG;VIRGINOPOLIS;municipio;54.0;329249.0;;2844.0;;;media
MG;GOVERNADOR VALADARES;microrregiao;704.0;628202432.0;216.0;110031.0;;;media
MG;ALPERCATA;municipio;15.0;3118.0;;2800.0;;;media
MG;CAMP ANAR I;municipio;65.0;8929444.0;27.0;12458.0;;;media
MG;COROACI;municipio;70.0;298364.0;;1016.0;;;media
MG;FREI INOCENCIO;municipio;23.0;216649.0;26.0;11619.0;;;media
MG;GOVERNADOR VALADARES;municipio;185.0;17057260.0;62.0;32050.0;;;media
MG;IT AMBACUR;municipio;103.0;11937555.0;42.0;18293.0;;;media
MG;MARILAC;municipio;11.0;196142.0;;2900.0;;;media
MG;NACIP RAYDAN;municipio;28.0;186037.0;;4777.0;;;media
MG;NOVA MODICA;municipio;53.0;4112276.0;;3809.0;;;media
MG;PESCADOR;municipio;34.0;237411.0;12.0;5716.0;;;media
MG;SANTA EFIGENIA DE MINAS;municipio;20.0;670.0;;;;;media
MG;SÃO GERALDO DA PI E DA DE;municipio;19.0;2301.0;;1030.0;;;media
MG;SÃO JOSE DA SAFIRA;municipio;13.0;144917.0;;1090.0;;;media
MG;SÃO .JO::iE DO DIVINO;municipio;26.0;206086.0;;4406.0;;;media
MG;SAROOA;municipio;;2348.0;;1287.0;;;media
MG;VILA MATIAS;municipio;;196729.0;10.0;2532.0;;;media
MG;CENTRAL DE MI NAS;microrregiao;438.0;26.0;;;;;media
MG;ITABIRINHA DE MANTENA;microrregiao;633.0;45.0;;;10.0;;media
MG;MANTENA;microrregiao;1940.0;122.0;;28.0;36.0;;media
MG;MENDES PIMENTEL;microrregiao;1094.0;64.0;;19.0;26.0;;media
MG;MATA DE CARATINGA;mesorregiao;13968.0;226.0;;490.0;673.0;;media
MG;BOM JESUS DO GALHO;microrregiao;1404.0;100.0;;130.0;152.0;;media
MG;CARATINGA;microrregiao;5277.0;72.0;;171.0;252.0;;media
MG;CORREGO NOVO;microrregiao;314.0;;;;;;media
MG;DOM CAVATI;microrregiao;169.0;;;;;;media
MG;ENGENHEIRO CALDAS;microrregiao;357.0;;;15.0;19.0;;media
MG;FERNANDES TOURINHO;microrregiao;228.0;;;;;;media
MG;IAPU;microrregiao;907.0;12.0;;15.0;19.0;;media
MG;INHAPIM;microrregiao;2569.0;17.0;;71.0;102.0;;media
MG;SÃO JOÁO DO ORIENTE;microrregiao;503.0;;;42.0;62.0;;media
MG;SOBRALIA;microrregiao;442.0;;;;10.0;;media
MG;TARUMIRIM;microrregiao;1798.0;;;30.0;43.0;;media
MG;BACIA DO MANHUAÇU;mesorregiao;13365.0;119.0;;195.0;280.0;;media
MG;AI MORES;microrregiao;1257.0;;;17.0;23.0;;media
MG;ALVARENGA;microrregiao;711.0;;;13.0;15.0;;media
MG;CONCEIÇÃO DE IPANEMA;microrregiao;530.0;;;11.0;17.0;;media
MG;CONSELHEIRO PENA;microrregiao;1584.0;;;;;;media
MG;DIVINO DAS LARANJEIRAS;microrregiao;260.0;;;;;;media
MG;GALILEIA;microrregiao;691.0;;;;;;media
MG;IPANEMA;microrregiao;1249.0;28.0;;13.0;18.0;;media
MG;ITANHOMI;microrregiao;1598.0;17.0;;45.0;74.0;;media
MG;ITUETA;microrregiao;625.0;;;;;;media
MG;MUTUM;microrregiao;2232.0;25.0;;28.0;35.0;;media
MG;POCRANE;microrregiao;1068.0;20.0;;36.0;53.0;;media
MG;RESPLENDOR;microrregiao;897.0;15.0;;18.0;26.0;;media
MG;SANTA RITA;microrregiao;359.0;;;;;;media
MG;TUMIRITINGA;microrregiao;304.0;;;;;;media
MG;MATA DE PONTE NOVA;mesorregiao;12388.0;277.0;;531.0;774.0;;media
MG;ABRE CAMPO;microrregiao;1727.0;35.0;;58.0;81.0;;media
MG;ACAIACA;microrregiao;258.0;12.0;;;14.0;;media
MG;AMPARO DO SERRA;microrregiao;383.0;13.0;;27.0;43.0;;media
MG;BARRA LONGA;microrregiao;943.0;23.0;;60.0;100.0;;media
MG;DIOGO DE VASCONCELOS;microrregiao;421.0;15.0;;23.0;34.0;;media
MG;DOM SILVERIO;microrregiao;810.0;;;29.0;43.0;;media
MG;JEQUERI;microrregiao;1433.0;;;49.0;74.0;;media
MG;PIEDADE DE PONTE NOVA;microrregiao;154.0;;;;;;media
MG;PONTE NOVA;microrregiao;885.0;21.0;;51.0;70.0;;media
MG;RAUL SOARES;microrregiao;2685.0;80.0;;104.0;148.0;;media
MG;RIO CASCA;microrregiao;396.0;;;;;;media
MG;RIO DOCE;microrregiao;142.0;;;11.0;15.0;;media
MG;SANTA CRUZ DO ESCAL VADO;microrregiao;724.0;25.0;;44.0;64.0;;media
MG;SANTO ANTONIO DO GRAMA;microrregiao;229.0;;;;;;media
MG;SÃO PEDRO DOS FERROS;microrregiao;323.0;;;;;;media
MG;SERICITA;microrregiao;597.0;13.0;;27.0;32.0;;media
MG;URUCANIA;microrregiao;278.0;;;16.0;21.0;;media
MG;CENTRAL DE MI NAS;municipio;;3745.0;15.0;2494.0;;;media
MG;ITABIRINHA DE MANTENA;municipio;;3832.0;;1471.0;;;media
MG;MANTENA;municipio;;18774.0;56.0;4217.0;;;media
MG;MENDES PIMENTEL;municipio;;7803.0;30.0;2492.0;;;media
MG;MATA DE CARATINGA;microrregiao;;97744.0;288.0;30049.0;;;media
MG;BOM JESUS;municipio;;6933.0;18.0;621.0;;;media
MG;CARATINGA;municipio;;36597.0;108.0;5083.0;;;media
MG;CORREGO NOVO;municipio;;1780.0;;2769.0;;;media
MG;DOM CAVAT I;municipio;;1723.0;;;;;media
MG;ENGENHEIRO CALDAS;municipio;;3739.0;10.0;4137.0;;;media
MG;FERNANDES TOURINHO zo;municipio;;2947.0;11.0;2710.0;;;media
MG;IAPU;municipio;;7453.0;22.0;3280.0;;;media
MG;INHAPIM;municipio;;18222.0;46.0;2914.0;;;media
MG;SÃO JOÃO DO ORIENTE;municipio;;2237.0;;642.0;;;media
MG;SOBRAL IA;municipio;;2962.0;;;;;media
MG;TARUMIRIM;municipio;;13148.0;49.0;7889.0;;;media
MG;BACIA DO MANHUAÇU;microrregiao;;178564.0;772.0;131201.0;57.0;;media
MG;AIMDRES;municipio;;22279.0;100.0;16288.0;;;media
MG;ALVARENGA;municipio;;6968.0;19.0;2078.0;;;media
MG;CONCEIÇÃO DE IPANEMA;municipio;;5159.0;19.0;600.0;;;media
MG;CONSELHEIRO PENA;municipio;;28172.0;145.0;24284.0;;;media
MG;DIVINO DAS LARANJEIRAS;mesorregiao;;5690.0;31.0;4709.0;;;media
MG;GALILEIA;municipio;;12275.0;75.0;21229.0;11.0;;media
MG;IPANEMA;municipio;;12127.0;43.0;5080.0;;;media
MG;ITANHOMI;municipio;;13256.0;37.0;7041.0;;;media
MG;ITUETA;municipio;;9616.0;22.0;4702.0;;;media
MG;MUTUM;municipio;;24738.0;78.0;6831.0;;;media
MG;POCRANE;municipio;;9060.0;40.0;8719.0;;;media
MG;RESPLENDOR;municipio;;17995.0;95.0;17015.0;;;media
MG;SANTA RITA DO ITUETO;municipio;;6074.0;28.0;5154.0;;;media
MG;TUMIRITINGA;municipio;;5150.0;40.0;7464.0;;;media
MG;MATA DE PONTE NOVA;microrregiao;;89643.0;301.0;3338.0;12.0;;media
MG;ABRE CAMPO;municipio;;10910.0;20.0;602.0;;;media
MG;ACAIACA;municipio;;658.0;;;;;media
MG;AMPARO DO SERRA;municipio;;2857.0;12.0;916.0;;;media
MG;BARRA LONGA;municipio;;8139.0;22.0;346.0;;;media
MG;OI OGO DE VASCONCELOS;municipio;;1031.0;;904.0;;;media
MG;DOM SILVERIO;municipio;;5321.0;16.0;748.0;;;media
MG;JEQUERI;municipio;;10804.0;27.0;;;;media
MG;PIEDADE DE PONTE NOVA;municipio;;1696.0;;1067.0;;;media
MG;PONTE NOVA;municipio;;9164.0;44.0;3967.0;;;media
MG;RAUL SOARES;municipio;;14785.0;38.0;6296.0;;;media
MG;RIO CASCA;municipio;;6044.0;23.0;6103.0;;;media
MG;RIO DOCE;municipio;;3069.0;11.0;1107.0;;;media
MG;SANTA CRUZ DO ESCAL VADO;municipio;;3866.0;22.0;853.0;;;media
MG;SANTO ANTON l O DO GRAMA;municipio;;3061.0;20.0;;;;media
MG;SÃO PEDRO DOS FERROS;municipio;;4560.0;20.0;5085.0;;;media
MG;SERICITA;municipio;;981.0;;900.0;;;media
MG;URUCANIA;municipio;;1689.0;10.0;3240.0;;;media
MG;VERTENTE OCIDENTAL DO CAPARAO;microrregiao;452938.0;;105.0;;;;media
MG;CAIANA;municipio;259.0;10757.0;;;;;media
MG;CAPARAO;mesorregiao;17603.0;;;;;;media
MG;CAPUTIRA;municipio;17593.0;;;;;;media
MG;CHALE;municipio;402.0;17771.0;;;;;media
MG;DIVINO;municipio;53004.0;;29.0;;;;media
MG;ESPERA FELIZ;municipio;20112.0;;;;;;media
MG;LA JINHA;municipio;38856.0;;;;;;media
MG;MANHUAÇU;municipio;94874.0;;21.0;;;;media
MG;MANHUMIRIM;municipio;1020.0;42090.0;;;;;media
MG;MA TIPO;municipio;23957.0;;;;;;media
MG;PRESIDENTE SOARES;municipio;330.0;12512.0;2.0;;;;media
MG;SANTA MARGARIDA;mesorregiao;22431.0;;22.0;;;;media
MG;SANTANA DO MANHUAÇU;municipio;30551.0;;;;;;media
MG;SÃO .JOSE DO MANTIMENTO;municipio;5285.0;;;;;;media
MG;SIMONESIA;municipio;45536.0;;11.0;;;;media
MG;MATA DE VIÇOSA;microrregiao;407317.0;;730.0;;;;media
MG;ALTO RIO DOCE;municipio;40115.0;;198.0;;;;media
MG;ARAPONGA;municipio;24924.0;;;;;;media
MG;BRAS PIRES;municipio;14169.0;;;;;;media
MG;CAJURI;municipio;7905.0;;;;;;media
MG;CANAÃ;municipio;13643.0;;;;;;media
MG;ClPOTANEA;municipio;10172.0;;71.0;;;;media
MG;COIMBRA;municipio;9525.0;;;;;;media
MG;DORES DO TURVO;municipio;17126.0;;38.0;;;;media
MG;ERVALIA;municipio;29383.0;;;;;;media
MG;GUARAC I ABA;municipio;24154.0;;;;;;media
MG;LAMIM;municipio;7335.0;;50.0;;;;media
MG;PAULA CANDIDO;municipio;22126.0;;19.0;;;;media
MG;PEDRA DO ANTA;municipio;13897.0;;;;;;media
MG;PIRANGA;municipio;43961.0;;105.0;;;;media
MG;PORTO FIRME;municipio;22974.0;;36.0;;;;media
MG;PRESIDENTE BERNARDES;municipio;16888.0;;40.0;;;;media
MG;RIO ESPERA;municipio;14846.0;;;;;;media
MG;SÃO MIGUEL DO ANTA;municipio;12592.0;;11.0;;;;media
MG;SENADOR FIRMINO;municipio;13459.0;;41.0;;;;media
MG;SENHORA DE OLIVEIRA;municipio;11657.0;;23.0;;;;media
MG;TEIXEIRAS;municipio;14557.0;;26.0;;;;media
MG;VIÇOSA;municipio;935.0;36.0;19.0;49.0;65.0;;media
MG;MATA DO MURIAE;microrregiao;368650.0;;64.0;;;;media
MG;ANTONIO PRADO DE MINAS;municipio;8345.0;;;;;;media
MG;BARÃO DE MONTE ALTO;municipio;18845.0;;;;;;media
MG;CARANGOLA;municipio;64980.0;;;;;;media
MG;EUGENOPOLIS;municipio;29860.0;;13.0;;;;media
MG;FARIA LEMOS;municipio;17337.0;;;;;;media
MG;MIRADOURO;municipio;28722.0;;;;;;media
MG;MIRAI;municipio;41811.0;;;;;;media
MG;MURIAE;municipio;88428.0;;;;;;media
MG;PATROCINIO DO MURIAE;municipio;10276.0;;;;;;media
MG;PEDRA DOURADA;municipio;8610.0;;;;;;media
MG;SÃO FRANCISCO DO GLORIA;municipio;16069.0;;;;;;media
MG;TOMBOS;municipio;26662.0;;;;;;media
MG;VIEIRAS;municipio;300.0;10700.0;13.0;;;;media
MG;VERTENTE OCIDENTAL DO CAPARAO;mesorregiao;643.0;88217.0;251.0;14281.0;;;media
MG;CAIANA;microrregiao;15.0;1932.0;;;;;media
MG;CAPARAO;microrregiao;20.0;2815.0;17.0;;;;media
MG;CAPUT IRA;microrregiao;16.0;1952.0;12.0;;;;media
MG;CHALE;microrregiao;23.0;3330.0;;677.0;;;media
MG;DIVINO;microrregiao;76.0;10413.0;23.0;918.0;;;media
MG;ESPERA FELIZ;microrregiao;37.0;5191.0;13.0;676.0;;;media
MG;LAJINHA;microrregiao;63.0;8656.0;26.0;1158.0;;;media
MG;MANHUAÇU;microrregiao;125.0;17488.0;47.0;2705.0;;;media
MG;MANHUMIRIM;microrregiao;64.0;8357.0;21.0;2546.0;;;media
MG;MATIPO;microrregiao;41.0;5693.0;16.0;1689.0;;;media
MG;PRESIDENTE SOARES;microrregiao;13.0;1705.0;;1397.0;;;media
MG;SANTA MARGARIDA;microrregiao;38.0;5290.0;;;;;media
MG;SANTANA DO MANHUAÇU;microrregiao;44.0;5862.0;26.0;1142.0;;;media
MG;SÃO JOSE DO MANTIMENTQ;microrregiao;;814.0;;822.0;;;media
MG;SIMONESIA;microrregiao;62.0;8709.0;26.0;546.0;;;media
MG;MATA DE VIÇOSA;mesorregiao;515.0;70713.0;142.0;6031.0;;;media
MG;ALTO RIO DOCE;microrregiao;74.0;10249.0;12.0;;;;media
MG;ARAPONGA;microrregiao;23.0;3229.0;10.0;2053.0;;;media
MG;BRAS PIRES;microrregiao;10.0;1295.0;;;;;media
MG;CAJURI;microrregiao;;929.0;;557.0;;;media
MG;CANAÃ;microrregiao;14.0;1803.0;;;;;media
MG;CIPOTANEA;microrregiao;13.0;1791.0;;;;;media
MG;COIMBRA;microrregiao;13.0;1594.0;;;;;media
MG;DORES DO TURVO;microrregiao;27.0;3792.0;;584.0;;;media
MG;ERVALIA;microrregiao;34.0;4674.0;12.0;;;;media
MG;GUARACIABA;microrregiao;27.0;3864.0;13.0;1283.0;;;media
MG;LAMIM;microrregiao;14.0;2079.0;;;;;media
MG;PAULA CANO IDO;microrregiao;41.0;5580.0;;;;;media
MG;PEDRA DO ANTA;microrregiao;24.0;3406.0;;;;;media
MG;PIRANGA;microrregiao;51.0;6958.0;17.0;1552.0;;;media
MG;PORTO FIRME;microrregiao;28.0;3919.0;;;;;media
MG;PRESIDENTE BERNARDES;microrregiao;17.0;2406.0;11.0;;;;media
MG;RIO ESPERA;microrregiao;19.0;2693.0;;;;;media
MG;SÃO MIGUEL DO ANTA;microrregiao;14.0;761.0;;;;;media
MG;SENADOR FIRMINO;microrregiao;15.0;2036.0;;;;;media
MG;SENHORA DE OLIVEIRA;microrregiao;19.0;2526.0;;;;;media
MG;TEIXEIRAS;microrregiao;13.0;745.0;;;;;media
MG;VIÇOSA;microrregiao;18.0;2373.0;;;;;media
MG;MATA DO MURIAE;mesorregiao;525.0;7214.0;230.0;33354.0;;;media
MG;ANTONIO PRADO DE MINAS;microrregiao;10.0;198.0;;;;;media
MG;BARÃO DE MONTE ALTO;microrregiao;21.0;3003.0;19.0;2742.0;;;media
MG;CARANGOLA;microrregiao;95.0;12853.0;34.0;4538.0;;;media
MG;EUGENOPOLIS;microrregiao;45.0;6469.0;16.0;1191.0;;;media
MG;FARIA LEMOS;microrregiao;33.0;4386.0;;3512.0;;;media
MG;MIRADOURO;microrregiao;45.0;6045.0;18.0;1353.0;;;media
MG;MIRAI;microrregiao;49.0;706.0;29.0;;;;media
MG;MURIAE;microrregiao;124.0;16846.0;62.0;6283.0;;;media
MG;PATROCINID DO MURIAE;microrregiao;18.0;2472.0;;1127.0;;;media
MG;PEDRA DOURADA;microrregiao;;971.0;;1876.0;;;media
MG;SÃO FRANCISCO DO GLORIA;microrregiao;32.0;4598.0;12.0;;;;media
