_uf;_label;_level;val_1;val_2;val_3;val_4;val_5;val_6;val_7;val_8;val_9;val_10;val_11;confianca
PR;ITAPEJARA D' OESTE;municipio;143.0;21.0;256.0;270.0;136.0;701.0;751.0;;;;;media
PR;PATO BRANCO;municipio;738.0;361.0;561.0;346.0;1137.0;1209.0;;;;;;media
PR;PEROLA D'OESTE;municipio;83.0;34.0;268.0;279.0;81.0;1297.0;1431.0;;;;;media
PR;PRANCHITA;municipio;119.0;42.0;98.0;123.0;112.0;697.0;753.0;;;;;media
PR;REALEZA;municipio;113.0;62.0;146.0;150.0;110.0;768.0;805.0;;;;;media
PR;RENASCENCA;municipio;139.0;60.0;109.0;126.0;130.0;313.0;330.0;;;;;media
PR;SALGADO FILHO;municipio;183.0;10.0;155.0;163.0;10.0;1419.0;1538.0;;;;;media
PR;S/l.L TO DO LONTRA;municipio;330.0;95.0;268.0;93.0;1106.0;382.0;21.0;;;;;media
PR;SANTA IZABEL DO OESTE;municipio;4.0;55.0;236.0;274.0;111.0;846.0;918.0;;;;;media
PR;SANTO ANTONIO DO SUDOESTE;municipio;73.0;35.0;131.0;139.0;66.0;1697.0;1833.0;;;;;media
PR;SÃO JOÃO;municipio;331.0;153.0;229.0;151.0;1170.0;1254.0;;;;;;media
PR;VERE;municipio;172.0;30.0;233.0;241.0;167.0;867.0;918.0;;;;;media
PR;VITORINO;municipio;172.0;42.0;122.0;134.0;162.0;295.0;313.0;;;;;media
PR;CAMPOS DE GUARAPUAVA;microrregiao;1264.0;878.0;2266.0;2484.0;917.0;6666.0;7064.0;;;;;media
PR;CANTAGALO;municipio;366.0;119.0;252.0;261.0;85.0;841.0;878.0;;;;;media
PR;GUARAPUAVA;municipio;978.0;642.0;725.0;826.0;399.0;1481.0;1558.0;;;;;media
PR;INACIO MARTINS;municipio;93.0;32.0;85.0;91.0;216.0;;;;;;;media
PR;LARANJEIRAS DO SUL;municipio;351.0;180.0;428.0;453.0;310.0;2328.0;2496.0;;;;;media
PR;PINHÃO;municipio;394.0;90.0;106.0;349.0;393.0;152.0;159.0;;;;;media
PR;QUEDAS DO l GUAÇU;municipio;332.0;42.0;81.0;272.0;32.0;94.0;1150.0;;;;;media
PR;TURVO, zoz;municipio;38.0;48.0;155.0;168.0;32.0;562.0;607.0;;;;;media
PR;NORTE PARANAENSE;mesorregiao;31230.0;17271.0;9460.0;20337.0;22637.0;13817.0;45124.0;;;;;media
PR;NORTE VELHO OE JACAREZI NHO;microrregiao;3157.0;1678.0;2900.0;3383.0;2437.0;3369.0;4647.0;;;;;media
PR;ABATIA;municipio;286.0;178.0;190.0;199.0;152.0;234.0;337.0;;;;;media
PR;ANOIRA;municipio;180.0;58.0;125.0;166.0;140.0;67.0;74.0;;;;;media
PR;BANOE IRANTES;municipio;;250.0;;;;;;;;;;media
PR;BARRA;municipio;227.0;36.0;86.0;90.0;163.0;116.0;144.0;;;;;media
PR;CAMBARA;municipio;445.0;365.0;122.0;316.0;443.0;283.0;165.0;;;;;media
PR;CONGONHINHAS;municipio;61.0;39.0;110.0;122.0;51.0;300.0;398.0;;;;;media
PR;CORNEL;municipio;314.0;110.0;202.0;235.0;239.0;87.0;129.0;;;;;media
PR;MESORREGI ÔES, MICRORREGIÔES;mesorregiao;;;;;;;;;;;;media
PR;ITAMBARACA;mesorregiao;162.0;105.0;157.0;168.0;124.0;93.0;102.0;;;;;media
PR;JACAREZI NHO;mesorregiao;125.0;198.0;128.0;151.0;79.0;239.0;392.0;;;;;media
PR;JUNDIAI DO SUL;mesorregiao;40.0;13.0;35.0;38.0;28.0;122.0;186.0;;;;;media
PR;LEOPOLIS;mesorregiao;1121.0;78.0;162.0;191.0;87.0;32.0;35.0;;;;;media
PR;NOVA AMERICA DA COLINA;mesorregiao;99.0;36.0;94.0;100.0;85.0;12.0;13.0;;;;;media
PR;NOVA FATIMA;mesorregiao;99.0;36.0;47.0;67.0;72.0;29.0;33.0;;;;;media
PR;RIBEIRÃO CLARO;mesorregiao;31.0;;221.0;245.0;21.0;429.0;599.0;;;;;media
PR;RIBEIRÃO DO PINHAL;mesorregiao;113.0;49.0;114.0;129.0;72.0;216.0;298.0;;;;;media
PR;SANTA AMELIA;mesorregiao;62.0;49.0;89.0;104.0;52.0;54.0;79.0;;;;;media
PR;SANTA MARIANA;mesorregiao;147.0;141.0;147.0;185.0;93.0;35.0;44.0;;;;;media
PR;SANTO ANTONIO DA PLATINA;mesorregiao;198.0;115.0;278.0;308.0;166.0;770.0;1114.0;;;;;media
PR;SANTO ANTONIO DO PARAISO;mesorregiao;88.0;40.0;53.0;59.0;76.0;28.0;34.0;;;;;media
PR;SERTANEJA;mesorregiao;206.0;142.0;126.0;143.0;158.0;20.0;23.0;;;;;media
PR;ALGODOEIRA DE ASSAI;mesorregiao;1488.0;710.0;1169.0;1295.0;1177.0;575.0;624.0;;;;;media
PR;ASSAI;mesorregiao;571.0;296.0;307.0;348.0;444.0;26.0;28.0;;;;;media
PR;JATAIZINHO;mesorregiao;107.0;60.0;92.0;107.0;83.0;32.0;39.0;;;;;media
PR;RANCHO ALEGRE;mesorregiao;57.0;39.0;46.0;49.0;48.0;10.0;11.0;;;;;media
PR;SANTA CECILIA DO PAVÃO;mesorregiao;205.0;52.0;158.0;167.0;182.0;314.0;319.0;;;;;media
PR;SÃO JERON IMO DA SERRA;mesorregiao;91.0;56.0;193.0;201.0;84.0;85.0;98.0;;;;;media
PR;SÃO SEBASTIÃO DA AMOREIRA;mesorregiao;188.0;127.0;169.0;183.0;142.0;;11.0;;;;;media
PR;URAI;mesorregiao;269.0;78.0;204.0;240.0;194.0;102.0;118.0;;;;;media
PR;NORTE NOVO DE LONDRINA;mesorregiao;4740.0;2081.0;4169.0;4762.0;3544.0;5073.0;6132.0;;;;;media
PR;ALVORADA;mesorregiao;226.0;98.0;117.0;136.0;179.0;64.0;90.0;;;;;media
PR;ARAPONGAS;mesorregiao;285.0;93.0;304.0;379.0;221.0;328.0;388.0;;;;;media
PR;ASTORGA;mesorregiao;297.0;105.0;271.0;308.0;232.0;395.0;483.0;;;;;media
PR;BELA VISTA;mesorregiao;142.0;63.0;136.0;154.0;99.0;70.0;93.0;;;;;media
PR;CAFEARA;mesorregiao;87.0;24.0;44.0;52.0;56.0;86.0;99.0;;;;;media
PR;CAMBE;mesorregiao;197.0;146.0;244.0;278.0;127.0;161.0;191.0;;;;;media
PR;CENTENARIO DO SUL;mesorregiao;135.0;47.0;107.0;109.0;105.0;211.0;252.0;;;;;media
PR;COLORADO;mesorregiao;145.0;3.0;56.0;92.0;66.0;274.0;335.0;;;;;media
PR;FLORESTOPOLIS;mesorregiao;52.0;42.0;35.0;44.0;34.0;29.0;41.0;;;;;media
PR;FLORIDA;mesorregiao;14.0;;10.0;11.0;13.0;32.0;49.0;;;;;media
PR;GUARACI;mesorregiao;41.0;41.0;52.0;60.0;29.0;147.0;185.0;;;;;media
PR;IBIPORÂ;mesorregiao;275.0;96.0;165.0;181.0;217.0;219.0;267.0;;;;;media
PR;I GUARAÇU;mesorregiao;150.0;49.0;124.0;135.0;104.0;152.0;167.0;;;;;media
PR;ITAGUAJE;mesorregiao;54.0;;10.0;10.0;50.0;145.0;172.0;;;;;media
PR;JAGUAPITÂ;mesorregiao;164.0;57.0;106.0;114.0;130.0;232.0;279.0;;;;;media
PR;LOBATO;mesorregiao;74.0;17.0;65.0;67.0;59.0;102.0;118.0;;;;;media
PR;LONDRINA;mesorregiao;716.0;381.0;796.0;913.0;535.0;732.0;885.0;;;;;media
PR;LUPIONOPOL(S;mesorregiao;45.0;;51.0;58.0;31.0;82.0;97.0;;;;;media
PR;MIRASELVA;mesorregiao;74.0;54.0;86.0;99.0;51.0;92.0;104.0;;;;;media
PR;MUNHOZ DE MELO;mesorregiao;50.0;26.0;29.0;29.0;37.0;125.0;146.0;;;;;media
PR;NOSSA SENHORA DAS GRAÇAS;mesorregiao;36.0;;39.0;44.0;31.0;189.0;227.0;;;;;media
PR;PORECATU;mesorregiao;62.0;51.0;29.0;30.0;35.0;31.0;47.0;;;;;media
PR;PRIMEIRO DE MAIO;mesorregiao;233.0;120.0;414.0;483.0;204.0;104.0;124.0;;;;;media
PR;ROLANDIA;mesorregiao;450.0;179.0;274.0;311.0;339.0;253.0;298.0;;;;;media
PR;SABAUOIA;mesorregiao;164.0;49.0;89.0;96.0;141.0;252.0;300.0;;;;;media
PR;SANTA FE;mesorregiao;153.0;51.0;61.0;63.0;118.0;276.0;340.0;;;;;media
PR;SANTA INES;mesorregiao;45.0;;;;35.0;50.0;56.0;;;;;media
PR;SANTO INACIO;mesorregiao;20.0;41.0;94.0;101.0;17.0;132.0;169.0;;;;;media
PR;SERTANOPOLIS;mesorregiao;354.0;104.0;355.0;399.0;249.0;108.0;130.0;;;;;media
PR;NORTE NOVO OE MARINGA;mesorregiao;2138.0;1332.0;1736.0;2030.0;1815.0;2031.0;2380.0;;;;;media
PR;ATALAIA;mesorregiao;70.0;50.0;22.0;26.0;55.0;157.0;197.0;;;;;media
PR;DOUTOR CAMARGO;mesorregiao;116.0;22.0;39.0;39.0;108.0;139.0;153.0;;;;;media
PR;FLORAi;mesorregiao;57.0;53.0;78.0;93.0;53.0;95.0;112.0;;;;;media
PR;NORTE NOVISSIMO DE PARANAVAI;microrregiao;1733.0;10082439.0;;2624.0;1394.0;6213.0;7064.0;;;;;media
PR;ALTO PARANA;municipio;115.0;42181.0;;197.0;94.0;468.0;553.0;;;;;media
PR;AMAPORÂ;municipio;26.0;4159.0;;65.0;23.0;86.0;98.0;;;;;media
PR;CRUZEIRO DO SUL;municipio;99.0;3680.0;;87.0;68.0;213.0;291.0;;;;;media
PR;DIAMANTE DO NORTE;municipio;53.0;5471.0;;74.0;45.0;129.0;131.0;;;;;media
PR;GUAIRAÇA;municipio;59.0;52107.0;;112.0;45.0;181.0;212.0;;;;;media
PR;(NAJA;municipio;16.0;1522.0;;23.0;11.0;86.0;108.0;;;;;media
PR;ITAUNA DO SUL;municipio;50.0;1764.0;;66.0;42.0;106.0;109.0;;;;;media
PR;JARDIM OLINDA;municipio;;11.0;;11.0;;27.0;34.0;;;;;media
PR;LOANDA;municipio;71.0;53142.0;;155.0;52.0;413.0;455.0;;;;;media
PR;MARILENA;municipio;25.0;33138.0;;144.0;21.0;243.0;271.0;;;;;media
PR;MIRAOOR;municipio;12.0;2917.0;;18.0;10.0;120.0;127.0;;;;;media
PR;NOVA ALIANÇA DO (VAI;municipio;18.0;1115.0;;17.0;15.0;64.0;70.0;;;;;media
PR;NOVA ESPERANÇA;municipio;137.0;76188.0;;197.0;107.0;773.0;919.0;;;;;media
PR;NOVA LONDRINA;municipio;50.0;4069.0;;78.0;41.0;166.0;183.0;;;;;media
PR;PARA ISO;municipio;30.0;4668.0;;75.0;28.0;111.0;128.0;;;;;media
PR;PARANACITY;municipio;88.0;3087.0;;96.0;71.0;145.0;172.0;;;;;media
PR;PARANAPOEMA;municipio;37.0;1830.0;;33.0;27.0;14.0;16.0;;;;;media
PR;PARANAVAI;municipio;147.0;106240.0;;258.0;123.0;439.0;510.0;;;;;media
PR;PLANALTINA;municipio;24.0;1536.0;;44.0;22.0;145.0;153.0;;;;;media
PR;PORTO RICO;municipio;11.0;2151.0;;57.0;;135.0;148.0;;;;;media
PR;PRESIDENTE CASTELO BRANCO;municipio;28.0;22.0;;23.0;26.0;94.0;106.0;;;;;media
PR;OUERENCIA;municipio;183.0;54135.0;;146.0;150.0;257.0;285.0;;;;;media
PR;SANTA CRUZ DE MONTE CASTELO;municipio;88.0;3754.0;;58.0;715.0;244.0;266.0;;;;;media
PR;SANTA ISABEL DO (VAI;municipio;87.0;38108.0;;111.0;71.0;651.0;698.0;;;;;media
PR;SANTO ANTONIO DO CAIUA;municipio;44.0;1551.0;;57.0;35.0;102.0;116.0;;;;;media
PR;SÃO JOÃO DO CAI UA;municipio;52.0;1036.0;;39.0;36.0;78.0;91.0;;;;;media
PR;SÃO PEDRO DO PARANA;municipio;20.0;3192.0;;99.0;15.0;158.0;169.0;;;;;media
PR;TAMBOARA;municipio;26.0;1457.0;;62.0;22.0;157.0;181.0;;;;;media
PR;TERRA RICA;municipio;137.0;59208.0;;222.0;111.0;408.0;464.0;;;;;media
PR;NORTE NOVO DE APUCARANA;microrregiao;2152.0;10734082.0;;4424.0;1861.0;4435.0;4939.0;;;;;media
PR;APUCARANA;municipio;273.0;110258.0;;277.0;228.0;453.0;520.0;;;;;media
PR;BOM SUCESSO;municipio;96.0;34121.0;;139.0;62.0;116.0;142.0;;;;;media
PR;BORRAZOPOLIS;municipio;182.0;45289.0;;302.0;164.0;141.0;155.0;;;;;media
PR;CALIFORNIA;municipio;18.0;4489.0;;96.0;17.0;195.0;227.0;;;;;media
PR;CAMBIRA;municipio;211.0;52233.0;;254.0;189.0;336.0;363.0;;;;;media
PR;FAXINAL;municipio;142.0;89202.0;;230.0;112.0;307.0;344.0;;;;;media
PR;GRANDES RIOS;municipio;32.0;28328.0;;353.0;31.0;396.0;425.0;;;;;media
PR;IVAIPORÃ;municipio;218.0;107775.0;;823.0;210.0;728.0;790.0;;;;;media
PR;JANDAIA DO SUL;municipio;68.0;31208.0;;224.0;63.0;242.0;270.0;;;;;media
PR;JARDIM ALEGRE;municipio;112.0;71330.0;;348.0;100.0;442.0;481.0;;;;;media
PR;KALORE;municipio;151.0;25110.0;;113.0;139.0;125.0;133.0;;;;;media
PR;LUNAROELL I;municipio;28.0;30214.0;;239.0;20.0;100.0;115.0;;;;;media
PR;MARILANOIA;municipio;149.0;105129.0;;146.0;114.0;187.0;215.0;;;;;media
PR;NORTE NOVISSIMO OE UMUARAMA;microrregiao;1589.0;1383.0;1578.0;3842.0;4119.0;1863.0;17623.0;;;;;media
PR;ALTONIA;municipio;75.0;82.0;87.0;269.0;275.0;85.0;2014.0;;;;;media
PR;ALTO PIOUIRI;municipio;142.0;111.0;131.0;387.0;431.0;195.0;622.0;;;;;media
PR;CIANORTE;municipio;125.0;114.0;123.0;221.0;237.0;138.0;1027.0;;;;;media
PR;CIDADE GAUCHA;municipio;72.0;25.0;38.0;89.0;100.0;81.0;165.0;;;;;media
PR;CRUZEIRO;municipio;69.0;79.0;99.0;159.0;171.0;90.0;792.0;;;;;media
PR;OOURAOINA;municipio;21.0;41.0;42.0;50.0;56.0;27.0;440.0;;;;;media
PR;FRANCISCO ALVES;municipio;85.0;62.0;71.0;162.0;180.0;88.0;769.0;;;;;media
PR;GUAPOREMA;municipio;24.0;19.0;29.0;52.0;58.0;27.0;135.0;;;;;media
PR;ICARAIMA;municipio;22.0;34.0;37.0;70.0;72.0;24.0;599.0;;;;;media
PR;INDIANOPOLIS;municipio;23.0;18.0;19.0;120.0;124.0;27.0;309.0;;;;;media
PR;IPORÃ;municipio;90.0;83.0;86.0;490.0;528.0;96.0;1776.0;;;;;media
PR;JAPURA;municipio;77.0;36.0;49.0;119.0;122.0;83.0;130.0;;;;;media
PR;JUSSARA;municipio;95.0;60.0;103.0;34.0;42.0;100.0;62.0;;;;;media
PR;MARIA HELENA;municipio;29.0;31.0;34.0;80.0;84.0;35.0;628.0;;;;;media
PR;NOVA OLIMPIA;municipio;28.0;10.0;10.0;26.0;27.0;31.0;202.0;;;;;media
PR;PEROLA;municipio;16.0;58.0;58.0;276.0;302.0;17.0;1389.0;;;;;media
PR;RONOON;municipio;99.0;35.0;41.0;109.0;115.0;120.0;386.0;;;;;media
PR;SÃO JORGE DO PATROCINIO;municipio;14.0;71.0;74.0;134.0;138.0;14.0;878.0;;;;;media
PR;SÃO TOME;municipio;53.0;21.0;23.0;92.0;97.0;61.0;192.0;;;;;media
PR;TAPEJARA;municipio;86.0;52.0;62.0;66.0;74.0;113.0;316.0;;;;;media
PR;TAP IRA;municipio;14.0;28.0;30.0;156.0;160.0;15.0;758.0;;;;;media
PR;TERRA BOA;municipio;64.0;29.0;37.0;80.0;94.0;72.0;194.0;;;;;media
PR;TUNE IRAS DO OESTE;municipio;30.0;49.0;52.0;116.0;125.0;38.0;607.0;;;;;media
PR;UMUARAMA;municipio;225.0;205.0;213.0;384.0;399.0;274.0;2600.0;;;;;media
PR;XAMBRE;municipio;11.0;30.0;30.0;101.0;108.0;12.0;633.0;;;;;media
PR;CAMIONETAS, PERUAS, JIPES, ETC;municipio;;;;;;;;;;;;media
RO;TOTAIS;total;3449.0;1208.0;1324.0;2336.0;2524.0;279.0;307.0;4217.0;4389.0;943.0;1136.0;alta
RO;PORTO VELHO;mesorregiao;419.0;121.0;145.0;309.0;335.0;45.0;49.0;237.0;253.0;741.0;902.0;alta
RO;PORTO VELHO;microrregiao;419.0;121.0;145.0;309.0;335.0;45.0;49.0;237.0;253.0;741.0;902.0;alta
RO;COSTA MARQUES;municipio;181.0;57.0;59.0;125.0;132.0;21.0;23.0;168.0;180.0;184.0;286.0;alta
RO;GUAJARA-MIRIM;municipio;102.0;13.0;15.0;91.0;95.0;;;22.0;24.0;356.0;383.0;alta
RO;PORTO VELHO;municipio;136.0;51.0;71.0;93.0;108.0;21.0;23.0;47.0;49.0;201.0;233.0;alta
RO;LESTE OE RONDONIA;mesorregiao;3030.0;1087.0;179.0;2027.0;2189.0;234.0;258.0;3980.0;4136.0;202.0;234.0;alta
RO;JI-PARANA;microrregiao;2393.0;855.0;926.0;1573.0;1678.0;154.0;164.0;282.0;3400.0;173.0;199.0;alta
RO;ARIOUEMES;municipio;608.0;206.0;223.0;417.0;460.0;53.0;55.0;302.0;314.0;123.0;138.0;alta
RO;CACOAL;municipio;416.0;161.0;170.0;271.0;293.0;22.0;25.0;513.0;532.0;;;alta
RO;JARU;municipio;258.0;77.0;88.0;185.0;196.0;;;203.0;205.0;;12.0;alta
RO;.JI-PARANA;municipio;248.0;83.0;89.0;163.0;167.0;20.0;23.0;663.0;698.0;21.0;25.0;alta
RO;OURO PRETO;municipio;376.0;166.0;181.0;214.0;228.0;14.0;15.0;615.0;637.0;;2.0;alta
RO;PRESIDENTE MEOICI;municipio;215.0;57.0;61.0;157.0;163.0;21.0;21.0;636.0;650.0;17.0;20.0;alta
RO;ROL IM DE MOURA;municipio;272.0;105.0;114.0;166.0;171.0;17.0;17.0;350.0;364.0;;;alta
RO;VILHENA;microrregiao;461.0;174.0;194.0;351.0;406.0;50.0;62.0;283.0;302.0;10.0;12.0;alta
RO;ESPIGÃO O' OESTE;municipio;162.0;100.0;110.0;100.0;109.0;16.0;19.0;122.0;123.0;;;alta
RO;PIMENTA BUENO;municipio;121.0;34.0;34.0;92.0;107.0;;10.0;110.0;115.0;;;alta
RO;VILHENA;municipio;178.0;40.0;50.0;159.0;190.0;25.0;33.0;51.0;64.0;;2.0;alta
RO;COLORADO DO OESTE;microrregiao;176.0;58.0;59.0;103.0;105.0;30.0;32.0;415.0;434.0;19.0;23.0;alta
RO;CEREJEIRAS;municipio;49.0;19.0;19.0;24.0;24.0;;;127.0;131.0;17.0;21.0;alta
RO;COLORADO;municipio;127.0;39.0;40.0;79.0;81.0;21.0;23.0;288.0;303.0;;2.0;alta
RO;CAMIONETAS, PERUAS, JIPES, ETC;municipio;;;;;;;;;;;;alta
RR;TOTAIS;total;470.0;85.0;99.0;407.0;438.0;229.0;34.0;111.0;118.0;445.0;;alta
RR;RORAIMA;mesorregiao;470.0;85.0;99.0;407.0;438.0;229.0;34.0;118.0;445.0;;;alta
RR;RORAIMA;microrregiao;470.0;85.0;99.0;407.0;438.0;229.0;34.0;111.0;118.0;445.0;;alta
RR;ALTO ALEGRE;municipio;18.0;;9.0;5.0;9.0;;;;;;;alta
RR;BOA VISTA;municipio;170.0;31.0;35.0;46.0;160.0;;;20.0;20.0;;;alta
RR;BONFIM;municipio;7.0;2.0;14.0;62.0;65.0;;;50.0;54.0;;;alta
RR;CARACARA I;municipio;44.0;;11.0;37.0;40.0;150.0;;;;297.0;;alta
RR;MUCA,JA I;municipio;93.0;12.0;12.0;86.0;87.0;;;;;;;alta
RR;NORMANDIA;municipio;26.0;;;25.0;31.0;;;11.0;3.0;;;alta
RR;sÃo JoÃo DA BALIZA;municipio;3.0;;;27.0;27.0;;;;;;;alta
RR;SÃC LUIZ;municipio;17.0;;;;9.0;73.0;;2.0;3.0;41.0;;alta
RR;CAMIONETAS. PERUAS. JIPES, ETC;municipio;;;;;;;;;;;;alta
RS;TOTAIS;total;1062941.0;2077123790.0;61328.0;6785761200.0;77906.0;264538.0;321485.0;1968.0;2235.0;;;baixa
RS;PORTO ALEGRE;mesorregiao;2470.0;570649.0;1258.0;14341469.0;2036.0;4681.0;6646.0;51.0;77.0;;;baixa
RS;PORTO ALEGRE;microrregiao;2470.0;570649.0;1258.0;14341469.0;2036.0;4681.0;6646.0;51.0;77.0;;;baixa
RS;ALVORADA;municipio;18.0;;;15.0;22.0;14.0;19.0;;;;;baixa
RS;BARRA;municipio;180.0;2932.0;87.0;96132.0;201.0;250.0;354.0;;;;;baixa
RS;CACHOE IRINHA;municipio;19.0;;10.0;1110.0;14.0;29.0;43.0;;;;;baixa
RS;CAMPO BOM;municipio;29.0;;16.0;1617.0;20.0;41.0;59.0;;;;;baixa
RS;CANOAS;municipio;147.0;7075.0;68.0;7365.0;94.0;183.0;259.0;;;;;baixa
RS;ESTANCIA VELHA;municipio;61.0;;33.0;3937.0;46.0;62.0;90.0;;;;;baixa
RS;ESTEIO;municipio;;;;;;;;;;;;baixa
RS;GRAVATA(;municipio;323.0;143.0;154185.0;226.0;1312.0;1982.0;11.0;;;;;baixa
RS;GUAIBA;municipio;318.0;6277.0;116.0;132250.0;356.0;584.0;739.0;;;;;baixa
RS;NOVO HAMBURGO;municipio;155.0;2526.0;97.0;11061.0;71.0;322.0;483.0;;;;;baixa
RS;PORTÃO;municipio;158.0;4142.0;50.0;53101.0;104.0;290.0;425.0;;;;;baixa
RS;PORTO ALEGRE;municipio;310.0;130166.0;172.0;189138.0;175.0;220.0;308.0;20.0;38.0;;;baixa
RS;SÃO LEOPOLDO;municipio;38.0;;22.0;2723.0;28.0;48.0;67.0;;;;;baixa
RS;SAPIRANGA;municipio;133.0;2728.0;95.0;14854.0;61.0;326.0;438.0;;;;;baixa
RS;SAPUCAIA DO SUL;municipio;20.0;;15.0;16.0;;54.0;89.0;;;;;baixa
RS;VIAMÃO;municipio;557.0;104118.0;328.0;363372.0;602.0;938.0;283.0;;;;;baixa
RS;ENCOSTA;mesorregiao;10619.0;10521208.0;5719.0;61885747.0;6514.0;55789.0;74701.0;224.0;272.0;;;baixa
RS;COLONIAL ENCOSTA DA SERRA GERAL;microrregiao;3181.0;481548.0;1692.0;18351480.0;669.0;3624.0;17659.0;62.0;70.0;;;baixa
RS;BOM PRINCIPIO;municipio;163.0;3539.0;86.0;13558.0;68.0;1098.0;1441.0;;;;;baixa
RS;CANELA;municipio;70.0;;60.0;6315.0;18.0;33.0;37.0;;;;;baixa
RS;DOIS IRMÃOS;municipio;326.0;3440.0;255.0;25877.0;87.0;1166.0;1398.0;;;;;baixa
RS;FELIZ;municipio;302.0;3642.0;201.0;221106.0;111.0;1301.0;564.0;;;;;baixa
RS;GRAMADO;municipio;97.0;1313.0;70.0;7422.0;23.0;495.0;558.0;;;;;baixa
RS;IGREJINHA;municipio;94.0;;67.0;7138.0;47.0;313.0;417.0;;;;;baixa
RS;IVOTI;municipio;172.0;3339.0;90.0;9865.0;74.0;582.0;759.0;;;;;baixa
RS;MONTENEGRO;municipio;682.0;108119.0;234.0;246430.0;483.0;2374.0;310.0;12.0;14.0;;;baixa
RS;NOVA PETROPOLIS;municipio;401.0;5255.0;225.0;241195.0;218.0;380.0;1650.0;16.0;19.0;;;baixa
RS;PAROBE;municipio;32.0;;14.0;1416.0;18.0;193.0;285.0;;;;;baixa
RS;ROLANTE;municipio;123.0;2628.0;85.0;9224.0;31.0;698.0;836.0;;;;;baixa
RS;SÃO SEBASTIÃO DO CAI;municipio;407.0;6973.0;150.0;161294.0;337.0;970.0;1379.0;;10.0;;;baixa
RS;TAQUARA;municipio;147.0;2728.0;66.0;6883.0;91.0;933.0;1271.0;10.0;12.0;;;baixa
RS;TRES COROAS;municipio;60.0;;51.0;5212.0;14.0;226.0;255.0;;;;;baixa
RS;COLONIAL DO BAIXO TAOUARI;microrregiao;2572.0;232270.0;1605.0;1675099.0;1222.0;16557.0;23097.0;;52.0;;;baixa
RS;ARROIO DO MEIO;municipio;246.0;3233.0;127.0;133129.0;139.0;2236.0;3305.0;;;;;baixa
RS;BOM RET l RO DO SUL;municipio;83.0;1316.0;47.0;53.0;52.0;650.0;800.0;;10.0;;;baixa
RS;CRUZEIRO DO SUL;municipio;434.0;2930.0;343.0;346165.0;183.0;922.0;1242.0;13.0;13.0;;;baixa
RS;ENCANTADO;municipio;335.0;1521.0;289.0;29658.0;60.0;1466.0;1711.0;;;;;baixa
RS;ESTRELA;municipio;347.0;4249.0;102.0;110254.0;299.0;1859.0;2973.0;;;;;baixa
RS;LAJEADO;municipio;453.0;6270.0;277.0;289172.0;189.0;5257.0;7180.0;;10.0;;;baixa
RS;MUÇUM;municipio;119.0;1516.0;69.0;7249.0;51.0;771.0;969.0;;;;;baixa
RS;NOVA BRESC(A;municipio;43.0;;17.0;1725.0;26.0;893.0;33.0;;;;;baixa
RS;ROCA SALES;municipio;329.0;1117.0;278.0;30073.0;79.0;1171.0;755.0;;;;;baixa
RS;TEUTONIA;municipio;183.0;1116.0;56.0;59127.0;144.0;1332.0;2129.0;;;;;baixa
RS;FUMI CUL i:,oRA DE SANTA CRUZ DO SUL;microrregiao;4866.0;339390.0;2422.0;26783168.0;3623.0;25608.0;33945.0;119.0;150.0;;;baixa
RS;AGUDO;municipio;523.0;3545.0;185.0;203398.0;524.0;1637.0;2213.0;;;;;baixa
RS;LESTE RIO-QRANDENSE;mesorregiao;;18435.0;2506.0;2931.0;9793.0;1094512213.0;17584.0;55599.0;71250.0;;;baixa
RS;LITORAL SETENT. RIO GRANDE;microrregiao;1219.0;230.0;266.0;546.0;635773.0;1221.0;5960.0;7758.0;255.0;;;baixa
RS;CAPÃO DA CANOA;municipio;54.0;;;;;;;;;;;baixa
RS;OSORIO;municipio;64.0;69.0;146.0;166133.0;164.0;1122.0;411.0;12.0;15.0;;;baixa
RS;PALMARES;municipio;232.0;59.0;149.0;176193.0;477.0;106.0;;;;;;baixa
RS;SANTO ANTONtO DA PATRULHA;municipio;360.0;80.0;130.0;2602.0;3494.0;232.0;256.0;;;;;baixa
RS;TORRES;municipio;295.0;43.0;46.0;78.0;216.0;2524.0;;;;;;baixa
RS;TRAMANOAI;municipio;;46.0;;;35.0;5223.0;36.0;88.0;140.0;;;baixa
RS;YALE;microrregiao;4096.0;645.0;2067.0;2236990.0;153.0;11925.0;15044.0;144.0;156.0;;;baixa
RS;ARROlO DOS RATOS;municipio;93.0;11.0;12.0;77.0;56.0;33.0;39.0;;;;;baixa
RS;BUT(A;municipio;166.0;35.0;122.0;142103.0;165.0;171.0;254.0;;;;;baixa
RS;CACHOEIRA DO SUL;municipio;1642.0;225.0;1898.0;3057.0;3941.0;23.0;23.0;;;;;baixa
RS;CHARQUEADAS;municipio;;13.0;;;;11.0;10.0;29.0;44.0;;;baixa
RS;GENERAL CAMARA;municipio;28.0;31.0;69.0;81148.0;946.0;1227.0;24.0;26.0;;;;baixa
RS;RIO PARDO;municipio;;1145.0;119.0;132.0;680.0;741840.0;1141.0;2847.0;3907.0;;;baixa
RS;SÃO JERONJMO;municipio;425.0;58.0;27.0;132323.0;367.0;2106.0;2576.0;;;;;baixa
RS;TAOUARI;municipio;35.0;37.0;60.0;62115.0;144.0;1833.0;2314.0;12.0;15.0;;;baixa
RS;TRIUNFO;municipio;;246.0;75.0;81.0;94.0;98137.0;166.0;903.0;1142.0;;;baixa
