_uf;_label;_level;efetivo_total;nascidos;vitimados;comprados;vendidos;confianca
AL;FEIRA GRANDE;municipio;15.0;;;;;media
AL;GIRAU DO PONCIANO;municipio;65.0;;;;;media
AL;LAGOA DA CANOA;municipio;;;;;;media
AL;LIMOEIRO DE ANADIA;municipio;77.0;;;;;media
AL;OLHO;municipio;46.0;;;;;media
AL;SÃO BRAS;municipio;86.0;;;;;media
AL;SÃO SEBASTIÃO;municipio;12.0;;;;;media
AL;TAOUARANA;municipio;33.0;;;;;media
AL;MATA ALAGOANA;mesorregiao;;;31.0;;;media
AL;MATA ALAGOANA;microrregiao;;;24.0;;;media
AL;ATALAIA;municipio;;;;;;media
AL;BRANQUINHA;municipio;;;;;;media
AL;CAJUEIRO;municipio;;;;;;media
AL;CAPELA;municipio;;;;;;media
AL;CHÃ PRETA;municipio;;;;;;media
AL;COLONIA LEOPOLDINA;municipio;;;;;;media
AL;FLEXEIRAS;municipio;;;;;;media
AL;IBATEGUARA;municipio;;;;;;media
AL;JACU IPE;municipio;;;;;;media
AL;JOAQUIM GOMES;municipio;;;;;;media
AL;JUNDIA;municipio;;;;;;media
AL;MESSIAS;municipio;;;;;;media
AL;MURICI;municipio;;;;;;media
AL;NOVO LINO;municipio;;;;;;media
AL;PINDOBA;municipio;;;;;;media
AL;SANTANA;municipio;;;;;;media
AL;SÃO JOSE DA LAJE;municipio;;;;;;media
AL;UNIÃO DOS PALMARES;municipio;;;;;;media
AL;VICOSA;municipio;;;;;;media
AL;LITORAL NORTE ALAGOANO;microrregiao;;;;;;media
AL;BARRA OE SANTO ANTONIO;municipio;;;;;;media
AL;JAPARATINGA;municipio;;;;;;media
AL;MARAGOGI;municipio;;;;;;media
AL;MATRIZ DE CAMARAGIBE;municipio;;;;;;media
AL;PASSO DE CAMARAGI BE;municipio;;;;;;media
AL;PORTO CALVO;municipio;;;;;;media
AL;PORTO DE PEDRAS;municipio;;;;;;media
AL;SÃO MIGUEL DOS MILAGRES;municipio;;;;;;media
AL;TABULEIROS DE S MIGUEL DOS CAMPOS;microrregiao;;;;;;media
AL;BARRA OE SÂO MIGUEL;municipio;;;;;;media
AL;BOCA DA MATA;municipio;;;;;;media
AL;CAMPO ALEGRE;municipio;;;;;;media
AL;CORURIPE;municipio;;;;;;media
AL;ROTEIRO;municipio;;;;;;media
AL;SÃO MIGUEL DOS CAMPOS;municipio;;;;;;media
AL;COQUE l RO SECO;municipio;;;;;;media
AL;MARECHAL DEODORO;municipio;;;;;;media
BA;TOTAIS;total;306488.0;18070.0;9958.0;26256.0;11046.0;media
BA;OESTE BAIANO;microrregiao;117935.0;8050.0;5022.0;8817.0;4349.0;media
BA;CHAPADÕES DO ALTO RIO GRANDE s;microrregiao;5730.0;442.0;326.0;357.0;302.0;media
BA;ANGI CAL;municipio;445.0;25.0;;23.0;21.0;media
BA;BAIANOPOLIS;municipio;46.0;;;;;media
BA;BARREIRAS;municipio;379.0;32.0;20.0;18.0;22.0;media
BA;BREJOLANDIA;municipio;192.0;;;;;media
BA;CATOLANDIA;municipio;72.0;;;;;media
BA;COTEGIPE;municipio;645.0;33.0;45.0;76.0;45.0;media
BA;CRISTOPOLIS;municipio;169.0;;;39.0;;media
BA;FORMOSA DO RIO PRETO;municipio;376.0;16.0;;22.0;;media
BA;RIACHÂO DAS NEVES;municipio;339.0;21.0;;12.0;;media
BA;SANTA RITA DE CASSIA;municipio;2223.0;256.0;194.0;112.0;130.0;media
BA;SÃO DESIDERIO;municipio;631.0;35.0;32.0;33.0;34.0;media
BA;TABOCAS DO BREJO VELHO;municipio;213.0;;;12.0;;media
BA;CHAPADÕES;municipio;3390.0;136.0;46.0;264.0;141.0;media
BA;CANAPOLIS;municipio;245.0;;;59.0;36.0;media
BA;cocos;municipio;60.0;;;;;media
BA;CORIBE;municipio;573.0;25.0;12.0;41.0;;media
BA;CORRENTINA;municipio;231.0;;;17.0;;media
BA;SANTA MARIA DA VITORIA;municipio;729.0;40.0;15.0;53.0;57.0;media
BA;SANTANA;municipio;1097.0;23.0;60.0;22.0;;media
BA;SERRA DOURADA;municipio;455.0;31.0;;29.0;10.0;media
BA;BAIXO-MEDI O SÃO FRANCISCO;municipio;35415.0;3562.0;2121.0;966.0;1006.0;media
BA;BARRA;municipio;6415.0;658.0;410.0;641.0;206.0;media
BA;CAMPO ALEGRE DE LO URDES;municipio;2988.0;231.0;161.0;242.0;101.0;media
BA;CASA NOVA;municipio;9143.0;44.0;300.0;386.0;130.0;media
BA;IBOTIRAMA;municipio;482.0;45.0;30.0;27.0;16.0;media
BA;MORPARA;municipio;637.0;40.0;52.0;25.0;26.0;media
BA;PILÃO ARCADO;municipio;5734.0;482.0;269.0;263.0;178.0;media
BA;REMANSO;municipio;4943.0;395.0;158.0;145.0;101.0;media
BA;SENTO SE;municipio;2840.0;401.0;581.0;138.0;134.0;media
BA;XIQUE-XIQUE;municipio;2233.0;266.0;160.0;99.0;14.0;media
BA;MEDI O SÃO FRANCISCO;municipio;2868.0;174.0;68.0;263.0;131.0;media
BA;BOM JESUS DA LAPA;municipio;494.0;88.0;45.0;167.0;55.0;media
BA;CAR I NHANHA;municipio;284.0;37.0;;21.0;18.0;media
BA;MALHADA;municipio;373.0;19.0;;25.0;13.0;media
BA;PARATINGA;municipio;717.0;30.0;12.0;50.0;45.0;media
BA;CHAPADA DIAMANTINA SETENTRIONAL;municipio;286.0;224.0;644.0;198.0;;media
BA;BARRA DO MENDES;municipio;918.0;38.0;;;17.0;media
BA;CAFARNAUM;municipio;531.0;;;;;media
BA;CANARANA;municipio;718.0;21.0;17.0;52.0;15.0;media
BA;CENTRAL;municipio;155.0;;;20.0;;media
BA;GENTIO DO OURO;municipio;1136.0;62.0;29.0;127.0;28.0;media
BA;IBIPEBA;municipio;467.0;20.0;;16.0;28.0;media
BA;IBITITA;municipio;345.0;;;16.0;;media
BA;IRECE;municipio;1028.0;26.0;15.0;65.0;17.0;media
BA;JUSSARA;municipio;148.0;;;15.0;;media
BA;MORRO DO CHAPEU;municipio;642.0;64.0;82.0;155.0;58.0;media
BA;PRESIDENTE OUTRA;municipio;230.0;;;27.0;;media
BA;SOUTO SOARES;municipio;667.0;22.0;42.0;66.0;15.0;media
BA;UIBAI;municipio;365.0;;;50.0;;media
BA;CHAPADA DIAMANTINA MERIDIONAL;microrregiao;;;1110.0;701.0;2693.0;media
BA;ABAIRA;municipio;;;;;105.0;media
BA;AGUA QUENTE;municipio;;;;;;media
BA;ANDARA(;municipio;;;40.0;22.0;25.0;media
BA;BARRA DA ESTIVA;municipio;;;;;70.0;media
BA;BONINAL;municipio;;;;;34.0;media
BA;BOQUIRA;municipio;;;69.0;48.0;151.0;media
BA;BOTUPORÃ;municipio;;;25.0;;47.0;media
BA;BROTAS DE MA CAUSAS;municipio;;;53.0;41.0;161.0;media
BA;CONTENDAS DO SINCORA;municipio;;;36.0;19.0;21.0;media
BA;(BICOARA;municipio;;;17.0;10.0;17.0;media
BA;(BIPITANGA;municipio;;;68.0;31.0;300.0;media
BA;(SITIARA;municipio;;;41.0;25.0;255.0;media
BA;IPUPIARA;municipio;;;65.0;49.0;129.0;media
BA;IRAMAIA;municipio;;;64.0;32.0;39.0;media
BA;IRACUARA;municipio;;;68.0;50.0;116.0;media
BA;ITAETE;municipio;;;65.0;81.0;93.0;media
BA;ITUAÇU;municipio;;;16.0;;80.0;media
BA;JUSSIAPE;municipio;;;13.0;;51.0;media
BA;LENÇOIS;municipio;;;12.0;;18.0;media
BA;MACAUBAS;municipio;;;42.0;34.0;173.0;media
BA;MUCUGE;municipio;;;20.0;18.0;34.0;media
BA;OLIVEIRA DOS BREJINHOS;municipio;;;106.0;73.0;176.0;media
BA;PALMEIRAS;municipio;;;22.0;29.0;138.0;media
BA;PARAMIRIM;municipio;;;;;35.0;media
BA;PIATÃ;municipio;;;;;24.0;media
BA;RIO DE CONTAS;municipio;;;18.0;;43.0;media
BA;RIO DO PIRES;municipio;;;50.0;11.0;55.0;media
BA;SEABRA;municipio;;;24.0;14.0;112.0;media
BA;TANHAÇU;municipio;;;38.0;25.0;44.0;media
BA;UTINGA;municipio;;;82.0;13.0;43.0;media
BA;WAGNER;municipio;;;28.0;15.0;95.0;media
BA;SERRA GERAL DA BAHIA;microrregiao;;;567.0;223.0;841.0;media
BA;ARACATU;municipio;;;72.0;27.0;61.0;media
BA;BRUMADO;municipio;;;23.0;16.0;43.0;media
BA;CACULE;municipio;;;;;12.0;media
BA;CAETITE;municipio;;;;;45.0;media
BA;CANDIBA;municipio;;;;;11.0;media
BA;CONDEUBA;municipio;;;22.0;;21.0;media
BA;CORDEIROS;municipio;;;12.0;;29.0;media
BA;DOM BASILIO;municipio;;;;;;media
BA;GUANAMBI;municipio;;;;;34.0;media
BA;IBIASSUCE;municipio;;;;;10.0;media
BA;IGAORÃ;municipio;;;;;14.0;media
BA;JACARACI;municipio;;;;;33.0;media
BA;LICINIO DE ALMEIDA;municipio;;;;;;media
BA;LIVRAMENTO DO BRUMADO;municipio;;;22.0;;44.0;media
BA;MALHADA DE EDRAS;municipio;;;11.0;;;media
BA;MORTUGABA;municipio;;;;;;media
BA;PALMAS DE MONTE ALTO;municipio;;;12.0;;14.0;media
BA;PINDAI;municipio;;;23.0;;57.0;media
BA;IRlA;municipio;;;14.0;12.0;32.0;media
BA;RESIDENTE JANIO QUADROS;municipio;;;77.0;19.0;115.0;media
BA;RI ACHO DE SANTANA;municipio;;;52.0;19.0;86.0;media
BA;RIO DO ANTONIO;municipio;;;;;10.0;media
BA;SEBASTIÃO LARANJEIRAS;municipio;;;;;;media
BA;TREMEDAL;municipio;;;194.0;77.0;146.0;media
BA;URANO(;municipio;;;;;14.0;media
BA;SENHOR;microrregiao;;;664.0;;;media
BA;ANTONIO GONÇALVES;municipio;;;;;131.0;media
BA;LESTE BAIANO;mesorregiao;;3957.0;15889.0;6358.0;;media
BA;PIEMONTE DA DIAMANTINA;microrregiao;;416.0;1464.0;771.0;;media
BA;BAIXA GRANDE;municipio;;;38.0;13.0;;media
BA;BOA VISTA DO TUPIM;municipio;;42.0;123.0;43.0;;media
BA;CAEM;municipio;;;31.0;17.0;;media
BA;(BIQUERA;municipio;;11.0;45.0;;;media
BA;ITABERABA;municipio;;24.0;61.0;35.0;;media
BA;JACOBINA;municipio;;66.0;260.0;155.0;;media
BA;LAJEDI NHO;municipio;;18.0;50.0;34.0;;media
BA;MACAJUBA;municipio;;10.0;41.0;14.0;;media
BA;MAIRI;municipio;;39.0;158.0;122.0;;media
BA;MIGUEL CALMON;municipio;;55.0;148.0;52.0;;media
BA;MUNDO NOVO;municipio;;12.0;54.0;15.0;;media
BA;PIRITIBA;municipio;;53.0;148.0;37.0;;media
BA;RUY BARBOSA;municipio;;33.0;150.0;175.0;;media
BA;SERROLANOIA;municipio;;;75.0;29.0;;media
BA;TAPIRAMUTA;municipio;;27.0;56.0;17.0;;media
BA;VARZEA DO POÇO;municipio;;;26.0;11.0;;media
BA;SERTÃO OE CANUDOS;microrregiao;;1015.0;3532.0;1198.0;;media
BA;CANSANÇÂO;municipio;;105.0;486.0;143.0;;media
BA;EUCLIDES DA CUNHA;municipio;;121.0;310.0;129.0;;media
BA;ITIUBA;municipio;;187.0;422.0;217.0;;media
BA;MONTE SANTO;municipio;;229.0;948.0;398.0;;media
BA;QUEIMADAS;municipio;;42.0;504.0;14.0;;media
BA;QUIJINGUE;municipio;;64.0;262.0;109.0;;media
BA;TUCANO;municipio;;49.0;329.0;58.0;;media
BA;SERRINHA;microrregiao;;482.0;2249.0;891.0;;media
BA;ARACI;municipio;;50.0;208.0;111.0;;media
BA;BIRI TINGA;municipio;;11.0;62.0;27.0;;media
BA;CANOEAL;municipio;;24.0;165.0;60.0;;media
BA;CONCEIÇÃO DO COITE;municipio;;36.0;241.0;80.0;;media
BA;ICHU;municipio;;;81.0;36.0;;media
BA;LAMARÃO;municipio;;;44.0;16.0;;media
BA;RETIROLANDIA;municipio;;14.0;96.0;24.0;;media
BA;RIACHÃO DO .JACU IPE;municipio;;84.0;304.0;204.0;;media
BA;SANTALUZ;municipio;;99.0;264.0;106.0;;media
BA;SERRINHA;municipio;;88.0;400.0;119.0;;media
BA;TEOFILANDIA;municipio;;32.0;168.0;80.0;;media
BA;VALENTE;municipio;;31.0;216.0;28.0;;media
BA;FEIRA DE SANTANA;microrregiao;14309.0;912.0;349.0;682.0;;media
BA;AGUA FRIA;municipio;864.0;63.0;27.0;80.0;;media
BA;ANGUERA;municipio;150.0;;;11.0;;media
BA;ANTONIO CARDOSO;municipio;165.0;;;21.0;;media
BA;CASTRO ALVES;municipio;1514.0;58.0;26.0;235.0;;media
BA;CORAÇÃO DE MARIA;municipio;803.0;37.0;38.0;209.0;;media
BA;ELISIO MEDRADO;municipio;520.0;23.0;17.0;106.0;;media
BA;FEIRA OE SANTANA;municipio;1348.0;53.0;61.0;;;media
BA;IAÇU;municipio;854.0;65.0;;38.0;;media
BA;IPECAETA;municipio;184.0;;;30.0;;media
BA;IPIRA;municipio;3000.0;210.0;37.0;355.0;;media
BA;IRARA;municipio;833.0;34.0;14.0;83.0;;media
BA;PEDRÂO;municipio;470.0;46.0;34.0;54.0;;media
BA;SANTA BARBARA;municipio;800.0;102.0;30.0;115.0;;media
BA;SANTANOPOLIS;municipio;490.0;17.0;;74.0;;media
BA;SANTA TERES I NHA;municipio;787.0;41.0;18.0;67.0;;media
BA;SANTO ESTEVÂO;municipio;169.0;;;21.0;;media
BA;SERRA PRETA;municipio;827.0;75.0;16.0;45.0;;media
BA;TANQUINHO;municipio;126.0;;;;;media
BA;JEQUIE;microrregiao;17849.0;831.0;363.0;1515.0;;media
BA;AIQUARA;municipio;194.0;;;;;media
BA;AMARGOSA;municipio;105.0;46.0;35.0;160.0;;media
BA;BREJÕES;municipio;272.0;;;21.0;;media
BA;CRAVOLANDIA;municipio;174.0;;;19.0;;media
BA;IRAJUBA;municipio;374.0;14.0;;15.0;;media
BA;ITAGI;municipio;522.0;;;;;media
BA;(TAQUARA;municipio;507.0;;17.0;;;media
BA;ITIRUÇU;municipio;6.0;;;;;media
BA;JAGUAQUARA;municipio;1551.0;218.0;52.0;48.0;;media
BA;JEQUIE;municipio;3162.0;112.0;68.0;147.0;;media
BA;JlQU(RlÇA;municipio;710.0;12.0;14.0;26.0;;media
BA;JITAUNA;municipio;372.0;;;;;media
BA;LAFAIETE COUTINHO;municipio;373.0;10.0;;15.0;;media
BA;LAJE;municipio;1332.0;31.0;37.0;266.0;;media
BA;MARACAS;municipio;2142.0;199.0;67.0;118.0;;media
BA;MARCIONILIO SOUZA;municipio;549.0;28.0;;11.0;;media
BA;MILAGRES;municipio;1222.0;15.0;;37.0;;media
BA;MUTUIPE;municipio;877.0;22.0;;133.0;;media
BA;NOVA ITARANA;municipio;261.0;;11.0;;;media
BA;PLANAL TINO;municipio;884.0;37.0;;35.0;;media
BA;SANTA INES;municipio;98.0;;;;;media
BA;SÃO MIGUEL DAS MATAS;municipio;726.0;20.0;11.0;98.0;;media
BA;UBAIRA;municipio;1326.0;23.0;;342.0;;media
BA;PLANALTO OE CONQUISTA;microrregiao;18550.0;1185.0;397.0;915.0;;media
BA;ANAGE;municipio;2520.0;244.0;72.0;253.0;;media
BA;BARRA DO CHOÇA;municipio;731.0;26.0;;67.0;;media
BA;BELO CAMPO;municipio;863.0;105.0;40.0;72.0;;media
BA;BOA NOVA;municipio;2628.0;96.0;67.0;34.0;;media
BA;CAATIBA;municipio;796.0;24.0;10.0;27.0;;media
BA;CAND(DO SALES;municipio;499.0;31.0;11.0;29.0;;media
BA;DARIO MEIRA;municipio;906.0;;;15.0;;media
BA;MANOEL VITORINO;municipio;353.0;96.0;31.0;17.0;;media
BA;NOVA CANAÃ;municipio;22.0;3.0;33.0;112.0;;media
BA;PLANALTO;municipio;1926.0;88.0;37.0;69.0;;media
BA;POÇÕES;municipio;2740.0;148.0;49.0;5.0;;media
BA;VITORIA DA CONQUISTA;municipio;2566.0;213.0;41.0;105.0;;media
BA;PASTORIL OE ITAPETINGA;microrregiao;;267.0;514.0;115.0;;media
BA;ENCRUZILHADA;municipio;;154.0;345.0;56.0;;media
BA;ITAMBE;municipio;;28.0;42.0;10.0;;media
BA;ITAPETINGA;municipio;;23.0;;2.0;;media
BA;ITARANTIM;municipio;;41.0;72.0;31.0;;media
BA;MACARANI;municipio;;17.0;31.0;13.0;;media
BA;MAIQUINIQUE;municipio;;;16.0;;;media
BA;SERTÃO DE PAULO AFONSO;microrregiao;;74.0;1463.0;133.0;;media
BA;CORONEL JOÃO SA;municipio;;;30.0;30.0;;media
BA;GLORIA;municipio;;13.0;44.0;;;media
BA;JEREMOABO;municipio;;37.0;124.0;60.0;;media
BA;PAULO AFONSO;municipio;;10.0;3.0;;;media
BA;PEDRO ALEXANDRE;municipio;;;88.0;12.0;;media
BA;SANTA BRIGIDA;municipio;;;1064.0;16.0;;media
BA;AGRESTE DE ALAGOINHAS;microrregiao;;277.0;1537.0;1000.0;;media
BA;ACAJUTIBA;municipio;;;20.0;;;media
BA;ALAGOINHAS;municipio;;15.0;30.0;13.0;;media
BA;ANTAS;municipio;;;134.0;23.0;;media
BA;APORA;municipio;;;64.0;51.0;;media
BA;ARAMAR(;municipio;;;14.0;;;media
BA;C I CERO DANTAS;municipio;;17.0;161.0;68.0;;media
BA;CIPO;municipio;;;32.0;17.0;;media
BA;CRISOPOLIS;municipio;;;78.0;135.0;;media
BA;INHAMBUPE;municipio;;;37.0;25.0;;media
BA;ITAPICURU;municipio;;14.0;38.0;21.0;;media
BA;NOVA SOURE;municipio;;52.0;54.0;102.0;;media
BA;OLINDINA;municipio;;32.0;94.0;70.0;;media
BA;PARIPIRANGA;municipio;;47.0;188.0;96.0;;media
BA;RIBEIRA DO AMPARO;municipio;1126.0;47.0;161.0;;;media
BA;RIBEIRA DO POMBAL;municipio;;21.0;296.0;106.0;;media
BA;RIO REAL;municipio;;;34.0;16.0;;media
BA;SATIRO DIAS;municipio;;18.0;102.0;154.0;;media
BA;LITORAL NORTE BAIANO;microrregiao;;22.0;108.0;32.0;;media
BA;CARDEAL DA SILVA;municipio;;;;;;media
BA;CONDE;municipio;;;21.0;;;media
BA;ENTRE RIOS;municipio;;13.0;35.0;10.0;;media
BA;ESPLANADA;municipio;;;23.0;;;media
BA;ITANAGRA;municipio;;;16.0;;;media
BA;JANDAIRA;municipio;;;10.0;;;media
BA;RECONCAVO BAIANO;microrregiao;;295.0;910.0;217.0;;media
BA;AMELlA RODRIGUES;municipio;;;;;;media
BA;ARATUIPE;municipio;;18.0;71.0;26.0;;media
BA;CACHOEIRA;municipio;;21.0;89.0;23.0;;media
BA;CONCEIÇÃO DA FEIRA;municipio;;36.0;98.0;18.0;;media
BA;CONCEIÇÃO DO ALMEIDA;municipio;;;38.0;4.0;;media
BA;CONCEIÇÃO DO JACU IPE;municipio;;;12.0;;;media
BA;CRUZ DAS ALMAS;municipio;;;13.0;;;media
BA;DOM MACEDO COSTA;municipio;;;13.0;;;media
BA;GOVERNADOR MANGABEIRA;municipio;;;25.0;2.0;;media
BA;ITAPARICA;municipio;;;;;;media
BA;JAGUAR IPE;municipio;;;23.0;;;media
BA;MARAGOGI PE;municipio;;36.0;88.0;14.0;;media
BA;MUNIZ FERREIRA;municipio;;;10.0;2.0;;media
BA;MURITIBA;municipio;;;44.0;10.0;;media
BA;NAZARE;municipio;;;;3.0;;media
BA;SALINAS DA MARGARIDA;municipio;;;;;;media
BA;CAMAÇARI;municipio;;;;;;media
BA;CANDEIAS;municipio;;;;;;media
BA;CATU;municipio;13.0;23.0;;;;media
BA;LAURO OE: FREITAS;municipio;;;;;;media
BA;MATA DE SÃO JOÃO;municipio;;;;;;media
BA;POJUCA;municipio;;;;;;media
BA;SÃO FRANCISCO DO CONDE;municipio;;;;;;media
BA;SIMÕES FILHO;municipio;;;3.0;;;media
BA;LITORAL SUL BAIANO;mesorregiao;1082.0;1497.0;329.0;;;media
BA;TABULEIROS DE VALENÇA;microrregiao;59.0;259.0;21.0;;;media
BA;CAIRU;municipio;;;;;;media
BA;CAMAMU;municipio;;38.0;2.0;;;media
BA;IBIRAPITANGA;municipio;;;;;;media
BA;ITUBERA;municipio;;35.0;;;;media
BA;MARAU;municipio;;20.0;;;;media
BA;NILO PEÇANHA;municipio;;10.0;;;;media
BA;TAPEROA;municipio;;39.0;;;;media
BA;VALENÇA;municipio;45.0;115.0;10.0;;;media
BA;ENCOSTA DO PLANALTO DE CONQUISTA;microrregiao;300.0;215.0;84.0;;;media
BA;FIRMINO ALVES;municipio;18.0;27.0;;;;media
BA;FLORESTA AZUL;municipio;;;;;;media
BA;(BICU(;municipio;79.0;24.0;11.0;;;media
BA;IGUAI;municipio;53.0;51.0;42.0;;;media
BA;ITAGIBA;municipio;;;;;;media
BA;ITAGIMIRIM;municipio;31.0;23.0;10.0;;;media
BA;ITAJU DO COLONIA;municipio;32.0;;2.0;;;media
BA;ITAPEBI;municipio;18.0;34.0;4.0;;;media
BA;ITORORO;municipio;37.0;11.0;;;;media
BA;PAU BRASIL;municipio;;;;;;media
BA;POTIRAGUA;municipio;17.0;16.0;2.0;;;media
BA;SANTA CRUZ DA VITORIA;municipio;;11.0;2.0;;;media
BA;CACAUEIRA;microrregiao;69.0;;;;;media
BA;ALMADINA;municipio;3.0;;;;;media
BA;AURELINO LEAL;municipio;;;;;;media
BA;BARRA DO ROCHA;municipio;;;;;;media
BA;BARRO PRETO;municipio;;;;;;media
BA;BELMONTE;municipio;;11.0;3.0;;;media
BA;BUERAREMA;municipio;;;;;;media
BA;CAMACAN;municipio;;;;;;media
BA;CANAVIEIRAS;municipio;;21.0;;;;media
BA;COARACI;municipio;;;;;;media
BA;QANDU;municipio;4.0;46.0;16.0;;;media
BA;GONGOGI;municipio;;;;;;media
BA;(BICARA(;municipio;;;;;;media
BA;IBJRATAJA;municipio;;;;;;media
BA;LHEUS;municipio;;;;;;media
BA;IPIAU;municipio;;;15.0;;;media
BA;ITABUNA;municipio;;;;;;media
BA;ITACARE;municipio;;;10.0;;;media
BA;ITAJUIPE;municipio;;;;;;media
BA;ITAMAR(. aa;municipio;;;;;;media
BA;(TAPE;municipio;;;;;;media
BA;ITAP(TANGA;municipio;;;;;;media
BA;MASCOTE;municipio;;;;;;media
BA;TIWLANO(A;municipio;;;145.0;;;media
BA;UBAITABA;municipio;;;10.0;;;media
BA;UBATÃ;municipio;;;;;;media
BA;URUÇUCA;municipio;;;;;;media
BA;WENCESLAU GUIMARÃES;municipio;;;;;;media
BA;INTERIORANA EXTREMO SUL OA BAHIA;microrregiao;;585.0;456.0;131.0;;media
BA;OUARATINQA;municipio;;236.0;72.0;36.0;;media
BA;IB(RAPUÃ;municipio;;14.0;30.0;12.0;;media
BA;ITAMARAJU;municipio;;239.0;249.0;50.0;;media
BA;ITANHEM;municipio;;64.0;58.0;30.0;;media
BA;MEDEIROS NETO;municipio;;28.0;37.0;;;media
BA;L(TORANEA DO EXTREMO SUi. DA BAHIA. s;microrregiao;;110.0;235.0;59.0;;media
BA;ALCOBAÇA;municipio;;15.0;26.0;11.0;;media
BA;CARAVEL AS;municipio;;;40.0;;;media
BA;MUCURI;municipio;;;28.0;;;media
BA;NOVA VIÇOSA;municipio;;;5.0;;;media
BA;PORTO SEGURO;municipio;;22.0;67.0;16.0;;media
BA;PRADO;municipio;;36.0;51.0;14.0;;media
BA;SANTA CRUZ CABRAi.IA;municipio;;17.0;10.0;;;media
ES;TOTAIS;total;2389.0;124.0;59.0;164.0;56.0;baixa
ES;ESPIRITO-SANTENSE;microrregiao;375.0;123.0;58.0;160.0;56.0;baixa
ES;ALTO SÃO MATEUS;microrregiao;917.0;69.0;20.0;58.0;23.0;baixa
ES;ECOPORANGA;municipio;355.0;39.0;;17.0;;baixa
ES;MONTANHA;municipio;207.0;;;16.0;;baixa
ES;MUCURICI;municipio;355.0;24.0;;25.0;10.0;baixa
ES;COLATINA;microrregiao;265.0;;;25.0;;baixa
ES;BAIXO GUANDU;municipio;11.0;;;;;baixa
ES;BARRA DE SÃO FRANCISCO;municipio;32.0;;;;;baixa
ES;BOA -ESPERANÇA;municipio;37.0;;;;;baixa
ES;COLATINA;municipio;33.0;;;;;baixa
ES;MANTENOPOLIS;municipio;;;;;;baixa
ES;MARILANDIA;municipio;;;;;;baixa
ES;NOVA VENECIA;municipio;111.0;;;;;baixa
ES;PANCAS;municipio;13.0;;;;;baixa
ES;SÂO GABRIEL DA PALHA;municipio;20.0;;;;;baixa
ES;BAIXADA ESPIRI TO-SANTENSE;municipio;930.0;32.0;28.0;53.0;23.0;baixa
ES;ARACRUZ;municipio;14.0;;;;;baixa
ES;CONCEIÇÃO DA BARRA;municipio;144.0;;10.0;;;baixa
ES;FUNDÃO;municipio;;;;;;baixa
ES;JAGUARE;municipio;14.0;;;;;baixa
ES;L(NHARES;municipio;83.0;;;;;baixa
ES;PEDRO CANAR I;municipio;119.0;;;;;baixa
ES;PINHEIROS;municipio;234.0;;;11.0;;baixa
ES;RIO BANANAL;municipio;;;;;;baixa
ES;SÃO MATEUS;municipio;314.0;;10.0;26.0;12.0;baixa
