_uf;_label;_level;val_1;val_2;val_3;val_4;confianca
ES;TOTAIS;total;1738.0;165177.0;66.0;;media
ES;ESPI RITO-SANTENSE;mesorregiao;1721.0;161572.0;66.0;;media
ES;ALTO SÃO MATEUS;microrregiao;;16.0;;;media
ES;ECOPORANGA;municipio;;11.0;;;media
ES;MONTANHA;municipio;;;;;media
ES;MUCURICI;municipio;;;;;media
ES;COLATINA;microrregiao;195.0;1449.0;;;media
ES;BAIXO GUANOU;municipio;;45.0;;;media
ES;BARRA OE SÃO FRANCISCO;municipio;50.0;41.0;;;media
ES;BOA ESPERANÇA;municipio;;;;;media
ES;COLATINA;municipio;16.0;32.0;;;media
ES;MANTENOPOL IS;municipio;15.0;56.0;;;media
ES;MARILANOIA;municipio;;3.0;;;media
ES;NOVA VENECIA;municipio;14.0;321.0;;;media
ES;PANCAS;municipio;24.0;;;;media
ES;SÃO GABRIEL DA PALHA;municipio;63.0;666.0;;;media
ES;BAIXADA ESPIRITO-SANTENSE;microrregiao;68.0;151913.0;;;media
ES;ARACRUZ;municipio;10.0;40292.0;;;media
ES;CONCE;municipio;;22493.0;;;media
ES;FUNDÃO;municipio;;;;;media
ES;JAGUARE;municipio;;748.0;;;media
ES;LINHARES;municipio;24.0;5838.0;;;media
ES;PEDRO CANARI;municipio;;2806.0;;;media
ES;PINHEIROS;municipio;;464.0;;;media
ES;RIO BANANAL;municipio;;166.0;;;media
ES;SÃO MATEUS;municipio;;79097.0;;;media
ES;ALFREDO CHAVES;municipio;21.0;17.0;2.0;;media
ES;DOMINGOS MARTINS;municipio;705.0;36.0;;;media
ES;IBIRAÇU;municipio;;;;;media
ES;ITAGUAÇU;municipio;32.0;91.0;;;media
ES;ITARANA;municipio;67.0;72.0;;;media
ES;SANTA LEOPOLDINA;municipio;262.0;766.0;;;media
ES;SANTA TERESA;municipio;140.0;2259.0;;;media
ES;VERTENTE ORIENTAL DO CAPARAO;microrregiao;186.0;462.0;;;media
ES;CASTELO;municipio;68.0;67.0;;;media
ES;CONCEIÇÃO DO CASTELO;municipio;55.0;314.0;;;media
ES;IBATIBA;municipio;2.0;;;;media
ES;MUNIZ FREIRE;municipio;35.0;14.0;;;media
ES;CACHOEIRO OE ITAPEMIRIM;microrregiao;402.0;1071.0;;;media
ES;ALEGRE;municipio;147.0;;;;media
ES;APIACA;municipio;24.0;34.0;;;media
ES;ATILIO VIVACQUA;municipio;19.0;6.0;;;media
ES;BOM JESUS DO NORTE;municipio;;;;;media
ES;CACHOEIRO DE ITAPEMIRIM;municipio;109.0;451.0;;;media
ES;DORES DO RIO PRETO;municipio;40.0;119.0;;;media
ES;GUAÇUI;municipio;47.0;161.0;;;media
ES;VITORIA;mesorregiao;;;;;media
ES;VITORIA;microrregiao;;;;;media
ES;CARIACICA;municipio;;;;;media
ES;SERRA;municipio;;;;;media
ES;VIANA;municipio;;;;;media
ES;VILA VELHA;municipio;;;;;media
GO;TOTAIS;total;527.0;136655.0;76.0;36.0;media
GO;NORDESTE GOIANO;mesorregiao;134.0;;;;media
GO;SÃO MIGUEL DO ARAGUAIA;microrregiao;;;;;media
GO;MOZARLANDIA;municipio;;;;;media
GO;RIO VERMELHO;microrregiao;;107.0;;;media
GO;ITAPIRAPUÂ;municipio;;;;;media
GO;JUSSARA;municipio;;107.0;;;media
GO;ARAGARÇAS;microrregiao;;27.0;;;media
GO;ARAGARÇAS;municipio;;25.0;;;media
GO;PIRANHAS;municipio;;;;;media
GO;NORTE GOIANO;mesorregiao;18.0;28940.0;;;media
GO;PORANGATU;microrregiao;10.0;8245.0;;;media
GO;FORMOSO;municipio;;;;;media
GO;MINAÇU;municipio;;;;;media
GO;NIQUELANOIA;municipio;;8244.0;;;media
GO;SANTA TEREZINHA DE GOIAS;municipio;;;;;media
GO;CHAPADA DOS VEADEIROS;microrregiao;;20694.0;;;media
GO;ALTO PARA ISO DE GOIAS;municipio;;16488.0;;;media
GO;SÃO .JOÃO D'ALIANÇA;municipio;;4205.0;;;media
GO;CENTRO GOIANO;mesorregiao;154.0;1532.0;27.0;;media
GO;CERES;microrregiao;15.0;13.0;;;media
GO;CERES;municipio;;;;;media
GO;GOIANESIA;municipio;;;;;media
GO;ITAPURANGA;municipio;;;;;media
GO;NOVA GLORIA;municipio;;;;;media
GO;RUBIATABA;municipio;;;;;media
GO;URUANA;municipio;;;;;media
GO;ANAPOLIS;microrregiao;56.0;1111.0;10.0;;media
GO;ANAPOLIS;municipio;30.0;1082.0;;;media
GO;ARAÇU;municipio;;;;;media
GO;DAMO LAND IA;municipio;;;;;media
GO;INHUMAS;municipio;10.0;;;;media
GO;ITABERAI;municipio;;;;;media
GO;ITAGUARU;municipio;;;;;media
GO;ITAUÇU;municipio;;;;;media
GO;.JARAGUA;municipio;;;;;media
GO;NOVA VENEZA;municipio;;;;;media
GO;OURO VERDE DE GOIAS;municipio;;;;;media
GO;PETROLINA DE GOIAS;municipio;;;;;media
GO;IPORA;microrregiao;;;;;media
GO;IPORA;municipio;;;;;media
GO;IVOLANOIA;municipio;;;;;media
GO;JAUPACI;municipio;;;;;media
GO;LESTE GOIANO;mesorregiao;57.0;;;;media
GO;VÃO DO PARANÃ;microrregiao;;;;;media
GO;FLORES DE GOIAS;municipio;;;;;media
GO;GUARANI DE GOIAS;municipio;;;;;media
GO;ENTORNO DE BRASILIA;microrregiao;54.0;;;;media
GO;ABADIANIA;municipio;;;;;media
GO;CORUMBA DE GOIAS;municipio;;;;;media
GO;CRISTALINA;municipio;14.0;41271.0;1000.0;;media
GO;FORMOSA;municipio;;;;;media
GO;LUZIANIA;municipio;;;;;media
GO;PADRE BERNARDO;municipio;;;;;media
GO;PIRENOPOLIS;municipio;;;;;media
GO;PLANAL TINA;municipio;21.0;34.0;10.0;;media
GO;SANTO ANTONIO DO DESCOBERTO;municipio;;;;;media
GO;SUL GOIANO;mesorregiao;291.0;;;;media
GO;SUDOESTE DE GOIAS;microrregiao;193.0;2430.0;14.0;;media
GO;APORE;municipio;;;;;media
GO;JATAI;municipio;73.0;1039.0;;;media
GO;MAURILANDIA;municipio;;;;;media
GO;MINEIROS;municipio;;;;;media
GO;PORTELANDIA;municipio;15.0;15.0;;;media
GO;RIO VERDE;municipio;16.0;890.0;;;media
GO;SANTA RITA DO ARAGUAIA;municipio;;;;;media
GO;SERRANOPOLI S;municipio;19.0;;;;media
GO;VALE DO RIO DOS BOIS;microrregiao;;;;;media
GO;ACREUNA;municipio;;;;;media
GO;EOEIA;municipio;;;;;media
GO;PALMEIRAS DE GOIAS;municipio;;;;;media
GO;MEIA PONTE;microrregiao;33.0;703.0;558.0;;media
GO;ALOANDIA;municipio;;;;;media
GO;BOM JESUS DE GOIAS;municipio;;;;;media
GO;BURITI ALEGRE;municipio;;;;;media
GO;CATALÃO;microrregiao;;;;;media
GO;CAMPO ALEGRE DE GOIAS;municipio;;;;;media
GO;CATALÃO;municipio;;;;;media
GO;GOIANDIRA;municipio;;;;;media
GO;IPAMERI;municipio;;;;;media
GO;OUVIDOR;municipio;;;;;media
GO;TRES RANCHOS;municipio;;;;;media
GO;QUIRINOPOLIS;microrregiao;;;;;media
GO;CACHOEIRA ALTA;municipio;;;;;media
GO;lTARUMÃ;municipio;;;;;media
GO;INCLUSIVE PLANTADOS EM;municipio;1985.0;;;;media
MS;TOTAIS;total;789.0;533113.0;75.0;74341.0;media
MS;ANASTACIO;municipio;;1385.0;;;media
MS;BANDEIRANTES;municipio;;;;;media
MS;CORGUINHO;municipio;;10.0;;;media
MS;JARAG:UARI;municipio;;;;;media
MS;RIO NEGRO;municipio;;;;;media
MS;ROCHEDO;municipio;;;;;media
MS;TERENOS;municipio;;;;;media
MS;PLANALTO MATOGROSSENSE;mesorregiao;380.0;10371.0;17.0;;media
MS;DOURADOS;microrregiao;137.0;5876.0;;;media
MS;ARAL MOREIRA;municipio;;;;;media
MS;CAARAPV;municipio;17.0;1910.0;;;media
MS;DOURADINA;municipio;12.0;;;;media
MS;DOURADOS;municipio;16.0;17.0;;;media
MS;FATIMA;municipio;17.0;32.0;;;media
MS;ITAPORÃ;municipio;;34.0;;;media
MS;MARACAJU;municipio;;;;;media
MS;PONTA PDRÃ;municipio;34.0;383.0;;;media
MS;RIO BRILHANTE;municipio;;;;;media
MS;SIDROLANDIA;municipio;21.0;3485.0;;;media
MS;IGUATEMI;microrregiao;243.0;4494.0;;;media
MS;AMAMBA;municipio;43.0;611.0;;;media
MS;ANGELICA;municipio;59.0;1.0;;;media
MS;DEOOAPOLIS;municipio;15.0;;;;media
MS;ELDORADO;municipio;;;;;media
MS;GLORIA DE DCURADOS;municipio;33.0;19.0;;;media
MS;IGUATEMI;municipio;;358.0;;;media
MS;ITAQUIRAI;municipio;;1000.0;;;media
MS;Ili INHEMA;municipio;49.0;447.0;;;media
MS;MUNDO NDVD;municipio;;;;;media
MS;NAVIRAI;municipio;17.0;21.0;;;media
MS;SETE QUEDAS;municipio;;;;;media
MS;TACURU;municipio;;;;;media
MS;PANTANAL;mesorregiao;13.0;1161.0;;;media
MS;PANTANAIS;microrregiao;;;;;media
MS;AQUIDAUANA;municipio;;;;;media
MS;CORUMBA;municipio;;;;;media
MS;MIRANDA;municipio;;;;;media
MS;BODOQUENA;microrregiao;;160.0;;;media
MS;ANTONIO JOÃO;municipio;;;;;media
MS;BONITO;municipio;;1142.0;;;media
MS;JARDIM;municipio;;;;;media
MS;NIOAQUE;municipio;;13.0;;;media
MT;TOTAIS;total;85.0;19921.0;;;media
MT;NORTE OE MATO GROSSO;mesorregiao;23.0;15817.0;;;media
MT;NORTE MATOGROSSENSE;microrregiao;;3.0;;;media
MT;ALTA FLORESTA;municipio;;3.0;;;media
MT;PORTO DOS GAUCHOS;municipio;;;;;media
MT;SÃO JOSE;municipio;;;;;media
MT;PARECIS-AL TO TELES PIRES;microrregiao;;1006.0;;;media
MT;DIAMANTINO;municipio;;1006.0;;;media
MT;NOBRES;municipio;;;;;media
MT;MEOIO ARAGUAIA;microrregiao;10.0;14807.0;;;media
MT;BARRA DO GARÇAS;municipio;;;;;media
MT;CANARANA;municipio;;;;;media
MT;NOVA XAVANTINA;municipio;;;;;media
MT;PARANATINGA;municipio;;14800.0;;;media
MT;ACORIZAL;municipio;;;;;media
MT;CHAPADA DOS GUIMARÃES;municipio;;;;;media
MT;ROSARI O OESTE;municipio;;;;;media
MT;SUDESTE DE MATO GROSSO;mesorregiao;33.0;221.0;;;media
MT;RONDONOPOLIS;microrregiao;25.0;151.0;;;media
MT;DOM AQUINO;municipio;14.0;;;;media
MT;ITIQUIRA;municipio;;30.0;;;media
MT;.JACIARA;municipio;;100.0;;;media
MT;.JUSCIMEIRA;municipio;;;;;media
MT;PEDRA PRETA;municipio;;;;;media
MT;RONOONOPOLIS;municipio;;11.0;;;media
MT;TESOURO;microrregiao;;70.0;;;media
MT;GENERAL CARNEIRO;municipio;;10.0;;;media
MT;POXOREO;municipio;;60.0;;;media
MT;TESOURO;municipio;;;;;media
MT;SUDOESTE DE MATO GROSSO;mesorregiao;11.0;10.0;;;media
MT;ALTO PARAGUAI;microrregiao;;2.0;;;media
MT;ALTO PARAGUAI;municipio;;;;;media
MT;NORTELANDIA;municipio;;2.0;;;media
MT;PARAGUAl-.JAURU;microrregiao;;7.0;;;media
MT;ARAPUTANGA;municipio;;;;;media
MT;BARRA;municipio;;3.0;;;media
MT;MIRASSOL D' OESTE;municipio;2.0;;;;media
MT;TANGARA DA SERRA;municipio;;;;;media
PA;TOTAIS;total;17.0;44989.0;25668.0;43120.0;alta
PA;HILEIA PARAENSE;mesorregiao;;43707.0;25668.0;42868.0;alta
PA;MEDI O AMAZONAS PARAENSE;microrregiao;;;;;alta
PA;ORIXIMINA;municipio;;;;;alta
PA;TAPAJOS;microrregiao;;;;;alta
PA;ITAITUBA;municipio;;;;;alta
PA;BAIXO AMAZONAS;microrregiao;;43707.0;25668.0;42867.0;alta
PA;ALMEIRIM;municipio;;43707.0;25668.0;42867.0;alta
PA;XINGU;microrregiao;;;;;alta
PA;ALTAMIRA;municipio;;;;;alta
PA;ARAGUAIA PARAENSE;microrregiao;;;;;alta
PA;REDENÇÃO;municipio;;;;;alta
PA;SANTANA DO ARAGUAIA;municipio;;;;;alta
PA;LESTE PARAENSE;mesorregiao;1282.0;252.0;;;alta
PA;FUROS;microrregiao;;;;;alta
PA;PORTEL;municipio;;;;;alta
PA;TOME-AÇU;microrregiao;;;;;alta
PA;TOME-AÇU;municipio;;;;;alta
PA;GUAJARINA;microrregiao;;14.0;;;alta
PA;PARAGOMINAS;municipio;;;;;alta
PA;SÃO DOMINGOS DO CAPIM;municipio;;10.0;;;alta
PA;BRAGANT I NA;microrregiao;1268.0;200.0;;;alta
PA;BRAGANÇA;municipio;;;;;alta
PA;CAPANEMA;municipio;;1260.0;;;alta
PA;CASTANHAL;municipio;;;;;alta
PA;INHANGAPI;municipio;;;;;alta
PA;PEIXE-BOI;municipio;;;;;alta
PA;SANTA ISABEL DO PARA;municipio;;;;;alta
PA;INCLUSIVE PLANTADOS EM;municipio;;;;;alta
SC;PLANALTO DE CANO INHAS;microrregiao;;304.0;;;media
SC;CAMPO ALEGRE;municipio;;35.0;;;media
SC;CANOINHAS;municipio;;93.0;;;media
SC;IRINEOPOLIS;municipio;;;;;media
SC;ITAIOPOLIS;municipio;;66.0;;;media
SC;MAFRA;municipio;;13.0;;;media
SC;MAJOR VIEIRA;municipio;;19.0;;;media
SC;MONTE CASTELO;municipio;;;;;media
SC;PAPANDUVA;municipio;;35.0;;;media
SC;PORTO UNIÃO;municipio;;;;;media
SC;RIO NEGRINHO;municipio;;;;;media
SC;SÃO BENTO DO SUL;municipio;;16.0;;;media
SC;TOTAIS;total;38114.0;165298.0;22821.0;47726.0;media
SC;LESTE CATARINENSE;mesorregiao;4921.0;25227.0;550.0;3340.0;media
SC;COLONIAL OE JOINVILE;microrregiao;144.0;7387.0;27.0;50.0;media
SC;ARAOUARI;municipio;;1047.0;;;media
SC;BARRA VELHA;municipio;20.0;3282.0;;;media
SC;CORUPA;municipio;47.0;101.0;16.0;26.0;media
SC;GARUVA;municipio;;466.0;;;media
SC;GUARAMIRIM;municipio;;791.0;;;media
SC;JARAGUA;municipio;40.0;150.0;;11.0;media
SC;JOINVILLE;municipio;22.0;787.0;;12.0;media
SC;SÃO FRANCISCO DO SUL;municipio;;758.0;;;media
SC;SCHROEDER;municipio;;;;;media
SC;LITORAL OE ITAJAI;microrregiao;126.0;4655.0;;117.0;media
SC;CAMBORIU;municipio;;93.0;;75.0;media
SC;ILHOTA;municipio;39.0;366.0;;;media
SC;ITAJAI;municipio;38.0;2118.0;;;media
SC;ITAPEMA;municipio;;17.0;;;media
SC;NAVEGANTES;municipio;29.0;342.0;;41.0;media
SC;PENHA;municipio;;23.0;;;media
SC;PIÇARRAS;municipio;;693.0;;;media
SC;COLONIAL DE BLUMENAU;microrregiao;1584.0;9099.0;314.0;778.0;media
SC;ASCURRA;municipio;32.0;825.0;;;media
SC;BENEDITO NOVO;municipio;153.0;1111.0;49.0;329.0;media
SC;BLUMENAU;municipio;48.0;163.0;12.0;;media
SC;BOTUVERA;municipio;96.0;131.0;12.0;;media
SC;BRUSQUE;municipio;;;;;media
SC;GASPAR;municipio;32.0;1970.0;;;media
SC;GUABIRUBA;municipio;73.0;371.0;;;media
SC;INDAIAL;municipio;250.0;1550.0;65.0;34.0;media
SC;LUIZ ALVES;municipio;97.0;616.0;;;media
SC;MASSARANDUBA;municipio;67.0;470.0;22.0;;media
SC;POMERODE;municipio;74.0;57.0;;;media
SC;PRES (DENTE NEREU;municipio;183.0;675.0;53.0;38.0;media
SC;RIO DOS CEDROS;municipio;68.0;402.0;16.0;183.0;media
SC;RODEIO;municipio;20.0;95.0;;;media
SC;TIMBO;municipio;14.0;;;;media
SC;VIDAL RAMOS;municipio;337.0;442.0;61.0;122.0;media
SC;COLONIAL DO ITAJAI DO NORTE;microrregiao;960.0;1108.0;179.0;222.0;media
SC;DONA EMMA;municipio;117.0;149.0;13.0;33.0;media
SC;IBIRAMA;municipio;400.0;573.0;60.0;129.0;media
SC;PRESIDENTE GETULIO;municipio;247.0;214.0;40.0;15.0;media
SC;WITMARSUM;municipio;196.0;171.0;66.0;;media
SC;COLONIAL;microrregiao;2107.0;2975.0;1023.0;2171.0;media
SC;AGROLANDIA;municipio;92.0;72.0;60.0;139.0;media
SC;AGRONOMICA;municipio;138.0;100.0;19.0;11.0;media
SC;ATALANTA;municipio;32.0;68.0;15.0;22.0;media
SC;AURORA;municipio;221.0;153.0;175.0;229.0;media
SC;IMBUIA;municipio;166.0;82.0;71.0;;media
SC;ITUPORANGA;municipio;221.0;202.0;189.0;89.0;media
SC;LAURENTINO;municipio;98.0;77.0;9.0;31.0;media
SC;LONTRAS;municipio;190.0;243.0;39.0;23.0;media
SC;PETROLANDIA;municipio;158.0;134.0;154.0;10.0;media
SC;FLORIANOPOLIS;mesorregiao;242.0;2933.0;23.0;28.0;media
SC;FLORIANOPOLIS;microrregiao;242.0;2933.0;23.0;28.0;media
SC;BIGUAÇU;municipio;19.0;736.0;;;media
SC;FLORIANOPOLIS;municipio;13.0;118.0;;10.0;media
SC;GAROPABA;municipio;13.0;72.0;;;media
SC;GOVERNADOR CELSO RAMOS;municipio;;;;;media
SC;PALHOÇA;municipio;13.0;390.0;;;media
SC;PAULO LOPES;municipio;43.0;296.0;;;media
SC;PORTO BELO;municipio;;20.0;;;media
SC;SANTO AMARO DA IMPERATRIZ;municipio;16.0;58.0;;;media
SC;SÃO JOSE;municipio;70.0;164.0;;;media
SC;TIJUCAS;municipio;47.0;1071.0;;;media
SC;SUL CATARINENSE;mesorregiao;13035.0;90541.0;576.0;1396.0;media
SC;COLONIAL SERRANA CATARINENSE;microrregiao;1046.0;4470.0;413.0;800.0;media
SC;AGUAS MORNAS;municipio;65.0;175.0;;32.0;media
SC;ALFREDO WAGNER;municipio;21.0;11.0;19.0;5.0;media
SC;ANGELINA;municipio;50.0;176.0;37.0;65.0;media
SC;ANITAPOLIS;municipio;182.0;536.0;38.0;59.0;media
SC;ANTONIO CARLOS;municipio;120.0;305.0;;;media
SC;CANELINHA;municipio;30.0;1278.0;;;media
SC;LEOBERTO LEAL;municipio;191.0;203.0;129.0;39.0;media
SC;MAJOR GERCINO;municipio;15.0;81.0;;2.0;media
SC;NOVA TRENTO;municipio;45.0;170.0;11.0;;media
SC;RANCHO QUEIMADO;municipio;70.0;50.0;125.0;563.0;media
SC;SÃO BONIFACIO;municipio;246.0;939.0;44.0;22.0;media
SC;SÃO JOÃO BATISTA;municipio;11.0;542.0;;;media
SC;LITORAL DE LAGUNA;microrregiao;530.0;2323.0;12.0;;media
SC;IMARUI;municipio;333.0;930.0;;;media
SC;IMBITUBA;municipio;115.0;936.0;;;media
SC;LAGUNA;municipio;82.0;456.0;;;media
SC;CARBON IFERA;microrregiao;6981.0;41824.0;123.0;450.0;media
SC;ARMAZEM;municipio;314.0;857.0;;;media
SC;BRAÇO;municipio;387.0;1333.0;;;media
SC;CRICIUMA;municipio;804.0;6749.0;;;media
SC;GRÃO PARA;municipio;452.0;2347.0;;;media
SC;GRAVATAL;municipio;247.0;894.0;;;media
SC;LAURO MULLER;municipio;399.0;3022.0;;;media
SC;MORRO DA FUMAÇA;municipio;208.0;1590.0;;;media
SC;ORLEANS;municipio;1145.0;4165.0;46.0;25.0;media
SC;PEDRAS GRANDES;municipio;435.0;2206.0;;;media
SC;RIO FORTUNA;municipio;280.0;1502.0;10.0;168.0;media
SC;SANTA ROSA DE LIMA;municipio;140.0;512.0;;105.0;media
