_uf;_label;_level;estab_total;area_ha_total;estab_individual;area_ha_individual;estab_soc_condominio;area_ha_soc_condominio;confianca
BA;ITAGIMIRIM;microrregiao;210.0;87314.0;74093.0;13220.0;;;baixa
BA;ITAJU DO COLONIA;microrregiao;190.0;89962.0;8015.0;1915.0;;;baixa
BA;ITAPEBI;microrregiao;350.0;84134.0;61479.0;17048.0;;;baixa
BA;ITORORO;mesorregiao;1093.0;36802.0;36192.0;523.0;;;baixa
BA;PAU BRASIL;mesorregiao;80.0;70458.0;54731.0;12525.0;;;baixa
BA;POTIRAGUA;microrregiao;;;;;;;baixa
BA;SANTA CRUZ DA VITORIA;mesorregiao;307.0;27213.0;24300.0;2912.0;;;baixa
BA;CACAUEIRA;microrregiao;33773.0;1459374.0;1297424.0;114016.0;;;baixa
BA;ALMADINA;microrregiao;197.0;19203.0;15229.0;3874.0;;;baixa
BA;AURELINO LEAL;microrregiao;670.0;47563.0;43562.0;3511.0;;;baixa
BA;BARRA;mesorregiao;286.0;25984.0;25908.0;53.0;;;baixa
BA;BARRO PRETO;microrregiao;255.0;14974.0;12455.0;1407.0;;;baixa
BA;BELMONTE;mesorregiao;1337.0;141338.0;102911.0;33351.0;;;baixa
BA;BUERAREMA;microrregiao;1151.0;30627.0;27565.0;2268.0;;;baixa
BA;CAMACAN;microrregiao;1735.0;60881.0;;;;;baixa
BA;CANAVIEIRAS;microrregiao;2771.0;134601.0;19901.0;13497.0;;;baixa
BA;COARACI;microrregiao;927.0;36370.0;33696.0;2514.0;;;baixa
BA;GANDU;microrregiao;1592.0;47519.0;45548.0;1874.0;;;baixa
BA;GONGOGI;microrregiao;255.0;24208.0;22977.0;;;;baixa
BA;IBICARAI;microrregiao;163.0;25473.0;24376.0;627.0;;;baixa
BA;IBIRATAIA;microrregiao;905.0;31084.0;30861.0;220.0;;;baixa
BA;ILHEUS;microrregiao;4785.0;176759.0;159799.0;13557.0;;;baixa
BA;IPIAU;microrregiao;1016.0;32819.0;28479.0;3336.0;;;baixa
BA;ITABUNA;microrregiao;738.0;55329.0;48803.0;4143.0;;;baixa
BA;ITACARE;microrregiao;21.0;54450.0;;;;;baixa
BA;ITAJUIPE;microrregiao;1101.0;31386.0;28934.0;1489.0;;;baixa
BA;ITAMAR(;microrregiao;456.0;11737.0;11685.0;;;;baixa
BA;ITAPE;microrregiao;544.0;34931.0;32024.0;2622.0;;;baixa
BA;I TAP I TANGA;microrregiao;360.0;41259.0;37937.0;2617.0;;;baixa
BA;MASCOTE;microrregiao;1438.0;75711.0;73955.0;1665.0;;;baixa
BA;TEOLANDIA;microrregiao;1028.0;21018.0;20158.0;792.0;;;baixa
BA;UBAITABA;microrregiao;577.0;21019.0;19539.0;1097.0;;;baixa
BA;UBATÃ;microrregiao;661.0;20112.0;18565.0;1388.0;;;baixa
BA;URUÇUCA;microrregiao;38.0;46377.0;41743.0;2968.0;;;baixa
BA;WENCESLAU GUIMARÃES;microrregiao;1574.0;56836.0;52385.0;644.0;;;baixa
BA;INTERIORANA EXTREMO SUL DA BAHIA;microrregiao;8127.0;950061.0;834794.0;90677.0;;;baixa
BA;GUARATINGA;microrregiao;1591.0;191488.0;164003.0;22331.0;;;baixa
BA;IBIRAPUÃ;microrregiao;535.0;73286.0;64548.0;4841.0;;;baixa
BA;ITAMARAJU;microrregiao;3173.0;363886.0;302107.0;48139.0;;;baixa
BA;ITANHEM;microrregiao;1651.0;36666.0;134575.0;1072.0;;;baixa
BA;LAJEDÃO;microrregiao;344.0;65335.0;58334.0;6579.0;;;baixa
BA;MEDEIROS NETO;microrregiao;833.0;119398.0;1225.0;7712.0;;;baixa
ES;TOTAIS;total;69140.0;3895428.0;63435.0;3124384.0;4845.0;443722.0;alta
ES;ESPIRITO-SANTENSE;mesorregiao;67541.0;3813259.0;61989.0;3055217.0;4752.0;436986.0;alta
ES;ALTO SÃO MATEUS;microrregiao;2774.0;405647.0;2629.0;347933.0;118.0;46070.0;alta
ES;ECOPORANGA;municipio;1740.0;203425.0;1667.0;175224.0;58.0;25120.0;alta
ES;MONTANHA;municipio;563.0;101767.0;520.0;81335.0;35.0;16154.0;alta
ES;MUCURICI;municipio;471.0;100454.0;442.0;91372.0;25.0;4796.0;alta
ES;COLA TINA;microrregiao;16147.0;818154.0;15116.0;726870.0;972.0;80283.0;alta
ES;BAIXO GUANDU;municipio;1184.0;79657.0;139.0;72905.0;37.0;5218.0;alta
ES;BARRA DE SÃO FRANCISCO;municipio;3251.0;127295.0;3172.0;123396.0;70.0;3834.0;alta
ES;BOA ESPERANÇA;municipio;456.0;31429.0;428.0;27599.0;26.0;2819.0;alta
ES;COLATINA;municipio;3397.0;190665.0;3022.0;158565.0;360.0;29821.0;alta
ES;MANTENOPOL IS;municipio;827.0;34483.0;805.0;32706.0;21.0;1595.0;alta
ES;MARILANDIA;municipio;559.0;26674.0;428.0;17893.0;119.0;8686.0;alta
ES;NOVA VENECIA;municipio;2622.0;160677.0;2514.0;14365.0;94.0;12188.0;alta
ES;PANCAS;municipio;507.0;79344.0;1427.0;71448.0;76.0;6984.0;alta
ES;SÃO GABRIEL DA PALHA;municipio;2344.0;87927.0;181.0;78697.0;159.0;9134.0;alta
ES;BAIXADA ESPIRITO-SANTENSE;microrregiao;9467.0;;8399.0;598237.0;823.0;163194.0;alta
ES;ARACRUZ;municipio;806.0;118898.0;645.0;43313.0;74.0;10398.0;alta
ES;FUNDÃO;municipio;386.0;18331.0;371.0;15117.0;;613.0;alta
ES;JAGUARE;municipio;531.0;44527.0;428.0;26993.0;96.0;15209.0;alta
ES;LINHARES;municipio;3158.0;319063.0;2760.0;217172.0;347.0;70237.0;alta
ES;PEDRO CANARIO;municipio;213.0;56560.0;206.0;43816.0;;1471.0;alta
ES;PINHEIROS;municipio;703.0;84851.0;636.0;69819.0;59.0;10296.0;alta
ES;RIO BANANAL;municipio;1154.0;55052.0;1066.0;48455.0;79.0;5793.0;alta
ES;SÃO MATEUS;municipio;2160.0;263121.0;1962.0;113184.0;135.0;31025.0;alta
ES;COL. SERRANA ESPIRITO-SANTENSE;microrregiao;18211.0;641351.0;16484.0;561098.0;1380.0;69475.0;alta
ES;AFONSO CLAUDIO;municipio;4319.0;155125.0;4033.0;141638.0;202.0;10208.0;alta
ES;ALFREDO CHAVES;municipio;1372.0;55194.0;1077.0;43842.0;285.0;10764.0;alta
ES;DOMINGOS MARTINS;municipio;3690.0;116766.0;3464.0;106895.0;170.0;8042.0;alta
ES;IBIRAÇU;municipio;715.0;37468.0;603.0;28564.0;109.0;8670.0;alta
ES;ITAGUAÇU;municipio;942.0;45539.0;860.0;39611.0;77.0;5916.0;alta
ES;ITARANA;municipio;914.0;28306.0;846.0;25387.0;64.0;2843.0;alta
ES;SANTA LEOPOLDINA;municipio;4203.0;119644.0;3841.0;105947.0;187.0;9377.0;alta
ES;SANTA TERESA;municipio;2056.0;83306.0;1760.0;69210.0;286.0;13652.0;alta
ES;VERTENTE ORIENTAL DO CAPARAO;microrregiao;6434.0;232019.0;5853.0;205327.0;543.0;24425.0;alta
ES;CASTELO;municipio;1557.0;56295.0;1217.0;42402.0;332.0;13015.0;alta
ES;CONCEIÇÃO DO CASTELO;municipio;1189.0;47671.0;1063.0;41449.0;109.0;47.0;alta
ES;IBATIBA;municipio;709.0;18491.0;697.0;18138.0;11.0;322.0;alta
ES;MUNIZ FREIRE;municipio;1405.0;58951.0;1338.0;54256.0;65.0;4677.0;alta
ES;CACHOEIRO DE ITAPEMIRIM;microrregiao;8987.0;473567.0;8311.0;424051.0;625.0;40113.0;alta
ES;ALEGRE;municipio;1899.0;88956.0;1771.0;79291.0;117.0;9055.0;alta
ES;APIACA;municipio;326.0;18797.0;309.0;17730.0;16.0;881.0;alta
ES;ATILIO VIVACQUA;municipio;458.0;19801.0;435.0;18690.0;22.0;1079.0;alta
ES;LITORAL SUL ESPIRITO-SANTENSE;microrregiao;;225678.0;5197.0;191697.0;291.0;13422.0;alta
ES;ANCHIETA;municipio;;32452.0;529.0;24546.0;72.0;4078.0;alta
ES;GUARAPARI;municipio;;38404.0;897.0;36033.0;18.0;1879.0;alta
ES;ICONHA;municipio;;17827.0;644.0;16127.0;54.0;1666.0;alta
ES;ITAPEMIRIM;municipio;;56409.0;1675.0;39134.0;31.0;1872.0;alta
ES;PIUMA;municipio;;6233.0;113.0;5735.0;11.0;498.0;alta
ES;PRESIDENTE KENNEDY;municipio;;55522.0;655.0;53834.0;10.0;908.0;alta
ES;RIO NOVO DO SUL;municipio;;18829.0;684.0;16285.0;95.0;2519.0;alta
ES;VITORIA;mesorregiao;;82168.0;1446.0;69166.0;93.0;6736.0;alta
ES;VITORIA;microrregiao;;82168.0;1446.0;69166.0;93.0;6736.0;alta
ES;CARIACICA;municipio;;11954.0;528.0;10323.0;35.0;1247.0;alta
ES;SERRA;municipio;;34016.0;173.0;25018.0;25.0;4035.0;alta
ES;VIANA;municipio;;25869.0;614.0;24606.0;15.0;556.0;alta
ES;VILA VELHA;municipio;;9912.0;117.0;8879.0;15.0;819.0;alta
ES;VITORIA;municipio;;415.0;14.0;337.0;;77.0;alta
ES;SOCIEDADE ANONIMA OU NUMERO;mesorregiao;;;;;;;alta
ES;POR COTAS DE RESPON- COOPERATIVA ENTIDADE PUBLICA SEM DECLARACÃO DE;mesorregiao;;;;;;;alta
ES;SABILIDADE LIMITADA ORDEM;mesorregiao;;;;;;;alta
ES;CIMENTOS CIMENTOS CIMENTOS CIMENTOS CIMENTOS;mesorregiao;;;;;;;alta
GO;TOTAIS;total;131365.0;29864106.0;124282.0;26218922.0;4750.0;2299134.0;media
GO;NORDESTE GOIANO;microrregiao;10842.0;5033303.0;10312.0;4254780.0;369.0;427886.0;media
GO;SÃO MIGUEL;municipio;3448.0;2155398.0;3288.0;1842124.0;130.0;221693.0;media
GO;RIO VERMELHO;municipio;4802.0;1883174.0;4606.0;1528229.0;155.0;174105.0;media
GO;ARAGARÇAS;municipio;994730.0;2418.0;884427.0;84.0;32088.0;;media
GO;NORTE GOIANO;microrregiao;18871.0;4283988.0;17522.0;3665288.0;733.0;356273.0;alta
GO;PORANGATU;municipio;14866.0;2863703.0;14162.0;2519515.0;432.0;193684.0;alta
GO;CHAPADA DOS VEADEIROS;municipio;4005.0;1420284.0;3360.0;1145773.0;301.0;162588.0;alta
GO;CENTRO GOIANO;mesorregiao;3794240.0;38897.0;3536567.0;;1366.0;195540.0;media
GO;CERES;microrregiao;1231148.0;12788.0;1117157.0;;454.0;80180.0;alta
GO;BARRO ALTO;municipio;168841.0;759.0;151436.0;;18.0;10469.0;alta
GO;CARMO DO RIO VERDE;municipio;53599.0;849.0;50579.0;;27.0;2485.0;alta
GO;CERES;municipio;46017.0;1131.0;44590.0;;20.0;1204.0;alta
GO;GOIANESIA;municipio;149465.0;929.0;120217.0;;34.0;8931.0;alta
GO;HIOROLINA;municipio;45482.0;300.0;42520.0;;24.0;2723.0;alta
GO;ITAPACI;municipio;163638.0;879.0;144209.0;;33.0;18280.0;alta
GO;ITAPURANGA;municipio;133181.0;2637.0;128444.0;;66.0;4263.0;alta
GO;NOVA AMERICA;municipio;22153.0;199.0;19603.0;;21.0;1698.0;alta
GO;NOVA GLORIA;municipio;38973.0;734.0;37.0;65.0;17.0;1529.0;alta
GO;PILAR DE GOIAS;municipio;145318.0;1071.0;139893.0;;27.0;3496.0;alta
GO;RIALMA;municipio;25985.0;200.0;25922.0;;;58.0;alta
GO;RIANAPOLIS;municipio;17788.0;136.0;16019.0;;;1753.0;alta
GO;RUBIATABA;municipio;98383.0;1803.0;91464.0;;88.0;6144.0;alta
GO;SANTA ISABEL;municipio;75660.0;309.0;61891.0;;21.0;13769.0;alta
GO;URUANA;municipio;46659.0;852.0;43198.0;;47.0;3372.0;alta
GO;ANAPOLIS;microrregiao;772921.0;10992.0;715072.0;;354.0;46804.0;media
GO;ANAPOLIS;municipio;89213.0;1188.0;78095.0;;54.0;7962.0;media
GO;ARAÇU;municipio;19343.0;352.0;18439.0;;;41.0;media
GO;BRAZABRANTES;municipio;11841.0;244.0;11452.0;;;388.0;media
GO;CATURAI;municipio;371.0;18346.0;365.0;342.0;;;media
GO;OAMOLANDIA;municipio;11391.0;183.0;11227.0;;;149.0;media
GO;HEI TORAI;municipio;22084.0;219.0;21598.0;;;486.0;media
GO;INHUMAS;municipio;64140.0;1459.0;61561.0;;19.0;2203.0;media
GO;ITABERAI;municipio;137928.0;1255.0;116189.0;;123.0;20057.0;media
GO;ITAGUARU;municipio;23718.0;702.0;22490.0;;29.0;616.0;media
GO;ITAUÇU;municipio;37283.0;604.0;34004.0;;14.0;3132.0;media
GO;.JARAGUA;municipio;164330.0;1597.0;155380.0;;30.0;6325.0;media
GO;NOVA VENEZA;municipio;10822.0;222.0;10541.0;;8.0;265.0;media
GO;OURO VERDE DE GOIAS;municipio;197152.0;257.0;19169.0;;;273.0;media
GO;PETROLINA DE GOIAS;municipio;48695.0;829.0;46275.0;;19.0;2383.0;media
GO;SANTA ROSA DE GOIAS;municipio;17225.0;303.0;16963.0;;2.0;102.0;media
GO;SÃO FRANCISCO DE GOIAS;municipio;42002.0;531.0;39834.0;;22.0;1116.0;media
GO;TAQUARAL DE GOIAS;municipio;34799.0;652.0;33845.0;;10.0;954.0;media
GO;IPORA;microrregiao;664425.0;3487.0;652504.0;;59.0;9153.0;media
GO;AMORINOPOLIS;municipio;43157.0;291.0;431130.0;;;26.0;media
GO;CACHOEIRA DE GOIAS;municipio;38009.0;75.0;37797.0;;;212.0;media
GO;CORREGO DO OURO;municipio;42762.0;309.0;41910.0;;3.0;852.0;media
GO;FAZENDA NOVA;municipio;125614.0;812.0;122040.0;;20.0;1943.0;media
GO;IPORA;municipio;90934.0;743.0;89089.0;;14.0;1777.0;media
GO;ISRAELANDIA;municipio;63397.0;192.0;62879.0;;3.0;493.0;media
GO;IVDLANDIA;municipio;102445.0;357.0;101968.0;;;476.0;media
GO;.JAUPACI;municipio;44153.0;108.0;43127.0;;;;media
GO;MOIPORA;municipio;45028.0;172.0;42223.0;;;2804.0;media
GO;NOVO BRAS I l;municipio;68922.0;428.0;68337.0;;;566.0;media
GO;ANICUNS;microrregiao;540157.0;5357.0;502472.0;;231.0;35036.0;media
GO;AMERICANO DO BRASIL;municipio;15543.0;160.0;11745.0;;14.0;3730.0;media
GO;ANICUNS;municipio;1226.0;89409.0;1148.0;80819.0;76.0;;media
GO;AURilANDIA;municipio;47396.0;313.0;46659.0;;;727.0;media
GO;AVElINOPOlIS;municipio;16926.0;192.0;16041.0;;;279.0;media
GO;s LESTE GOIANO;mesorregiao;;18830.0;;;17.0;3781868.0;media
GO;VÃO DO PARANÃ s;municipio;;5235.0;1372624.0;;4947.0;1210452.0;media
GO;ENTORNO DE BRASILIA;municipio;;13595.0;3044258.0;;12569.0;2571416.0;media
GO;SUL GOIANO;microrregiao;;42184.0;12335690.0;;40035.0;10980416.0;media
GO;SUDOESTE DE GOIAS;municipio;;10015.0;5018385.0;;9336.0;4377972.0;media
GO;SOCIEDADE ANONIMA OU NUMERO;mesorregiao;;;;;;;media
GO;POR COTAS DE. RESPON- COOPERATIVA ENTIDADE PUBLICA SEM DECLARAÇÃO DE;mesorregiao;;;;;;;media
GO;PIA OU RELIGIOSA;municipio;;;;;;;media
GO;SABILIDADE LIMITADA ORDEM;mesorregiao;;;;;;;media
GO;CIMENTOS CIMENTOS CIMENTOS CIMENTOS CIMENTOS;mesorregiao;;;;;;;media
GO;ACREUNA;microrregiao;240847.0;537.0;215097.0;33.0;25217.0;;media
GO;CAMPESTRE DE GOIAS;microrregiao;24299.0;211.0;20990.0;14.0;3275.0;;media
GO;EOEIA;microrregiao;196656.0;912.0;162026.0;26.0;19646.0;;media
GO;INOIARA;microrregiao;111604.0;603.0;101376.0;21.0;7249.0;;media
GO;JANDAIA;microrregiao;87325.0;431.0;65466.0;;8534.0;;media
GO;PALMEIRAS DE GOIAS;microrregiao;59605.0;1431.0;155509.0;14.0;3947.0;;media
GO;PALMINOPOLIS;microrregiao;43817.0;410.0;42863.0;;208.0;;media
GO;PARAUNA;microrregiao;391102.0;;359555.0;;;;media
GO;VAR JÃO;microrregiao;47768.0;270.0;44236.0;13.0;1547.0;;media
GO;MEIA PONTE;mesorregiao;2006663.0;9868.0;1832959.0;351.0;125537.0;;media
GO;AGUA LIMPA;microrregiao;48178.0;189.0;48178.0;;;;media
GO;ALOANDIA;microrregiao;12757.0;188.0;12174.0;;532.0;;media
GO;BOM JESUS DE GOIAS;microrregiao;65021.0;541.0;154537.0;13.0;7932.0;;media
GO;BURITI ALEGRE;microrregiao;88296.0;480.0;81803.0;;333.0;;media
GO;CACHOEIRA DOURADA;microrregiao;51128.0;271.0;50906.0;;67.0;;media
GO;CALDAS NOVAS;microrregiao;155759.0;595.0;130997.0;33.0;10986.0;;media
GO;CROMINIA;microrregiao;35950.0;202.0;34717.0;15.0;84.0;;media
GO;GOIATUBA;microrregiao;266258.0;883.0;235895.0;32.0;20736.0;;media
GO;ITUMBIARA;microrregiao;273634.0;1331.0;245557.0;68.0;21310.0;;media
GO;JOVlANIA;microrregiao;51191.0;260.0;48074.0;;3117.0;;media
GO;MAIRIPOTABA;microrregiao;48866.0;285.0;44409.0;11.0;4065.0;;media
GO;MARZAGÃO;microrregiao;16399.0;65.0;16143.0;;193.0;;media
GO;MORRINHOS;microrregiao;289719.0;1701.0;266298.0;74.0;20482.0;;media
GO;PANAMA;microrregiao;41384.0;302.0;39195.0;10.0;467.0;;media
GO;P l RACANJUBA;microrregiao;260615.0;1656.0;246467.0;30.0;10380.0;;media
GO;PONTALINA;microrregiao;135747.0;734.0;117660.0;44.0;18050.0;;media
GO;V l CENT I NOPOL IS;microrregiao;65752.0;185.0;59942.0;;4794.0;;media
GO;PIRES DO RIO;mesorregiao;866913.0;5492.0;805243.0;187.0;54063.0;;media
GO;CRISTIANOPOL IS;microrregiao;17671.0;123.0;15019.0;;2652.0;;media
GO;ORlZONA;microrregiao;176218.0;1477.0;172128.0;31.0;2701.0;;media
GO;PALMELO;microrregiao;52.0;3725.0;51.0;;;;media
GO;PIRES DO RIO;microrregiao;94034.0;521.0;88680.0;31.0;5123.0;;media
GO;SANTA CRUZ DE GOIAS;microrregiao;95230.0;473.0;83482.0;13.0;11626.0;;media
GO;SILVANIA;microrregiao;339161.0;2055.0;308524.0;41.0;24184.0;;media
GO;URUTAI;microrregiao;62408.0;271.0;57424.0;28.0;4082.0;;media
GO;VIANOPOLIS;microrregiao;80463.0;52.0;76263.0;34.0;3691.0;;media
GO;CATALÃO;mesorregiao;1364278.0;4899.0;1174619.0;296.0;119241.0;;media
GO;ANHANGUERA;microrregiao;6282.0;19.0;6282.0;;;;media
GO;CAMPO ALEGRE DE GOIAS;microrregiao;229886.0;445.0;170066.0;26.0;18630.0;;media
GO;CATALÃO;microrregiao;312461.0;1430.0;275213.0;73.0;31066.0;;media
GO;CORUMBAIBA;microrregiao;163431.0;524.0;52991.0;32.0;10217.0;;media
GO;CUMARI;microrregiao;52479.0;270.0;51424.0;;965.0;;media
GO;DAVINOPOLIS;microrregiao;48650.0;321.0;46079.0;20.0;2532.0;;media
GO;GOIANDIRA;microrregiao;49305.0;253.0;37180.0;41.0;12124.0;;media
MG;TOTAIS;total;551488.0;45836654.0;511846.0;37828044.0;30791.0;3559571.0;media
MG;NORDESTE MINEIRO;mesorregiao;45492.0;8543504.0;40404.0;6270570.0;2288.0;672696.0;media
MG;SANFRANCISCANA DE JANUARIA;microrregiao;14040.0;2017453.0;11720.0;1350115.0;472.0;135564.0;media
MG;ITACARAMBI;municipio;1625.0;27074.0;734.0;90575.0;;10.0;media
MG;JANUARIA;municipio;3849.0;723686.0;3344.0;367451.0;353.0;84990.0;media
MG;MANGA;municipio;3153.0;443907.0;2569.0;313469.0;27.0;25450.0;media
MG;MONTALVANIA;municipio;759.0;133353.0;736.0;118456.0;22.0;14727.0;media
MG;SÃO FRANCISCO;municipio;4654.0;4337.0;460162.0;69.0;10386.0;;media
MG;SERRA GERAL DE MI NAS;microrregiao;14927.0;840405.0;14143.0;698461.0;637.0;52408.0;media
MG;ESPINOSA;municipio;3658.0;122161.0;3352.0;114083.0;302.0;8040.0;media
MG;MATO VERDE;municipio;;;;;;;media
MG;MONTE AZUL;municipio;3006.0;324017.0;2885.0;225615.0;100.0;34406.0;media
MG;PORTEIRINHA;municipio;5631.0;232926.0;5457.0;213192.0;58.0;4747.0;media
MG;RIACHO DOS MACHADOS;municipio;1258.0;89280.0;1231.0;76276.0;22.0;2495.0;media
MG;CHAPADÕES DO PARACATU;microrregiao;14657.0;4753003.0;13238.0;3693797.0;1094.0;426207.0;media
MG;ARINOS;municipio;936.0;378140.0;818.0;315956.0;22.0;30073.0;media
MG;BONFINOPOLIS DE MINAS;municipio;1275.0;282487.0;1015.0;194421.0;218.0;45713.0;media
MG;BURITIS;municipio;841.0;362300.0;797.0;328046.0;41.0;32019.0;media
MG;FORMOSO;municipio;414.0;206714.0;393.0;179848.0;20.0;26356.0;media
MG;GUARDA-MOR;municipio;470.0;175339.0;437.0;147040.0;25.0;16288.0;media
MG;JOÃO PINHEIRO;municipio;2286.0;1137903.0;2154.0;791220.0;53.0;45614.0;media
MG;LAGAMAR;municipio;706.0;116191.0;668.0;106857.0;36.0;9156.0;media
MG;PARACATU;municipio;1511.0;668805.0;363.0;502581.0;112.0;53382.0;media
MG;PRESIDENTE OLEGARIO;municipio;2095.0;438554.0;1895.0;335065.0;181.0;72228.0;media
MG;UNAI;municipio;3391.0;821226.0;3020.0;645061.0;336.0;78215.0;media
MG;VAZANTE;municipio;732.0;165340.0;678.0;147698.0;50.0;17159.0;media
MG;ALTO-MEDI O SÃO FRANCISCO;microrregiao;1868.0;932641.0;1303.0;528195.0;85.0;;alta
MG;BURITIZEIRO;municipio;617.0;583163.0;421.0;281382.0;26.0;27415.0;alta
MG;PIRAPORA;municipio;210.0;43283.0;109.0;9161.0;18.0;9047.0;alta
MG;SANTA FE DE MINAS;municipio;300.0;117125.0;286.0;100647.0;11.0;5222.0;alta
MG;SÃO ROMÃO;municipio;741.0;189069.0;487.0;137004.0;30.0;16829.0;alta
MG;NORDESTE MINEIRO;mesorregiao;102122.0;9809605.0;95080.0;8130534.0;5933.0;648398.0;media
MG;ALTO RIO PARDO;microrregiao;14601.0;1204385.0;13853.0;906167.0;693.0;83542.0;alta
MG;AGUAS VERMELHAS;municipio;768.0;157277.0;724.0;138353.0;40.0;13537.0;alta
MG;RIO PARDO DE MI-AS;municipio;5922.0;315848.0;5827.0;193079.0;82.0;37756.0;alta
MG;RUBELITA;municipio;1146.0;105189.0;1072.0;88070.0;68.0;3685.0;alta
MG;SALINAS;municipio;3151.0;254957.0;2810.0;240682.0;330.0;12526.0;alta
MG;SÃO JOÃO DO PARA ISO;municipio;2802.0;239743.0;2729.0;128658.0;59.0;8662.0;alta
MG;TAIOBEIRAS;municipio;812.0;131370.0;691.0;117322.0;114.0;7374.0;alta
MG;MONTES CLAROS;microrregiao;23352.0;2807087.0;21324.0;2254029.0;1457.0;173210.0;media
MG;BOCAIUVA;municipio;2306.0;310772.0;2202.0;208132.0;52.0;16258.0;media
MG;BRASILIA DE MINAS;municipio;2069.0;236416.0;1952.0;212035.0;111.0;6503.0;media
MG;CAPITÃO ENEAS;municipio;292.0;97089.0;275.0;74654.0;10.0;4312.0;media
MG;CLARO DOS POÇÕES;municipio;660.0;65667.0;632.0;64263.0;26.0;1372.0;media
MG;MINERADORA DO ALTO JEQUITINHONHA;mesorregiao;4066.0;479486.0;3599.0;311201.0;382.0;29843.0;media
MG;BOTUMIRIM;microrregiao;60.0;712.0;95816.0;641.0;65793.0;32.0;media
MG;CRISTALIA;microrregiao;61.0;340.0;37303.0;182.0;24911.0;153.0;media
MG;GRÃO MOGOL;microrregiao;62.0;2068.0;273267.0;1920.0;153487.0;9154.0;media
MG;ACAMB IRA;microrregiao;63.0;946.0;70098.0;856.0;67008.0;87.0;media
MG;PASTORIL DE PEDRA AZUL;mesorregiao;13955.0;1247467.0;13487.0;168989.0;408.0;61331.0;media
MG;ANORE FERNANDES;microrregiao;65.0;415.0;69838.0;398.0;68019.0;13.0;media
MG;ARAÇUAI;microrregiao;66.0;1900.0;178585.0;1858.0;169597.0;36.0;media
MG;CARA(;microrregiao;67.0;1515.0;81677.0;1465.0;80286.0;47.0;media
MG;COMERCINHO;microrregiao;68.0;883.0;55958.0;844.0;51898.0;32.0;media
MG;CORONEL MURTA;microrregiao;69.0;457.0;66468.0;436.0;61808.0;1811.0;media
MG;ITAOBIM;microrregiao;70.0;515.0;61458.0;452.0;53690.0;55.0;media
MG;(TINGA;microrregiao;71.0;1679.0;195278.0;1645.0;186980.0;31.0;media
MG;MEDINA;microrregiao;72.0;755.0;134131.0;727.0;125005.0;24.0;media
MG;NOVO CRUZEIRO;microrregiao;73.0;3436.0;125396.0;3337.0;115010.0;87.0;media
MG;PADRE PARA ISO;microrregiao;74.0;768.0;41804.0;740.0;32487.0;26.0;media
MG;PEDRA AZUL;microrregiao;75.0;327.0;145707.0;307.0;134420.0;20.0;media
MG;VIRGEM DA LAPA;microrregiao;76.0;1305.0;91160.0;278.0;89784.0;1371.0;media
MG;PASTORIL DE ALMENARA;mesorregiao;6709.0;1279838.0;6316.0;1180073.0;325.0;93304.0;media
MG;ALMENARA;microrregiao;78.0;1263.0;262290.0;1172.0;247860.0;73.0;media
MG;BANOEI-A;microrregiao;79.0;414.0;40765.0;405.0;38170.0;258.0;media
MG;FELISBURGO;microrregiao;80.0;227.0;52428.0;204.0;42595.0;21.0;media
MG;.JACINTO;microrregiao;81.0;499.0;124932.0;449.0;16853.0;50.0;media
MG;.JEQUITINHONHA;microrregiao;82.0;621.0;260261.0;597.0;246966.0;21.0;media
MG;JOAIMA;microrregiao;83.0;761.0;155809.0;707.0;133931.0;50.0;media
MG;.JORDANIA;microrregiao;84.0;510.0;57212.0;506.0;55527.0;1685.0;media
MG;RIO DO PRADO;microrregiao;85.0;778.0;83765.0;728.0;80051.0;27.0;media
MG;RUBIM;microrregiao;86.0;432.0;81602.0;407.0;74464.0;23.0;media
MG;SALTO DA DIVISA;microrregiao;87.0;109.0;82216.0;95.0;70041.0;10223.0;media
MG;SANTA MARIA DO SALTO;microrregiao;88.0;204.0;35454.0;193.0;33381.0;2072.0;media
MG;SANTO ANTONIO DO JACINTO;microrregiao;89.0;891.0;43098.0;853.0;40229.0;36.0;media
MG;MINERADORA DE DIAMANTINA;mesorregiao;22628.0;983686.0;20644.0;661388.0;1786.0;79023.0;media
MG;BERI LO;microrregiao;91.0;2630.0;51602.0;2550.0;46240.0;74.0;media
MG;CAPELINHA;microrregiao;92.0;358.0;83710.0;1323.0;64945.0;32.0;media
MG;CARBONITA;microrregiao;93.0;957.0;83268.0;645.0;19378.0;291.0;media
MG;CHAPADA DO NORTE;microrregiao;94.0;2285.0;42390.0;2261.0;40924.0;45.0;media
MG;COUTO DE MAGALHÃES DE MINAS;microrregiao;95.0;75.0;22013.0;72.0;18553.0;3125.0;media
MG;DATAS;microrregiao;96.0;227.0;6590.0;221.0;6348.0;222.0;media
MG;SOCIEDADE ANONIMA OU NUMERO;mesorregiao;;;;;;;media
MG;POR COTAS DE RESPON- COOPERATIVA ENTIDADE PUBLICA SEM DECLARACÃO DE;mesorregiao;;;;;;;media
MG;SABILIDAOE LIMITADA ORDEM;mesorregiao;;;;;;;media
MG;CIMENTOS CIMENTOS CIMENTOS CIMENTOS CIMENTOS;mesorregiao;;;;;;;media
MG;DIAMANTINA;municipio;882.0;;130333.0;719.0;61587.0;144.0;media
MG;FELICIO DOS SANTOS;municipio;730.0;;20215.0;656.0;15558.0;16.0;media
