_uf;_label;_level;estab_total;area_ha_total;estab_individual;area_ha_individual;estab_soc_condominio;area_ha_soc_condominio;confianca
MG;PIRAJUBA;municipio;;34140.0;272.0;32857.0;;1191.0;media
MG;PLANURA;municipio;;29099.0;187.0;26973.0;16.0;2105.0;media
MG;POR COTAS DE RESPON- COOPERATIVA ENTIDADE PUBLICA SEM DECLARAÇÃO DE;mesorregiao;;;;;;;media
MG;SABILIOADE LIMITADA ORDEM;mesorregiao;;;;;;;media
MG;MATA E RIO DOCE MINEIRO;mesorregiao;24818.0;6120540.0;117808.0;5471461.0;;5688.0;media
MG;BACIA DO SUAÇUI;microrregiao;16786.0;1209857.0;15816.0;1047749.0;;786.0;media
MG;AÇUCENA;municipio;998.0;106994.0;883.0;68302.0;;83.0;media
MG;AGUA BOA;municipio;1232.0;127232.0;1223.0;124899.0;;;media
MG;ALVORADA DE MINAS;municipio;247.0;23665.0;235.0;23089.0;;;media
MG;BELO ORIENTE;municipio;416.0;28954.0;373.0;12273.0;;21.0;media
MG;BRAUNAS;municipio;530.0;27216.0;513.0;26388.0;;15.0;media
MG;CARMESIA;municipio;133.0;17817.0;102.0;8531.0;;30.0;media
MG;COLUNA;municipio;576.0;31566.0;503.0;28901.0;;69.0;media
MG;OIVINOLANDIA DE MINAS;municipio;274.0;10698.0;248.0;8828.0;;25.0;media
MG;DOM JOAQUIM;municipio;250.0;31309.0;250.0;31309.0;;;media
MG;DORES DE GUANHÃES;municipio;217.0;28184.0;201.0;25536.0;;14.0;media
MG;GONZAGA;municipio;490.0;17428.0;447.0;13763.0;;28.0;media
MG;GUANHÂES;municipio;699.0;73798.0;672.0;67478.0;;25.0;media
MG;JOANESIA;municipio;357.0;15253.0;345.0;14776.0;;12.0;media
MG;MATERLANDIA;municipio;250.0;28176.0;236.0;26449.0;;13.0;media
MG;MESQUITA;municipio;784.0;44379.0;734.0;30210.0;;37.0;media
MG;PAULISTAS;municipio;374.0;19499.0;281.0;16642.0;;88.0;media
MG;PEÇANHA;municipio;1356.0;97085.0;1201.0;77260.0;;139.0;media
MG;RIO VERMELHO;municipio;649.0;66167.0;637.0;65320.0;;11.0;media
MG;SABI NOPOLIS;municipio;1011.0;82005.0;959.0;67736.0;;34.0;media
MG;SANTA MARIA DO SUAÇUI;municipio;1129.0;75013.0;1098.0;71.0;84.0;28.0;media
MG;SANTO ANTONIO;municipio;431.0;16555.0;426.0;15688.0;;;media
MG;SÃO JOÃO EVANGELISTA;municipio;963.0;43742.0;952.0;41077.0;;;media
MG;SÃO JOSE DO .JACURI;municipio;602.0;40389.0;596.0;39534.0;;;media
MG;SÃO PEDRO DO SUAÇU;municipio;540.0;31928.0;528.0;31369.0;;;media
MG;SÃO SEBASTIÃO;municipio;1173.0;41775.0;1142.0;40206.0;;29.0;media
MG;SENHORA DO PORTO;municipio;331.0;33923.0;315.0;32372.0;;16.0;media
MG;SERRA AZUL DE MINAS;municipio;177.0;15821.0;175.0;13496.0;;;media
MG;VIRGINOPOLIS;municipio;597.0;33272.0;541.0;25120.0;;47.0;media
MG;GOVERNADOR VALADARES;microrregiao;7319.0;810657.0;6797.0;737594.0;;445.0;media
MG;ALPERCATA;municipio;317.0;19702.0;303.0;18477.0;;12.0;media
MG;CAMPANARIO;municipio;444.0;85615.0;417.0;79556.0;;13.0;media
MG;COROACI;municipio;778.0;39111.0;687.0;35691.0;;89.0;media
MG;FREI INOCENCIO;municipio;179.0;54469.0;159.0;49813.0;;;media
MG;GOVERNADOR VALADARES;municipio;1677.0;223905.0;1518.0;208975.0;;47.0;media
MG;I T AMBACUR I;municipio;1060.0;142983.0;977.0;133496.0;;61.0;media
MG;MARILAC;municipio;148.0;18325.0;133.0;15484.0;;12.0;media
MG;NACIP RAYDAN;municipio;304.0;21160.0;291.0;20279.0;;13.0;media
MG;NOVA MODICA;municipio;405.0;34898.0;333.0;30358.0;;71.0;media
MG;PESCADOR;municipio;191.0;32585.0;172.0;27515.0;;16.0;media
MG;SANTA EFIGENIA DE MINAS;municipio;274.0;9430.0;257.0;8965.0;;15.0;media
MG;SÃO GERALDO DA PIEDADE;municipio;343.0;17282.0;334.0;12301.0;;;media
MG;SÃO JOSE DA SAFIRA;municipio;71.0;18798.0;67.0;14699.0;;;media
MG;CIMENTOS CIMENTOS CIMENTOS;municipio;;;;;;;media
MG;SÃO JOSE DO DIVINO;microrregiao;238.0;34651.0;228.0;29809.0;10.0;4841.0;media
MG;SARDOA;microrregiao;;377.0;;10979.0;371.0;8866.0;media
MG;VILA MATIAS;microrregiao;;60.0;;21131.0;57.0;19810.0;media
MG;VIRGOLANDIA;microrregiao;;453.0;;25627.0;393.0;23490.0;media
MG;MANTENA;mesorregiao;;4105.0;;173365.0;3927.0;164883.0;media
MG;CENTRAL DE MINAS;microrregiao;;438.0;;20984.0;415.0;20146.0;media
MG;ITABIRINHA DE MANTENA;microrregiao;633.0;19708.0;604.0;18702.0;26.0;889.0;media
MG;MANTENA;microrregiao;;940.0;;89414.0;1855.0;84241.0;media
MG;MENDES PIMENTEL;microrregiao;;1094.0;;43258.0;53.0;41792.0;media
MG;MATA DE CARATINGA;mesorregiao;;13968.0;;562433.0;13163.0;474322.0;media
MG;BOM JESUS DO GALHO;microrregiao;1404.0;56192.0;1134.0;35400.0;23.0;1301.0;media
MG;CARATINGA;microrregiao;;5277.0;;202076.0;4950.0;168292.0;media
MG;CORREGO NOVO;microrregiao;;314.0;;2840.0;304.0;12084.0;media
MG;DOM CAVATI;microrregiao;;169.0;;6059.0;163.0;5886.0;media
MG;ENGENHEIRO CALDAS;microrregiao;357.0;18359.0;350.0;17161.0;1110.0;;media
MG;FERNANDES TOURINHO;microrregiao;;228.0;;13212.0;227.0;13096.0;media
MG;IAPU;microrregiao;;907.0;;45238.0;859.0;37989.0;media
MG;INHAPIM;microrregiao;;2569.0;;87395.0;2475.0;83642.0;media
MG;SÃO JOÃO DO ORIENTE;microrregiao;503.0;12971.0;487.0;11575.0;14.0;1372.0;media
MG;SOBRAL IA;microrregiao;;442.0;;21550.0;432.0;19825.0;media
MG;TARUMIRIM;microrregiao;;1798.0;;71236.0;1782.0;69366.0;media
MG;BACIA DO MANHUAÇU;mesorregiao;;13365.0;;973683.0;12798.0;901059.0;media
MG;AI MORES;microrregiao;;1257.0;;121447.0;199.0;107588.0;media
MG;ALVARENGA;microrregiao;;711.0;;30134.0;707.0;29235.0;media
MG;CONCEIÇÃO DE IPANEMA;microrregiao;530.0;22555.0;523.0;22098.0;456.0;;media
MG;CONSELHEIRO PENA;microrregiao;1584.0;153814.0;1515.0;147178.0;43.0;5502.0;media
MG;DIVINO DAS LARANJEIRAS;microrregiao;260.0;33505.0;244.0;31127.0;15.0;1763.0;media
MG;GALILEIA;microrregiao;;691.0;;91864.0;642.0;79002.0;media
MG;IPANEMA;microrregiao;;1249.0;;62482.0;1207.0;58819.0;media
MG;ITANHOMI;microrregiao;;1598.0;;74876.0;1542.0;70697.0;media
MG;ITUETA;microrregiao;;625.0;;40125.0;569.0;34815.0;media
MG;MUTUM;microrregiao;;2232.0;;108182.0;2176.0;104280.0;media
MG;POCRANE;microrregiao;;1068.0;;60967.0;1009.0;56778.0;media
MG;RESPLENDOR;microrregiao;;897.0;;95609.0;840.0;87130.0;media
MG;SANTA RITA DO ITUETO;microrregiao;359.0;31767.0;333.0;28040.0;26.0;3726.0;media
MG;TUMIRITINGA;microrregiao;;304.0;;46348.0;292.0;44267.0;media
MG;MATA DE PONTE NOVA;mesorregiao;;12388.0;;479377.0;591.0;423305.0;media
MG;ABRE CAMPO;microrregiao;;1727.0;;51129.0;1669.0;49403.0;media
MG;ACAIACA;microrregiao;;258.0;;7415.0;248.0;7069.0;media
MG;AMPARO DO SERRA;microrregiao;;383.0;;14299.0;363.0;12510.0;media
MG;BARRA LONGA;microrregiao;;943.0;;35668.0;831.0;30943.0;media
MG;DIOGO DE VASCONCELOS;microrregiao;;421.0;;10337.0;416.0;10304.0;media
MG;DOM SILVERIO;microrregiao;;810.0;;26357.0;724.0;22968.0;media
MG;JEQUERI;microrregiao;;1433.0;;49457.0;335.0;44690.0;media
MG;PIEDADE DE PONTE NOVA;microrregiao;;154.0;;8331.0;153.0;8116.0;media
MG;PONTE NOVA;microrregiao;;885.0;;48498.0;766.0;34939.0;media
MG;RAUL SOARES;microrregiao;;2685.0;;86794.0;2616.0;83875.0;media
MG;RIO CASCA;microrregiao;;396.0;;602.0;370.0;33859.0;media
MG;RIO DOCE;microrregiao;;142.0;;9683.0;121.0;8424.0;media
MG;SANTA CRUZ;microrregiao;724.0;22991.0;637.0;20706.0;83.0;175.0;media
MG;SANTO ANTONIO DO GRAMA;microrregiao;229.0;13405.0;216.0;11795.0;570.0;;media
MG;SÃO PEOHO DOS FERROS;microrregiao;323.0;29491.0;294.0;23394.0;25.0;93.0;media
MG;SERICITA;microrregiao;597.0;;;11654.0;570.0;;media
MG;URUCANIA;microrregiao;278.0;;;13258.0;262.0;;media
MG;VERTENTE OCIDENTAL DO CAPARAO;mesorregiao;13670.0;;;452938.0;13138.0;;alta
MG;CAIANA;microrregiao;259.0;;;10757.0;238.0;;alta
MG;CAPARAO;microrregiao;393.0;;;17603.0;373.0;;alta
MG;CAPUT IRA;microrregiao;628.0;;;17593.0;612.0;;alta
MG;CHALE;microrregiao;402.0;;;17771.0;379.0;;alta
MG;DIVINO;microrregiao;2084.0;;;53004.0;2024.0;;alta
MG;ESPERA FELIZ;microrregiao;469.0;;;20112.0;427.0;;alta
MG;LAJINHA;microrregiao;821.0;;;38856.0;784.0;;alta
MG;MANHUAÇU;microrregiao;3288.0;;;94874.0;3194.0;;alta
MG;MANHUMIRIM;microrregiao;1020.0;;;42090.0;956.0;;alta
MG;MA TIPO;microrregiao;546.0;;;23957.0;533.0;;alta
MG;PRESIDENTE SOARES;microrregiao;330.0;;;12512.0;313.0;;alta
MG;SANTA MARGARIDA;microrregiao;1102.0;;;22431.0;1067.0;;alta
MG;SANTANA DO MANHUAÇU;microrregiao;651.0;;;30551.0;650.0;;alta
MG;SÃO JOSE DO MANTIMENTO;microrregiao;162.0;;;5285.0;162.0;;alta
MG;SIMONESIA;microrregiao;1515.0;;;45536.0;1426.0;;alta
MG;MATA DE VIÇOSA;mesorregiao;18191.0;;;407317.0;17364.0;;alta
MG;ALTO RIO DOCE;microrregiao;1905.0;;;40115.0;1850.0;;alta
MG;ARAPONGA;microrregiao;717.0;;;24924.0;698.0;;alta
MG;BRAS PIRES;microrregiao;575.0;;;14169.0;528.0;;alta
MG;CAJURI;microrregiao;278.0;;;7905.0;271.0;;alta
MG;CANAÃ;microrregiao;530.0;;;13643.0;501.0;;alta
MG;CIPOTANEA;microrregiao;864.0;;;10172.0;835.0;;alta
MG;COIMBRA;microrregiao;474.0;;;9525.0;440.0;;alta
MG;DORES;microrregiao;558.0;;;17126.0;533.0;;alta
MG;ERVALIA;microrregiao;1303.0;;;29383.0;1205.0;;alta
MG;GUARACIABA;microrregiao;971.0;;;24154.0;960.0;;alta
MG;LAMIM;microrregiao;425.0;;;7335.0;410.0;;alta
MG;PAULA CANO IDO;microrregiao;759.0;;;22126.0;752.0;;alta
MG;PEDRA;microrregiao;397.0;;;13897.0;390.0;;alta
MG;PIRANGA;microrregiao;2185.0;;;43961.0;2044.0;;alta
MG;PORTO FIRME;microrregiao;1178.0;;;22974.0;1136.0;;alta
MG;PRESIDENTE BERNARDES;microrregiao;;;;16888.0;;;alta
MG;RIO ESPERA;microrregiao;634.0;;;14846.0;628.0;;alta
MG;SÃO MIGUEL DO ANTA;microrregiao;655.0;;;12592.0;625.0;;alta
MG;SENADOR FIRMINO;microrregiao;814.0;;;13459.0;776.0;;alta
MG;SENHORA DE OLIVEIRA;microrregiao;463.0;;;11657.0;458.0;;alta
MG;TEIXEIRAS;microrregiao;728.0;;;14557.0;671.0;;alta
MG;VIÇOSA;microrregiao;935.0;;;21898.0;882.0;;alta
MG;MATA DO MURIAE;mesorregiao;25.0;;;368650.0;8504.0;;media
MG;ANTONIO PRADO DE MINAS;microrregiao;206.0;;;8345.0;194.0;;media
MG;BARÃO DE MONTE ALTO;microrregiao;387.0;;;18845.0;340.0;;media
MG;CARANGOLA;microrregiao;1894.0;;;64980.0;1793.0;;media
MG;EUGENOPOLIS;microrregiao;764.0;;;29860.0;688.0;;media
MG;FARIA LEMOS;microrregiao;235.0;;;17337.0;225.0;;media
MG;MIRADOURO;microrregiao;750.0;;;28722.0;736.0;;media
MG;MIRAI;microrregiao;1183.0;;;41811.0;1135.0;;media
MG;MURIAE;microrregiao;2066.0;;;88428.0;1946.0;;media
MG;PATROCINIO DO MURIAE;microrregiao;300.0;;;10276.0;284.0;;media
MG;PEDRA DOURADA;microrregiao;113.0;;;6610.0;104.0;;media
MG;SÃO FRANCISCO DO GLORIA;microrregiao;340.0;;;16069.0;330.0;;media
MG;TOMBOS;microrregiao;487.0;;;26662.0;455.0;;media
MG;ASTOLFO OUTRA;municipio;454.0;;15196.0;379.0;11498.0;64.0;media
MG;DIVINESIA;municipio;275.0;;8940.0;262.0;8314.0;13.0;media
MG;GUARANI;municipio;493.0;;22913.0;432.0;19338.0;50.0;media
MG;GUIDOVAL;municipio;568.0;;13089.0;547.0;12883.0;21.0;media
MG;GUIRICEMA;municipio;1135.0;;26623.0;1057.0;23870.0;71.0;media
MG;PIAU;municipio;424.0;;17441.0;415.0;16534.0;;media
MG;PIRAUBA;municipio;551.0;;13214.0;532.0;12657.0;11.0;media
MG;RIO NOVO;municipio;541.0;;36410.0;497.0;27305.0;41.0;media
MG;RIO POMBA;municipio;669.0;;23076.0;619.0;21213.0;47.0;media
MG;RODE IRO;municipio;201.0;;6756.0;185.0;5831.0;14.0;media
MG;SÃO GERALDO;municipio;581.0;;16559.0;560.0;14772.0;20.0;media
MG;SILVEIRANIA;municipio;231.0;;14958.0;203.0;13359.0;26.0;media
MG;TABULEIRO;municipio;518.0;;20985.0;492.0;19846.0;25.0;media
MG;TOCANTINS;municipio;797.0;;14759.0;746.0;13460.0;44.0;media
MG;MATA DE CATAGUASES;microrregiao;6529.0;;375737.0;5919.0;314807.0;539.0;media
MG;ALEM PARAIBA;municipio;384.0;;50467.0;341.0;41731.0;35.0;media
MG;ARGIRITA;municipio;274.0;;17886.0;240.0;16260.0;32.0;media
MG;CATAGUASES;municipio;879.0;;41730.0;799.0;34776.0;61.0;media
MG;DONA EUZEB IA;municipio;205.0;;7776.0;190.0;5783.0;12.0;media
MG;ESTRELA CALVA;municipio;137.0;;11321.0;117.0;8619.0;20.0;media
MG;ITAMARATI DE MINAS;municipio;2713.0;8889.0;246.0;27.0;2017.0;;media
MG;LARANJAL;municipio;628.0;;18964.0;593.0;17609.0;34.0;media
MG;LEOPOLDINA;municipio;1283.0;;85557.0;1154.0;71262.0;117.0;media
MG;PALMA;municipio;679.0;;30776.0;606.0;23342.0;71.0;media
MG;PIRAPETINGA;municipio;375.0;;18139.0;329.0;15964.0;45.0;media
MG;RECREIO;municipio;567.0;;26053.0;522.0;23264.0;30.0;media
MG;SANTANA DE CAT AGUASES;municipio;369.0;;18428.0;338.0;13169.0;23.0;media
MG;SANTO ANTONIO;municipio;343.0;;22792.0;313.0;19658.0;30.0;media
MG;VOLTA GRANDE;municipio;133.0;;16955.0;131.0;16486.0;2.0;media
MG;SUDOESTE MINEIRO;microrregiao;148826.0;;8091185.0;139363.0;7096011.0;8253.0;media
MG;PLANALTO DE ARAXA;municipio;7059.0;;1275341.0;6427.0;1096934.0;522.0;media
MG;ARAXA;municipio;526.0;;114259.0;490.0;107160.0;23.0;media
MG;CAMPOS ALTOS;municipio;317.0;;56721.0;290.0;51992.0;24.0;media
MG;IBIA;municipio;901.0;;244993.0;832.0;224776.0;64.0;media
MG;IRAI DE MINAS;municipio;391.0;;33356.0;358.0;30198.0;33.0;media
MG;NOVA PONTE;municipio;520.0;;99230.0;480.0;77573.0;26.0;media
MG;PEDRINOPOLIS;municipio;252.0;;33719.0;251.0;33386.0;;media
MG;PERDIZES;municipio;1088.0;;218132.0;1001.0;180991.0;73.0;media
MG;PRATINHA;municipio;394.0;;62142.0;357.0;55421.0;37.0;media
MG;SACRAMENTO;municipio;1520.0;;235544.0;1339.0;183006.0;158.0;media
MG;SANTA JULIANA;municipio;625.0;;55685.0;590.0;51469.0;31.0;media
MG;TAPIRA;municipio;525.0;;121555.0;439.0;100957.0;52.0;media
MG;ALTO SÃO FRANCISCO;municipio;13909.0;;1406550.0;13068.0;1253245.0;736.0;media
MG;ARAUJOS;municipio;259.0;;21449.0;240.0;20160.0;19.0;media
MG;ARCOS;municipio;672.0;;36827.0;651.0;33260.0;14.0;media
MG;BAMBU(;municipio;1239.0;;129696.0;1126.0;116481.0;104.0;media
MG;BOM DESPACHO;municipio;867.0;;107936.0;800.0;83798.0;50.0;media
MG;CONCEIÇÃO DO PARA;microrregiao;401.0;;;19131.0;385.0;;media
MG;CORREGO CANTA;microrregiao;619.0;;;60917.0;568.0;;media
MG;DORES;microrregiao;475.0;;;95359.0;446.0;;media
MG;DORESOPOLIS;microrregiao;213.0;;;15230.0;198.0;;media
MG;ESTRELA DO INDAIA;microrregiao;382.0;;;60404.0;352.0;;media
MG;IGUATAMA;microrregiao;415.0;;;45329.0;397.0;;media
MG;JAPARA(BA;mesorregiao;163.0;;;8239.0;162.0;;media
MG;LAGOA DA PRATA;microrregiao;287.0;;;41515.0;268.0;;media
MG;LEANDRO FERREIRA;microrregiao;336.0;;;33711.0;320.0;;media
MG;MEDEIROS;microrregiao;400.0;;;64202.0;393.0;;media
MG;MOEMA;microrregiao;173.0;;;16313.0;165.0;;media
MG;NOVA SERRANA;microrregiao;404.0;;;25070.0;380.0;;media
MG;PAINS;microrregiao;524.0;;;30361.0;498.0;;media
MG;PERDIGÃO;microrregiao;341.0;;;19194.0;303.0;;media
MG;PIMENTA SOS;microrregiao;37819.0;477.0;34859.0;27.0;2241.0;;media
MG;PITANGUI;mesorregiao;391.0;;;43051.0;376.0;;media
MG;SANTA ROSA DA SERRA;microrregiao;283.0;;;22611.0;269.0;;media
MG;SANTO ANTONIO DO MONTE;microrregiao;1328.0;;;95776.0;1256.0;;media
MG;SÃO ROQUE DE MINAS;microrregiao;933.0;;;122567.0;911.0;;media
MG;SERRA DA SAUDADE;microrregiao;122.0;;;18232.0;120.0;;media
MG;TAPIRAI;microrregiao;276.0;;;30682.0;226.0;;media
MG;VARGEM BONITA;microrregiao;270.0;;;34549.0;264.0;;media
MG;FURNAS;microrregiao;23904.0;;;1247281.0;22224.0;;media
MG;ALFENAS;microrregiao;1035.0;;;66336.0;945.0;;media
MG;ALPINOPOLIS;mesorregiao;1355.0;;;60951.0;1289.0;;media
MG;ALTEROSA;microrregiao;1065.0;;;32317.0;960.0;;media
MG;AREADO;microrregiao;643.0;;;23340.0;594.0;;media
MG;BOA ESPERANÇA;microrregiao;896.0;;;60480.0;811.0;;media
MG;CAMPO DO MEIO;microrregiao;342.0;;;17713.0;335.0;;media
MG;CAMPOS GERAIS;microrregiao;1568.0;;;60562.0;1489.0;;media
MG;CAPITOLIO;microrregiao;560.0;31804.0;26055.0;48.0;4102.0;;media
MG;CARMO DO RIO CLARO;microrregiao;1377.0;;;76229.0;1287.0;;media
MG;CASSIA;microrregiao;846.0;;;57987.0;771.0;;media
MG;CONCEIÇÃO DA APARECIDA;microrregiao;1147.0;;;32298.0;1128.0;;media
MG;COQUEIRAL;mesorregiao;566.0;;;24515.0;549.0;;media
MG;DELFINOPOLIS;microrregiao;643.0;;;81579.0;576.0;;media
MG;DIVISA NOVA;microrregiao;455.0;;;20577.0;437.0;;media
MG;ELO( MENDES;microrregiao;1440.0;;;46257.0;1384.0;;media
MG;FAMA;microrregiao;140.0;;;6030.0;119.0;;media
MG;GUAPE;microrregiao;1319.0;;;59887.0;1249.0;;media
MG;ILICINEA;microrregiao;872.0;;;33962.0;821.0;;media
MG;MACHADO;microrregiao;1020.0;;;57118.0;956.0;;media
MG;NEPOMUCENO;microrregiao;1094.0;;;48761.0;953.0;;media
MG;PARAGUAÇU;microrregiao;1021.0;;;36370.0;959.0;;media
MG;PASSOS;mesorregiao;1619.0;;;112531.0;1480.0;;media
MG;PRATAPOLIS;microrregiao;736.0;;;36568.0;691.0;;media
MG;SANTANA DA VARGEM;microrregiao;;;;15401.0;;;media
MG;SÃO JOÃO BATISTA DO GLORIA;microrregiao;345.0;;;33370.0;326.0;;media
MG;SERRANIA;microrregiao;250.0;;;19643.0;227.0;;media
MG;TRES PONTAS;microrregiao;870.0;;;63199.0;774.0;;media
MG;VARQINHA;microrregiao;413.0;;;31482.0;358.0;;media
MG;FORMIGA;microrregiao;19590.0;;;921890.0;18507.0;;media
MG;AGUANIL;microrregiao;362.0;;;16709.0;337.0;;media
MG;BOM SUCESSO;microrregiao;710.0;;;60.0;680.0;;media
MG;CAMACHO;municipio;;448.0;;;17695.0;406.0;media
MG;CAMPO BELO;municipio;;1005.0;;;45563.0;933.0;media
MG;CANA VERDE;municipio;;384.0;;;16096.0;366.0;media
MG;CANDEIAS;municipio;;1239.0;;;61700.0;1159.0;media
MG;CARMO DA MATA;municipio;;665.0;;;29330.0;605.0;media
MG;CARMOPOLIS DE MINAS;municipio;1150.0;38186.0;1121.0;36066.0;15.0;1739.0;media
MG;CLAUDIO;municipio;;976.0;;;45556.0;923.0;media
MG;CRISTAIS;municipio;;;;;;;media
MG;FORMIGA;municipio;;2387.0;;;125389.0;2189.0;media
MG;IBITURUNA;municipio;;216.0;;;15187.0;210.0;media
MG;ITAGUARA;municipio;;1349.0;;;32161.0;327.0;media
MG;ITAPECERICA;municipio;;1494.0;;;79456.0;1434.0;media
MG;OLIVEIRA;municipio;;1074.0;;;67060.0;1010.0;media
MG;PASSA TEMPO;municipio;;726.0;;;29345.0;678.0;media
MG;PEDRA DO INDAIA;municipio;;598.0;;;28659.0;553.0;media
MG;PERDÕES;municipio;;681.0;;;25023.0;651.0;media
MG;PIRACEMA;municipio;;1221.0;;;23051.0;1186.0;media
MG;RIBEIRÃO VERMELHO;municipio;;110.0;;;3395.0;105.0;media
MG;SANTANA;municipio;;122.0;;;7924.0;119.0;media
MG;SANTO ANTONIO;municipio;605.0;44511.0;577.0;37116.0;24.0;6700.0;media
MG;SÂO FRANCISCO DE PAULA;municipio;444.0;28769.0;420.0;27489.0;24.0;1280.0;media
MG;SÃO SEBASTIÃO DO OESTE;municipio;810.0;33125.0;780.0;31453.0;25.0;879.0;media
MG;MOGlANA MINEIRA;microrregiao;;15613.0;;;608591.0;14431.0;media
MG;ARCEBURGO;municipio;;210.0;;;14437.0;173.0;media
MG;BOM JESUS DA PENHA;municipio;;481.0;;;21341.0;470.0;media
MG;CABO VERDE;municipio;;985.0;;;37252.0;926.0;media
MG;CAPETINGA;municipio;;402.0;;;23710.0;363.0;media
MG;CLARAVAL;municipio;;636.0;;;20298.0;571.0;media
MG;GUARANES IA;municipio;;510.0;;;30045.0;426.0;media
MG;GUAXUPE;municipio;;478.0;;;27628.0;374.0;media
MG;IBIRACI;municipio;;506.0;;;42337.0;442.0;media
MG;ITAMOGI;municipio;;717.0;;;22577.0;645.0;media
MG;JACU(;municipio;;1245.0;;;37311.0;1167.0;media
MG;JURUAIA;municipio;;896.0;;;20000.0;864.0;media
MG;soo MONTE BELO;mesorregiao;;1460.0;;;38130.0;1397.0;media
MG;MONTE SANTO DE MINAS;municipio;825.0;46537.0;747.0;40258.0;71.0;4859.0;media
MG;MUZAMBINHO;mesorregiao;;1379.0;;;38405.0;1289.0;media
MG;NOVA RESENDE;municipio;;1818.0;;;37837.0;1810.0;media
MG;SÃO PEDRO DA UNIÃO;municipio;;911.0;;;26591.0;850.0;media
MG;SOS SÃO SEBASTIÃO DO PARAISO;mesorregiao;1211.0;76738.0;1062.0;58528.0;136.0;14954.0;media
MG;SÃO TOMAS DE AQUINO;municipio;;498.0;;;27053.0;454.0;media
MG;PLANALTO DE POÇOS DE CALDAS;microrregiao;7885.0;291081.0;7297.0;252101.0;543.0;34629.0;media
MG;ANDRADAS;municipio;;1539.0;;;421616.0;1328.0;media
MG;BA-DEIRA DO SUL;municipio;;183.0;;;4023.0;152.0;media
MG;BOTE LHOS;mesorregiao;;697.0;;;32465.0;643.0;media
MG;CALDAS;municipio;;420.0;;;;;media
MG;CAMPESTRE;municipio;;592.0;;;51138.0;1530.0;media
MG;IBITIURA DE MINAS;municipio;;326.0;;;6161.0;300.0;media
MG;IPUIUNA;mesorregiao;;521.0;;;23664.0;505.0;media
MG;POÇOS DE CALDAS;municipio;;197.0;;;28866.0;163.0;media
MG;SANTA RITA DE CALDAS;municipio;;1410.0;;;46486.0;1379.0;media
MG;PLANALTO MINEIRO;microrregiao;;29016.0;;;963939.0;27324.0;media
MG;ALBERTINA;municipio;;287.0;;;6014.0;256.0;media
MG;POR COTAS DE RESPON- COOPERATIVA ENT I DAOE PUBLICA SEM DECLARAÇÃO DE;mesorregiao;;;;;;;media
MG;SABILIDADE LIMITADA ORDEM;mesorregiao;;;;;;;media
MG;BOM REPOUSO;microrregiao;1395.0;;16704.0;1368.0;16500.0;17.0;media
MG;BORDA DA MATA;microrregiao;1375.0;;31095.0;1309.0;29471.0;46.0;media
MG;CACHOEIRA DE MINAS;microrregiao;875.0;;27840.0;821.0;23713.0;50.0;media
MG;CAMBUQU IRA;microrregiao;409.0;;20319.0;358.0;17454.0;47.0;media
MG;CAMPANHA;microrregiao;501.0;;28672.0;476.0;25197.0;23.0;media
MG;CAREAÇU;microrregiao;285.0;;16604.0;268.0;13868.0;17.0;media
MG;CARMO' DA CACHOEIRA;microrregiao;338.0;;43001.0;309.0;37775.0;28.0;media
MG;CARMO DE MINAS;microrregiao;363.0;;29044.0;337.0;25599.0;22.0;media
MG;CARVALHOPOLIS;microrregiao;357.0;;7886.0;333.0;7009.0;21.0;media
MG;CAXAMBU;microrregiao;142.0;;8036.0;119.0;6046.0;17.0;media
MG;CONCE I ÇÂO DAS PEDRAS;microrregiao;387.0;;9681.0;352.0;8752.0;34.0;media
MG;CONCEIÇÃO DO RIO VERDE;microrregiao;357.0;;27749.0;295.0;21570.0;60.0;media
MG;CONCEIÇÃO DOS OUROS;microrregiao;960.0;;15744.0;915.0;10161.0;29.0;media
MG;CONGONHAL;microrregiao;750.0;;18152.0;735.0;17835.0;13.0;media
MG;COROISLANOIA;microrregiao;169.0;;14896.0;151.0;13518.0;17.0;media
MG;ESPIRITO SANTO;microrregiao;867.0;;24289.0;843.0;23738.0;24.0;media
MG;ESTIVA;microrregiao;2286.0;;22905.0;2255.0;22282.0;21.0;media
MG;HELIODORA;microrregiao;379.0;;14997.0;345.0;13562.0;31.0;media
MG;INCONFIOENTES;microrregiao;687.0;;14095.0;653.0;13341.0;32.0;media
MG;JACUTINGA;microrregiao;787.0;;;665.0;23815.0;105.0;media
MG;.JESUANIA;microrregiao;357.0;;14801.0;341.0;14057.0;15.0;media
MG;LAMBARI;microrregiao;815.0;;20669.0;809.0;19304.0;34.0;media
MG;MONSENHOR PAULO;microrregiao;363.0;;21762.0;331.0;19686.0;28.0;media
MG;MONTE SIÃO;microrregiao;1206.0;;25369.0;1157.0;23652.0;47.0;media
MG;NATERCIA;microrregiao;569.0;;16318.0;528.0;15381.0;40.0;media
MG;OLIMPIO NORONHA;microrregiao;65.0;;4844.0;56.0;3114.0;;media
MG;OURO FINO;microrregiao;1950.0;;49541.0;1844.0;45089.0;95.0;media
MG;PEDRALVA;microrregiao;791.0;;19261.0;729.0;15710.0;58.0;media
MG;PIRANGUINHO;microrregiao;449.0;;11469.0;416.0;10041.0;33.0;media
MG;POÇO FUNDO;microrregiao;1647.0;;45489.0;1563.0;41813.0;78.0;media
