_uf;_label;_level;estab_total;area_ha_total;inform_lav_permanente;area_ha_lav_permanente;inform_lav_temporaria;area_ha_lav_temporaria;inform_lav_temp_descanso;confianca
PA;VIGIA;microrregiao;826.0;9715.0;722.0;717.0;1049.0;;;alta
PA;BRAGANT I NA;mesorregiao;25408.0;714049.0;7268.0;24207.0;57833.0;;;alta
PA;AUGUSTO CORREA;microrregiao;3709.0;23656.0;792.0;3673.0;5879.0;;;alta
PA;BONITO;microrregiao;1290.0;56531.0;335.0;1268.0;785.0;;;alta
PA;BRAGANÇA;microrregiao;8331.0;176965.0;2489.0;8178.0;18027.0;;;alta
PA;CAPANEMA;microrregiao;1416.0;40869.0;469.0;1350.0;3346.0;;;alta
PA;LAVOURAS PASTAGENS MATAS E FLORESTAS;mesorregiao;;;;;;;;alta
PA;TEMPORARIAS DE;mesorregiao;;;;;;;;alta
PA;EM DESCANSO ORDEM;mesorregiao;;;;;;;;alta
PA;SELEM;mesorregiao;326.0;4405.0;;120.0;;;;alta
PA;INCLUSIVE TERRAS INAPROVEITAVEIS;microrregiao;;;;;;;;alta
PB;TOTAIS;total;203277.0;4872094.0;84660.0;413343.0;88566.0;815852.0;30649.0;baixa
PB;SERTÃO PARAI BANO;microrregiao;112974.0;3802033.0;49521.0;332501.0;103358.0;499290.0;20344.0;baixa
PB;CATOLE DO ROCHA s;municipio;5018.0;283974.0;1108.0;4442.0;4752.0;41688.0;1357.0;baixa
PB;SERIDC PARAIBANO;municipio;7304.0;229054.0;5098.0;36836.0;5930.0;32299.0;654.0;baixa
PB;s JUAZEIRINHO;mesorregiao;1589.0;55343.0;1019.0;3688.0;522.0;10129.0;53.0;baixa
PB;CURIMATAU;municipio;12781.0;217166.0;4630.0;26813.0;11902.0;36641.0;785.0;baixa
PB;DONA INES;mesorregiao;1176.0;6070.0;318.0;283.0;1150.0;1956.0;124.0;baixa
PB;SERTÃO DE CAJAZEIRAS;municipio;16658.0;519457.0;10544.0;74119.0;15356.0;70930.0;5568.0;baixa
PB;CARRAPATE IRA;mesorregiao;108.0;5021.0;92.0;943.0;107.0;559.0;;baixa
PB;DEPRESSÃO;microrregiao;21778.0;244467.0;13060.0;124370.0;19035.0;1249585.0;137.0;baixa
PB;AGUIAR;municipio;;862.0;;681.0;72514.0;729.0;2728.0;baixa
PB;BOOUE IRÃO DOS COCHOS;municipio;362.0;15963.0;318.0;2854.0;344.0;1727.0;74.0;baixa
PB;CACIMBA DE AREIA;municipio;255.0;19512.0;228.0;2015.0;154.0;822.0;62.0;baixa
PB;CATINGUEI RA;municipio;386.0;50018.0;257.0;3009.0;368.0;3944.0;47.0;baixa
PB;CONDADO;municipio;;439.0;;185.0;1349.0;378.0;2636.0;baixa
PB;COREMAS;municipio;;784.0;;625.0;3379.0;583.0;2380.0;baixa
PB;DESTERRO DE MALTA;municipio;197.0;5400.0;38.0;303.0;193.0;94.0;91.0;baixa
PB;EMAS;municipio;;233.0;;128.0;1178.0;212.0;1825.0;baixa
PB;I T APORANGA;municipio;;50.0;;872.0;9250.0;877.0;39914.0;baixa
PB;JUNCO DO SER IDO;municipio;473.0;13256.0;387.0;1888.0;405.0;1267.0;78.0;baixa
PB;LAGOA;municipio;;699.0;;84.0;24.0;661.0;3455.0;baixa
PB;LASTRO;municipio;;156.0;;35.0;706.0;155.0;2662.0;baixa
PB;MAL TA;municipio;;125.0;;90.0;1363.0;117.0;1009.0;baixa
PB;NAZAREZINHO;municipio;;809.0;;699.0;63914.0;714.0;611.0;baixa
PB;NOVA OLINDA;municipio;;475.0;;391.0;2469.0;362.0;568.0;baixa
PB;OLHO D' AGUA;municipio;;875.0;;503.0;5430.0;843.0;5847.0;baixa
PB;PASSAGEM;municipio;;586.0;;556.0;2511.0;542.0;1445.0;baixa
PB;PATOS;municipio;;514.0;;319.0;5862.0;380.0;2413.0;baixa
PB;PAULISTA;municipio;;845.0;;281.0;846.0;767.0;6735.0;baixa
PB;PIANCO;municipio;;876.0;;579.0;5469.0;777.0;4264.0;baixa
PB;POMBAL;municipio;;1899.0;;576.0;1846.0;1816.0;21723.0;baixa
PB;OUIXABA;municipio;;125.0;;115.0;2887.0;78.0;492.0;baixa
PB;SALGADINHO;municipio;;405.0;;396.0;2365.0;345.0;160.0;baixa
PB;SANTA CRUZ;municipio;;628.0;;23.0;26.0;624.0;6254.0;baixa
PB;SANTA LUZIA;municipio;;598.0;;545.0;7978.0;403.0;1218.0;baixa
PB;SANTANA DOS GARROTES;municipio;894.0;36949.0;647.0;4647.0;809.0;3607.0;24.0;baixa
PB;SANTA TERESINHA;municipio;;319.0;;280.0;6016.0;272.0;2103.0;baixa
PB;SÃO JOSE DA LAGOA TAPADA;municipio;935.0;37330.0;609.0;4574.0;869.0;5829.0;245.0;baixa
PB;SÃO JOSE DE ESPINHARAS;municipio;351.0;64604.0;296.0;8246.0;267.0;2410.0;53.0;baixa
PB;SÃO JOSE DO BONFIM;municipio;358.0;12245.0;281.0;1798.0;257.0;1053.0;70.0;baixa
PB;SÃO JOSE DO SABUGI;municipio;451.0;24371.0;447.0;6583.0;289.0;905.0;66.0;baixa
PB;SÃO MAMEDE;municipio;;590.0;;495.0;8463.0;451.0;2077.0;baixa
PB;SOUSA;municipio;;2978.0;;865.0;3912.0;2754.0;21880.0;baixa
PB;VARZEA;municipio;;246.0;;229.0;1458.0;240.0;803.0;baixa
PB;CARIRIS VELHOS;microrregiao;;31587.0;;9742.0;40538.0;29269.0;137375.0;baixa
PB;AROEIRAS;municipio;;4569.0;;650.0;835.0;4527.0;11734.0;baixa
PB;BARRA DE SÂO MIGUEL;municipio;713.0;46282.0;18.0;72.0;708.0;4443.0;11.0;baixa
PB;BOQUEIRÃO;municipio;;2937.0;;424.0;965.0;2898.0;14373.0;baixa
PB;CABACEIRAS;municipio;;805.0;;199.0;101.0;791.0;3339.0;baixa
PB;CAMALAU;municipio;;928.0;;397.0;820.0;838.0;2551.0;baixa
PB;GURJÃO;municipio;;786.0;;181.0;835.0;785.0;9489.0;baixa
PB;LIVRAMENTO;municipio;;1253.0;;958.0;5633.0;457.0;1981.0;baixa
PB;MONTEIRO;municipio;;3209.0;;1715.0;654.0;3026.0;14918.0;baixa
PB;NATUBA;municipio;;1080.0;;624.0;2520.0;833.0;1743.0;baixa
PB;OLIVEDOS;municipio;442.0;26858.0;279.0;3861.0;410.0;41.0;;baixa
PB;OURO VELHO;municipio;;504.0;;124.0;413.0;499.0;2860.0;baixa
PB;PRATA;municipio;;490.0;;33.0;69.0;481.0;1995.0;baixa
PB;SÃO JOÃO DO CARIRI;municipio;1031.0;93701.0;205.0;493.0;1017.0;6881.0;89.0;baixa
PB;SÃO JOÃO DO TIGRE;municipio;1015.0;38829.0;7.0;7.0;984.0;718.0;207.0;baixa
PB;SÃO JOSE DOS COROEIROS;municipio;1237.0;4850.0;661.0;2644.0;1234.0;716.0;146.0;baixa
PB;SÃO SEBASTIÃO DO UMBUZEIRO;municipio;799.0;50788.0;275.0;870.0;727.0;2855.0;166.0;baixa
PB;SERRA BRANCA;municipio;;1418.0;;699.0;603.0;1311.0;8949.0;baixa
PB;SOLEDADE;municipio;;622.0;;75.0;861.0;611.0;7459.0;baixa
PB;SUME;municipio;;1937.0;;801.0;1778.0;1861.0;810.0;baixa
PB;AGRESTE E BREJO PARAIBANO;mesorregiao;72874.0;;;26923.0;53425.0;69481.0;205301.0;baixa
PB;PIEMONTE DA BORBOREMA;microrregiao;24083.0;;;7352.0;6981.0;22956.0;47154.0;baixa
PB;ALAGOA GRANDE;municipio;627.0;;;833.0;624.0;1565.0;7836.0;baixa
PB;ALAGOINHA;municipio;939.0;;;329.0;427.0;910.0;2846.0;baixa
PB;ARAÇAGI;municipio;4.0;;;;;;;baixa
PB;CAIÇARA;municipio;2376.0;;;114.0;88.0;2325.0;3441.0;baixa
PB;CUITEGI;municipio;382.0;;;128.0;322.0;368.0;894.0;baixa
PB;DUAS ESTRADAS;municipio;739.0;;;419.0;415.0;719.0;872.0;baixa
PB;GUARABIRA;municipio;917.0;;;906.0;878.0;1761.0;2771.0;baixa
PB;GURINHEM;municipio;1338.0;;;97.0;30.0;1303.0;3279.0;baixa
PB;INGA;municipio;2300.0;;;530.0;153.0;2233.0;4574.0;baixa
PB;ITATUBA;municipio;1502.0;;;103.0;167.0;1458.0;4787.0;baixa
PB;JUAREZ TA V ORA;municipio;590.0;;;140.0;144.0;584.0;1569.0;baixa
PB;LAGOA DE DENTRO;municipio;1150.0;;;630.0;346.0;1127.0;1775.0;baixa
PB;MULUNGlJ;municipio;1124.0;;;138.0;87.0;1086.0;2531.0;baixa
PB;PILÔEZINHOS;municipio;483.0;;;464.0;1255.0;418.0;1121.0;baixa
PB;SERRA DA RAIZ;municipio;385.0;;;179.0;492.0;376.0;621.0;baixa
PB;SERRA REDONDA;municipio;1398.0;;;751.0;186.0;1360.0;1523.0;baixa
PB;AGRESTE DA BORBOREMA;microrregiao;26.0;;;;;;;baixa
PB;AREIAL;municipio;629.0;;;210.0;151.0;628.0;2346.0;baixa
PB;CAMPINA GRANDE;municipio;4215.0;;;605.0;661.0;4144.0;14051.0;baixa
PB;ESPERANÇA;municipio;1737.0;;;902.0;1787.0;1716.0;4928.0;baixa
PB;FAGUNDES;municipio;1961.0;;;594.0;721.0;879.0;3308.0;baixa
PB;LAGOA SECA;municipio;2748.0;;;1822.0;1947.0;2531.0;3905.0;baixa
PB;MASSARANDUBA;municipio;2555.0;;;1099.0;766.0;2495.0;3591.0;baixa
PB;MONTADAS;municipio;477.0;;;177.0;33.0;476.0;908.0;baixa
PB;POCINHOS;municipio;1847.0;;;579.0;13792.0;1760.0;9153.0;baixa
PB;PUXINANÃ;municipio;1651.0;;;1096.0;198.0;1631.0;4450.0;baixa
PB;QUEIMADAS;municipio;4057.0;;;610.0;141.0;4017.0;9222.0;baixa
PB;REMIGIO;municipio;48.0;;;795.0;4452.0;5.0;4083.0;baixa
PB;SOLANEA;municipio;2804.0;;;812.0;5517.0;639.0;9509.0;baixa
PB;BREJO PARAIBANO;microrregiao;12846.0;;;8319.0;13754.0;11642.0;39735.0;baixa
PB;ALAGOA NOVA;municipio;2606.0;;;2290.0;3901.0;2418.0;5182.0;baixa
PB;AREIA;municipio;;;;;;;;baixa
PB;BANANEIRAS;municipio;4126.0;;;2007.0;4033.0;3443.0;4738.0;baixa
PB;BORBOREMA;municipio;240.0;;;206.0;794.0;163.0;524.0;baixa
PB;PILÔES;municipio;252.0;;;199.0;603.0;208.0;5553.0;baixa
PB;JOÃO PESSOA;microrregiao;;17429.0;;8216.0;27416.0;15727.0;11260.0;alta
PB;LITORAL PARAIBANO;municipio;;17429.0;;8216.0;27416.0;15727.0;11260.0;alta
PB;INCLUSIVE TERRAS INAPROVEITAVEIS;mesorregiao;;;;;;;;baixa
PE;TOTAIS;total;356041.0;6699920.0;5229.0;255455.0;332236.0;1594842.0;45533.0;media
PE;SERTÃO PERNAMBUCANO;mesorregiao;122325.0;3736369.0;38583.0;134843.0;117163.0;538042.0;22938.0;media
PE;ARARIPINA;microrregiao;30484.0;800618.0;7818.0;37356.0;28954.0;132041.0;6868.0;media
PE;ARARIPINA;municipio;6789.0;128921.0;753.0;2704.0;6731.0;33796.0;1627.0;media
PE;BODOCO;municipio;3408.0;95171.0;1526.0;11703.0;2839.0;10764.0;625.0;media
PE;GRANITO;municipio;466.0;35580.0;247.0;2265.0;446.0;2893.0;149.0;media
PE;IPUBI;municipio;2864.0;375.0;314.0;2781.0;11755.0;318.0;;media
PE;OURICURI;municipio;9368.0;291396.0;4376.0;18873.0;8808.0;38651.0;3154.0;media
PE;SITIO DOS MORE IRAS;municipio;1401.0;47334.0;145.0;620.0;1303.0;5819.0;428.0;media
PE;TRINDADE;municipio;962.0;13476.0;;;956.0;6051.0;14.0;media
PE;SALGUEIRO;microrregiao;15391.0;613352.0;6117.0;30376.0;14460.0;73953.0;2761.0;alta
PE;CEDRO;municipio;944.0;11775.0;100.0;442.0;912.0;5011.0;62.0;alta
PE;MIRANDIBA;municipio;1786.0;57031.0;1003.0;5344.0;1508.0;6020.0;275.0;alta
PE;PARNAMIRIM;municipio;2176.0;183219.0;737.0;2948.0;2025.0;10293.0;282.0;alta
PE;SALGUEIRO;municipio;2174.0;103936.0;1059.0;5259.0;2025.0;8612.0;622.0;alta
PE;SÃO JOSE DO BELMONTE;municipio;3522.0;89703.0;1647.0;8044.0;3369.0;20351.0;527.0;alta
PE;SERRITA;municipio;3095.0;105180.0;1041.0;6120.0;2985.0;14155.0;624.0;alta
PE;TERRA NOVA;municipio;334.0;24409.0;33.0;287.0;332.0;4790.0;88.0;alta
PE;VERDEJANTE;municipio;1360.0;38095.0;497.0;1928.0;1304.0;4717.0;281.0;alta
PE;SERTÃO PERNAMBUCANO SÃO FRANCISCO;microrregiao;23283.0;4308.0;5166.0;13454.0;22230.0;94446.0;3885.0;media
PE;AFRANIO;municipio;2086.0;82061.0;672.0;2431.0;2012.0;10432.0;693.0;media
PE;CABROBO;municipio;1916.0;70246.0;151.0;270.0;1882.0;7578.0;482.0;media
PE;FLORESTA;municipio;5452.0;298699.0;2013.0;5194.0;5124.0;18093.0;739.0;media
PE;ITACURUBA;municipio;772.0;17549.0;114.0;178.0;758.0;2149.0;34.0;media
PE;OROCO;municipio;746.0;32761.0;22.0;13.0;723.0;3125.0;152.0;media
PE;PETROLANOIA;municipio;309.0;16722.0;670.0;1061.0;1170.0;3199.0;95.0;media
PE;PETROLINA;municipio;5968.0;260531.0;799.0;2417.0;5750.0;30783.0;924.0;media
PE;SANTA MARIA DA BOA VISTA;municipio;2161.0;161425.0;168.0;849.0;2056.0;11837.0;177.0;media
PE;ALTO PAJEU;microrregiao;;676382.0;;;;;;alta
PE;AFOGADOS DA INGAZEIRA;municipio;2618.0;34558.0;948.0;1031.0;2606.0;10640.0;636.0;alta
PE;BREJINHO;municipio;1202.0;9921.0;245.0;1019.0;1194.0;3541.0;133.0;alta
PE;CALUMBI;municipio;1022.0;11317.0;108.0;161.0;1004.0;3078.0;138.0;alta
PE;CARNAIBA;municipio;5419.0;44236.0;1112.0;12.0;5384.0;18762.0;530.0;alta
PE;FLORES;municipio;3857.0;73435.0;1396.0;3951.0;3711.0;18273.0;656.0;alta
PE;IGUARACJ;municipio;1856.0;69526.0;657.0;1527.0;1822.0;9058.0;269.0;alta
PE;INGAZEIRA;municipio;692.0;16009.0;192.0;663.0;691.0;3295.0;97.0;alta
PE;ITAPETIM;municipio;2180.0;42918.0;1199.0;2803.0;150.0;8163.0;419.0;alta
PE;SANTA TEREZINHA;municipio;523.0;16269.0;263.0;1442.0;1515.0;5319.0;159.0;alta
PE;SÃO JOSE DO EGITO;municipio;641.0;59391.0;1138.0;2613.0;2609.0;14574.0;298.0;alta
PE;SERRA TALHADA;municipio;6209.0;217940.0;155.0;16643.0;5602.0;36796.0;1162.0;alta
PE;SOLIDÃO;municipio;1045.0;11682.0;247.0;205.0;1043.0;3264.0;322.0;alta
PE;TAB(RA;municipio;2594.0;31629.0;525.0;1174.0;2548.0;10835.0;410.0;alta
PE;TRIUNFO;municipio;3871.0;24686.0;2145.0;2520.0;472.0;11009.0;375.0;alta
PE;TUPARETAMA;municipio;465.0;12860.0;194.0;757.0;454.0;2682.0;112.0;alta
PE;AGRESTE PERNAMBUCANO;mesorregiao;54.0;200357.0;2033236.0;55699.0;70952.0;186475.0;518750.0;media
PE;ARCOYERDE;microrregiao;55.0;20049.0;433011.0;2718.0;3988.0;19463.0;99778.0;media
PE;AGUAS BELAS;municipio;56.0;4470.0;71109.0;255.0;343.0;4372.0;21707.0;media
PE;ARCOVERDE;municipio;57.0;935.0;38656.0;194.0;428.0;920.0;6508.0;media
PE;BUIQUE;municipio;58.0;5186.0;80346.0;1498.0;2220.0;4925.0;15384.0;media
PE;ITAIBA;municipio;59.0;3879.0;93639.0;36.0;50.0;3841.0;25434.0;media
PE;PEDRA;municipio;60.0;1806.0;78619.0;395.0;333.0;1710.0;12106.0;media
PE;TUPANATINGA;municipio;61.0;3010.0;49480.0;266.0;481.0;2934.0;11501.0;media
PE;VENTUROSA;municipio;62.0;763.0;21159.0;74.0;130.0;761.0;7135.0;media
PE;AGRESTE SETENTRIONAL PERNAMBUCANO;microrregiao;63.0;52106.0;303059.0;23045.0;48573.0;93226.0;4265.0;media
PE;BOM JARDIM;municipio;64.0;5376.0;17637.0;2887.0;2042.0;5272.0;5895.0;media
PE;CHÃ GRANDE;municipio;65.0;1912.0;8979.0;923.0;1364.0;1863.0;3842.0;media
PE;CUMARU;municipio;66.0;4370.0;23114.0;132.0;66.0;4091.0;6789.0;media
PE;FEIRA NOVA;municipio;67.0;2125.0;10249.0;1561.0;213.0;2095.0;4559.0;media
PE;FREI MIGUELINHO;municipio;68.0;2280.0;15728.0;138.0;106.0;2166.0;4283.0;media
PE;GLORIA DO GOITA;municipio;69.0;3622.0;20290.0;2833.0;1733.0;3527.0;9959.0;media
PE;JOÃO ALFREDO;municipio;70.0;4596.0;11260.0;1463.0;395.0;4509.0;5577.0;media
PE;LIMOEIRO;municipio;71.0;2836.0;23997.0;1401.0;961.0;2473.0;6709.0;media
PE;MACHADOS;municipio;72.0;1237.0;5806.0;661.0;595.0;964.0;1636.0;media
PE;OROBO;municipio;73.0;3250.0;12953.0;862.0;2037.0;3021.0;3384.0;media
PE;ASSIRA;municipio;74.0;4044.0;23183.0;162.0;35.0;3926.0;7102.0;media
PE;POMBOS;municipio;75.0;2824.0;20375.0;1516.0;1161.0;2721.0;7994.0;media
PE;SALGADINHO;municipio;76.0;1258.0;4897.0;240.0;74.0;1194.0;1225.0;media
PE;SANTA MARIA DO CAMBUCA;municipio;77.0;1877.0;6447.0;712.0;771.0;1721.0;2679.0;media
PE;SÃO VICENTE FERRER;municipio;78.0;821.0;9680.0;741.0;4303.0;408.0;2345.0;media
PE;SURUBIM;municipio;79.0;5678.0;34017.0;602.0;474.0;5459.0;869.0;media
PE;TAQUARITINGA DO NORTE;municipio;80.0;1880.0;37566.0;788.0;2571.0;1293.0;173.0;media
PE;TORITAMA;municipio;81.0;232.0;1981.0;32.0;33.0;216.0;617.0;media
PE;VERTENTES;municipio;82.0;1888.0;14892.0;461.0;1101.0;1654.0;3579.0;media
PE;YALE DO IPO JUCA;microrregiao;83.0;55387.0;610430.0;10497.0;13751.0;51815.0;148565.0;media
PE;ALAGOINHA;municipio;84.0;1435.0;16501.0;246.0;257.0;1405.0;5820.0;media
PE;BELO JARDIM;municipio;85.0;4590.0;29788.0;1247.0;1801.0;3974.0;312.0;media
PE;BEZERROS;municipio;86.0;4551.0;43054.0;1456.0;2315.0;995.0;7890.0;media
PE;BREJO DA MADRE DE DEUS;municipio;87.0;222.0;48192.0;1291.0;2129.0;4914.0;9995.0;media
PE;CACHOEIRINHA;municipio;88.0;999.0;16405.0;943.0;3936.0;148.0;;media
PE;CAPOEIRAS;municipio;89.0;2460.0;27897.0;26.0;18.0;2388.0;915.0;media
PE;CARUARU;municipio;90.0;413.0;64585.0;2440.0;2606.0;934.0;16815.0;media
PE;GRAVATA;municipio;91.0;3695.0;46208.0;1120.0;1737.0;3501.0;9328.0;media
PE;JATAUBA;municipio;92.0;2681.0;41999.0;365.0;641.0;2615.0;20.0;media
PE;PESQUEIRA;municipio;93.0;3821.0;73818.0;513.0;589.0;516.0;12913.0;media
PE;POÇÃO;municipio;94.0;648.0;16628.0;41.0;7.0;1496.0;2329.0;media
PE;RIACHO DAS ALMAS;municipio;95.0;791.0;30435.0;683.0;371.0;3624.0;8675.0;media
PE;SANHARO;municipio;96.0;423.0;26333.0;83.0;124.0;2325.0;200.0;media
PE;SANTA CRUZ DO CAPIBARIBE;municipio;97.0;662.0;26941.0;106.0;326.0;604.0;4652.0;media
PE;SÃO BENTO DO UNA;municipio;4314.0;55176.0;16.0;27.0;4136.0;20031.0;750.0;media
PE;SÃO CAITANO;municipio;;4446.0;;856.0;779.0;10953.0;6.0;media
PE;TACAIMBO;municipio;;236.0;;;16.0;4772.0;142.0;media
PE;AGRESTE MERIDIONAL PERNAMBUCANO;microrregiao;;72815.0;;23369.0;30167.0;177180.0;4138.0;media
PE;AGRESTINA;municipio;;2246.0;;661.0;247.0;3407.0;196.0;media
PE;AL TINHO;municipio;;5936.0;;1358.0;1415.0;8046.0;160.0;media
PE;ANGELIM;municipio;;913.0;;549.0;630.0;1656.0;52.0;media
PE;BARRA DE GUAB I RABA;municipio;458.0;10444.0;220.0;601.0;397.0;2047.0;103.0;media
PE;BOM CONSELHO;municipio;;2613.0;;872.0;1584.0;12101.0;115.0;media
PE;BONITO;municipio;;2727.0;;1478.0;3266.0;397.0;254.0;media
PE;BRE JÃO;municipio;;832.0;;507.0;2229.0;1959.0;17.0;media
PE;CAETES;municipio;;3841.0;;67.0;25.0;12386.0;221.0;media
PE;CALÇADO;municipio;;1371.0;;467.0;31.0;4099.0;56.0;media
PE;CAMOCIM DE SÃO FELIX;municipio;898.0;6021.0;474.0;688.0;795.0;1275.0;32.0;media
PE;CANHOTINHO;municipio;;3079.0;;1417.0;1893.0;8944.0;455.0;media
PE;CORRENTES;municipio;;1579.0;;640.0;661.0;2792.0;140.0;media
PE;CUPIRA;municipio;;1952.0;;665.0;312.0;2495.0;117.0;media
PE;GARANHUNS;municipio;;480.0;;1303.0;3149.0;7688.0;196.0;media
PE;IATI;municipio;;977.0;;108.0;106.0;14444.0;123.0;media
PE;IBIRAJUBA;municipio;;908.0;;39.0;54.0;4433.0;17.0;media
PE;JUPI;municipio;;190.0;;240.0;182.0;9673.0;88.0;media
PE;.JUREMA;municipio;;2799.0;;1279.0;1753.0;4928.0;153.0;media
PE;LAGOA DO OURO;municipio;2209.0;21143.0;513.0;212.0;2087.0;560.0;59.0;media
PE;LAGOA DOS GATOS;municipio;5049.0;18618.0;560.0;1976.0;4439.0;103.0;278.0;media
PE;LAJEDO;municipio;;2426.0;;742.0;126.0;600.0;109.0;media
PE;PALMEIRINA;municipio;;1154.0;;774.0;750.0;1473.0;177.0;media
PE;PANELAS;municipio;;7213.0;;1911.0;1027.0;13364.0;315.0;media
PE;PARANATAMA;municipio;;2549.0;;193.0;332.0;7527.0;148.0;media
PE;SAIRE;municipio;;1695.0;;1362.0;2771.0;1841.0;241.0;media
PE;SALDA;municipio;;323.0;;948.0;1338.0;488.0;143.0;media
PE;SÃO JOÃO;municipio;;2824.0;;806.0;1634.0;429.0;122.0;media
PE;SÃO JOAQUIM;municipio;;2782.0;;862.0;746.0;3889.0;46.0;media
PE;TEREZINHA;municipio;;792.0;;354.0;414.0;2123.0;5.0;media
PE;MATA PERNAMBUCANA;mesorregiao;;27988.0;;17140.0;44693.0;490236.0;5064.0;media
PE;MATA SECA PERNAMBUCANA;microrregiao;;14522.0;;7775.0;20677.0;198042.0;1335.0;media
PE;ALIANÇA;municipio;;510.0;;380.0;361.0;22047.0;51.0;media
PE;BUENOS AIRES;municipio;823.0;8898.0;490.0;824.0;746.0;6560.0;81.0;media
PE;CAMUTANGA;municipio;;310.0;;217.0;605.0;2578.0;;media
PE;CARPINA;municipio;;1321.0;;696.0;419.0;9219.0;82.0;media
PE;CHÃ DE ALEGRIA;municipio;403.0;3902.0;315.0;48.0;403.0;3366.0;7.0;media
PE;CONDADO;municipio;;441.0;;101.0;273.0;6288.0;;media
PE;FERREIROS;municipio;;331.0;;160.0;192.0;5254.0;18.0;media
PE;GOIANA;municipio;;249.0;;594.0;3357.0;26099.0;28.0;media
PE;IGARASSU;municipio;;1329.0;;1004.0;3277.0;12773.0;72.0;media
PE;ITAMARACA;municipio;;;;;;;;media
PE;ITAMBE;municipio;;1965.0;;182.0;278.0;20350.0;21.0;media
PE;ITAPISSUMA;municipio;;92.0;;77.0;1013.0;62.0;;media
PE;ITAQUITINGA;municipio;;356.0;;;;;;media
PE;LAGOA;municipio;757.0;7027.0;356.0;74.0;754.0;85.0;27.0;media
PE;MACAPARANA;municipio;965.0;11440.0;664.0;2206.0;729.0;900.0;;media
PE;NAZARE DA MATA;municipio;;352.0;;126.0;71.0;12530.0;26.0;media
PE;PAUOALHO;municipio;;926.0;;507.0;452.0;12313.0;374.0;media
PE;TIMBAUBA;municipio;;305.0;;872.0;1415.0;15587.0;289.0;media
PE;TRACUNHAEM;municipio;;160.0;;121.0;110.0;10105.0;;media
PE;VICENCIA;municipio;;782.0;;617.0;929.0;13101.0;117.0;media
PE;SIRINHAEM;mesorregiao;384.0;;1660.0;340.0;20608.0;;;media
PE;RECIFE;municipio;5371.0;;4966.0;4503.0;47812.0;;;media
PE;INCLUSIVE TERRAS INAPROVEITAVEIS;microrregiao;;;;;;;;media
PR;TOTAIS;total;466397.0;16698867.0;170707.0;628074.0;405999.0;5434485.0;56689.0;baixa
PR;CURITIBA;microrregiao;16837.0;428020.0;618.0;6819.0;16042.0;90890.0;3338.0;alta
PR;CURITIBA;municipio;16837.0;428020.0;618.0;6819.0;16042.0;90890.0;3338.0;alta
PR;LESTE PARANAENSE;microrregiao;92479.0;4656751.0;23240.0;129673.0;83974.0;917050.0;21643.0;baixa
PR;LITORAL PARANAENSE;municipio;4714.0;368593.0;4185.0;76736.0;3768.0;8353.0;977.0;baixa
PR;ALTO RIBEIRA;municipio;4307.0;228411.0;1459.0;4190.0;3989.0;18141.0;1277.0;baixa
PR;ALTO RIO NEGRO PARANAENSE;municipio;5443.0;103666.0;642.0;463.0;5097.0;29950.0;;baixa
PR;AGUDOS DO SUL;mesorregiao;834.0;14032.0;48.0;96.0;824.0;4614.0;303.0;baixa
PR;CAMPOS DE LAPA;municipio;7524.0;375413.0;1025.0;2381.0;6979.0;87204.0;1839.0;baixa
PR;CAMPOS DE PONTA GROSSA;municipio;9308.0;1007316.0;1805.0;3637.0;6349.0;189816.0;1592.0;baixa
PR;TOTAL;total;;;;;;;;baixa
PR;NUMERO MESORREGIÔES, MICRORREGIÔES;mesorregiao;;;;;;;;baixa
PR;DE E TEMPORARIAS;microrregiao;;;;;;;;baixa
PR;TIBAGI;municipio;;378.0;1707.0;69039.0;203.0;;;baixa
PR;CAMPOS DE JAGUARIAIVA;municipio;;932.0;4317.0;59449.0;657.0;;;baixa
PR;ARAPOTI;municipio;;125.0;1692.0;32551.0;189.0;;;baixa
PR;JAGUARIAIVA;municipio;;207.0;1148.0;12427.0;238.0;;;baixa
PR;SENGES;municipio;;600.0;1477.0;14470.0;230.0;;;baixa
PR;SÃO MATEUS DO SUL;municipio;;1489.0;5761.0;47219.0;1504.0;;;baixa
PR;ANTONIO OLINTO;municipio;;91.0;1148.0;8969.0;449.0;;;baixa
PR;SÁ.O JOÃO;municipio;;351.0;1770.0;11535.0;551.0;;;baixa
PR;SÁO MATEUS;municipio;;1047.0;2843.0;26713.0;504.0;;;baixa
PR;COLONIAL 'oo IRATI;municipio;;2500.0;17969.0;176114.0;6877.0;;;baixa
PR;IMBITUVA;municipio;;212.0;2265.0;27646.0;365.0;;;baixa
PR;IRATI;municipio;;471.0;2720.0;29458.0;1016.0;;;baixa
PR;MALLET t;municipio;;674.0;1457.0;15279.0;802.0;;;baixa
PR;PRUOENTOPOLIS;municipio;;202.0;6487.0;45007.0;3591.0;;;baixa
PR;REBOUÇAS;municipio;;223.0;1723.0;14699.0;233.0;;;baixa
PR;RIO AZUL;municipio;;586.0;1860.0;15837.0;556.0;;;baixa
PR;TEIXEIRA SOARES;municipio;;132.0;1457.0;28187.0;314.0;;;baixa
PR;NORTE VELHO DE VENCESLAU BRAZ;municipio;;7730.0;16808.0;147851.0;1493.0;;;baixa
PR;CARLOPOLIS;municipio;;841.0;996.0;6629.0;61.0;;;baixa
PR;CONSELHEIRO MAIRINCK;municipio;;46.0;210.0;2312.0;;;;baixa
