_uf;_label;_level;estab_total;area_ha_total;inform_lav_permanente;area_ha_lav_permanente;inform_lav_temporaria;area_ha_lav_temporaria;inform_lav_temp_descanso;confianca
SP;CAPELA;municipio;234.0;561.0;14028.0;179.0;2086.0;449.0;3265.0;media
SP;(PERO;municipio;235.0;191.0;14507.0;44.0;638.0;153.0;3506.0;media
SP;MAIRINQUE;municipio;237.0;301.0;17545.0;104.0;407.0;215.0;51.0;media
SP;PORTO FELIZ;municipio;238.0;682.0;47803.0;138.0;1415.0;454.0;22010.0;media
SP;SAL TO;municipio;239.0;123.0;9606.0;24.0;393.0;94.0;2439.0;media
SP;SAL TO DE PI RAPORA;municipio;240.0;486.0;24373.0;17.0;30.0;363.0;5240.0;media
SP;SÃO ROQUE;municipio;241.0;687.0;13539.0;441.0;800.0;552.0;2074.0;media
SP;SARAPUI;municipio;242.0;688.0;33059.0;59.0;160.0;505.0;6326.0;media
SP;SOROCABA;municipio;243.0;506.0;21954.0;178.0;1733.0;390.0;4975.0;media
SP;VOTORANTIM;municipio;244.0;97.0;11199.0;40.0;109.0;76.0;855.0;media
SP;JUNDIAI;microrregiao;;;91118.0;;2315.0;8637.0;2043.0;media
SP;CAMPO LIMPO PAULISTA;municipio;246.0;16.0;78.0;14.0;49.0;;;media
SP;ITATIBA;municipio;247.0;598.0;27008.0;264.0;1795.0;490.0;176.0;media
SP;ITUPEVA;municipio;248.0;708.0;14265.0;460.0;1696.0;408.0;2379.0;media
SP;JARINU;municipio;249.0;472.0;11332.0;192.0;685.0;350.0;472.0;media
SP;JUNO IA(;municipio;250.0;1224.0;20777.0;910.0;2650.0;509.0;2177.0;media
SP;LOUVEIRA;municipio;251.0;449.0;3209.0;406.0;1041.0;134.0;309.0;media
SP;MORUNGABA;municipio;252.0;221.0;11768.0;70.0;734.0;134.0;2056.0;media
SP;VARZEA PAULISTA;municipio;253.0;19.0;677.0;19.0;11.0;50.0;;media
SP;AREA INFOR- AREA INFOR-;mesorregiao;;;;;;;;media
SP;MANTIQUEIRA PAULISTA;microrregiao;;30591.0;;14552.0;238075.0;23051.0;476613.0;media
SP;PLANALTO DE FRANCA;microrregiao;;3274.0;;2018.0;41210.0;2176.0;52712.0;media
SP;CRISTAIS PAULISTA;municipio;;380.0;;281.0;6297.0;263.0;5097.0;media
SP;FRANCA;municipio;;652.0;;476.0;8769.0;379.0;7836.0;media
SP;ITIRAPUÂ;municipio;;173.0;;129.0;2799.0;106.0;1430.0;media
SP;JERIQUARA;municipio;;150.0;;88.0;1971.0;96.0;3934.0;media
SP;PATROCINIO PAULISTA;municipio;;603.0;;251.0;3705.0;461.0;8927.0;media
SP;PEDREGULHO;municipio;;536.0;;405.0;9563.0;312.0;5972.0;media
SP;RESTINGA;municipio;;91.0;;52.0;1736.0;76.0;5024.0;media
SP;RI BE I RÂO CORRENTE;municipio;;260.0;;192.0;4115.0;155.0;2515.0;media
SP;RIFAI NA;municipio;;61.0;;;46.0;40.0;1122.0;media
SP;SÃO JOSE DA BELA VISTA;municipio;368.0;28674.0;136.0;2206.0;288.0;10850.0;;media
SP;SERRA DE BATATAIS;municipio;;3530.0;;1829.0;28067.0;2554.0;94245.0;media
SP;AL TINOPOLIS;municipio;;448.0;;223.0;8191.0;281.0;18377.0;media
SP;BATATAIS;municipio;;689.0;;381.0;7265.0;562.0;23626.0;media
SP;BROOOSQU I;municipio;;380.0;;231.0;3031.0;250.0;11827.0;media
SP;CAJURU;municipio;;654.0;;389.0;4241.0;529.0;17694.0;media
SP;CASSIA DOS COQUEIROS;municipio;;502.0;;296.0;1875.0;308.0;2802.0;media
SP;NUPORANGA;municipio;;412.0;;90.0;989.0;339.0;17117.0;media
SP;SANTO ANTONIO DA ALEGRIA;municipio;445.0;28512.0;219.0;2473.0;285.0;2798.0;42.0;media
SP;DEPRESSÃO PERIFERICA SETENTRIONAL;municipio;5593.0;454427.0;1694.0;78373.0;4632.0;193532.0;218.0;media
SP;AGUAI;municipio;;402.0;;66.0;3843.0;340.0;19239.0;media
SP;CASA BRANCA;municipio;;734.0;;202.0;11031.0;611.0;31296.0;media
SP;LEME;municipio;;527.0;;102.0;4993.0;491.0;22896.0;media
SP;MOJI-GUAÇU;municipio;;995.0;;214.0;14713.0;818.0;26093.0;media
SP;MOJI-MIRIM;municipio;;796.0;;361.0;7145.0;626.0;24957.0;media
SP;PIRASSUNUNGA;municipio;;916.0;;269.0;16420.0;779.0;29617.0;media
SP;PORTO FERREIRA;municipio;;342.0;;162.0;8455.0;246.0;7365.0;media
SP;SANTA CRUZ DA CONCE I ÇÂO;municipio;241.0;12961.0;87.0;1954.0;204.0;4957.0;;media
SP;SANTA CRUZ DAS PALMEIRAS;municipio;235.0;27372.0;77.0;3710.0;199.0;14413.0;;media
SP;TAMBAU;municipio;;405.0;;154.0;6104.0;318.0;12695.0;media
SP;ENCOSTA OCID. DA MANTIQ. PAULISTA;municipio;6962.0;367152.0;3479.0;56644.0;5167.0;82078.0;514.0;media
SP;AGUAS DA PRATA;municipio;;147.0;;44.0;780.0;90.0;1134.0;media
SP;CACONOE;municipio;;975.0;;796.0;8808.0;767.0;4952.0;media
SP;DIVINOLANDIA;municipio;;1295.0;;636.0;3764.0;813.0;4399.0;media
SP;ESPIRITO SANTO DO PINHAL;municipio;497.0;40569.0;378.0;9212.0;272.0;7167.0;48.0;media
SP;ITOBI;municipio;;299.0;;84.0;1169.0;258.0;3417.0;media
SP;MOCOCA;municipio;;697.0;;335.0;9448.0;533.0;20592.0;media
SP;SANTO ANTONIO;municipio;324.0;10847.0;290.0;4020.0;186.0;1375.0;26.0;media
SP;SÃO JOÃO DA BOA VISTA;municipio;724.0;44296.0;186.0;3155.0;575.0;14008.0;56.0;media
SP;SÃO JOSE DO RIO PARDO;municipio;1110.0;41558.0;279.0;5308.0;1022.0;10455.0;44.0;media
SP;SÃO SEBASTIÃO DA GRAMA;municipio;365.0;19570.0;269.0;6056.0;229.0;2159.0;13.0;media
SP;TAPIRATIBA;municipio;;152.0;;72.0;3994.0;124.0;3748.0;media
SP;VARGEM GRANDE;municipio;377.0;23500.0;110.0;924.0;298.0;8666.0;30.0;media
SP;ESTANCIAS HIDROMINERAIS PAULISTAS;municipio;4957.0;164701.0;3056.0;25191.0;3539.0;26940.0;449.0;media
SP;AGUAS DE LINDOIA;municipio;;143.0;;108.0;862.0;77.0;420.0;media
SP;AMPARO;municipio;;617.0;;414.0;501.0;407.0;219.0;media
SP;ITAPIRA;municipio;;773.0;;400.0;811.0;553.0;11135.0;media
SP;LINDOIA;municipio;;107.0;;59.0;264.0;69.0;274.0;media
SP;LAVOURAS PASTAGENS MATAS E FLORESTAS;mesorregiao;;;;;;;;media
SP;TEMPORARIAS DE;mesorregiao;;;;;;;;media
SP;EM DESCANSO ORDEM;mesorregiao;;;;;;;;media
SP;SUDOESTE PAULISTA;mesorregiao;103277.0;8636718.0;40723.0;386416.0;69033.0;1696829.0;4903.0;media
SP;ALTA NORDESTE DE ARAÇATUBA;microrregiao;8884.0;1157459.0;3033.0;16231.0;5965.0;240692.0;321.0;media
SP;ANORADINA;municipio;922.0;83761.0;262.0;882.0;681.0;11270.0;78.0;media
SP;ARAÇATUBA;municipio;1484.0;241498.0;322.0;1652.0;977.0;55792.0;68.0;media
SP;BENTO DE ABREU;municipio;175.0;29521.0;68.0;412.0;116.0;7700.0;2.0;media
SP;CASTILHO;municipio;497.0;98346.0;131.0;224.0;396.0;19391.0;17.0;media
SP;GUARAÇAI;municipio;1108.0;75061.0;394.0;3282.0;715.0;18478.0;14.0;media
SP;GUARARAPES;municipio;719.0;88266.0;140.0;572.0;477.0;21931.0;13.0;media
SP;ITAPURA;municipio;71.0;26157.0;21.0;52.0;43.0;4331.0;;media
SP;LAVINIA;municipio;424.0;53750.0;112.0;588.0;262.0;10809.0;14.0;media
SP;MIRANDOPOLIS;municipio;1065.0;78596.0;570.0;3762.0;653.0;18213.0;28.0;media
SP;MURUTINGA DO SUL;municipio;386.0;25478.0;282.0;1497.0;239.0;3186.0;;media
SP;NOVA INDEPENOENCIA;municipio;159.0;24274.0;51.0;188.0;103.0;4698.0;;media
SP;PEREIRA BARRETO;municipio;881.0;171897.0;296.0;1092.0;599.0;24424.0;41.0;media
SP;RUBIACEA;municipio;213.0;27206.0;57.0;255.0;145.0;5491.0;;media
SP;SUO MENUCCI;municipio;385.0;56884.0;160.0;794.0;296.0;13524.0;;media
SP;VALPARAISO;municipio;395.0;76757.0;167.0;974.0;263.0;21447.0;17.0;media
SP;NOVA ALTA PAULISTA;microrregiao;16794.0;625121.0;11417.0;88954.0;7796.0;98523.0;583.0;media
SP;ADAMANT l NA;municipio;1131.0;40303.0;772.0;5251.0;625.0;8733.0;20.0;media
SP;DRACENA;municipio;1344.0;46220.0;837.0;4677.0;588.0;6208.0;98.0;media
SP;FLORA RICA;municipio;241.0;20629.0;89.0;842.0;147.0;3511.0;;media
SP;FLORIDA PAULISTA;municipio;1470.0;52930.0;934.0;7123.0;685.0;11122.0;41.0;media
SP;INUBIA PAULISTA;municipio;141.0;9560.0;91.0;1593.0;75.0;2002.0;;media
SP;IRAPURU;municipio;794.0;25066.0;639.0;4682.0;378.0;4778.0;24.0;media
SP;JUNQUEIROPOLIS;municipio;1696.0;56569.0;1242.0;8462.0;582.0;8810.0;71.0;media
SP;LUCELIA;municipio;870.0;34249.0;494.0;3931.0;514.0;7593.0;23.0;media
SP;MARIAPOL(S;municipio;579.0;18345.0;177.0;1042.0;404.0;3755.0;;media
SP;MONTE CASTELO;municipio;674.0;24220.0;482.0;3522.0;334.0;3730.0;17.0;media
SP;NOVA GUATAPORANGA;municipio;242.0;3206.0;222.0;1546.0;90.0;337.0;6.0;media
SP;OSVALDO CRUZ;municipio;879.0;21619.0;724.0;444.0;397.0;2562.0;29.0;media
SP;OURO VERDE;municipio;599.0;24489.0;361.0;2690.0;305.0;4756.0;12.0;media
SP;PACAEMBU;municipio;1128.0;30024.0;805.0;5840.0;604.0;3608.0;72.0;media
SP;PANORAMA;municipio;251.0;32741.0;63.0;417.0;108.0;2199.0;2.0;media
SP;PARAPUÃ;municipio;825.0;33617.0;627.0;6721.0;251.0;4525.0;47.0;media
SP;PAULICEIA;municipio;206.0;36099.0;21.0;84.0;104.0;2925.0;11.0;media
SP;RINOPOLIS;municipio;1104.0;32119.0;973.0;8518.0;367.0;3392.0;29.0;media
SP;SAGRES;municipio;307.0;13546.0;167.0;1944.0;213.0;2534.0;;media
SP;SALMOURÂO;municipio;288.0;18987.0;227.0;220.0;160.0;863.0;;media
SP;SANTA MERCEDES;municipio;294.0;14764.0;189.0;1556.0;155.0;3076.0;;media
SP;SÃO JOÃO DO PAU O' ALHO;municipio;437.0;11807.0;364.0;2846.0;194.0;2004.0;;media
SP;CIMENTOS;municipio;;;;;;;;media
SP;TUPI PAULISTA;microrregiao;1292.0;23998.0;917.0;5992.0;516.0;3486.0;42.0;media
SP;ALTA NORDESTE DE PENAPOLIS;mesorregiao;7492.0;413772.0;3316.0;21419.0;4569.0;98932.0;244.0;media
SP;ALTO ALEGRE;microrregiao;1169.0;30662.0;748.0;3245.0;614.0;4960.0;33.0;media
SP;AVANHANOAVA;microrregiao;222.0;31987.0;83.0;906.0;143.0;11836.0;11.0;media
SP;BARBOSA;microrregiao;166.0;19603.0;24.0;144.0;123.0;3645.0;;media
SP;BILAC;microrregiao;378.0;14570.0;181.0;1049.0;240.0;2685.0;;media
SP;BIRIGUI;microrregiao;726.0;53718.0;237.0;1630.0;533.0;11399.0;29.0;media
SP;BRAUNA;microrregiao;413.0;16882.0;255.0;2068.0;202.0;2451.0;13.0;media
SP;BURITAMA;microrregiao;399.0;25953.0;69.0;549.0;255.0;5635.0;;media
SP;CLEMENTINA;microrregiao;462.0;16271.0;181.0;935.0;268.0;4620.0;14.0;media
SP;COROADOS;microrregiao;394.0;30672.0;100.0;751.0;291.0;10567.0;12.0;media
SP;GABRIEL MONTEIRO;microrregiao;399.0;19565.0;267.0;1890.0;249.0;3145.0;;media
SP;GLICERIO;microrregiao;510.0;21634.0;209.0;1356.0;283.0;6847.0;10.0;media
SP;LUIZIANIA;microrregiao;164.0;14608.0;72.0;411.0;115.0;2350.0;;media
SP;PENAPOLIS;microrregiao;1056.0;59920.0;510.0;4178.0;614.0;18797.0;70.0;media
SP;PIACATU;microrregiao;400.0;19392.0;219.0;1481.0;231.0;2359.0;13.0;media
SP;SANTOPOLIS DO AGUAPEI;microrregiao;150.0;12120.0;28.0;144.0;92.0;2325.0;;media
SP;TURIUBA;microrregiao;484.0;26208.0;133.0;675.0;316.0;5303.0;;media
SP;BAURU;mesorregiao;9497.0;1086108.0;5688.0;82232.0;5800.0;161947.0;486.0;media
SP;AGUDOS;microrregiao;520.0;97985.0;217.0;2837.0;369.0;7293.0;25.0;media
SP;AREALVA;microrregiao;733.0;42095.0;454.0;2494.0;565.0;5345.0;28.0;media
SP;AVAI;microrregiao;536.0;44096.0;243.0;3806.0;273.0;6029.0;27.0;media
SP;BALBINOS;microrregiao;70.0;10180.0;50.0;621.0;41.0;410.0;;media
SP;BAURU;microrregiao;568.0;59777.0;364.0;3798.0;377.0;4699.0;47.0;media
SP;CABRALIA PAULISTA;microrregiao;174.0;22998.0;135.0;2034.0;97.0;1749.0;11.0;media
SP;CAFELANDIA;microrregiao;622.0;78797.0;351.0;6793.0;357.0;9097.0;28.0;media
SP;DUARTINA;microrregiao;599.0;28028.0;481.0;5537.0;320.0;2523.0;11.0;media
SP;GETULINA;microrregiao;616.0;61948.0;363.0;5249.0;303.0;6814.0;19.0;media
SP;GUAIÇARA;microrregiao;235.0;18140.0;114.0;1620.0;148.0;3987.0;20.0;media
SP;GUAIMBE;microrregiao;218.0;21836.0;156.0;2880.0;93.0;2728.0;17.0;media
SP;GUARANTÂ;microrregiao;168.0;48218.0;98.0;2997.0;92.0;3009.0;12.0;media
SP;IACANGA;microrregiao;346.0;48086.0;119.0;1519.0;219.0;7814.0;;media
SP;.JULIO MESQUITA;microrregiao;94.0;11418.0;67.0;2522.0;32.0;1614.0;;media
SP;LENÇOIS PAULISTA;microrregiao;326.0;108618.0;150.0;26911.0;225.0;39973.0;28.0;media
SP;LINS;microrregiao;395.0;50105.0;246.0;3527.0;261.0;11199.0;24.0;media
SP;LUCIANOPOL IS;microrregiao;199.0;17340.0;164.0;2480.0;91.0;1489.0;;media
SP;PIRA JUI;microrregiao;565.0;79380.0;340.0;10529.0;331.0;5121.0;;media
SP;PIRATININGA;microrregiao;403.0;40177.0;306.0;4079.0;282.0;4339.0;43.0;media
SP;PONGAI;microrregiao;315.0;16369.0;220.0;1883.0;201.0;2211.0;;media
SP;PRESIDENTE ALVES;microrregiao;215.0;25213.0;151.0;2681.0;151.0;4558.0;16.0;media
SP;PROMISSÃO;microrregiao;720.0;67162.0;306.0;2509.0;414.0;16096.0;24.0;media
SP;REGINOPOLIS;microrregiao;256.0;38048.0;154.0;2960.0;175.0;7547.0;;media
SP;SABINO;microrregiao;397.0;33454.0;303.0;2795.0;243.0;4484.0;29.0;media
SP;ALTA PAULISTA;mesorregiao;6875.0;628626.0;3948.0;81715.0;3368.0;67460.0;420.0;media
SP;ALVARO DE CARVALHO;microrregiao;115.0;15029.0;80.0;140.0;64.0;632.0;;media
SP;ALVINLANDIA;microrregiao;109.0;8361.0;63.0;1559.0;37.0;622.0;;media
SP;BASTOS;microrregiao;362.0;16517.0;135.0;2447.0;114.0;2267.0;29.0;media
SP;GALIA;microrregiao;445.0;42050.0;364.0;11571.0;129.0;2374.0;24.0;media
SP;GARÇA;microrregiao;550.0;50952.0;474.0;18526.0;188.0;1890.0;38.0;media
SP;HERCULANOIA;microrregiao;417.0;34853.0;160.0;315.0;262.0;4238.0;;media
SP;IACRI;microrregiao;684.0;28478.0;494.0;5463.0;260.0;3014.0;26.0;media
SP;LUPERCIO;microrregiao;125.0;15418.0;72.0;358.0;65.0;1680.0;17.0;media
SP;MARILIA;microrregiao;971.0;111151.0;545.0;13919.0;540.0;11107.0;101.0;media
SP;TOTAL;total;;;;;;;;media
SP;NUMERO MESDRREGIÕES, MI CRORREGI ÕES;mesorregiao;;;;;;;;media
SP;DE E TEMPORARIAS;microrregiao;;;;;;;;media
SP;OCAUÇU;municipio;290.0;33415.0;148.0;3538.0;151.0;2568.0;24.0;media
SP;ORIENTE;municipio;162.0;19827.0;73.0;1160.0;87.0;6313.0;12.0;media
SP;POMPEIA;municipio;373.0;69892.0;140.0;1441.0;239.0;6438.0;24.0;media
SP;QUEIROZ;municipio;124.0;24538.0;11.0;192.0;96.0;2891.0;;media
SP;QUINTANA;municipio;246.0;34056.0;51.0;415.0;162.0;4526.0;14.0;media
SP;TUPÃ;municipio;1280.0;77223.0;668.0;6386.0;681.0;13054.0;61.0;media
SP;UBIRAJARA;municipio;349.0;22533.0;261.0;2556.0;190.0;2452.0;11.0;media
SP;VERA CRUZ;municipio;273.0;24325.0;209.0;5720.0;103.0;1387.0;23.0;media
SP;ALTA SOROCABANA DE PRES. PRUDENTE;municipio;15638.0;1678763.0;2442.0;13551.0;11601.0;245664.0;511.0;media
SP;ALFREDO MARCONDES;municipio;369.0;10925.0;66.0;162.0;281.0;2260.0;15.0;media
SP;ALVARES MACHADO;municipio;991.0;33162.0;206.0;489.0;734.0;6509.0;66.0;media
SP;ANHUMAS;municipio;300.0;31191.0;89.0;613.0;200.0;3159.0;;media
SP;CAIABU;municipio;505.0;23249.0;56.0;200.0;437.0;6172.0;;media
SP;CAIUA;municipio;419.0;56225.0;11.0;14.0;368.0;8126.0;;media
SP;ESTRELA DO NORTE;municipio;233.0;24183.0;46.0;186.0;188.0;3300.0;11.0;media
SP;IEPE;municipio;523.0;69800.0;63.0;485.0;393.0;23529.0;11.0;media
SP;INDIANA;municipio;267.0;11260.0;103.0;458.0;197.0;2136.0;11.0;media
SP;JOÃO RAMALHO;municipio;365.0;42848.0;159.0;1533.0;177.0;7720.0;;media
SP;MARABA PAULISTA;municipio;338.0;86964.0;20.0;68.0;272.0;12027.0;;media
SP;MARTINOPOLIS;municipio;1072.0;126699.0;117.0;973.0;781.0;17355.0;23.0;media
SP;MIRANTE DO PARANAPANEMA;municipio;1078.0;120056.0;124.0;1540.0;706.0;12223.0;41.0;media
SP;NARANDIBA;municipio;175.0;41884.0;34.0;139.0;129.0;4237.0;;media
SP;PIQUEROBI;municipio;315.0;40083.0;24.0;285.0;182.0;4945.0;12.0;media
SP;PIRAPOZINHO;municipio;408.0;37700.0;115.0;614.0;323.0;8652.0;20.0;media
SP;PRESIDENTE BERNARDES;municipio;1214.0;84968.0;170.0;367.0;914.0;13863.0;49.0;media
SP;PRESIDENTE EPITACIO;municipio;864.0;113018.0;;22.0;780.0;14757.0;18.0;media
SP;PRESIDENTE PRUDENTE;municipio;1031.0;48480.0;326.0;939.0;742.0;7319.0;55.0;media
SP;PRESIDENTE VENCESLAU;municipio;565.0;76635.0;66.0;88.0;405.0;11030.0;;media
SP;RANCHARIA;municipio;738.0;119640.0;66.0;948.0;541.0;15495.0;17.0;media
SP;REGENTE FE l JO;municipio;385.0;26702.0;175.0;1389.0;262.0;4189.0;28.0;media
SP;SANDOVALINA;municipio;135.0;46484.0;;;78.0;4175.0;;media
SP;SANTO ANASTACIO;municipio;1150.0;77831.0;125.0;231.0;790.0;11353.0;32.0;media
SP;SANTO EXPEDITO;municipio;158.0;9720.0;;32.0;98.0;1040.0;;media
SP;TACIBA;municipio;396.0;51583.0;119.0;953.0;246.0;8929.0;;media
SP;TARABAI;municipio;171.0;14636.0;22.0;82.0;114.0;1686.0;;media
SP;TEODORO SAMPAIO;municipio;1473.0;252823.0;123.0;719.0;1263.0;29466.0;48.0;media
SP;ALTA SOROCABANA DE ASSIS;municipio;7131.0;639973.0;1106.0;9477.0;5625.0;291273.0;234.0;media
SP;ASSIS;municipio;916.0;74996.0;64.0;295.0;630.0;38046.0;38.0;media
SP;BORA;municipio;80.0;12318.0;19.0;268.0;56.0;2869.0;;media
SP;CAMPOS NOVOS PAULISTA;municipio;380.0;38413.0;31.0;554.0;272.0;7932.0;18.0;media
SP;CANDIDO MOTA;municipio;957.0;53558.0;164.0;935.0;859.0;40676.0;21.0;media
SP;CRUZALIA;municipio;292.0;22184.0;;14.0;286.0;19894.0;;media
SP;ECHAPORÃ;municipio;379.0;53245.0;148.0;1897.0;203.0;6614.0;;media
SP;FLORINIA;municipio;184.0;19151.0;;;181.0;15578.0;;media
SP;IBIRAREMA;municipio;313.0;19612.0;45.0;219.0;257.0;11661.0;;media
SP;LUTEC(A;municipio;279.0;42243.0;75.0;707.0;168.0;5866.0;12.0;media
SP;MARACAI;municipio;627.0;46680.0;15.0;;581.0;33135.0;18.0;media
SP;OSCAR BRESSANE;municipio;290.0;21096.0;76.0;492.0;217.0;2646.0;;media
SP;PALMITAL;municipio;948.0;51314.0;146.0;663.0;884.0;39272.0;43.0;media
SP;PARAGUAÇU PAULISTA;municipio;995.0;101229.0;174.0;1951.0;702.0;40684.0;33.0;media
SP;PLATINA;municipio;242.0;30353.0;28.0;55.0;193.0;10.0;;media
SP;QUATA;municipio;249.0;53574.0;114.0;1410.0;136.0;17742.0;14.0;media
SP;OURINHOS;municipio;536.0;517253.0;466.0;38650.0;714.0;133417.0;365.0;media
SP;BERNARDINO DE CAMPOS;municipio;369.0;22891.0;197.0;1479.0;265.0;5230.0;16.0;media
SP;MANTES MANTES MANTES MANTES MANTES;microrregiao;;;;;;;;media
SP;AGUAS DE SANTA BARBARA;municipio;362.0;73108.0;32.0;82.0;228.0;6263.0;20.0;media
SP;ANHEMBI;municipio;320.0;56064.0;26.0;170.0;167.0;4172.0;13.0;media
SP;ARANDU;municipio;251.0;25318.0;140.0;2661.0;200.0;2873.0;;media
SP;AREIOPOLIS;municipio;80.0;8929.0;44.0;902.0;65.0;6731.0;11.0;media
SP;AVARE;municipio;739.0;97928.0;260.0;3565.0;480.0;11438.0;47.0;media
SP;BOFETE;municipio;455.0;52870.0;170.0;774.0;206.0;1554.0;17.0;media
SP;BOTUCATU;municipio;1058.0;130136.0;438.0;4016.0;627.0;12152.0;89.0;media
SP;CERQUEIRA CESAR;municipio;492.0;42704.0;164.0;1304.0;313.0;6154.0;28.0;media
SP;CONCHAS;municipio;623.0;39737.0;131.0;144.0;356.0;3473.0;46.0;media
SP;CORONEL MACEDO;municipio;505.0;28885.0;313.0;666.0;446.0;8412.0;42.0;media
SP;ITAI;municipio;897.0;75467.0;315.0;2864.0;686.0;22324.0;71.0;media
SP;ITATINGA;municipio;253.0;79298.0;55.0;1029.0;151.0;2835.0;35.0;media
SP;PARANAPANEMA;municipio;583.0;81759.0;24.0;564.0;451.0;21679.0;62.0;media
SP;PARDINHO;municipio;214.0;18705.0;125.0;1087.0;145.0;3125.0;;media
SP;SÃO MANUEL;municipio;491.0;74518.0;315.0;6500.0;310.0;33103.0;49.0;media
SP;TAQUARITUBA;municipio;1068.0;41552.0;177.0;2451.0;921.0;17735.0;68.0;media
SP;CAMPOS DE I T APET I N NGA;microrregiao;16039.0;962652.0;578.0;;;;;media
SP;ANGATUBA;municipio;1247.0;105805.0;253.0;1037.0;1007.0;14408.0;91.0;media
SP;BARÃO DE ANTONINA;municipio;441.0;10297.0;80.0;245.0;396.0;3787.0;41.0;media
SP;BURI;municipio;865.0;103989.0;21.0;251.0;617.0;11150.0;105.0;media
SP;GUARE(;municipio;1541.0;73265.0;279.0;168.0;981.0;7805.0;34.0;media
SP;ITABERA;municipio;1539.0;102254.0;720.0;875.0;1448.0;36059.0;36.0;media
SP;ITAPETININGA;municipio;2411.0;182128.0;484.0;1372.0;2054.0;33285.0;177.0;media
SP;ITAPEVA;municipio;3740.0;216845.0;1590.0;902.0;3446.0;43160.0;281.0;media
SP;ITAPORANGA;municipio;1267.0;34979.0;55.0;178.0;1122.0;11240.0;66.0;media
SP;ITARARE;municipio;1794.0;100710.0;86.0;346.0;1658.0;21276.0;167.0;media
SP;RIVERSUL;municipio;1194.0;32375.0;10.0;15.0;1114.0;12711.0;132.0;media
SP;VALE DO PARAIBA PAULISTA;mesorregiao;214.0;561921.0;2602.0;860.0;180.0;59971.0;723.0;alta
SP;VALE DO PARAIBA PAULISTA;microrregiao;214.0;561921.0;2602.0;860.0;180.0;59971.0;723.0;alta
SP;APARECIDA;municipio;76.0;7930.0;45.0;85.0;65.0;877.0;12.0;media
SP;CAÇAPAVA;municipio;320.0;27855.0;156.0;232.0;269.0;4449.0;30.0;media
SP;CACHOEIRA PAULISTA;municipio;243.0;25265.0;117.0;245.0;204.0;1920.0;45.0;media
SP;CAMPOS DO JORDÃO;municipio;81.0;12590.0;36.0;122.0;40.0;264.0;8.0;media
SP;CRUZEIRO;municipio;421.0;23371.0;226.0;596.0;327.0;1917.0;74.0;media
SP;GUARATINGUETA;municipio;558.0;56771.0;249.0;824.0;495.0;7676.0;109.0;media
SP;IGARATA;municipio;225.0;25233.0;12.0;87.0;143.0;781.0;;media
SP;JACAREI;municipio;317.0;21181.0;112.0;410.0;242.0;2219.0;36.0;media
SP;SUL PAULISTA;mesorregiao;;25440.0;;6965.0;55763.0;20737.0;124324.0;media
SP;PARANAP IA CABA;mesorregiao;13592.0;461504.0;1802.0;6646.0;12469.0;85243.0;1924.0;media
SP;CAPÃO BONITO;microrregiao;2399.0;141139.0;132.0;492.0;2258.0;23154.0;268.0;media
SP;GUAPIARA;mesorregiao;;1987.0;;118.0;653.0;1943.0;6996.0;media
SP;(BIUNA;microrregiao;;1504.0;;92.0;248.0;1437.0;8448.0;media
SP;PIEDADE;mesorregiao;;2241.0;;143.0;427.0;2175.0;12419.0;media
SP;PILAR DO SUL;mesorregiao;1135.0;63540.0;338.0;180.0;896.0;10138.0;235.0;media
SP;RIBEIRÃO BRANCO;mesorregiao;2746.0;60071.0;260.0;247.0;2683.0;12464.0;203.0;media
SP;TAPIRAI;mesorregiao;;342.0;;109.0;1378.0;219.0;985.0;media
SP;APIAI;mesorregiao;;5054.0;;336.0;1330.0;4845.0;27049.0;media
SP;API AI;microrregiao;541.0;2741.0;96916.0;79.0;383.0;2644.0;12888.0;media
SP;BARRA DO TURVO;mesorregiao;542.0;641.0;42696.0;120.0;234.0;619.0;4624.0;media
SP;IPORANGA;microrregiao;543.0;787.0;41008.0;57.0;369.0;755.0;3207.0;media
SP;RIBEIRA;mesorregiao;544.0;885.0;57527.0;80.0;344.0;827.0;6329.0;media
SP;BAIXADA DO RIBEIRA;mesorregiao;6794.0;424376.0;4827.0;47786.0;3423.0;12032.0;825.0;media
SP;CANANEIA;mesorregiao;546.0;108.0;27480.0;65.0;2013.0;63.0;284.0;media
SP;ELDORADO;microrregiao;547.0;1176.0;83066.0;771.0;6017.0;611.0;2317.0;media
SP;IGUAPE;microrregiao;548.0;808.0;67103.0;217.0;2838.0;663.0;1939.0;media
SP;.JACUPIRANGA;microrregiao;549.0;1419.0;68112.0;1075.0;10321.0;937.0;3219.0;media
SP;.JUQUIA;microrregiao;550.0;481.0;35707.0;407.0;4615.0;137.0;267.0;media
SP;MIRACATU;microrregiao;551.0;698.0;24755.0;608.0;5876.0;180.0;440.0;media
SP;PARIOUERA-AÇU;microrregiao;552.0;534.0;18017.0;318.0;2488.0;351.0;1020.0;media
SP;REGISTRO;mesorregiao;553.0;800.0;46736.0;690.0;8246.0;271.0;1590.0;alta
SP;SETE BARRAS;microrregiao;554.0;;;;;;;alta
SP;GRANDE SÃO PAULO;mesorregiao;582.0;;;;;;;media
SP;GRANDE SÃO PAULO;mesorregiao;6582.0;174498.0;1506.0;4377.0;5207.0;21595.0;773.0;media
SP;ARUJA;mesorregiao;557.0;133.0;5.0;26.0;56.0;116.0;312.0;media
