_uf;_label;_level;inform_bens;valor_bens_mil_cr;inform_investimentos;valor_investimentos_mil_cr;inform_financiamentos;valor_financiamentos_mil_cr;confianca
PB;SANTA CRUZ;mesorregiao;;90687.0;;404.0;1560.0;52.0;media
PB;SANTA LUZIA;mesorregiao;;79724.0;;308.0;2192.0;163.0;media
PB;SANTANA DOS GARROTES;mesorregiao;;73922.0;;373.0;5058.0;210.0;media
PB;SANTA TERESINHA;mesorregiao;;98270.0;;239.0;3591.0;141.0;media
PB;SÃO JOSE DA LAGOA TAPADA;mesorregiao;;92386.0;;616.0;2164.0;112.0;media
PB;SÃO JOSE DE ESPINHARAS;mesorregiao;;152916.0;;183.0;3417.0;160.0;media
PB;SÃO JOSE DO BONFIM;mesorregiao;;37429.0;;221.0;1884.0;41.0;media
PB;SÃO JOSE DO SABUGl;mesorregiao;;54125.0;;303.0;575.0;176.0;media
PB;SÃO MAMEDE;mesorregiao;;134272.0;;381.0;3779.0;214.0;media
PB;SOUSA;mesorregiao;;533279.0;;1789.0;15398.0;750.0;media
PB;VARZEA;mesorregiao;;38033.0;;191.0;617.0;52.0;media
PB;CARIRIS VELHOS;mesorregiao;;2715642.0;;16763.0;84651.0;3040.0;media
PB;AROEIRAS;mesorregiao;;209203.0;;2296.0;5837.0;183.0;media
PB;BARRA DE SÃO MIGUEL;mesorregiao;;88623.0;;323.0;2938.0;20.0;media
PB;BOQUEIRÃO;mesorregiao;;281992.0;;1996.0;11214.0;272.0;media
PB;CABACEIRAS;mesorregiao;;96965.0;;507.0;3863.0;126.0;media
PB;CAMALAU;mesorregiao;;67890.0;;446.0;2272.0;7.0;media
PB;CONGO;mesorregiao;;52833.0;;228.0;607.0;24.0;media
PB;GUR JÃO;mesorregiao;;122170.0;;686.0;6377.0;173.0;media
PB;LIVRAMENTO;mesorregiao;;74123.0;;478.0;1663.0;186.0;media
PB;MONTEIRO;mesorregiao;;222050.0;;2062.0;6735.0;382.0;media
PB;NATUBA;mesorregiao;;105766.0;;406.0;4745.0;50.0;media
PB;OLIVEDOS;mesorregiao;;54835.0;;239.0;1113.0;95.0;media
PB;OURO VELHO;mesorregiao;;39035.0;;208.0;871.0;46.0;media
PB;PRATA;mesorregiao;;38545.0;;229.0;931.0;31.0;media
PB;SÃO JOÃO DO CARIRI;mesorregiao;;179980.0;;420.0;6535.0;99.0;media
PB;SÃO JOSE DOS CORDEIROS;mesorregiao;;91235.0;;921.0;53.0;192.0;media
PB;SÃO SEBASTIÃO DO UMBUZEIRO;mesorregiao;;92273.0;;332.0;1571.0;99.0;media
PB;SERRA BRANCA;mesorregiao;;176003.0;;750.0;5356.0;141.0;media
PB;SOLEDADE;mesorregiao;;158168.0;;253.0;3445.0;123.0;media
PB;SUME;mesorregiao;;201369.0;;1144.0;7230.0;334.0;media
PB;TAPEROA;mesorregiao;;187769.0;;381.0;3679.0;253.0;media
PB;UMBUZEIRO;mesorregiao;;122044.0;;1697.0;3557.0;57.0;media
PB;SERRA DO TEIXEIRA;mesorregiao;;567773.0;;6340.0;14468.0;1713.0;media
PB;AGUA BRANCA;mesorregiao;;33748.0;;686.0;1924.0;28.0;media
PB;DESTERRO;mesorregiao;;61792.0;;563.0;1234.0;124.0;media
PB;IMACULADA;mesorregiao;;61625.0;;799.0;1979.0;139.0;media
PB;JURU;mesorregiao;;53726.0;;676.0;1429.0;91.0;media
PB;AGRESTE E BREJO PARAIBANO;mesorregiao;;;;;25237.0;191045.0;media
PB;PIEMONTE DA BORBOREMA;microrregiao;;;;;5893.0;57094.0;media
PB;ALAGOA GRANDE;municipio;;;;;787.0;7215.0;media
PB;ALAGOINHA;municipio;;;;;270.0;1996.0;media
PB;ARAÇAGI;municipio;;;;;606.0;5029.0;media
PB;SELEM;municipio;;;;;418.0;2256.0;media
PB;CAIÇARA;municipio;;;;;336.0;1855.0;media
PB;CUITEGI;municipio;;;;;94.0;2977.0;media
PB;DUAS ESTRADAS;municipio;;;;;230.0;2290.0;media
PB;GUARABIRA;municipio;;;;;632.0;6944.0;media
PB;GURINHEM;municipio;;;;;225.0;5632.0;media
PB;INGA;municipio;;;;;621.0;5484.0;media
PB;ITATUBA;municipio;;;;;219.0;3515.0;media
PB;JUAREZ TAVORA;municipio;;;;;370.0;1513.0;media
PB;LAGOA DE DENTRO;municipio;;;;;182.0;1346.0;media
PB;MULUNGU;municipio;;;;;251.0;5202.0;media
PB;PILÕEZINHOS;municipio;;;;;125.0;571.0;media
PB;SERRA DA RAIZ;municipio;;;;;73.0;786.0;media
PB;SERRA REDONDA;municipio;;;;;454.0;2475.0;media
PB;AGRESTE DA BORBOREMA;microrregiao;;;;;11094.0;63225.0;media
PB;AREIAL;municipio;;;;;280.0;2457.0;media
PB;CAMPINA GRANDE;municipio;;;;;1245.0;14069.0;media
PB;ESPERANÇA;municipio;;;;;774.0;4370.0;media
PB;FAGUNDES;municipio;;;;;858.0;3826.0;media
PB;LAGOA SECA;municipio;;;;;263.0;5207.0;media
PB;MASSARANDUBA;municipio;;;;;999.0;11374.0;media
PB;MONTADAS;municipio;;;;;302.0;1576.0;media
PB;POCINHOS;municipio;;;;;794.0;7107.0;media
PB;PUXINANÃ;municipio;;;;;1065.0;2932.0;media
PB;QUEIMADAS;municipio;;;;;1784.0;3739.0;media
PB;REMIGIO;municipio;;;;;657.0;1629.0;media
PB;SOLANEA;municipio;;;;;1073.0;4931.0;media
PB;BREJO PARAIBANO;microrregiao;;;;;6333.0;37944.0;media
PB;ALAGOA NOVA;municipio;;;;;2026.0;5281.0;media
PB;AREIA;municipio;;;;;897.0;9760.0;media
PB;BANANEIRAS;municipio;4126.0;224663.0;6828.0;134.0;1195.0;;media
PB;BORBOREMA;municipio;;;;;164.0;952.0;media
PB;PILÕES;municipio;;;;;132.0;57.0;media
PB;PIRPIRITUBA;municipio;;;;;265.0;5020.0;media
PB;SÃO SEBASTIÃO DE LAGOA DE ROÇA;municipio;;;;;712.0;1787.0;media
PB;SERRARIA;municipio;;;;;525.0;6353.0;media
PB;AGRO-PASTORIL DO BAIXO PARAIBA;microrregiao;;;;;1917.0;32781.0;media
PB;CALDAS BRANDÃO;municipio;;;;;77.0;970.0;media
PB;ITABAIANA;municipio;;;;;177.0;7618.0;media
PB;JURIPIRANGA;municipio;;;;;42.0;2673.0;media
PB;MOGEIRO;municipio;;;;;298.0;4005.0;media
PB;PILAR;municipio;;;;;321.0;3998.0;media
PB;JOÃO PESSOA;mesorregiao;17429.0;;3001.0;;62435.0;1010.0;media
PB;LITORAL PARAIBANO;microrregiao;17429.0;;3001.0;;62435.0;1010.0;media
PB;ALHANDRA;municipio;617.0;;201.0;;8007.0;138.0;media
PB;BAIA DA TRAIÇÃO;municipio;566.0;;284.0;;281.0;;media
PB;BAVEUX;municipio;44.0;;;;;;media
PB;CAAPORÃ;municipio;565.0;;50.0;;5708.0;54.0;media
PB;CABEDELO;municipio;24.0;;18.0;;101.0;;media
PB;CONDE;municipio;603.0;;105.0;;2191.0;19.0;media
PB;CRUZ DO ESPIRITO SANTO;municipio;790.0;;46.0;;275.0;21.0;media
PB;I T APOROROCA;municipio;2096.0;;394.0;;3818.0;128.0;media
PB;JACARAU;municipio;3642.0;;471.0;;3420.0;85.0;media
PB;JOÃO PESSOA;municipio;307.0;;80.0;;2909.0;;media
PB;LUCENA;municipio;133.0;;24.0;;586.0;;media
PB;MAMANGUAPE;municipio;3287.0;;643.0;;11732.0;62.0;media
PB;MATARACA;municipio;186.0;;34.0;;2306.0;;media
PB;PEDRAS DE FOGO;municipio;1670.0;;278.0;;10075.0;209.0;media
PB;PITIMBU;municipio;272.0;;52.0;;1488.0;136.0;media
PB;RIO TINTO;municipio;1712.0;;238.0;;6945.0;32.0;media
PB;SANTA RITA;municipio;915.0;;83.0;;2587.0;18.0;media
PE;TOTAIS;total;355925.0;33026467.0;146926.0;977979.0;35771.0;566271.0;media
PE;SERTÃO PERNAMBUCANO;mesorregiao;122325.0;7531027.0;57753.0;247980.0;17158.0;104196.0;media
PE;ARARIP(NA;microrregiao;30484.0;1356691.0;12702.0;53060.0;3406.0;22338.0;media
PE;ARARIPINA;municipio;6789.0;241603.0;2936.0;9399.0;739.0;3795.0;media
PE;BOOOCO;municipio;3408.0;185680.0;1626.0;7189.0;551.0;5670.0;media
PE;GRANITO;municipio;466.0;52217.0;322.0;2307.0;105.0;845.0;media
PE;IPUBI;municipio;2864.0;99490.0;1024.0;4940.0;330.0;1581.0;media
PE;OURICURI;municipio;9368.0;443690.0;4056.0;13922.0;826.0;5256.0;media
PE;SITIO DOS MOREIRAS;municipio;1401.0;76654.0;674.0;6756.0;249.0;1577.0;media
PE;TRINDADE;municipio;962.0;36312.0;249.0;792.0;66.0;460.0;media
PE;SALGUEIRO;microrregiao;15391.0;1602.0;8151.0;39372.0;2632.0;17469.0;media
PE;CEDRO;municipio;944.0;54912.0;339.0;2397.0;190.0;1781.0;media
PE;MIRANDIBA;municipio;1786.0;69687.0;902.0;2413.0;284.0;1656.0;media
PE;PARNAMIRIM;municipio;2176.0;223984.0;847.0;4641.0;420.0;2277.0;media
PE;SALGUEIRO;municipio;2174.0;150896.0;1349.0;6594.0;328.0;2616.0;media
PE;SÃO .JOSE DO BELMONTE;municipio;3522.0;201227.0;9195.0;814.0;3031.0;;media
PE;SERRITA;municipio;3095.0;205679.0;1806.0;10727.0;418.0;4358.0;media
PE;TERRA NOVA;municipio;334.0;37011.0;168.0;241.0;88.0;494.0;media
PE;VERDEJANTE;municipio;1360.0;58202.0;682.0;159.0;90.0;1253.0;media
PE;SERTÃO PERNAMBUCANO SÃO FRANCISCO;microrregiao;23283.0;2065025.0;8292.0;51415.0;3138.0;32371.0;media
PE;AFRANIO;municipio;2086.0;109562.0;1060.0;3704.0;250.0;747.0;media
PE;CABROBO;municipio;1916.0;153221.0;663.0;4530.0;242.0;2376.0;media
PE;FLORESTA;municipio;5452.0;338732.0;2242.0;8264.0;186.0;;media
PE;ITACURUBA;municipio;772.0;90823.0;172.0;1013.0;299.0;905.0;media
PE;OROCO;municipio;746.0;62916.0;117.0;894.0;110.0;1188.0;media
PE;PETROLANDIA;municipio;1309.0;151.0;744.0;3466.0;150.0;501.0;media
PE;PETROLINA;municipio;5968.0;576.0;2208.0;13507.0;1318.0;11470.0;media
PE;SANTA MARIA DA BOA VISTA;municipio;2161.0;340462.0;617.0;13372.0;404.0;9476.0;media
PE;ALTO PAJEU;microrregiao;37194.0;1724358.0;21272.0;71887.0;235.0;20999.0;media
PE;AFOGADOS DA I NGAZE IRA;municipio;2618.0;98074.0;1647.0;5196.0;438.0;1342.0;media
PE;BRE JINHO;municipio;1202.0;29073.0;556.0;958.0;69.0;147.0;media
PE;CALUMBI;municipio;1022.0;26065.0;404.0;578.0;61.0;251.0;media
PE;CARNAIBA s;municipio;5419.0;116992.0;2607.0;4514.0;;;media
PE;FLORES;municipio;3857.0;149006.0;1661.0;4672.0;569.0;2196.0;media
PE;IGUARACI;municipio;1856.0;159397.0;1104.0;5239.0;418.0;2184.0;media
PE;INGAZEIRA;municipio;692.0;53522.0;599.0;2568.0;184.0;862.0;media
PE;ITAPETIM;municipio;2180.0;124379.0;1555.0;5538.0;406.0;98.0;media
PE;SANTA TEREZINHA;municipio;1523.0;45603.0;857.0;3191.0;139.0;791.0;media
PE;SÃO JOSE;municipio;2641.0;178900.0;1624.0;7304.0;438.0;731.0;media
PE;SERRA TALHADA;municipio;6209.0;437821.0;3351.0;20345.0;865.0;909.0;media
PE;SOLIDÃO;municipio;1045.0;22325.0;607.0;785.0;108.0;144.0;media
PE;TABIRA;municipio;2594.0;108251.0;1515.0;264.0;352.0;1024.0;media
PE;TRIUNFO;municipio;3871.0;133550.0;2895.0;615.0;507.0;1733.0;media
PE;TUPARET AMA;municipio;465.0;41392.0;290.0;1114.0;54.0;265.0;media
PE;SERTÃO DO MOXOTO;microrregiao;15973.0;1383349.0;7336.0;32243.0;2747.0;11016.0;media
PE;BETANIA;municipio;1956.0;470193.0;859.0;3562.0;279.0;1078.0;media
PE;CUSTODIA;municipio;3421.0;229624.0;2201.0;9278.0;;;media
PE;IBIMIRIM;municipio;1926.0;103922.0;738.0;3565.0;587.0;2586.0;media
PE;INA JA;municipio;3787.0;150994.0;1123.0;2762.0;487.0;1174.0;media
PE;AGRESTE PERNAMBUCANO;mesorregiao;200351.0;13898210.0;79804.0;15155.0;;;media
PE;ARCOVERDE;microrregiao;20049.0;1659732.0;10715.0;1998.0;;;media
PE;AGUAS BELAS;municipio;4470.0;262611.0;2864.0;384.0;;;media
PE;ARCOYERDE;municipio;935.0;106720.0;466.0;154.0;;;media
PE;BUIQUE;municipio;5186.0;361688.0;2816.0;160.0;;;media
PE;ITAIBA;municipio;3879.0;458582.0;2065.0;702.0;;;media
PE;PEDRA;municipio;1806.0;239220.0;767.0;184.0;;;media
PE;TUPANA TINGA;municipio;3010.0;143815.0;1203.0;339.0;;;media
PE;VENTUROSA;municipio;763.0;87094.0;534.0;75.0;;;media
PE;AGRESTE SETENTRIONAL PERNAMBUCANO;microrregiao;52104.0;2996694.0;22202.0;3487.0;;;media
PE;BOM .JARDIM;municipio;376.0;295198.0;2372.0;137.0;;;media
PE;CHÃ GRANDE;municipio;1912.0;120964.0;586.0;211.0;;;media
PE;CUMARU;municipio;370.0;126461.0;1316.0;369.0;;;media
PE;FEIRA NOVA;municipio;125.0;112728.0;742.0;298.0;;;media
PE;FREI MIGUELINHO;municipio;2280.0;91786.0;615.0;161.0;;;media
PE;GLORIA DO GOITA;municipio;3622.0;214841.0;1420.0;257.0;;;media
PE;JOÃO ALFREDO;municipio;4596.0;113391.0;2800.0;147.0;;;media
PE;LIMOEIRO;municipio;2836.0;373635.0;1349.0;125.0;;;media
PE;MACHADOS;municipio;1237.0;95987.0;930.0;65.0;;;media
PE;OROBO;municipio;3250.0;147904.0;2174.0;123.0;;;media
PE;PASSIRA;municipio;4044.0;172653.0;1254.0;386.0;;;media
PE;POMBOS;municipio;2824.0;317034.0;994.0;153.0;;;media
PE;SALGADINHO;municipio;1258.0;37549.0;564.0;63.0;;;media
PE;SANTA MARIA DO CAMBUCA;municipio;1877.0;52237.0;984.0;71.0;;;media
PE;SÃO VICENTE FERRER;municipio;821.0;156312.0;429.0;149.0;;;media
PE;SURUBIM;municipio;5676.0;279971.0;1998.0;409.0;;;media
PE;TAQUARITINGA DO NORTE;municipio;1880.0;180757.0;821.0;235.0;;;media
PE;TORITAMA;municipio;232.0;14099.0;77.0;14.0;;;media
PE;VERTENTES;municipio;1888.0;93179.0;777.0;114.0;;;media
PE;VALE DO IPOJUCA;microrregiao;55386.0;3695870.0;19729.0;3098.0;;;media
PE;ALAGOINHA;municipio;1435.0;70602.0;430.0;95.0;;;media
PE;BELO JARDIM;municipio;4590.0;143006.0;1200.0;77.0;;;media
PE;BEZERROS;municipio;4551.0;379235.0;1230.0;129.0;;;media
PE;BREJO DA MADRE DE DEUS;municipio;5222.0;181006.0;1676.0;263.0;;;media
PE;CACHOEIRINHA;municipio;999.0;124418.0;402.0;132.0;;;media
PE;CAPOEIRAS;municipio;2460.0;185065.0;882.0;362.0;;;media
PE;CARUARU;municipio;7412.0;464162.0;219.0;142.0;;;media
PE;GRAVATA;municipio;3695.0;503308.0;1043.0;209.0;;;media
PE;JATAUBA;municipio;2681.0;106425.0;1037.0;125.0;;;media
PE;PESQUEIRA;municipio;3821.0;322522.0;879.0;343.0;;;media
PE;POÇÃO;municipio;1648.0;69779.0;597.0;90.0;;;media
PE;RIACHO DAS ALMAS;municipio;791.0;137432.0;1401.0;166.0;;;media
PE;SANHARO;municipio;2423.0;129939.0;609.0;120.0;;;media
PE;SANTA CRUZ DO CAPIBARIBE;municipio;662.0;90298.0;341.0;74.0;;;media
PE;SÃO BENTO DO UNA;municipio;4314.0;437216.0;2907.0;609.0;;;media
PE;SÃO CA IT ANO;municipio;4446.0;163136.0;1269.0;127.0;;;media
PE;TACAIMBO;municipio;1236.0;188314.0;607.0;35.0;;;media
PE;AGRESTE MERIDIONAL PERNAMBUCANO;microrregiao;72812.0;545912.0;27158.0;6572.0;;;media
PE;AGRESTINA;municipio;;193789.0;708.0;172.0;;;media
PE;AL TINHO;municipio;;273588.0;2059.0;290.0;;;media
PE;ANGELIM;municipio;;103753.0;259.0;79.0;;;media
PE;BARRA DE QUAB I RABA;municipio;;14070.0;82.0;54.0;;;media
PE;MESORREGI ÕES, MI CRORREG IÕES;municipio;;;;;;;media
PE;BOM CONSELHO;municipio;481535.0;;453.0;;;;media
PE;BONITO;municipio;439704.0;;229.0;;;;media
PE;BREJÃO;municipio;173746.0;;140.0;;;;media
PE;CAETES;municipio;142237.0;;400.0;;;;media
PE;CALÇADO;municipio;73936.0;;285.0;;;;media
PE;CAMOCIM DE SÃO FELIX;municipio;38905.0;;114.0;;;;media
PE;CANHOTINHO;municipio;285848.0;;250.0;;;;media
PE;CORRENTES;municipio;194054.0;;137.0;;;;media
PE;CUPIRA;municipio;84441.0;;66.0;;;;media
PE;GARANHUNS;municipio;391390.0;;247.0;;;;media
PE;IATI;municipio;210306.0;;302.0;;;;media
PE;IBIRAJUBA;municipio;57036.0;;255.0;;;;media
PE;JUPI;municipio;177491.0;;531.0;;;;media
PE;JUREMA;municipio;80119.0;;164.0;;;;media
PE;LAGOA DO OURO;municipio;154236.0;;154.0;;;;media
PE;LAGOA DOS GATOS;municipio;120631.0;;140.0;;;;media
PE;LAJEDO;municipio;180423.0;;169.0;;;;media
PE;PALMEIRINA;municipio;134578.0;;120.0;;;;media
PE;PANELAS;municipio;218927.0;;304.0;;;;media
PE;PARANAT AMA;municipio;115723.0;;408.0;;;;media
PE;SAIRE;municipio;286476.0;;85.0;;;;media
PE;SALOA;municipio;66212.0;;367.0;;;;media
PE;SÃO JOÃO;municipio;223645.0;;405.0;;;;media
PE;SÃO JOAQUIM DO MONTE;municipio;204440.0;;152.0;;;;media
PE;TEREZINHA;municipio;792.0;97977.0;555.0;3192.0;589.0;;media
PE;MATA PERNAMBUCANA;mesorregiao;9988150.0;;3010.0;;;;media
PE;MATA SECA PERNAMBUCANA;microrregiao;5410949.0;;1437.0;;;;media
PE;ALIANÇA;municipio;380812.0;;107.0;;;;media
PE;BUENOS AIRES;municipio;119610.0;;109.0;;;;media
PE;CAMUTANGA;municipio;57743.0;;19.0;;;;media
PE;CARPINA;municipio;504878.0;;111.0;;;;media
PE;CHÃ DE ALEGRIA;municipio;53113.0;;21.0;;;;media
PE;CONDADO;municipio;117244.0;;93.0;;;;media
PE;FERREIROS;municipio;51525.0;;50.0;;;;media
PE;GOIANA;municipio;900006.0;;23.0;;;;media
PE;IGARASSU;municipio;324995.0;;70.0;;;;media
PE;ITAMARACA;municipio;96712.0;;;;;;media
PE;ITAMBE;municipio;1958.0;485.0;90.0;3003.0;59.0;8005.0;media
PE;ITAPISSUMA;municipio;65041.0;;;;;;media
PE;ITAOUITINGA;municipio;142670.0;;38.0;;;;media
PE;LAGOA DO ITAENGA;municipio;81727.0;;123.0;;;;media
PE;MACAPARANA;municipio;178290.0;;104.0;;;;media
PE;NAZARE DA MATA;municipio;286556.0;;49.0;;;;media
PE;PAUDALHO;municipio;339082.0;;62.0;;;;media
PE;TIMBAUBA;municipio;492868.0;;135.0;;;;media
PE;TRACUNHAEM;municipio;226878.0;;35.0;;;;media
PE;VICENCIA;municipio;372705.0;;226.0;;;;media
PE;MATA UMIDA PERNAMBUCANA;microrregiao;4577200.0;;1573.0;;;;media
PE;'AGUA PRETA;municipio;454759.0;;110.0;;;;media
PE;AMARAJI;municipio;400852.0;;108.0;;;;media
PE;BARREIROS;municipio;261716.0;;45.0;;;;media
PE;CATENDE;municipio;106261.0;;14.0;;;;media
PE;CORTES;municipio;26546.0;;;;;;media
PE;ESCADA;municipio;360480.0;;140.0;;;;media
PE;GAMELEIRA;municipio;201963.0;;41.0;;;;media
PE;IPOJUCA;municipio;495180.0;;175.0;;;;media
PE;JOAQUIM NABUCO;municipio;75529.0;;43.0;;;;media
PE;RECIFE;mesorregiao;5371.0;;31962.0;38345.0;;;media
PE;RECIFE;microrregiao;5371.0;;31962.0;38345.0;;;media
PE;ABREU E LIMA;municipio;447.0;;1192.0;191.0;;;media
PE;CABO;municipio;2173.0;;9553.0;11456.0;;;media
PE;CAMARAGIBE;municipio;309.0;;3765.0;1149.0;;;media
PE;JABOATÃO;municipio;566.0;;4236.0;6069.0;;;media
PE;MORENO;municipio;353.0;;4932.0;11308.0;;;media
PE;OLINDA;municipio;308.0;;786.0;;;;media
PE;PAULISTA;municipio;380.0;;3206.0;606.0;;;media
PE;RECIFE;municipio;331.0;;2595.0;210.0;;;media
PE;SÃO LOURENÇO OA MATA;municipio;504.0;;1693.0;7353.0;;;media
PR;TOTAIS;total;466281.0;283784572.0;198129.0;5326606.0;123086.0;3222863.0;media
PR;CURITIBA;mesorregiao;16837.0;4531137.0;6572.0;90642.0;817.0;;media
PR;CURITIBA;microrregiao;16837.0;4531137.0;6572.0;90642.0;817.0;;media
PR;ALMIRANTE T AMANDARE, l;municipio;1289.0;201142.0;329.0;2494.0;17.0;;media
PR;ARAUCARIA;municipio;1327.0;568637.0;571.0;12967.0;177.0;;media
PR;BALSA NOVA;municipio;444.0;185859.0;175.0;3103.0;30.0;;media
PR;BOCAIUVA DO SUL;municipio;1027.0;366491.0;312.0;10125.0;18.0;;media
PR;CAMPINA GRANDE DO SUL;municipio;734.0;195095.0;429.0;6474.0;;;media
PR;CAMPO LARGO;municipio;732.0;561283.0;1017.0;10590.0;132.0;;media
PR;COLOMBO;municipio;1020.0;239099.0;467.0;3968.0;37.0;;media
PR;CONTENDA;municipio;744.0;181942.0;537.0;6644.0;137.0;;media
PR;CURITIBA;municipio;690.0;438607.0;272.0;3968.0;12.0;;media
PR;MANDIRITUBA;municipio;1732.0;256246.0;466.0;8305.0;119.0;;media
PR;PI RAQUARA;municipio;435.0;337469.0;134.0;3484.0;10.0;;media
PR;QUATRO BARRAS;municipio;173.0;117344.0;101.0;80.0;;;media
PR;LESTE PARANAENSE;mesorregiao;92372.0;39663807.0;39320.0;835347.0;15869.0;;media
PR;LITORAL PARANAENSE;microrregiao;4714.0;822931.0;2268.0;21243.0;52.0;;media
PR;ANTONINA;municipio;1061.0;98901.0;618.0;2466.0;;;media
PR;GUARAQUEÇABA;municipio;813.0;193407.0;431.0;5541.0;;;media
PR;GUARATUBA;municipio;475.0;117729.0;319.0;1727.0;;;media
PR;MATINHOS;municipio;95.0;18266.0;55.0;447.0;;;media
PR;MORRETES;municipio;1156.0;225314.0;551.0;9703.0;29.0;;media
PR;PARANAGUA;municipio;1114.0;169312.0;294.0;1356.0;;;media
PR;ALTO RIBEIRA;microrregiao;4307.0;670159.0;1329.0;47335.0;123.0;;media
PR;ADRIANOPOLIS;municipio;1031.0;247522.0;445.0;15841.0;32.0;;media
PR;CERRO AZUL;municipio;3276.0;422636.0;884.0;31494.0;91.0;;media
PR;ALTO RIO NEGRO PARANAENSE;microrregiao;5441.0;1236525.0;1703.0;16915.0;1127.0;;media
PR;AGUDOS DO SUL;municipio;834.0;100995.0;219.0;2983.0;221.0;;media
PR;PIEN;municipio;1050.0;209167.0;584.0;4638.0;520.0;;media
PR;OUITANDINHA;municipio;2370.0;252410.0;705.0;5957.0;329.0;;media
PR;TIJUCAS;municipio;1187.0;673951.0;195.0;3335.0;57.0;;media
PR;CAMPOS OE LAPA;microrregiao;7518.0;3307348.0;3060.0;61177.0;1565.0;;media
PR;CAMPO DO TENENTE;municipio;348.0;181715.0;94.0;2393.0;35.0;;media
PR;LAPA;municipio;3880.0;1440592.0;1581.0;25939.0;532.0;;media
PR;PALMEIRA;municipio;2094.0;1247238.0;730.0;22864.0;694.0;;media
PR;PORTO AMAZONAS;municipio;107.0;130228.0;48.0;941.0;20.0;;media
PR;RIO NEGRO;municipio;1089.0;307574.0;607.0;9037.0;284.0;;media
PR;CAMPOS OE PONTA GROSSA;microrregiao;9308.0;11420059.0;3610.0;152701.0;1050.0;;media
PR;CASTRO;municipio;3736.0;2408370.0;1316.0;50414.0;374.0;;media
PR;PIRAI DO SUL;municipio;1361.0;857382.0;401.0;9803.0;85.0;;media
PR;PONTA GROSSA;municipio;1606.0;2208294.0;747.0;47511.0;302.0;;media
PR;TELEMACO BORBA;municipio;694.0;3084087.0;409.0;15392.0;20.0;;media
PR;TIBAGI;municipio;1911.0;2861924.0;737.0;29579.0;269.0;;media
PR;CAMPOS DE JAGUARIAIVA;microrregiao;;4456717.0;1910.0;158493.0;1004.0;39738.0;media
PR;ARAPOT I;municipio;;1428456.0;720.0;19902.0;609.0;27641.0;media
PR;JAGUARIAIVA;municipio;;1452910.0;567.0;130113.0;14.0;7939.0;media
PR;SENGES;municipio;;1575350.0;623.0;8477.0;281.0;4157.0;media
PR;SAO MATEUS;microrregiao;;985383.0;2214.0;21126.0;847.0;10383.0;media
PR;ANTONIO OLINTO;municipio;;157615.0;528.0;3730.0;122.0;1553.0;media
PR;SÃO JOÃO DO TRIUNFO;municipio;;221765.0;543.0;5871.0;363.0;2052.0;media
PR;SÂO MATEUS DO SUL;municipio;;606002.0;1143.0;11524.0;362.0;6777.0;media
PR;COLONIAL DO IRATI;microrregiao;;3310547.0;7828.0;74282.0;3651.0;47003.0;media
PR;IMBITUVA;municipio;;540584.0;1078.0;12562.0;708.0;8350.0;media
PR;IRATI;municipio;;475665.0;1450.0;11694.0;548.0;4496.0;media
PR;AALLET;municipio;;287983.0;1065.0;7773.0;261.0;2193.0;media
PR;PRUDENTOPOLIS;municipio;;722671.0;2100.0;13361.0;397.0;4068.0;media
PR;REBOUÇAS;municipio;;269840.0;730.0;8554.0;471.0;4456.0;media
PR;RIO AZUL;municipio;;246078.0;782.0;5020.0;760.0;4316.0;media
PR;TEIXEIRA SOARES;municipio;;767723.0;623.0;15315.0;506.0;19120.0;media
PR;NORTE VELHO DE VENCESLAU BRAZ;microrregiao;;8316965.0;8838.0;156101.0;3963.0;61126.0;media
PR;CARLOPOLIS;municipio;;1380712.0;698.0;18157.0;301.0;8304.0;media
PR;CONSELHEIRO MAIRINCK;municipio;;337967.0;59.0;4265.0;26.0;1590.0;media
PR;CURIUVA;municipio;;404717.0;657.0;11214.0;286.0;1985.0;media
PR;FIGUEIRA;municipio;;151752.0;153.0;4191.0;45.0;394.0;media
PR;GUAPIRAMA;municipio;;416054.0;185.0;11355.0;88.0;18910.0;media
PR;IBAITI;municipio;;1295142.0;902.0;18014.0;338.0;3075.0;media
PR;JABOTI;municipio;;214250.0;267.0;4376.0;103.0;767.0;media
PR;JAPIRA;municipio;;265163.0;271.0;5432.0;;961.0;media
PR;JOAQUIM TAVORA;municipio;;462412.0;412.0;10241.0;151.0;1635.0;media
PR;PINHALÂO;municipio;;336286.0;343.0;6321.0;125.0;1108.0;media
PR;QUATIGUA;municipio;;204171.0;157.0;2680.0;33.0;1322.0;media
PR;SAL TO DO ITARARE;municipio;;235728.0;520.0;6599.0;173.0;908.0;media
PR;SANTANA;municipio;;294081.0;384.0;5936.0;255.0;2740.0;media
PR;SÃO JOSE DA BOA VISTA;municipio;1603.0;325174.0;903.0;613.0;6840.0;;media
PR;SAPOPEMA;municipio;;459199.0;424.0;8899.0;233.0;1443.0;media
PR;SIQUEIRA CAMPOS;municipio;;405649.0;752.0;8118.0;257.0;2041.0;media
PR;TOMAZINA;municipio;;755394.0;1150.0;12677.0;382.0;2955.0;media
PR;VENCESLAU BRAZ;municipio;1826.0;373108.0;601.0;442.0;4139.0;;media
PR;MEDIO IGUAÇU;microrregiao;;5137169.0;6560.0;125970.0;2487.0;56616.0;media
PR;BITURUNA;municipio;;32884.0;;8.0;240.0;;media
