_uf;_label;_level;inform_bens;valor_bens_mil_cr;inform_investimentos;valor_investimentos_mil_cr;inform_financiamentos;valor_financiamentos_mil_cr;confianca
MG;SÃO SEBASTIÃO DO OESTE;municipio;;;;5481.0;24.0;156.0;media
MG;MOGIANA MINEIRA;microrregiao;;;;321683.0;2735.0;91452.0;media
MG;ARCEBURGO;municipio;;;;331.0;56.0;4210.0;media
MG;MESORREGI ÕES, MI CRORREGI ÕES;microrregiao;;;;;;;media
MG;BOM JESUS DA PENHA;microrregiao;481.0;;6728.0;981.0;;;media
MG;CABO VERDE;microrregiao;985.0;;39193.0;13532.0;;;media
MG;CAPETINGA;microrregiao;402.0;;9625.0;3073.0;;;media
MG;CLARAVAL;microrregiao;636.0;;8565.0;1094.0;;;media
MG;GUARANESIA;microrregiao;510.0;;15923.0;5063.0;;;media
MG;GUAXUPE;microrregiao;478.0;;14438.0;11303.0;;;media
MG;IBIRACI;microrregiao;506.0;;24427.0;7614.0;;;media
MG;ITAMOGI;microrregiao;717.0;;15094.0;4503.0;;;media
MG;JACU(;microrregiao;1245.0;;11622.0;1844.0;;;media
MG;.JURUAIA;microrregiao;896.0;;10137.0;2225.0;;;media
MG;MONTE BELO;microrregiao;1460.0;;29880.0;6855.0;;;media
MG;MONTE SANTO DE MINAS;microrregiao;825.0;;21597.0;12498.0;;;media
MG;MUZAMBINHO;microrregiao;1379.0;;18824.0;3997.0;;;media
MG;NOVA RESENDE;microrregiao;1818.0;;22512.0;2005.0;;;media
MG;SÃO PEDRO DA UNIÃO;microrregiao;911.0;;14667.0;1613.0;;;media
MG;SÃO SEBASTIÃO DO PARA ISO;microrregiao;1211.0;;37660.0;6113.0;;;media
MG;SÃO TOMAS DE AQUI NO;microrregiao;498.0;;10758.0;2272.0;;;media
MG;PLANALTO DE POÇOS DE CALDAS;mesorregiao;7885.0;;126878.0;43226.0;;;media
MG;ANDRADAS;microrregiao;1539.0;;22317.0;5484.0;;;media
MG;BANDEIRA DO SUL;microrregiao;183.0;;2183.0;127.0;;;media
MG;BOTELHOS;microrregiao;697.0;;41900.0;22608.0;;;media
MG;CALDAS;microrregiao;1420.0;;9003.0;1006.0;;;media
MG;CAMPESTRE;microrregiao;1592.0;;17855.0;3269.0;;;media
MG;IBITIURA DE MINAS;microrregiao;326.0;;3320.0;385.0;;;media
MG;IPUIUNA;microrregiao;521.0;;6683.0;2867.0;;;media
MG;POÇOS DE CALDAS;microrregiao;197.0;;13712.0;5109.0;;;media
MG;SANTA RITA DE CALDAS;microrregiao;1410.0;;9900.0;2368.0;;;media
MG;PLANALTO MINEIRO;mesorregiao;29014.0;;354251.0;103980.0;;;media
MG;ALBERTINA;microrregiao;287.0;;3128.0;328.0;;;media
MG;BOM REPOUSO;microrregiao;1395.0;;1496.0;1364.0;;;media
MG;BORDA DA MATA;microrregiao;1375.0;;9071.0;1579.0;;;media
MG;CACHOEIRA DE MINAS;microrregiao;875.0;;12419.0;4151.0;;;media
MG;CAMBUQUIRA;microrregiao;409.0;;7988.0;2622.0;;;media
MG;CAMPANHA;microrregiao;501.0;;8427.0;3181.0;;;media
MG;CAREAÇU;microrregiao;285.0;;4952.0;1650.0;;;media
MG;CARMO DA CACHOEIRA;microrregiao;338.0;;10765.0;8749.0;;;media
MG;CARMO DE MINAS;microrregiao;363.0;;7325.0;2465.0;;;media
MG;CARVALHOPOLIS;microrregiao;357.0;;3771.0;6379.0;;;media
MG;CAXAMBU;microrregiao;142.0;;3186.0;69.0;;;media
MG;CONCEIÇÃO DAS PEDRAS;microrregiao;387.0;;2394.0;523.0;;;media
MG;CONCEIÇÃO DO RIO VERDE;microrregiao;357.0;;11702.0;1952.0;;;media
MG;CONCEIÇÃO DOS OUROS;microrregiao;960.0;;3208.0;233.0;;;media
MG;CONGONHAL;microrregiao;750.0;;1739.0;89.0;;;media
MG;CORDISLANDIA;microrregiao;169.0;;7064.0;604.0;;;media
MG;ESIRITO SANTO DO DOURADO;microrregiao;867.0;;4564.0;441.0;;;media
MG;ESTIVA;microrregiao;2286.0;;5750.0;1009.0;;;media
MG;HELIODORA;microrregiao;379.0;;12567.0;5534.0;;;media
MG;INCONFIDENTES;microrregiao;687.0;;4379.0;922.0;;;media
MG;JACUTINGA;microrregiao;787.0;;12335.0;8170.0;;;media
MG;.JESUANIA;microrregiao;357.0;;4071.0;3296.0;;;media
MG;LAMBARI;microrregiao;845.0;;10791.0;1994.0;;;media
MG;MONSENHOR PAULO;microrregiao;363.0;;8905.0;2553.0;;;media
MG;MONTE SIÃO;microrregiao;1206.0;;6341.0;1706.0;;;media
MG;NATERC(A;microrregiao;569.0;;6752.0;753.0;;;media
MG;OLIMPIO NORONHA;microrregiao;65.0;;814.0;1415.0;;;media
MG;OURO FINO;microrregiao;1950.0;;15498.0;3181.0;;;media
MG;PEORALVA;microrregiao;791.0;;4202.0;3236.0;;;media
MG;PIRANGUINHO;microrregiao;449.0;;7515.0;3677.0;;;media
MG;POÇO FUNDO;microrregiao;1647.0;;30129.0;3492.0;;;media
MG;ALTO RIO GRANDE;microrregiao;;10552.0;;273284.0;572.0;9639.0;media
MG;AIURUOCA;municipio;;696.0;;7170.0;38.0;311.0;media
MG;ALAGOA;municipio;;334.0;;1540.0;;12.0;media
MG;ANORELANDIA;municipio;;800.0;;984.0;44.0;491.0;media
MG;ARANTINA;municipio;;200.0;;673.0;;7.0;media
MG;BAEPENDI;municipio;;1326.0;;10062.0;83.0;930.0;media
MG;BOCAINA OE MINAS;municipio;549.0;152215.0;196.0;2303.0;12.0;58.0;media
MG;BOM JARDIM OE MINAS;municipio;396.0;67628.0;147.0;1149.0;10.0;114.0;media
MG;CARRANCAS;municipio;;334.0;;2326.0;43.0;434.0;media
MG;CARVALHOS;municipio;;478.0;;1960.0;11.0;123.0;media
MG;CRUZILIA;municipio;;480.0;;7787.0;27.0;437.0;media
MG;IJACI;municipio;;192.0;;3607.0;10.0;511.0;media
MG;INGAI;municipio;;189.0;;2710.0;27.0;438.0;media
MG;(TUMIRIM;municipio;;252.0;;230.0;20.0;70.0;media
MG;ITUTINGA;municipio;;350.0;;5451.0;;109.0;media
MG;LIBERDADE;municipio;;623.0;;3150.0;21.0;139.0;media
MG;LUMINAR IAS;municipio;;356.0;;181666.0;42.0;1248.0;media
MG;MADRE OE DEUS OE MI NAS;municipio;264.0;163340.0;126.0;2542.0;184.0;;media
MG;MINDURI;municipio;;102.0;;1884.0;12.0;262.0;media
MG;PASSA VINTE;municipio;165.0;43793.0;84.0;12.0;102.0;;media
MG;PIEDADE DO RIO GRANDE;municipio;353.0;108508.0;145.0;356.0;90.0;;media
MG;SANTANA DO OARAMBEU;municipio;201.0;37091.0;94.0;614.0;;;media
MG;SÃO TOME DAS LETRAS;municipio;586.0;175332.0;276.0;2825.0;41.0;687.0;media
MG;SÃO VICENTE DE MINAS;municipio;145.0;156870.0;85.0;2286.0;18.0;225.0;media
MG;SERITINGA;municipio;;149.0;;615.0;;23.0;media
MG;SERRANOS;municipio;;148.0;;695.0;;53.0;media
MG;ALTA MANTIQUEIRA;microrregiao;;21286.0;;107759.0;504.0;46241.0;media
MG;BRAZOPOLIS;municipio;;1274.0;;5903.0;65.0;1157.0;media
MG;BUENO BRANDÃO;municipio;;1819.0;;5321.0;198.0;2787.0;media
MG;CAMANOUCAIA;municipio;;1484.0;;7230.0;112.0;2639.0;media
MG;CAMBUI;municipio;;2070.0;;6234.0;158.0;3310.0;media
MG;CONSOLAÇÃO;municipio;;394.0;;828.0;21.0;143.0;media
MG;CORREGO;municipio;822.0;107361.0;349.0;2861.0;29.0;276.0;media
MG;CRISTINA;municipio;;828.0;;5606.0;92.0;5159.0;media
MG;DELFIM MOREIRA;municipio;;769.0;;9124.0;24.0;1155.0;media
MG;DOM VIÇOSO;municipio;;452.0;;619.0;25.0;340.0;media
MG;EXTREMA;municipio;;1336.0;;10992.0;40.0;124.0;media
MG;GONÇALVES;municipio;;618.0;;1770.0;33.0;234.0;media
MG;ITAJUBA;municipio;;816.0;;5529.0;23.0;294.0;media
MG;(TAMONTE;municipio;;605.0;;4787.0;14.0;12181.0;media
MG;ITANHANOU;municipio;;326.0;;2680.0;32.0;1891.0;media
MG;ITAPEVA;municipio;791.0;457.0;300.0;7882.0;44.0;;media
MG;MARIA DA FE;municipio;;834.0;;1350.0;92.0;2752.0;media
MG;MARMELOPOLIS;municipio;;444.0;;2098.0;54.0;298.0;media
MG;MUNHOZ;municipio;;392.0;;4195.0;70.0;2066.0;media
MG;PARAISOPOLIS;municipio;;1081.0;;2533.0;44.0;949.0;media
MG;CENTRO-LESTE MINEIRO;mesorregiao;;;;34200.0;536208.0;3171.0;media
MG;CALCAR( OS DE SETE LAGOAS;microrregiao;7106.0;5588134.0;4053.0;112371.0;666.0;11664.0;media
MG;ARAÇAI;municipio;;;;59.0;4843.0;11.0;media
MG;BALDIM;municipio;;;;90.0;1930.0;46.0;media
MG;CACHOEIRA DA PRATA;municipio;38.0;52931.0;30.0;809.0;34.0;;media
MG;CAETANOPOLIS;municipio;;;;47.0;3176.0;;media
MG;CORDISBURGO;municipio;;;;476.0;13212.0;124.0;media
MG;FORTUNA DE MINAS;municipio;163.0;404878.0;134.0;7400.0;17.0;874.0;media
MG;FUNILANOIA;municipio;;;;96.0;5999.0;18.0;media
MG;INHAUMA;municipio;;;;122.0;5723.0;18.0;media
MG;JABOTICATUBAS;municipio;;;;702.0;10401.0;25.0;media
MG;JEQUITIBA;municipio;;;;251.0;4492.0;60.0;media
MG;MARAVILHAS;municipio;;;;157.0;2819.0;21.0;media
MG;PAPAGAIOS;municipio;;;;201.0;7378.0;24.0;media
MG;PARAOPEBA;municipio;;;;122.0;9380.0;29.0;media
MG;PEQUI;municipio;;;;127.0;3226.0;26.0;media
MG;SANTANA DE PIRAPAMA;municipio;1364.0;333709.0;1006.0;9692.0;211.0;1182.0;media
MG;SANTANA DO RIACHO;municipio;378.0;68599.0;143.0;1849.0;;;media
MG;SETE LAGOAS;municipio;;;;290.0;20033.0;27.0;media
MG;SIDERURGICA;microrregiao;;;;5677.0;93851.0;307.0;media
MG;ANTONIO DIAS;municipio;;;;508.0;9395.0;22.0;media
MG;BARÃO DE COCAIS;municipio;379.0;233129.0;241.0;1063.0;12.0;;media
MG;BELA VISTA DE MINAS;municipio;67.0;29986.0;42.0;662.0;16.0;;media
MG;BOM JESUS DO AMPARO;municipio;406.0;195806.0;231.0;4843.0;214.0;;media
MG;CONCEIÇÃO DO MATO DENTRO;municipio;952.0;209384.0;386.0;6551.0;30.0;1694.0;media
MG;CONGONHAS DO NORTE;municipio;267.0;21550.0;137.0;456.0;;;media
MG;CORONEL FABRICIANO;municipio;;;;138.0;6958.0;;media
MG;DIONISIO;municipio;;;;180.0;1589.0;;media
MG;FERROS;municipio;;;;535.0;3660.0;45.0;media
MG;IPATINGA;municipio;;;;107.0;1649.0;;media
MG;ITABIRA;municipio;;;;411.0;7588.0;15.0;media
MG;ITAMBE DO MATO DENTRO;municipio;343.0;63333.0;105.0;668.0;16.0;;media
MG;JAGUARAÇU;municipio;;;;68.0;760.0;;media
MG;JOÃO MONLEVAOE;municipio;;;;52.0;3584.0;;media
MG;MARLIERIA;municipio;;;;154.0;2661.0;;media
MG;MORRO DO PI LAR;municipio;163.0;54914.0;119.0;776.0;242.0;;media
MG;NOVA ERA;municipio;;;;111.0;673.0;;media
MG;PASSABEM;municipio;;;;64.0;474.0;;media
MG;RIO PIRACICABA;municipio;;;;293.0;4197.0;11.0;media
MG;SANTA BARBARA;municipio;;;;170.0;11065.0;24.0;media
MG;SANTA MARIA OE ITABIRA;municipio;636.0;247046.0;382.0;6511.0;23.0;468.0;media
MG;SANTO ANTONIO DO RIO ABAIXO;municipio;;;;75.0;689.0;;media
MG;SÃO DOMINGOS;municipio;;;;822.0;8189.0;54.0;media
MG;SÃO GONÇALO DO RIO ABAIXO;municipio;237.0;412574.0;124.0;3195.0;13.0;491.0;media
MG;SÃO JOSE;municipio;358.0;111739.0;160.0;2900.0;15.0;152.0;media
MG;SÃO SEBASTIÃO;municipio;;;;11.0;68.0;;media
MG;TIMOTEO;municipio;;;;51.0;1011.0;;media
MG;DIV(NOPOL lS;microrregiao;;6689.0;;3111.0;79136.0;333.0;media
MG;CARMO;municipio;739.0;333903.0;635.0;7045.0;89.0;840.0;media
MG;DIVINOPOLIS;municipio;;1055.0;;818.0;15424.0;65.0;media
MG;FLORESTAL;municipio;;396.0;;195.0;6531.0;17.0;media
MG;IGARAPE;municipio;;527.0;;147.0;6299.0;18.0;media
MG;IGARA TINGA;municipio;479.0;201953.0;245.0;6500.0;1816.0;;media
MG;ITAUNA;municipio;;841.0;;283.0;10717.0;10.0;media
MG;MATEUS LEME;municipio;;405.0;;215.0;6302.0;22.0;media
MG;ONÇA DE PITANGUI;municipio;;240.0;;124.0;3521.0;26.0;media
MG;PARA DE MINAS;municipio;;1116.0;;262.0;9183.0;33.0;media
MG;SÃO GONÇALO DO PARA;municipio;493.0;202418.0;63.0;517.0;;;media
MG;SÃO JOSE DA VARGINHA;municipio;398.0;248735.0;124.0;7093.0;31.0;3655.0;media
MG;ESPINHAÇO MERIDIONAL;microrregiao;;14908.0;;7282.0;71921.0;475.0;media
MG;ALVINOPOLIS;municipio;;1003.0;;557.0;7007.0;35.0;media
MG;BELO VALE;municipio;;854.0;;548.0;3936.0;;media
MG;BONFIM;municipio;;1054.0;;503.0;2917.0;;media
MG;BRUMADI NHO;municipio;;1388.0;;431.0;9422.0;26.0;media
MG;CASA GRANDE;municipio;;427.0;;237.0;1312.0;18.0;media
MG;CATAS ALTAS OA NORUEGA;municipio;255.0;40128.0;196.0;1334.0;20.0;96.0;media
MG;CONGONHAS;municipio;;307.0;;92.0;754.0;;media
MG;CONSELHEIRO LAFAIETE;municipio;666.0;246281.0;359.0;7858.0;58.0;1411.0;media
MG;CRISTIANO OTONI;municipio;266.0;70388.0;122.0;1735.0;93.0;;media
MG;CRUCI LANDIA;municipio;;591.0;;472.0;3881.0;44.0;media
MG;ITABIRITO;municipio;;403.0;;260.0;4302.0;;media
MG;ITATIAIUÇU;municipio;;536.0;;206.0;2351.0;11.0;media
MG;ITAVERAVA;municipio;;981.0;;655.0;5306.0;66.0;media
MG;JECEABA;municipio;;731.0;;246.0;1472.0;;media
MG;MARIANA;municipio;;705.0;;348.0;2719.0;;media
MG;MOEDA;municipio;;668.0;;479.0;1573.0;18.0;media
MG;OURO BRANCO;municipio;;296.0;;38.0;224.0;;media
MG;OURO PRETO;municipio;;1010.0;;442.0;4343.0;;media
MG;PIEDADE DOS GERAIS;municipio;775.0;112476.0;366.0;2436.0;50.0;160.0;media
MG;OUELUZITA;municipio;;372.0;;167.0;1621.0;;media
MG;RIO MANSO;municipio;;855.0;;327.0;2460.0;36.0;media
MG;SANTANA DOS MONTES;municipio;;461.0;;193.0;2241.0;42.0;media
MG;SÃO SRAS DO SUAÇUI;municipio;304.0;58190.0;38.0;703.0;13.0;;media
MG;CAMPOS OA MANTIQUEIRA;microrregiao;14589.0;3903136.0;8248.0;847.0;11757.0;;media
MG;ANTONIO CARLOS;municipio;;558.0;;307.0;4257.0;43.0;media
MG;BARBACENA;municipio;;1359.0;;602.0;10276.0;133.0;media
MG;BARROSO;municipio;;158.0;;79.0;622.0;18.0;media
MG;CAPELA NOVA;municipio;;404.0;;93.0;358.0;;media
MG;CARANAIBA;municipio;;335.0;;114.0;760.0;16.0;media
MG;CARANDAI;municipio;;704.0;;165.0;4754.0;83.0;media
MG;CASSITERITA;municipio;;248.0;;170.0;1281.0;;media
MG;CORONEL XAVIER CHAVES;municipio;284.0;75487.0;218.0;1832.0;24.0;400.0;media
MG;DESTERRO DE ENTRE RIOS;municipio;1458.0;165464.0;1022.0;3038.0;57.0;144.0;media
MG;DESTERRO;municipio;393.0;79829.0;165.0;1041.0;24.0;;media
MG;DORES OE CAMPOS;municipio;242.0;39212.0;160.0;748.0;17.0;;media
MG;ENTRE RIOS OE MINAS;municipio;1102.0;273301.0;849.0;5547.0;59.0;361.0;media
MG;IBERTIOGA;municipio;;281.0;;136.0;1804.0;22.0;media
MG;LAGOA DOURADA;municipio;;796.0;;422.0;3888.0;66.0;media
MG;NAZARENO;municipio;;270.0;;221.0;4074.0;20.0;media
MG;PRADOS;municipio;;324.0;;242.0;2045.0;24.0;media
MG;RESENDE COSTA;municipio;;959.0;;640.0;4695.0;39.0;media
MG;RESSAQUINHA;municipio;;896.0;;234.0;2562.0;67.0;media
MG;RITAPOLIS;municipio;;285.0;;207.0;2472.0;12.0;media
MG;SANTA BARBARA DO TUGURIO;municipio;552.0;47239.0;211.0;916.0;12.0;;media
MG;SÃO JOÃO DEL REI;municipio;1196.0;478435.0;863.0;11720.0;36.0;1152.0;media
MG;ARACITABA;municipio;;60.0;200.0;15.0;119.0;;media
MG;BELMIRO BRAGA;municipio;;206672.0;94.0;12.0;656.0;;media
MG;BIAS FORTES;municipio;;77912.0;171.0;17.0;60.0;;media
MG;BICAS;municipio;;147181.0;124.0;;30.0;;media
MG;CHACARA;municipio;;86523.0;115.0;;90.0;;media
MG;CHIADOR;municipio;;135925.0;120.0;12.0;119.0;;media
MG;CORONEL PACHECO;municipio;;147185.0;80.0;;5006.0;;media
MG;DESCOBERTO;municipio;;144510.0;250.0;29.0;155.0;;media
MG;EWBANK DA CAMARA;municipio;;38788.0;62.0;;31.0;;media
MG;GUARARA;municipio;;99227.0;100.0;;;;media
MG;JUIZ DE FORA;municipio;;777641.0;747.0;28.0;871.0;;media
MG;LIMA DUARTE;municipio;;270645.0;327.0;66.0;612.0;;media
MG;MAR DE ESPANHA;municipio;;149680.0;266.0;11.0;54.0;;media
MG;MARIPA OE MINAS;municipio;;77131.0;113.0;10.0;67.0;;media
MG;MATIAS BARBOSA;municipio;;135963.0;153.0;;76.0;;media
MG;MERCES;municipio;;169613.0;484.0;68.0;559.0;;media
MG;OLARIA;municipio;;71924.0;73.0;33.0;202.0;;media
MG;OLIVEIRA FORTES;municipio;;69004.0;195.0;19.0;151.0;;media
MG;PAIVA;municipio;;37756.0;73.0;11.0;172.0;;media
MG;PEDRO TE(XEIRA;municipio;;141206.0;103.0;22.0;447.0;;media
MG;PEQUERI;municipio;;51026.0;47.0;;157.0;;media
MG;RIO PRETO;municipio;;213743.0;304.0;44.0;585.0;;media
MG;ROCHEDO DE MINAS;municipio;;73798.0;79.0;;129.0;;media
MG;SANTANA DO DESERTO;municipio;;103403.0;50.0;;2364.0;;media
MG;SANTA RITA DE JACUTINGA;municipio;;159671.0;137.0;14.0;136.0;;media
MG;SANTA RITA DO IBITIPOCA;municipio;;99947.0;257.0;;17.0;;media
MG;SANTOS DUMONT;municipio;;232007.0;562.0;42.0;487.0;;media
MG;SÃO JOÂO NEPOMUCENO;municipio;;253478.0;331.0;44.0;642.0;;media
MG;SENADOR CORTES;municipio;;79970.0;103.0;;69.0;;media
MG;SIMÃO PEREIRA;municipio;;52133.0;99.0;;22.0;;media
MG;BETIM;municipio;;319166.0;232.0;;832.0;;media
MG;CAETE;municipio;;334670.0;292.0;;82.0;;media
MG;CAPIM BRANCO;municipio;;277750.0;89.0;13.0;171.0;;media
MG;CONTAGEM;municipio;;148828.0;156.0;;170.0;;media
MG;ESMERALDAS;municipio;;1078504.0;705.0;50.0;1791.0;;media
MG;IBIRITE;municipio;;275031.0;200.0;11.0;222.0;;media
MG;JOSE OE MELO;municipio;;76056.0;200.0;;210.0;;media
MG;LAGOA SANTA;municipio;;280519.0;305.0;11.0;432.0;;media
MG;MATOZINHOS;municipio;;304029.0;57.0;;66.0;;media
MG;NOVA LIMA;municipio;;179803.0;73.0;;;;media
MG;PEDRO LEOPOLDO;municipio;;446228.0;202.0;37.0;390.0;;media
MG;PRUDENTE DE MORAIS;municipio;;141809.0;24.0;;328.0;;media
MG;RAPOSOS;municipio;;10101.0;11.0;;;;media
MG;RIBEIRÃO DAS NEVES;municipio;;367463.0;107.0;;115.0;;media
MG;RIO ACIMA;municipio;;43847.0;91.0;;;;media
MG;SABARA;municipio;;163.0;194.0;;12.0;;media
MG;SANTA LUZIA;municipio;;205575.0;142.0;;200.0;;media
MG;TAQUARAÇU DE MINAS;municipio;;118643.0;141.0;11.0;70.0;;media
MG;VESPASIANO;municipio;;184108.0;51.0;;;;media
MS;TOTAIS;total;54587.0;176084188.0;24606.0;3378134.0;9754.0;1277884.0;alta
MS;ANASTACIO;municipio;898.0;3074720.0;347.0;44177.0;110.0;10364.0;alta
MS;BANDEIRANTES;municipio;405.0;2568157.0;124.0;15269.0;65.0;8065.0;alta
MS;CORGUINHO;municipio;396.0;1064659.0;239.0;19910.0;25.0;915.0;alta
MS;JARAGUAR I;municipio;486.0;1988871.0;137.0;17713.0;21.0;3186.0;alta
MS;RIO NEGRO;municipio;355.0;365799.0;110.0;3931.0;;;alta
MS;ROCHEDO;municipio;361.0;1041743.0;173.0;20161.0;29.0;1328.0;alta
MS;TERENOS;municipio;626.0;1909855.0;283.0;34773.0;95.0;11955.0;alta
MS;PLANALTO MATOGROSSENSE;microrregiao;25044.0;63221900.0;10422.0;1407211.0;6501.0;754566.0;alta
MS;DOURADOS;microrregiao;12345.0;36256827.0;4761.0;723092.0;4507.0;611366.0;alta
MS;ARAL MOREIRA;municipio;546.0;1549771.0;232.0;39191.0;211.0;14267.0;alta
MS;CAARAPO;municipio;1681.0;4831148.0;572.0;98174.0;372.0;27849.0;alta
MS;DOURADINA;municipio;660.0;447681.0;123.0;7333.0;247.0;;alta
MS;DOURADOS;municipio;2619.0;5903275.0;1037.0;131336.0;1038.0;123628.0;alta
MS;FATIMA DO SUL;municipio;2595.0;856932.0;838.0;28292.0;991.0;16563.0;alta
MS;ITAPORÃ;municipio;1082.0;1785753.0;291.0;25582.0;453.0;30605.0;alta
MS;MARACAJU;municipio;658.0;4116058.0;378.0;86841.0;369.0;106641.0;alta
MS;PONTA PORÁ;municipio;1009.0;5865622.0;529.0;101469.0;281.0;158182.0;alta
MS;RIO BRILHANTE;municipio;802.0;5870742.0;428.0;138521.0;320.0;66490.0;alta
MS;SIDROLANOIA;municipio;693.0;5029841.0;333.0;66348.0;225.0;58495.0;alta
MS;IGUATEMI;municipio;12699.0;26965072.0;5661.0;684119.0;1994.0;143200.0;alta
MS;AMAMBAI;municipio;1936.0;5575549.0;963.0;135387.0;202.0;12858.0;alta
MS;ANGELICA;municipio;830.0;1864034.0;392.0;42104.0;120.0;1565.0;alta
MS;DEODAPOLIS;municipio;1384.0;1116170.0;586.0;26474.0;408.0;8000.0;alta
MS;ELDORADO;municipio;877.0;1234329.0;341.0;15015.0;65.0;77334.0;alta
MS;GLORIA DE qouRADOS;municipio;1015.0;509317.0;454.0;16188.0;191.0;1975.0;alta
MS;IGUATEMI;municipio;486.0;2337139.0;310.0;68600.0;49.0;1821.0;alta
MS;ITAQUIRAI;municipio;539.0;2937651.0;291.0;87994.0;89.0;13772.0;alta
MS;IVINHEMA;municipio;1775.0;2409204.0;892.0;87530.0;286.0;4261.0;alta
MS;JATEI;municipio;491.0;1893326.0;146.0;43722.0;70.0;7037.0;alta
MS;MUNDO NOVO;municipio;1644.0;788216.0;617.0;23412.0;282.0;2687.0;alta
MS;NAVIRAI;municipio;659.0;3482582.0;325.0;88372.0;138.0;9853.0;alta
MS;SETE QUEDAS;municipio;801.0;1030890.0;254.0;18322.0;82.0;1500.0;alta
MS;TACURU;municipio;262.0;1786660.0;90.0;30932.0;12.0;532.0;alta
MS;PANTANAL;microrregiao;7896.0;29604103.0;3678.0;497792.0;724.0;151064.0;alta
MS;PANTANAIS;municipio;3756.0;17437485.0;1670.0;273081.0;217.0;62706.0;alta
MS;AQUI DAUANA;municipio;1117.0;4160723.0;484.0;56234.0;35.0;3064.0;alta
MS;CORUMBA;municipio;1134.0;6733490.0;543.0;125602.0;41.0;6468.0;alta
MS;LADARIO;municipio;89.0;205058.0;46.0;6791.0;;330.0;alta
MS;MIRANDA;municipio;924.0;1606525.0;279.0;27572.0;96.0;11622.0;alta
MS;PORTO MURTINHO;municipio;492.0;4731687.0;318.0;56881.0;41.0;41219.0;alta
MS;BODOQUENA;municipio;4140.0;12166618.0;2008.0;224710.0;507.0;88357.0;alta
MS;ANTONIO JOÃO;municipio;329.0;930393.0;151.0;24520.0;43.0;3136.0;alta
MS;BELA VISTA;municipio;396.0;1971554.0;212.0;33757.0;61.0;7136.0;alta
MS;BOOOOUENA;municipio;453.0;1054487.0;259.0;27075.0;16.0;36036.0;alta
MS;PLANALTO LESTE MATOGROSSENSE;mesorregiao;;16949.0;;;8679.0;;alta
MS;ALTO TAQUARI;microrregiao;;4607.0;;;2227.0;;alta
MS;CAMAPUÃ;municipio;;1226.0;;;699.0;;alta
MS;COXIM;municipio;;1421.0;;;528.0;;alta
MS;PEDRO GOMES;municipio;;663.0;;;339.0;;alta
MS;RIO VERDE DE MATO GROSSO;municipio;;712.0;;;326.0;;alta
MS;SÃO GABRIEL DÓ OESTE;municipio;;585.0;;;335.0;;alta
MS;PARANAIBA;microrregiao;;6011.0;;;3489.0;;alta
MS;APARECIDA DO TABOADO;municipio;;834.0;;;468.0;;alta
MS;CASSILANDIA;municipio;;857.0;;;501.0;;alta
MS;COSTA RICA;municipio;;758.0;;;405.0;;alta
MS;INOCENCIA;municipio;;752.0;;;454.0;;alta
MS;PARANAIBA;municipio;;2460.0;;;1470.0;;alta
MS;SELVIRIA;municipio;;350.0;;;191.0;;alta
MS;TRES LAGOAS;microrregiao;;3271.0;;;1598.0;;alta
MS;AGUA CLARA;municipio;;400.0;;;246.0;;alta
MS;BRASILANDIA;municipio;;1054.0;;;535.0;;alta
MS;RIBAS;municipio;;598.0;;;256.0;;alta
MS;TRES LAGOAS;municipio;;1219.0;;;561.0;;alta
MS;NOVA ANORADINA;microrregiao;;3060.0;;;1365.0;;alta
MS;ANAURILANDIA;municipio;;443.0;;;285.0;;alta
MS;BAT AGUASSU;municipio;;637.0;;;290.0;;alta
MS;BATAIPORÃ;municipio;;638.0;;;214.0;;alta
MS;NOVA ANDRADINA;municipio;;570.0;;;368.0;;alta
MS;TAQUARUSSU;municipio;;772.0;;;208.0;;alta
MT;TOTAIS;total;77913.0;88145900.0;34062.0;2187086.0;6348.0;1209966.0;alta
MT;NORTE DE MATO GROSSO;mesorregiao;34672.0;34643623.0;16709.0;877814.0;3500.0;596264.0;alta
MT;NORTE MATOGROSSENSE;microrregiao;17448.0;12526518.0;8536.0;285215.0;1455.0;73345.0;alta
MT;ALTA FLORESTA;municipio;3070.0;2283454.0;1401.0;46129.0;230.0;6416.0;alta
MT;ARIPUANÃ;municipio;944.0;912932.0;349.0;51732.0;18.0;264.0;alta
MT;COLIDER;municipio;6303.0;2481796.0;3459.0;49580.0;297.0;3786.0;alta
MT;JUARA;municipio;1402.0;960192.0;478.0;14053.0;136.0;1703.0;alta
MT;JUINA;municipio;2687.0;1139182.0;1235.0;32570.0;142.0;2082.0;alta
MT;PORTO DOS GAUCHOS;municipio;723.0;700926.0;271.0;9987.0;135.0;2373.0;alta
MT;SÃO JOSE;municipio;614.0;2057635.0;321.0;30533.0;161.0;25416.0;alta
MT;SINOP;municipio;1705.0;1990398.0;1022.0;50627.0;336.0;31301.0;alta
MT;NORTE ARAGUAIA;microrregiao;3386.0;4005174.0;1811.0;131027.0;261.0;23754.0;alta
MT;LUCIARA;municipio;750.0;1185465.0;379.0;48434.0;58.0;9682.0;alta
MT;SANTA TEREZINHA;municipio;1616.0;1511014.0;970.0;38213.0;146.0;7451.0;alta
MT;SÃO FELIX DO ARAGUAIA;municipio;1020.0;1308694.0;462.0;44379.0;57.0;6619.0;alta
