_uf;_label;_level;val_1;val_2;val_3;val_4;val_5;val_6;val_7;val_8;val_9;confianca
PB;IBIARA;municipio;108.0;115.0;1775.0;19.0;23.0;297.0;32.0;40.0;1950.0;media
PB;MONTE HOREBE;municipio;;;;;;;;;50.0;media
PB;PEDRA BRANCA;municipio;12.0;15.0;590.0;;;102.0;;;;media
PB;SANTA HELENA;municipio;20.0;30.0;345.0;;;;;;;media
PB;SANTANA DE MANGUEIRA;municipio;23.0;24.0;1468.0;;;316.0;76.0;83.0;4558.0;media
PB;SÃO JOSE OE PIRANHAS;municipio;37.0;66.0;1178.0;40.0;50.0;3864.0;;;30.0;media
PB;TRIUNFO;municipio;71.0;90.0;1061.0;;;30.0;;;627.0;media
PB;UIRAUNA;municipio;16.0;267.0;303.0;;;;;;;media
PB;DEPRESSÃO DO ALTO PIRANHAS;microrregiao;268.0;1801.0;49407.0;751.0;1009.0;27048.0;326.0;441.0;24476.0;media
PB;AGUIAR;municipio;;;157.0;;;;;;20.0;media
PB;BOQUEIRÃO DOS COCHOS;municipio;;;;;;;;;;media
PB;CACIMBA DE AREIA;municipio;;;;;;;;;;media
PB;CATINGUEIRA;municipio;30.0;54.0;1284.0;27.0;47.0;10157.0;;;1025.0;media
PB;CONDADO;municipio;27.0;31.0;313.0;32.0;38.0;411.0;;;20.0;media
PB;COREMAS;municipio;;;340.0;;;85.0;;;;media
PB;MESORREGIÓES, MICRORREGI ÔES;mesorregiao;;;;;;;;;;media
PB;DESTERRO DE MALTA;mesorregiao;;30.0;;25.0;;28.0;220.0;;;media
PB;EMAS;mesorregiao;;;;;;;100.0;;;media
PB;ITAPORANGA;mesorregiao;;153.0;;;;;45.0;;;media
PB;JUNCO DO SERIOO;mesorregiao;67.0;761.0;;;;;;;;media
PB;LAGOA;mesorregiao;;;;34.0;;38.0;333.0;25.0;;media
PB;LASTRO;mesorregiao;23.0;3068.0;;;;;;;;media
PB;MAL TA;mesorregiao;27.0;763.0;;16.0;;18.0;214.0;10.0;;media
PB;NAZAREZ I NHO;mesorregiao;;471.0;;;;;192.0;;;media
PB;OLHO O'AGUA;mesorregiao;;20.0;;;;;28.0;;;media
PB;PASSAGEM;mesorregiao;;274.0;;;;;50.0;;;media
PB;PATOS;mesorregiao;128.0;3263.0;;35.0;;57.0;2467.0;10.0;;media
PB;PAULISTA;mesorregiao;230.0;5243.0;;40.0;;46.0;534.0;39.0;;media
PB;PIANCO;mesorregiao;73.0;5150.0;;;;;67.0;;;media
PB;POMBAL;mesorregiao;736.0;13152.0;;154.0;;195.0;438.0;82.0;;media
PB;QUIXABA;mesorregiao;;60.0;;32.0;;53.0;885.0;;;media
PB;SALGAOINHO;mesorregiao;;10.0;;22.0;;28.0;426.0;;;media
PB;SANTA CRUZ;mesorregiao;;;;;;;;;;media
PB;SANTA LUZI A;mesorregiao;40.0;700.0;;21.0;;29.0;312.0;17.0;;media
PB;SANTANA DOS GARROTES;mesorregiao;17.0;215.0;;21.0;;24.0;210.0;;;media
PB;SANTA TERESINHA;mesorregiao;31.0;440.0;;80.0;;137.0;3064.0;;;media
PB;SÂO JOSE DA LAGOA TAPADA;mesorregiao;39.0;295.0;;;;;;;;media
PB;SÂO JOSE OE ESPINHARAS;mesorregiao;39.0;2108.0;;;;;98.0;;;media
PB;SÂO JOSE DO BONFIM;mesorregiao;18.0;956.0;;39.0;;49.0;2202.0;;;media
PB;SÃO JOSE DO SABUGl;mesorregiao;25.0;1779.0;;13.0;;15.0;567.0;24.0;;media
PB;SÃO MAMEDE;mesorregiao;;140.0;;;;;;98.0;;media
PB;SOUSA;mesorregiao;249.0;6018.0;;90.0;;107.0;1182.0;;;media
PB;CARIRIS VELHOS;mesorregiao;671.0;14695.0;;61.0;;74.0;1083.0;205.0;;media
PB;AROEIRAS;mesorregiao;;25.0;;;;;;;;media
PB;BARRA OE SÃO MIGUEL;mesorregiao;;140.0;;;;;50.0;;;media
PB;BOQUEIRÃO;mesorregiao;16.0;287.0;;;;;;42.0;;media
PB;CABACEIRAS;mesorregiao;;;;;;;;;;media
PB;CAMALAU;mesorregiao;;100.0;;;;;;;;media
PB;CONGO;mesorregiao;;90.0;;;;;;;;media
PB;GURJÂO;mesorregiao;;;;;;;;;;media
PB;LIVRAMENTO;mesorregiao;;;;;;;18.0;;;media
PB;MONTEIRO;mesorregiao;350.0;4450.0;;15.0;;20.0;165.0;28.0;;media
PB;NA TUBA;mesorregiao;;;;;;;;;;media
PB;OLIVEDOS;mesorregiao;;;;;;;;;;media
PB;OURO VELHO;mesorregiao;;;;;;;36.0;;;media
PB;PRATA;mesorregiao;17.0;241.0;;;;;124.0;;;media
PB;SÃO JOÃO DO CARIRI;mesorregiao;;;;;;;;13.0;;media
PB;SÂO JOÃO DO TIGRE;mesorregiao;;105.0;;;;;;;;media
PB;SÃO JOSE DOS CORDEIROS;mesorregiao;;10.0;;;;;;;;media
PB;SÃO SEBASTIÃO DO UMBUZEIRO;mesorregiao;;20.0;;13.0;;16.0;262.0;;;media
PB;SERRA BRANCA;mesorregiao;101.0;1765.0;;14.0;;17.0;249.0;30.0;;media
PB;SOLEDADE;mesorregiao;106.0;5934.0;;;;;;;;media
PB;SUME;mesorregiao;28.0;488.0;;;;;76.0;83.0;;media
PB;TAPEADA;mesorregiao;32.0;833.0;;;;;103.0;;;media
PB;UMBUZEIRO;mesorregiao;;190.0;;;;;;;;media
PB;SERRA DO TEIXEIRA;mesorregiao;93.0;1850.0;;58.0;;61.0;6316.0;;;media
PB;AGUA BRANCA;mesorregiao;;;;;;;;;;media
PB;DESTERRO;mesorregiao;;20.0;;21.0;;23.0;197.0;;;media
PB;IMACULADA;mesorregiao;;50.0;;;;;;;;media
PB;JURU;mesorregiao;;50.0;;;;;;;;media
PB;MANAIRA;mesorregiao;;;;;;;;;;media
PB;PRINCESA ISABEL;mesorregiao;69.0;359.0;;;;;5255.0;;;media
PB;TAVARES;mesorregiao;12.0;310.0;;;;;145.0;;;media
PB;TEIXEIRA;mesorregiao;;55.0;;27.0;;27.0;719.0;;;media
PB;AGRESTE E BREJO PARAIBANO;mesorregiao;307.0;30975.0;;53.0;;85.0;8747.0;141.0;;media
PB;PIEMONTE DA BORBOREMA;microrregiao;95.0;7371.0;;19.0;;27.0;2062.0;41.0;;media
PB;A LAGOA GRANDE;municipio;10.0;1975.0;;;;;;;;media
PB;ALAGOINHA;municipio;;112.0;;;;;150.0;;;media
PB;ARAÇAGI;municipio;12.0;1535.0;;;;;130.0;;;media
PB;CAIÇARA;municipio;;;;;;;;;;media
PB;CUITEGI;municipio;;20.0;;;;;;;;media
PB;GUARABIRA;municipio;22.0;883.0;;;;;360.0;11.0;;media
PB;GURINHEMIS;municipio;15.0;1680.0;;;;;;14.0;;media
PB;INGA;municipio;;184.0;;;;;770.0;;;media
PB;ITATUBA;municipio;;690.0;;;;;513.0;;;media
PB;JUAREZ TAVORA;municipio;;40.0;;;;;15.0;;;media
PB;LAGOA DE DENTRO;municipio;;12.0;;;;;24.0;;;media
PB;MULUNGU;municipio;;220.0;;;;;100.0;;;media
PB;PILÔEZINHOS;municipio;;20.0;;;;;;;;media
PB;AGRESTE DA BORBOREMA;microrregiao;120.0;14989.0;;17.0;;30.0;5450.0;86.0;;media
PB;CAMPINA GRANDE;municipio;12.0;802.0;;;;14.0;3320.0;;;media
PB;ESPERANÇA;municipio;22.0;7605.0;;;;;1500.0;25.0;;media
PB;FAGUNDES;municipio;;184.0;;;;;;;;media
PB;MASSARANDUBA;municipio;;;;;;;;;;media
PB;POCINHOS;municipio;65.0;1760.0;;;;10.0;630.0;53.0;;media
PB;PUXINANÃ;municipio;;;;;;;;;;media
PB;QUEIMADAS;municipio;;;;;;;;;;media
PB;REMIGIO;municipio;;35.0;;;;;;;;media
PB;SOLANEA;municipio;12.0;4603.0;;;;;;;;media
PB;BREJO PARAIBANO;microrregiao;60.0;5570.0;;11.0;;20.0;895.0;;;media
PB;A LAGOA NOVA;municipio;;;;;;;300.0;;;media
PB;AREIA;municipio;23.0;3145.0;;;;;25.0;;;media
PB;BANANEIRAS;municipio;;800.0;;;;;220.0;;;media
PB;BORBOREMA;municipio;;120.0;;;;;240.0;;;media
PB;PILÔES;municipio;;;;;;;;;;media
PB;PIRPIRITUBA;municipio;;;;;;;;;;media
PB;SÂO SEBASTIÃO DE LAGOA DE ROÇA;municipio;;410.0;;;;;;;;media
PB;SERRARIA;municipio;26.0;1095.0;;;;;110.0;;;media
PB;AGRO-PASTORIL DO BAIXO PARAIBA;microrregiao;32.0;3045.0;;;;;340.0;;;media
PB;ITABAIANA;municipio;;90.0;;;;;;;;media
PB;JURIPIRANGA;municipio;;;;;;;;;;media
PB;MOGEIRO;municipio;;179.0;;;;;20.0;;;media
PB;PILAR;municipio;10.0;473.0;;;;;40.0;;;media
PB;SALGADO DE SÃO FEL IX;municipio;;18.0;;;;;;;;media
PB;SÃO MIGUEL DE TA(PU;municipio;;1500.0;;;;;;;;media
PB;SAPE;municipio;;785.0;;;;;280.0;;;media
PB;JOÂO PESSOA;mesorregiao;30.0;5469.0;;13.0;;20.0;4980.0;31.0;;media
PB;LITORAL PARAIBANO;microrregiao;30.0;5469.0;;13.0;;20.0;4980.0;31.0;;media
PB;ALHANDRA;municipio;;158.0;;;;;410.0;;;media
PB;CAAPORÃ soo;municipio;;;;;;;;;;media
PB;CONDE;municipio;;;;;;;312.0;;;media
PB;CRUZ DO ESPIRITO SANTO;municipio;;22.0;;;;;;;;media
PE;TOTAIS;total;4403.0;6299.0;311978.0;1512.0;2017.0;80989.0;1723.0;2043.0;190107.0;media
PE;SERTÃO PERNAMBUCANO;mesorregiao;2818.0;3441.0;173004.0;892.0;1013.0;46426.0;705.0;805.0;74048.0;media
PE;ARARIPINA;microrregiao;339.0;427.0;13138.0;125.0;163.0;3841.0;220.0;262.0;15106.0;media
PE;ARARIPINA;municipio;;;15.0;;;;111.0;118.0;10097.0;media
PE;BODOCO;municipio;49.0;55.0;3056.0;;13.0;560.0;;;335.0;media
PE;GRANITO;municipio;;;26.0;;;680.0;;;;media
PE;IPUBI;municipio;122.0;129.0;2469.0;21.0;21.0;557.0;;;39.0;media
PE;OURICURI;municipio;17.0;22.0;956.0;31.0;35.0;447.0;41.0;52.0;3360.0;media
PE;SITIO DOS MOREIRAS;municipio;53.0;98.0;3851.0;10.0;19.0;537.0;;;46.0;media
PE;SALGUEIRO;microrregiao;867.0;959.0;58168.0;44.0;46.0;3848.0;158.0;171.0;19754.0;media
PE;CEDRO;municipio;38.0;41.0;1812.0;23.0;23.0;2079.0;13.0;15.0;1300.0;media
PE;MIRANOIBA;municipio;;;18.0;;;;108.0;112.0;12077.0;media
PE;PARNAMIRIM;municipio;14.0;35.0;5210.0;;;147.0;;11.0;688.0;media
PE;SALGUEIRO;municipio;239.0;256.0;11587.0;;;135.0;;3.0;197.0;media
PE;SÃO JOSE DO BELMONTE;municipio;88.0;102.0;7000.0;10.0;10.0;1124.0;;;608.0;media
PE;SERRITA;municipio;461.0;481.0;30653.0;;;163.0;13.0;14.0;2222.0;media
PE;TERRA NOVA;municipio;;;76.0;;;;;;;media
PE;VERDEJANTE;municipio;23.0;39.0;1812.0;;;200.0;;11.0;2662.0;media
PE;SERTÃO PERNAMBUCANO SÃO FRANCISCO;microrregiao;256.0;319.0;19717.0;127.0;150.0;6977.0;72.0;99.0;14329.0;media
PE;AFRANIO;municipio;26.0;34.0;4356.0;16.0;19.0;244.0;18.0;20.0;1012.0;media
PE;CABROBO;municipio;46.0;50.0;2589.0;11.0;12.0;435.0;;;390.0;media
PE;FLORESTA;municipio;82.0;87.0;1357.0;;10.0;160.0;;;340.0;media
PE;ITACURUBA;municipio;11.0;16.0;307.0;35.0;37.0;663.0;;;;media
PE;OROCO;municipio;;;75.0;;;30.0;;;;media
PE;PETROLANOIA;municipio;;;90.0;;6.0;85.0;;;1894.0;media
PE;PETROL;municipio;54.0;85.0;3745.0;20.0;25.0;2896.0;30.0;39.0;5933.0;media
PE;SANTA MARIA DA BOA VISTA;municipio;7.0;10.0;736.0;16.0;24.0;1309.0;;13.0;2136.0;media
PE;ALTO PAJEU;microrregiao;996.0;1097.0;52053.0;547.0;597.0;29348.0;189.0;201.0;18178.0;media
PE;AFOGADOS DA INGAZEIRA;municipio;58.0;66.0;843.0;;;;19.0;20.0;1683.0;media
PE;BREJINHO;municipio;10.0;10.0;87.0;;;;;;;media
PE;CALUMBI;municipio;2.0;;148.0;;;120.0;;;;media
PE;CARNAIBA;municipio;241.0;253.0;13746.0;15.0;23.0;673.0;16.0;16.0;260.0;media
PE;FLORES;municipio;41.0;43.0;2166.0;90.0;92.0;4836.0;33.0;35.0;855.0;media
PE;IGUARACI;municipio;21.0;30.0;3121.0;11.0;17.0;2789.0;47.0;49.0;270.0;media
PE;INGAZEIRA;municipio;19.0;20.0;3137.0;;;270.0;;;;media
PE;ITAPETIM;municipio;53.0;67.0;3795.0;40.0;41.0;2717.0;;;54.0;media
PE;SANTA TEREZINHA;municipio;;;;;;;;;;media
PE;SÃO JOSE DO EGITO;municipio;146.0;159.0;8202.0;18.0;20.0;941.0;;;2697.0;media
PE;SERRA TALHADA;municipio;221.0;244.0;7985.0;120.0;132.0;4685.0;12.0;15.0;491.0;media
PE;SOLIDÃO;municipio;;;521.0;;;;;2.0;10.0;media
PE;TABIRA;municipio;85.0;90.0;5261.0;147.0;;8296.0;44.0;45.0;4089.0;media
PE;TRIUNFO;municipio;84.0;96.0;866.0;85.0;;2368.0;;10.0;749.0;media
PE;TUPARETAMA;municipio;;8.0;175.0;19.0;;1650.0;;;20.0;media
PE;SERTÃO;microrregiao;360.0;639.0;29928.0;49.0;57.0;2412.0;66.0;72.0;6681.0;media
PE;BETANIA;municipio;;;;;;80.0;;;;media
PE;CUSTODIA;municipio;72.0;116.0;822.0;;;;;;;media
PE;IBIMIRIM;municipio;7.0;13.0;316.0;4.0;21.0;;;;;media
PE;(NAJA;municipio;;;;;;;;;;media
PE;AGRESTE PERNAMBUCANO;mesorregiao;2759.0;132276.0;;533.0;896.0;26491.0;769.0;;935.0;media
PE;ARCO VERDE;mesorregiao;212.0;25490.0;;90.0;6.0;4009.0;64.0;;78.0;media
PE;AGUAS BELAS;microrregiao;49.0;4857.0;;20.0;25.0;2470.0;;;;media
PE;ARCOV-RDE;microrregiao;;94.0;;;;97.0;10.0;;10.0;media
PE;BUIQUE;microrregiao;64.0;3935.0;;27.0;30.0;473.0;44.0;;54.0;media
PE;ITAIBA;microrregiao;1028.0;13183.0;;5.0;;98.0;;;;media
PE;PEDRA;microrregiao;32.0;936.0;;;14.0;333.0;;;;media
PE;TUPANAT I NGA;microrregiao;27.0;1792.0;;;;;;;;media
PE;VENTUROSA;microrregiao;;693.0;;27.0;35.0;538.0;;;;media
PE;AGRESTE SETENTRIONAL PERNAMBUCANO;microrregiao;102.0;138.0;33.0;38.0;1198.0;363.0;402.0;31423.0;;media
PE;BOM .JARDIM;microrregiao;;1224.0;;;;;;;;media
PE;CHÃ GRANDE;microrregiao;;;;;;;;;;media
PE;CUMARU;microrregiao;;;;;;;;;;media
PE;FEIRA NOVA;microrregiao;21.0;2309.0;;;;;;;;media
PE;FREI MIGUELINHO;microrregiao;;140.0;;;;;;;;media
PE;GLORIA DO GOITA;microrregiao;12.0;1548.0;;2.0;2.0;70.0;;;7.0;media
PE;JOÃO ALFREDO;microrregiao;3.0;80.0;;;;10.0;;;;media
PE;LIMOEIRO;microrregiao;;250.0;;;;100.0;;;;media
PE;MÁCHADOS;microrregiao;2.0;847.0;;;;;;;;media
PE;OROBO;microrregiao;20.0;461.0;;;;;47.0;;48.0;media
PE;PASSIRA;microrregiao;;80.0;;;;;;;;media
PE;POMBOS;microrregiao;7.0;680.0;;;;;;;;media
PE;SALGADINHO;microrregiao;;20.0;;;;;;;;media
PE;SANTA MARIA DO CAMBUCA;microrregiao;;;;;;;146.0;;148.0;media
PE;SÃO VICENTE FERRER;microrregiao;;;;;3.0;117.0;;;;media
PE;SURUBIM;microrregiao;;98.0;;;;56.0;87.0;;90.0;media
PE;TAQUARITINGA DO NORTE;microrregiao;33.0;941.0;;22.0;22.0;280.0;44.0;;67.0;media
PE;TORITAMA;microrregiao;15.0;183.0;;;;;;;;media
PE;VERTENTES;microrregiao;;10.0;;;;60.0;;;;media
PE;VALE DO IPOJUCA;microrregiao;887.0;;;;;;;;;media
PE;ALAGOINHA;microrregiao;3.0;31.0;;;;;;;;media
PE;BELO JARDIM;microrregiao;16.0;191.0;;7.0;8.0;1325.0;;;13.0;media
PE;BEZERROS;microrregiao;25.0;1150.0;;;4.0;70.0;;;11.0;media
PE;BREJO DA MADRE DE DEUS;microrregiao;27.0;561.0;;;;;;;;media
PE;CACHOEIRINHA;microrregiao;25.0;2541.0;;;;;;;;media
PE;CAPOEIRAS;microrregiao;65.0;4686.0;;;;170.0;81.0;;99.0;media
PE;CARUARU;microrregiao;140.0;9081.0;;13.0;18.0;431.0;13.0;;14.0;media
PE;GRAVATA;microrregiao;122.0;2359.0;;7.0;8.0;303.0;;;7.0;media
PE;.JATAUBA;microrregiao;36.0;234.0;;3.0;;25.0;;;;media
PE;PESQUEIRA;microrregiao;75.0;6381.0;;19.0;31.0;955.0;32.0;;58.0;media
PE;POÇÃO;microrregiao;12.0;94.0;;;;1072.0;;;;media
PE;RIACHO DAS ALMAS;microrregiao;16.0;410.0;;;;100.0;;;;media
PE;SANHARO;microrregiao;18.0;2304.0;;;2.0;16.0;;;;media
PE;SANTA CRUZ DO CAPIBARIBE;microrregiao;;;;;;;59.0;;74.0;media
PE;SÃO BENTO DO UNA;microrregiao;44.0;3135.0;;;;;;;;media
PE;SÃO CAITANO;microrregiao;62.0;14727.0;;;36.0;1495.0;;;;media
PE;TACAIMBO;microrregiao;;12.0;;;;;;;;media
PE;AGRESTE MERIDIONAL PERNAMBUCANO;microrregiao;722.0;49865.0;;311.0;607.0;15322.0;127.0;;169.0;media
PE;AGRESTINA;microrregiao;42.0;797.0;;;18.0;190.0;;;;media
PE;AL TINHO;microrregiao;;;;;;;;;;media
PE;ANGELIM;microrregiao;;;;;2.0;30.0;;;;media
PE;BARRA DE GUAB l RABA;microrregiao;;173.0;;;;;;;;media
PE;MESORREG(ÕES, MI CRORREGI ÕES;municipio;;;;;;;;;;media
PE;BOM CONSELHO;municipio;;40.0;;49.0;1479.0;;18.0;;21.0;media
PE;BONITO;municipio;;27.0;;35.0;2716.0;;8.0;;9.0;media
PE;BREJÃO;municipio;;88.0;;97.0;1819.0;;42.0;;51.0;media
PE;CAETES;municipio;;;;10.0;6451.0;;;;;media
PE;CALÇADO;municipio;;;;;118.0;;;;;media
PE;CAMOCIM DE SÂO FEUX;municipio;;;;;2550.0;;;;;media
PE;CANHOTINHO;municipio;;;;11.0;515.0;;;;;media
PE;CORRENTES;municipio;;;;;1015.0;;;;;media
PE;CUP(RA;municipio;;;;;2049.0;;;;;media
PE;GARANHUNS;municipio;;22.0;;34.0;595.0;;10.0;;11.0;media
PE;IATI;municipio;;31.0;;34.0;8341.0;;16.0;;16.0;media
PE;lBIRAJUBA;municipio;;38.0;;68.0;1075.0;;69.0;;306.0;media
PE;JUPI;municipio;;9.0;;14.0;1001.0;;7.0;;;media
PE;JUREMA;municipio;;;;12.0;153.0;;;;;media
PE;LAGOA;municipio;;19.0;;31.0;7132.0;;;;;media
PE;l.AJE:OO;municipio;;;;;81.0;;22.0;;30.0;media
PE;PALMEIRINA;municipio;;;;;1005.0;;;;2.0;media
PE;PANELAS;municipio;;75.0;;125.0;6310.0;;;;;media
PE;PARANATAMA;municipio;;14.0;;41.0;1774.0;;10.0;;10.0;media
PE;SA(RE;municipio;;;;;21.0;;;;;media
PE;SAI DA;municipio;;;;16.0;1120.0;;;;12.0;media
PE;SÃO JOÃO;municipio;;14.0;;39.0;367.0;;71.0;;80.0;media
PE;SÃO JOAQUIM DO MONTE;municipio;;;;10.0;170.0;;;;;media
PE;TEREZINHA;municipio;;;;;20.0;;;;;media
PE;MATA PERNAMBUCANA;mesorregiao;;52.0;;84.0;5034.0;;65.0;;86.0;media
PE;MATA SECA PERNAMBUCANA;microrregiao;;30.0;;58.0;4090.0;;26.0;;40.0;media
PE;ALIANÇA;municipio;;;;;;;;;;media
PE;BUENOS AIRES;municipio;;;;3.0;27.0;;;;;media
PE;CARP(NA;municipio;;;;12.0;1602.0;;;;10.0;media
PE;FERREIROS;municipio;;;;;;;;;;media
PE;GOIANA;municipio;;;;;;;;;;media
PE;IGARASSU;municipio;;;;;;;;;;media
PE;ITAMARACA;municipio;;;;;;;;;;media
PE;ITAMBE;municipio;;;;;;;;;;media
PE;ITAPtSSUMA;municipio;;;;;35.0;;;;;media
PE;MACAPARANA;municipio;;;;;480.0;;;;;media
PE;NAZARE DA MATA;municipio;;;;;160.0;;;;;media
PE;PAUDAl;municipio;;;;;15.0;;;;11.0;media
PE;TIMBAUBA;municipio;;10.0;;22.0;1115.0;;;;;media
PE;TRACUNHAEt.';municipio;;;;;30.0;;;;;media
PE;VtCENCIA;municipio;;;;;610.0;;;;;media
PE;MATA UM(DA PERNAMBUCANA;microrregiao;;22.0;;26.0;944.0;;39.0;;46.0;media
PE;AGUA PRETA;municipio;;;;;;;;;10.0;media
PE;AMARAJI;municipio;;;;;40.0;;;;;media
PE;BARREIROS;municipio;;;;;;;;;;media
PE;IPOJUCA;municipio;;;;;110.0;;15.0;;17.0;media
PE;JOAQUIM NABUCO;municipio;;;;;;;;;;media
PE;MARAIAL;municipio;;;;;;;;;;media
PE;PAl.MARU;municipio;;;;;;;;;;media
PE;QUIPAPA;municipio;;;;;140.0;;;;;media
PE;RIBEIRÃO;municipio;;;;;;;;;;media
PE;RIO FORMOSO;municipio;;;;;;;;;;media
PE;SÃO BENEDITO DO SUL;municipio;;;;4.0;516.0;;;;;media
PE;SÃO JOSE DA COROA GRANDE;municipio;98.0;;;;;;;;;media
PE;SIRINHAEM;municipio;;;;;;;;;;media
PE;VITORIA DE SANTO ANTÃO;municipio;40.0;30.0;350.0;;;;;;;media
PR;TOTAIS;total;102625.0;124917.0;5108433.0;39807.0;48491.0;1599555.0;56941.0;68449.0;7429708.0;media
PR;CURITIBA;mesorregiao;5513.0;6509.0;196707.0;1445.0;1687.0;;2167.0;2623.0;298877.0;media
PR;ALMIRANTE T AMANDARE;microrregiao;239.0;291.0;4533.0;98.0;113.0;;170.0;184.0;12201.0;media
PR;ARAUCARIA;microrregiao;462.0;641.0;10941.0;222.0;292.0;;297.0;378.0;62697.0;media
PR;BALSA NOVA;microrregiao;111.0;129.0;4654.0;42.0;56.0;;144.0;169.0;41342.0;media
PR;BOCAIUVA DO SUL;microrregiao;512.0;573.0;5603.0;31.0;39.0;;26.0;32.0;1992.0;media
PR;CAMPINA GRANDE;microrregiao;292.0;341.0;7633.0;30.0;33.0;;68.0;76.0;4606.0;media
PR;CAMPO LARGO;microrregiao;654.0;816.0;14148.0;297.0;335.0;;608.0;792.0;69137.0;media
PR;COLOMBO;microrregiao;285.0;298.0;4405.0;53.0;56.0;;298.0;319.0;29866.0;media
PR;CONTENDA;microrregiao;522.0;725.0;80248.0;15.0;19.0;;;;485.0;media
PR;CURITIBA;microrregiao;153.0;177.0;2601.0;16.0;21.0;;100.0;111.0;13404.0;media
PR;MANDIRITUBA;microrregiao;502.0;576.0;9602.0;219.0;233.0;;156.0;199.0;22781.0;media
PR;PI RAQUARA;microrregiao;92.0;103.0;2544.0;27.0;40.0;;167.0;209.0;27522.0;media
PR;QUATRO BARRAS;microrregiao;48.0;55.0;2166.0;;11.0;;;;;media
PR;R l O BRANCO DO SUL;microrregiao;399.0;435.0;5880.0;97.0;109.0;;;;108.0;media
PR;LESTE PARANAENSE;mesorregiao;22662.0;29583.0;2106584.0;8631.0;10795.0;;13819.0;17279.0;1949906.0;media
PR;LITORAL PARANAENSE;microrregiao;80.0;82.0;3644.0;17.0;18.0;;85.0;94.0;8970.0;media
PR;ANTONINA;microrregiao;;;953.0;;;;;;;media
PR;GUARAQUEÇABA;microrregiao;12.0;12.0;610.0;;;;;;432.0;media
PR;GUARA TUBA;microrregiao;16.0;17.0;280.0;;;;;;;media
PR;MATINHOS;microrregiao;;;285.0;;;;;;500.0;media
PR;MORRETES;microrregiao;12.0;12.0;448.0;;;;80.0;87.0;808.0;media
PR;PARANAGUA;microrregiao;27.0;28.0;1068.0;;;;;;225.0;media
PR;ALTO RIBEIRA;microrregiao;685.0;709.0;8592.0;;73.0;;;;;media
PR;ADRIANOPOLIS;microrregiao;37.0;42.0;672.0;50.0;58.0;;303.0;341.0;11366.0;media
PR;CERRO AZUL;microrregiao;648.0;667.0;7920.0;15.0;15.0;;351.0;363.0;7256.0;media
PR;ALTO RIO NEGRO PARANAENSE;microrregiao;677.0;1963.0;94130.0;185.0;212.0;;1542.0;1911.0;195266.0;media
PR;AGUDOS DO SUL;microrregiao;499.0;614.0;70255.0;;;;36.0;38.0;1314.0;media
PR;PIEN;microrregiao;;;;;;;;;;media
PR;QUITANDINHA;microrregiao;275.0;315.0;5966.0;180.0;207.0;;972.0;1267.0;135612.0;media
PR;TIJUCAS DO SUL;microrregiao;451.0;484.0;6575.0;;;;35.0;38.0;2790.0;media
PR;CAMPOS DE LAPA;microrregiao;2055.0;3486.0;134096.0;636.0;785.0;;290.0;32.0;;media
PR;CAMPO DO TENENTE;microrregiao;54.0;1059.0;62746.0;13.0;13.0;;97.0;122.0;29599.0;media
PR;LAPA;microrregiao;897.0;1076.0;28656.0;404.0;503.0;;880.0;1144.0;150594.0;media
PR;PALMEIRA;microrregiao;817.0;1016.0;31433.0;164.0;198.0;;743.0;1106.0;262177.0;media
PR;PORTO AMAZONAS;microrregiao;31.0;37.0;1125.0;11.0;17.0;;12.0;15.0;2981.0;media
PR;RIO NEGRO;microrregiao;256.0;298.0;10136.0;44.0;54.0;;558.0;645.0;70177.0;media
PR;CAMPOS DE PONTA GROSSA;microrregiao;1597.0;2009.0;1410874.0;245.0;294.0;;1045.0;1300.0;235007.0;media
PR;CASTRO;microrregiao;359.0;444.0;435172.0;76.0;90.0;;403.0;488.0;99779.0;media
PR;PIRAI DO SUL;microrregiao;90.0;112.0;4591.0;32.0;40.0;;92.0;118.0;27863.0;media
PR;PONTA GROSSA;microrregiao;429.0;626.0;916416.0;59.0;78.0;;177.0;229.0;61225.0;media
PR;TELEMACO BORBA;microrregiao;35.0;39.0;2053.0;13.0;15.0;;300.0;355.0;24952.0;media
PR;TIBAGI;microrregiao;684.0;788.0;52642.0;65.0;71.0;;73.0;110.0;21188.0;media
PR;CAMPOS DE JAGUARIAIVA;microrregiao;543.0;654.0;20290.0;98.0;125.0;3705.0;118.0;32724.0;;media
PR;ARAPOTI;municipio;100.0;140.0;10990.0;29.0;37.0;1375.0;43.0;24888.0;;media
PR;.JAGUARIAIVA;municipio;206.0;235.0;3008.0;21.0;28.0;660.0;69.0;7166.0;;media
PR;SENGES;municipio;237.0;279.0;6292.0;48.0;60.0;1670.0;;670.0;;media
PR;SÃO MATEUS DO SUL;microrregiao;432.0;516.0;13679.0;1669.0;2227.0;41666.0;2498.0;227164.0;;media
PR;ANTONIO OLINTO;municipio;94.0;128.0;2672.0;42.0;55.0;420.0;937.0;65336.0;;media
PR;SÃO .JOÃO DO TRIUNFO;municipio;288.0;333.0;9073.0;128.0;169.0;3189.0;1157.0;124550.0;;media
PR;SÃO MATEUS DO SUL;municipio;50.0;55.0;1934.0;1499.0;2003.0;37057.0;404.0;37278.0;;media
PR;COLONIAL DO IRATI b;microrregiao;817.0;156649.0;2240.0;2805.0;50321.0;3348.0;4183.0;402500.0;;media
