_uf;_label;_level;estab_total;inform_forca_total;inform_animal;inform_mecanica;inform_propria;inform_alugada;inform_outra_sem_decl;confianca
GO;LESTE GOIANO;mesorregiao;;7341.0;3236.0;5721.0;4066.0;3063.0;2515.0;alta
GO;VÃO DO PARANÂ;microrregiao;;877.0;543.0;452.0;587.0;286.0;211.0;alta
GO;ALVORADA DO NORTE;municipio;;46.0;;38.0;23.0;19.0;13.0;alta
GO;DAMIANOPOL IS;municipio;;83.0;78.0;17.0;39.0;42.0;;alta
GO;FLORES DE GOIAS;municipio;;111.0;47.0;86.0;87.0;33.0;27.0;alta
GO;GALHEIROS;municipio;;27.0;;27.0;12.0;15.0;17.0;alta
GO;GUARANI DE GOIAS;municipio;;31.0;;28.0;17.0;16.0;;alta
GO;IACIARA;municipio;;43.0;17.0;35.0;29.0;16.0;15.0;alta
GO;MAMBAI;municipio;;146.0;111.0;49.0;89.0;37.0;53.0;alta
GO;POSSE;municipio;;122.0;64.0;76.0;80.0;42.0;41.0;alta
GO;SÃO DOMINGOS;municipio;;52.0;;50.0;33.0;27.0;24.0;alta
GO;SITIO O'ABADIA;municipio;;216.0;202.0;46.0;178.0;39.0;12.0;alta
GO;ENTORNO DE BRASILIA;microrregiao;;6464.0;2693.0;5269.0;3479.0;2777.0;2304.0;alta
GO;ABAOIANIA;municipio;;427.0;247.0;277.0;244.0;;238.0;alta
GO;ALEXANIA;municipio;;239.0;153.0;146.0;170.0;90.0;39.0;alta
GO;CA BECE IRAS;municipio;;364.0;209.0;252.0;219.0;97.0;188.0;alta
GO;CORUMBA DE GOIAS;municipio;;739.0;372.0;504.0;475.0;340.0;105.0;alta
GO;CRISTALINA;municipio;;557.0;142.0;526.0;351.0;99.0;302.0;alta
GO;FORMOSA;municipio;;589.0;255.0;493.0;335.0;200.0;315.0;alta
GO;LUZIANIA;municipio;;951.0;183.0;895.0;337.0;648.0;218.0;alta
GO;PADRE BERNARDO;municipio;;423.0;148.0;395.0;211.0;183.0;145.0;alta
GO;PIRENOPOLIS;municipio;;1580.0;742.0;1313.0;756.0;847.0;598.0;alta
GO;PLANALTINA;municipio;;259.0;93.0;206.0;198.0;71.0;43.0;alta
GO;SANTO ANTONIO;municipio;;336.0;149.0;262.0;183.0;198.0;113.0;alta
GO;SUL GOIANO;mesorregiao;;27701.0;7603.0;25646.0;15747.0;3848.0;17142.0;alta
GO;SUDOESTE OE GOIAS;microrregiao;;5973.0;375.0;5851.0;3551.0;979.0;3347.0;alta
GO;APORE;municipio;;217.0;;216.0;182.0;41.0;53.0;alta
GO;CAIAPONIA;municipio;;689.0;34.0;672.0;261.0;146.0;482.0;alta
GO;OOVERLANDIA;municipio;;259.0;;258.0;115.0;21.0;180.0;alta
GO;JATAI;municipio;;1047.0;48.0;1030.0;596.0;343.0;552.0;alta
GO;MAURILANOIA;municipio;;189.0;32.0;172.0;148.0;30.0;90.0;alta
GO;MINEIROS;municipio;;491.0;27.0;477.0;302.0;64.0;218.0;alta
GO;PORTELANOIA;municipio;;115.0;;113.0;77.0;14.0;42.0;alta
GO;RIO VERDE;municipio;;2080.0;131.0;2047.0;1327.0;243.0;1210.0;alta
GO;SANTA HELENA DE GOIAS;municipio;;567.0;48.0;554.0;303.0;45.0;379.0;alta
GO;SANTA RITA DO ARAGUAIA;municipio;;52.0;;50.0;37.0;12.0;12.0;alta
GO;YALE DO RIO DOS BOIS;microrregiao;;4476.0;1278.0;4341.0;2431.0;253.0;3350.0;alta
GO;ACREUNA;municipio;;423.0;19.0;413.0;335.0;24.0;176.0;alta
GO;CAMPESTRE DE GOIAS;municipio;;121.0;70.0;107.0;75.0;67.0;83.0;alta
GO;EDEIA;municipio;;671.0;84.0;659.0;344.0;37.0;468.0;alta
GO;INDIARA;municipio;;505.0;100.0;501.0;225.0;18.0;428.0;alta
GO;JANDAIA;municipio;;329.0;228.0;321.0;230.0;;294.0;alta
GO;PALMEIRAS DE GOIAS;municipio;;1182.0;459.0;1120.0;582.0;55.0;945.0;alta
GO;PALMINOPOLIS;municipio;;324.0;161.0;318.0;170.0;13.0;297.0;alta
GO;PARAUNA;municipio;;727.0;31.0;720.0;356.0;28.0;504.0;alta
GO;YAR JÃO;municipio;;196.0;126.0;182.0;114.0;;155.0;alta
GO;MEIA PONTE;microrregiao;;7621.0;2205.0;7227.0;4483.0;1112.0;4795.0;alta
GO;AGUA LIMPA;municipio;;73.0;43.0;52.0;46.0;;45.0;alta
GO;ALOANDIA;municipio;;134.0;;134.0;13.0;;131.0;alta
GO;BOM .JESUS DE GOIAS;municipio;;466.0;12.0;465.0;381.0;83.0;288.0;alta
GO;BURITI ALEGRE;municipio;;254.0;151.0;175.0;202.0;85.0;79.0;alta
GO;CACHOEIRA DOURADA;municipio;;243.0;119.0;229.0;174.0;38.0;62.0;alta
GO;CALDAS NOVAS;municipio;647.0;515.0;247.0;206.0;91.0;394.0;;alta
GO;CROMINIA;municipio;;167.0;91.0;161.0;96.0;;148.0;alta
GO;GOIATUBA;municipio;;761.0;118.0;737.0;530.0;92.0;283.0;alta
GO;ITUMBIARA;municipio;;1196.0;263.0;1145.0;843.0;233.0;582.0;alta
GO;JOVIANIA;municipio;;180.0;19.0;168.0;131.0;54.0;74.0;alta
GO;MAIRIPOTABA;municipio;;211.0;108.0;188.0;105.0;27.0;132.0;alta
GO;MARZAGÃO;municipio;;41.0;;40.0;;;35.0;alta
GO;MORRINHOS;municipio;;1335.0;717.0;1238.0;866.0;118.0;1057.0;alta
GO;PANAMA;municipio;;241.0;73.0;239.0;151.0;32.0;145.0;alta
GO;PI RACANJUBA;municipio;;1145.0;72.0;1123.0;327.0;195.0;914.0;alta
GO;PONTALINA;municipio;;492.0;148.0;472.0;274.0;26.0;332.0;alta
GO;YICENTINOPOLIS;municipio;;167.0;19.0;161.0;130.0;15.0;94.0;alta
GO;PIRES DO RIO;microrregiao;;3573.0;1504.0;3044.0;1670.0;357.0;2477.0;alta
GO;CRISTIANOPOLIS;municipio;;;69.0;97.0;74.0;26.0;62.0;alta
GO;ORIZONA;municipio;;969.0;395.0;837.0;433.0;96.0;701.0;alta
GO;PALME LO;municipio;52.0;31.0;27.0;29.0;;;;alta
GO;PIRES DO RIO;municipio;;419.0;150.0;388.0;150.0;92.0;293.0;alta
GO;SANTA CRUZ DE GOIAS;municipio;;367.0;116.0;351.0;132.0;16.0;325.0;alta
GO;SILVANIA;municipio;;1079.0;408.0;862.0;528.0;45.0;674.0;alta
GO;URUTAI;municipio;;264.0;152.0;255.0;124.0;32.0;235.0;alta
GO;YIANOPOLIS;municipio;;329.0;187.0;243.0;200.0;44.0;185.0;alta
GO;CATALÃO;microrregiao;;3421.0;1705.0;2675.0;1881.0;638.0;1973.0;alta
GO;ANHANGUERA;municipio;;13.0;10.0;10.0;;;10.0;alta
GO;CAMPO ALEGRE OE GOIAS;municipio;;264.0;147.0;192.0;192.0;15.0;126.0;alta
GO;CATALÃO;municipio;;1142.0;636.0;842.0;678.0;353.0;527.0;alta
GO;CORUMBAIBA;municipio;;369.0;114.0;338.0;149.0;94.0;270.0;alta
GO;CUMARI;municipio;;199.0;130.0;158.0;104.0;59.0;12.0;alta
GO;DAVINOPOLIS;municipio;;201.0;178.0;69.0;150.0;33.0;71.0;alta
GO;GOIANDIRA;municipio;;235.0;88.0;233.0;91.0;;214.0;alta
GO;IPAMERI;municipio;;667.0;241.0;634.0;373.0;16.0;492.0;alta
GO;NOVA AURORA;municipio;;109.0;24.0;101.0;29.0;26.0;70.0;alta
GO;OUVIDOR;municipio;;51.0;36.0;20.0;43.0;;14.0;alta
GO;TRES RANCHOS;municipio;;151.0;101.0;78.0;63.0;33.0;67.0;alta
GO;QUIRINOPOLIS;microrregiao;;2635.0;536.0;2508.0;1731.0;509.0;1200.0;alta
GO;CACHOEIRA ALTA;municipio;;347.0;60.0;317.0;186.0;134.0;165.0;alta
GO;CAÇU;municipio;;321.0;163.0;279.0;248.0;19.0;173.0;alta
MS;TOTAIS;total;54631.0;34325.0;13738.0;28253.0;24844.0;5298.0;14135.0;alta
MS;ANASTACIO;microrregiao;901.0;582.0;74.0;540.0;390.0;55.0;204.0;alta
MS;BANDEIRANTES;microrregiao;405.0;202.0;16.0;198.0;138.0;64.0;46.0;alta
MS;CORGUINHO;microrregiao;396.0;247.0;10.0;243.0;145.0;23.0;136.0;alta
MS;JARAGUARI;microrregiao;486.0;326.0;13.0;320.0;195.0;107.0;64.0;alta
MS;RIO NEGRO;microrregiao;355.0;152.0;37.0;134.0;63.0;73.0;50.0;alta
MS;ROCHEDO;microrregiao;301.0;237.0;12.0;232.0;146.0;40.0;98.0;alta
MS;TERENOS;microrregiao;626.0;503.0;140.0;486.0;385.0;189.0;96.0;alta
MS;PLANALTO MATOGROSSENSE;microrregiao;25079.0;16818.0;9006.0;12664.0;12864.0;2669.0;1201.0;alta
MS;DOURADOS;microrregiao;12345.0;9533.0;3475.0;8687.0;6766.0;1585.0;4946.0;alta
MS;ARAL MOREIRA;microrregiao;546.0;401.0;57.0;380.0;307.0;189.0;;alta
MS;CAARAPO;microrregiao;1681.0;920.0;299.0;831.0;624.0;214.0;384.0;alta
MS;DOURADINA;microrregiao;660.0;526.0;254.0;497.0;305.0;182.0;294.0;alta
MS;DOURADOS;microrregiao;2619.0;2075.0;353.0;1989.0;1256.0;197.0;1443.0;alta
MS;FATIMA DO SUL;microrregiao;2595.0;2317.0;1858.0;1739.0;405.0;1469.0;;alta
MS;ITAPORÃ;microrregiao;1082.0;991.0;340.0;922.0;604.0;177.0;575.0;alta
MS;MARACAJU;microrregiao;658.0;554.0;22.0;547.0;489.0;83.0;106.0;alta
MS;PONTA PORÁ;microrregiao;1009.0;661.0;150.0;603.0;555.0;2.0;153.0;alta
MS;RIO BRILHANTE';microrregiao;802.0;589.0;44.0;576.0;466.0;94.0;211.0;alta
MS;SIDROLANDIA;microrregiao;693.0;499.0;43.0;484.0;421.0;71.0;122.0;alta
MS;IGUATEMI;microrregiao;12734.0;7285.0;5531.0;3977.0;6098.0;1084.0;2255.0;alta
MS;AMAMBAI;microrregiao;1945.0;770.0;192.0;693.0;523.0;56.0;396.0;alta
MS;ANGELICA;microrregiao;830.0;472.0;381.0;237.0;404.0;94.0;108.0;alta
MS;DEOOAPOLI S;microrregiao;1384.0;1113.0;971.0;781.0;926.0;312.0;503.0;alta
MS;ELDORADO;microrregiao;877.0;561.0;512.0;97.0;475.0;25.0;104.0;alta
MS;GLORIA DE DOURADOS;microrregiao;1015.0;804.0;710.0;467.0;667.0;247.0;267.0;alta
MS;IGUATEMI;microrregiao;486.0;207.0;78.0;167.0;168.0;34.0;51.0;alta
MS;ITAQUIRAI;microrregiao;541.0;210.0;119.0;128.0;176.0;25.0;41.0;alta
MS;IVINHEMA;microrregiao;1775.0;970.0;875.0;218.0;883.0;85.0;84.0;alta
MS;JATEI;microrregiao;491.0;241.0;176.0;16.0;215.0;37.0;33.0;alta
MS;MUNDO NOVO;microrregiao;1644.0;117.0;1011.0;584.0;1005.0;34.0;439.0;alta
MS;NAVIRAI;microrregiao;683.0;335.0;138.0;285.0;252.0;53.0;147.0;alta
MS;SETE QUEDAS;microrregiao;801.0;400.0;348.0;128.0;341.0;54.0;;alta
MS;TACURU;microrregiao;262.0;;;;;;;alta
MS;PANTANAL;microrregiao;7897.0;3590.0;931.0;3074.0;2221.0;489.0;1559.0;alta
MS;PANTANAIS;microrregiao;3756.0;1592.0;460.0;1364.0;984.0;170.0;703.0;alta
MS;AQUIOAUANA;microrregiao;1117.0;456.0;44.0;431.0;213.0;65.0;235.0;alta
MS;CORUMBA;microrregiao;1134.0;309.0;124.0;262.0;284.0;;46.0;alta
MS;LAOARIO;microrregiao;89.0;10.0;;10.0;10.0;;;alta
MS;MIRANDA;microrregiao;924.0;610.0;220.0;491.0;293.0;71.0;372.0;alta
MS;PORTO MURTINHO;microrregiao;492.0;207.0;71.0;170.0;184.0;31.0;50.0;alta
MS;BOOOQUENA;microrregiao;4.0;1998.0;471.0;1710.0;237.0;319.0;856.0;alta
MS;ANTONIO JOÃO;microrregiao;329.0;151.0;48.0;123.0;77.0;21.0;91.0;alta
MS;BELA VISTA;microrregiao;397.0;164.0;26.0;160.0;110.0;48.0;36.0;alta
MS;PLANALTO LESTE MATOGROSSENSE;mesorregiao;;16954.0;;3428.0;9778.0;;7782.0;alta
MS;ALTO TAQUARI;microrregiao;;4607.0;;406.0;2240.0;;1838.0;alta
MS;CAMAPUÃ;municipio;;1226.0;;78.0;704.0;;499.0;alta
MS;COXIM;municipio;;421.0;;223.0;536.0;;524.0;alta
MS;PEDRO GOMES;municipio;;663.0;;15.0;319.0;;239.0;alta
MS;RIO VERDE DE MATO GROSSO;municipio;712.0;381.0;81.0;343.0;282.0;115.0;95.0;alta
MS;SÃO GABRIEL DO OESTE;municipio;;585.0;;;338.0;;294.0;alta
MS;PARANAIBA;microrregiao;;6012.0;;931.0;3841.0;;2442.0;alta
MS;APARECIDA DO TABOAOO;municipio;;834.0;;200.0;484.0;;378.0;alta
MS;CASSILANDIA;municipio;;857.0;;67.0;523.0;;334.0;alta
MS;COSTA RICA;municipio;;759.0;;178.0;462.0;;373.0;alta
MS;INOCENCIA;municipio;;752.0;;90.0;449.0;;308.0;alta
MS;PARANAIBA;municipio;;2460.0;;328.0;1703.0;;855.0;alta
MS;SELVIRIA;municipio;350.0;243.0;68.0;194.0;38.0;73.0;;alta
MS;TRES LAGOAS;microrregiao;;3272.0;;685.0;2027.0;;1818.0;alta
MS;AGUA CLARA;municipio;;400.0;;44.0;291.0;;235.0;alta
MS;BRASILANDIA;municipio;;1055.0;;271.0;613.0;;534.0;alta
MS;RIBAS DO RIO PARDO;municipio;;598.0;;153.0;382.0;;397.0;alta
MS;TRES LAGOAS;municipio;;1219.0;;217.0;741.0;;652.0;alta
MS;NOVA ANDRADINA;microrregiao;;3063.0;;1406.0;1670.0;;1684.0;alta
MS;ANAURILANDIA;municipio;;443.0;;113.0;292.0;;277.0;alta
MS;BATAGUASSU;municipio;;637.0;;168.0;244.0;;217.0;alta
MS;BATAIPORÃ;municipio;;638.0;;337.0;316.0;;333.0;alta
MS;NOVA ANDRADINA;municipio;;573.0;;183.0;324.0;;334.0;alta
MS;T AQUARUSSU;municipio;;772.0;;605.0;494.0;;523.0;alta
MT;TOTAIS;total;77921.0;17802.0;6434.0;13572.0;13235.0;4490.0;4841.0;alta
MT;NORTE OE MATO GROSSO;mesorregiao;34675.0;6715.0;1686.0;5552.0;5018.0;1540.0;1791.0;alta
MT;NORTE MATOGROSSENSE;microrregiao;17450.0;2629.0;1245.0;1702.0;1971.0;517.0;720.0;alta
MT;ALTA FLORESTA;municipio;3070.0;300.0;150.0;198.0;252.0;47.0;62.0;alta
MT;ARIPUANÃ;municipio;944.0;34.0;21.0;16.0;31.0;;;alta
MT;COLIDER;municipio;6303.0;1028.0;778.0;372.0;848.0;229.0;132.0;alta
MT;JUARA;municipio;1402.0;87.0;54.0;46.0;75.0;11.0;;alta
MT;JUINA;municipio;2689.0;107.0;63.0;77.0;86.0;41.0;22.0;alta
MT;PORTO DOS GAUCHOS;municipio;723.0;82.0;30.0;63.0;69.0;20.0;;alta
MT;SÃO JOSE DO RIO CLARO;municipio;614.0;241.0;79.0;202.0;197.0;63.0;60.0;alta
MT;SINOP;municipio;1705.0;750.0;70.0;728.0;413.0;106.0;427.0;alta
MT;NORTE ARAGUAIA;microrregiao;3387.0;468.0;126.0;384.0;344.0;153.0;94.0;alta
MT;LUCIARA;municipio;750.0;129.0;33.0;101.0;109.0;23.0;13.0;alta
MT;SANTA TEREZINHA;municipio;1617.0;141.0;55.0;106.0;101.0;55.0;26.0;alta
MT;SÃO FELIX DO ARAGUAIA;municipio;1020.0;198.0;38.0;177.0;134.0;75.0;55.0;alta
MT;PARECIS-AL TO TELES PIRES;microrregiao;2154.0;1308.0;35.0;1303.0;978.0;298.0;325.0;alta
MT;DIAMANTINO;municipio;1281.0;772.0;10.0;771.0;633.0;200.0;135.0;alta
MT;NOBRES;municipio;873.0;536.0;25.0;532.0;345.0;98.0;190.0;alta
MT;MEDIO ARAGUAIA;microrregiao;11684.0;2310.0;280.0;2163.0;1725.0;572.0;652.0;alta
MT;AGUA BOA;municipio;751.0;328.0;62.0;312.0;244.0;101.0;64.0;alta
MT;BARRA DO GARÇAS;municipio;2593.0;512.0;72.0;459.0;444.0;74.0;114.0;alta
MT;CANARANA;municipio;2206.0;644.0;15.0;638.0;485.0;135.0;216.0;alta
MT;NOVA BRASILANOIA;municipio;855.0;91.0;;86.0;74.0;23.0;;alta
MT;NOVA XAVANTINA;municipio;4193.0;488.0;108.0;428.0;286.0;175.0;189.0;alta
MT;PARANAT I NGA;municipio;1086.0;247.0;15.0;240.0;190.0;64.0;61.0;alta
MT;CUIASA;mesorregiao;10618.0;1154.0;215.0;1014.0;920.0;252.0;264.0;alta
MT;ACORIZAL;municipio;992.0;69.0;14.0;66.0;47.0;30.0;28.0;alta
MT;CHAPADA DOS GUIMARÃES;municipio;809.0;95.0;45.0;59.0;82.0;;18.0;alta
MT;NOSSA SENHORA;municipio;1913.0;64.0;12.0;57.0;54.0;10.0;19.0;alta
MT;ROSARIO OESTE;municipio;1943.0;221.0;34.0;203.0;63.0;57.0;;alta
MT;SANTO ANTONIO DO LEVERGER;municipio;2014.0;187.0;57.0;145.0;149.0;24.0;40.0;alta
MT;VARZEA GRANDE;municipio;361.0;37.0;18.0;21.0;24.0;10.0;6.0;alta
MT;SUDESTE DE MATO GROSSO;mesorregiao;10683.0;4576.0;1443.0;3997.0;3097.0;1526.0;1684.0;alta
MT;RONDONOPOLIS;microrregiao;801.0;3529.0;1264.0;3052.0;2348.0;1273.0;1283.0;alta
MT;ALTO ARAGUAIA;municipio;732.0;239.0;;235.0;211.0;18.0;41.0;alta
MT;ALTO GARÇAS;municipio;331.0;133.0;;133.0;124.0;17.0;17.0;alta
MT;DOM AQUINO;municipio;525.0;339.0;132.0;300.0;228.0;168.0;179.0;alta
MT;ITIQUIRA;municipio;451.0;289.0;27.0;286.0;239.0;89.0;77.0;alta
MT;.JACIARA;municipio;505.0;336.0;77.0;305.0;164.0;115.0;119.0;alta
MT;.JUSCIMEIRA;municipio;827.0;460.0;238.0;384.0;295.0;205.0;142.0;alta
MT;PEDRA PRETA;municipio;1341.0;582.0;219.0;442.0;322.0;236.0;169.0;alta
MT;RONDONOPOLIS;municipio;2089.0;1151.0;565.0;967.0;765.0;425.0;539.0;alta
MT;SUDOESTE DE MATO GROSSO;mesorregiao;;21945.0;;3090.0;3009.0;4200.0;1172.0;alta
MT;ALTO GUAPORE;microrregiao;;2234.0;;78.0;211.0;207.0;56.0;alta
MT;PONTES E LACERDA;municipio;;1227.0;;54.0;101.0;105.0;39.0;alta
MT;VILA BELA SANTISSIMA TRINDADE;municipio;1007.0;120.0;24.0;110.0;102.0;17.0;37.0;alta
MT;ALTO PARAGUAI;microrregiao;;2262.0;;45.0;242.0;174.0;80.0;alta
MT;ALTO PARAGUAI;municipio;;1064.0;;;43.0;30.0;10.0;alta
MT;ARENAPOLIS;municipio;;1004.0;;39.0;147.0;98.0;69.0;alta
MT;NORTELANDIA;municipio;;194.0;;3.0;52.0;46.0;;alta
MT;PARAGUAI-JAURU;microrregiao;;11278.0;;2379.0;1599.0;2722.0;712.0;alta
MT;ARAPUT ANGA;municipio;;1027.0;;61.0;61.0;85.0;18.0;alta
MT;BARRA DO BUGRES;municipio;;902.0;;43.0;222.0;157.0;101.0;alta
MT;DENISE;municipio;;325.0;;25.0;93.0;76.0;20.0;alta
MT;JAURU;municipio;;1229.0;;116.0;38.0;131.0;10.0;alta
MT;MIRASSOL D' OESTE;municipio;;1282.0;;687.0;401.0;709.0;189.0;alta
MT;SALTO DO CEU;municipio;;1119.0;;283.0;103.0;280.0;70.0;alta
MT;SÃO JOSE DOS QUATRO MARCOS;municipio;1722.0;622.0;573.0;161.0;537.0;59.0;135.0;alta
MT;TANGARA DA SERRA;municipio;;2337.0;;401.0;445.0;547.0;214.0;alta
MT;ALTO PANTANAL;microrregiao;;6171.0;;588.0;957.0;1097.0;324.0;alta
MT;BARÃO DE MELGAÇO;municipio;;1038.0;;24.0;33.0;38.0;;alta
MT;CACERES;municipio;;4013.0;;529.0;731.0;912.0;247.0;alta
MT;POCONE;municipio;;1120.0;;35.0;193.0;147.0;72.0;alta
PA;TOTAIS;total;253222.0;9446.0;6906.0;3196.0;7314.0;574.0;2895.0;media
PA;HILEIA PARAENSE;mesorregiao;78004.0;1399.0;995.0;522.0;946.0;153.0;636.0;media
PA;MEDI O AMAZONAS PARAENSE;microrregiao;;616.0;511.0;142.0;467.0;63.0;253.0;media
PA;ALENQUER;municipio;5353.0;218.0;203.0;17.0;200.0;;92.0;media
PA;FARO;municipio;225.0;;;;;;;media
PA;JURUTI;municipio;3699.0;15.0;;;;;10.0;media
PA;MONTE ALEGRE;municipio;4024.0;72.0;60.0;14.0;55.0;;33.0;media
PA;OBIDOS;municipio;3537.0;29.0;24.0;;21.0;;19.0;media
PA;ORIXIMINA;municipio;3262.0;12.0;;;;;10.0;media
PA;SANTAREM;municipio;5076.0;266.0;204.0;93.0;176.0;45.0;87.0;media
PA;TAPAJOS;microrregiao;8703.0;99.0;78.0;27.0;46.0;;53.0;media
PA;AVEIRO;municipio;2917.0;40.0;32.0;;29.0;;10.0;media
PA;ITAITUBA;municipio;5786.0;59.0;46.0;16.0;17.0;;43.0;media
PA;BAIXO AMAZONAS;microrregiao;12940.0;239.0;152.0;102.0;133.0;18.0;8.0;media
PA;ALMEIRIM;municipio;2199.0;55.0;48.0;;;;54.0;media
PA;PORTO DE MOZ;municipio;1873.0;;;;;;;media
PA;PRAINHA;municipio;8868.0;183.0;104.0;94.0;131.0;16.0;63.0;media
PA;XINGU;microrregiao;3404.0;78.0;51.0;33.0;63.0;10.0;26.0;media
PA;ALTAMIRA;municipio;2029.0;68.0;43.0;30.0;56.0;;20.0;media
PA;SÃO FEL IX;municipio;1375.0;10.0;;;;;;media
PA;ARAGUAIA PARAENSE;microrregiao;16781.0;367.0;203.0;218.0;237.0;56.0;186.0;media
PA;CONCEIÇÃO DO ARAGUAIA;municipio;3889.0;97.0;59.0;54.0;70.0;32.0;44.0;media
PA;REDENÇÃO;municipio;2283.0;95.0;43.0;61.0;48.0;12.0;62.0;media
PA;RIO MARIA;municipio;2215.0;38.0;13.0;34.0;22.0;;27.0;media
PA;SANTANA DO ARAGUAIA;municipio;1625.0;66.0;30.0;49.0;34.0;;42.0;media
PA;XINGUARA;municipio;6769.0;71.0;58.0;20.0;63.0;;;media
PA;LESTE PARAENSE;mesorregiao;73582.0;7980.0;5892.0;2619.0;6309.0;416.0;2249.0;media
PA;FUROS;microrregiao;26325.0;69.0;56.0;17.0;59.0;;16.0;media
PA;AFUA;municipio;2699.0;;;;;;;media
PA;ANAJAS;municipio;2037.0;;;;;;;media
PA;BREVES;municipio;7069.0;21.0;21.0;;20.0;;;media
PA;CURRALINHO;municipio;1742.0;;;;;;;media
PA;GURUPA;municipio;2128.0;;;;;;;media
PA;MELGAÇO;municipio;1982.0;;;;;;;media
PA;PORTEL;municipio;6493.0;36.0;29.0;;31.0;3.0;;media
PA;SÂO SEBASTIÃO DA BOA VISTA;municipio;1515.0;;;;;;;media
PA;SENADOR JOSE PORFIRIO;municipio;660.0;;;;;;;media
PA;CAMPOS DE MARAJO;microrregiao;8738.0;232.0;202.0;82.0;222.0;;49.0;media
PA;CACHOE l RA DO ARAR I;municipio;498.0;25.0;19.0;15.0;23.0;;;media
PA;CHAVa;municipio;1901.0;130.0;129.0;15.0;128.0;;19.0;media
PA;MUANA;municipio;2943.0;;;;;;;media
PA;PONTA DE PEDRAS;municipio;1548.0;17.0;14.0;;15.0;;;media
PA;SALVATERRA;municipio;1471.0;25.0;13.0;16.0;21.0;;;media
PA;SANTA CRUZ DO ARAR(;municipio;128.0;;;;;;;media
PA;SOURE;municipio;249.0;25.0;19.0;21.0;25.0;;;media
PA;BAIXO TOCANTINS;mesorregiao;;;173.0;730.0;28.0;228.0;;media
PA;ABAETETUBA;microrregiao;;;24.0;53.0;;11.0;;media
PA;BAGRE;microrregiao;;;;;;;;media
PA;BAIÃO;microrregiao;;;;10.0;;;;media
PA;BARCARENA;microrregiao;;;;69.0;;;;media
PA;CAMETA;microrregiao;;;28.0;45.0;;26.0;;media
PA;IGARAPE-MIRI;microrregiao;;;13.0;19.0;;24.0;;media
PA;LIMOEIRO DO AJURU;microrregiao;;;;;;;;media
PA;MOCAJUBA;microrregiao;;;;;;;;media
PA;MOJU;microrregiao;;;11.0;520.0;15.0;135.0;;media
PA;OEIRAS DO PARA;microrregiao;;;14.0;;;;;media
PA;MARABA;mesorregiao;;;166.0;154.0;50.0;99.0;;media
PA;ITUPIRANGA;microrregiao;;;;24.0;;;;media
PA;JACUNOA;microrregiao;;;;12.0;;;;media
PA;MARABA;microrregiao;;;139.0;67.0;45.0;73.0;;media
PA;SÃO JOÃO DO ARAGUAIA;microrregiao;;;12.0;36.0;;;;media
PA;TUCURUI;microrregiao;;;12.0;15.0;;;;media
PA;TOME-AÇU;mesorregiao;;;300.0;455.0;59.0;184.0;;media
PA;ACARA;microrregiao;;;90.0;250.0;29.0;113.0;;media
PA;TOME-AÇU;microrregiao;;;210.0;205.0;30.0;71.0;;media
PA;GUAJARINA;mesorregiao;;;947.0;2283.0;94.0;1131.0;;media
PA;BUJARU;microrregiao;;;205.0;880.0;15.0;688.0;;media
PA;CAPITÃO POÇO;microrregiao;;;97.0;73.0;;15.0;;media
PA;IRITUIA;microrregiao;;;34.0;116.0;;93.0;;media
PA;OUREM;microrregiao;;;50.0;153.0;;123.0;;media
PA;PARAGOMINAS;microrregiao;;;447.0;404.0;33.0;81.0;;media
PA;RONDON DO PARA;microrregiao;;;32.0;520.0;;74.0;;media
PA;SÃO DOMINGOS;microrregiao;;;82.0;137.0;;57.0;;media
PA;SALGADO;mesorregiao;;;157.0;287.0;19.0;37.0;;media
PA;COLARES;microrregiao;;;;;;;;media
PA;MAGALHÃES BARATA;microrregiao;;;;;;;;media
PA;MARACANÃ;microrregiao;;;25.0;26.0;;;;media
PA;MARAPANIM;microrregiao;;;14.0;28.0;;;;media
PA;SALINOPOLIS;microrregiao;;;;;;;;media
PA;SAN TAREM NOVO;microrregiao;;;14.0;19.0;;;;media
PA;SANTO ANTONIO;microrregiao;;;41.0;42.0;;;;media
PA;SÃO CAETANO OE ODIVELAS;microrregiao;;;10.0;90.0;;;;media
PA;VIGIA;microrregiao;;;10.0;13.0;;;;media
PA;BRAGANTINA;mesorregiao;;;766.0;1173.0;153.0;307.0;;media
PA;AUGUSTO CORREA;microrregiao;;;;51.0;;48.0;;media
PA;BONITO;microrregiao;;;24.0;;;;;media
PA;BRAGANÇA g;microrregiao;;;62.0;4.0;20.0;27.0;;media
PA;CAPANEMA;microrregiao;;;63.0;66.0;40.0;12.0;;media
PA;CASTANHAL;microrregiao;;;124.0;183.0;15.0;20.0;;media
PA;IGARAPE-AÇU;microrregiao;;;105.0;121.0;45.0;37.0;;media
PA;INHANGAPI;microrregiao;;;26.0;84.0;;;;media
PA;NOVA íIMBOlEUA;microrregiao;;;20.0;22.0;;;;media
PA;PEIXE-BOI;microrregiao;;;20.0;24.0;;;;media
PB;TOTAIS;total;203277.0;56493.0;48368.0;22762.0;30298.0;22301.0;11719.0;media
PB;SERTÃO PARAIBANO;mesorregiao;112974.0;43743.0;40211.0;15896.0;6297.0;9000.0;;media
PB;CATOLE DO ROCHA;microrregiao;5018.0;3680.0;3535.0;1032.0;2533.0;912.0;36.0;media
PB;SELEM;municipio;389.0;257.0;228.0;135.0;212.0;120.0;19.0;media
