_uf;_label;_level;estab_proprietario;area_ha_proprietario;estab_arrendatario;area_ha_arrendatario;estab_parceiro;area_ha_parceiro;estab_ocupante;area_ha_ocupante;confianca
PB;BANANEIRAS;municipio;23370.0;735.0;253.0;541.0;1712.0;2288.0;;;media
PB;BORBOREMA;municipio;2738.0;83.0;11.0;22.0;83.0;162.0;;;media
PB;PILÕES;municipio;642.0;2401.0;;;54.0;432.0;;;media
PB;PIRPIRITUBA;municipio;626.0;56.0;2.0;;201.0;531.0;;;media
PB;SÃO SEBASTIÃO DE LAGOA DE ROÇA;municipio;493.0;77.0;164.0;250.0;223.0;300.0;;;media
PB;SERRARIA;municipio;639.0;716.0;25.0;54.0;48.0;96.0;;;media
PB;AGRO-PASTORIL DO BAIXO PARAIBA;microrregiao;127760.0;12596.0;44.0;228.0;2023.0;4750.0;;;alta
PB;CALDAS BRANDÃO;municipio;2687.0;240.0;;;23.0;42.0;;;media
PB;ITABAIANA;municipio;16280.0;1232.0;;;124.0;497.0;;;media
PB;JURIPIRANGA;municipio;7586.0;2019.0;19.0;59.0;218.0;413.0;;;media
PB;.JOÃO PESSOA;mesorregiao;7834.0;3019.0;17956.0;;29.0;162.0;6547.0;13026.0;alta
PB;LITORAL PARAIBANO;microrregiao;7834.0;3019.0;17956.0;;29.0;162.0;6547.0;13026.0;alta
PB;ALHANDRA;municipio;240.0;30.0;321.0;;;;347.0;1670.0;media
PB;BAIA DA TRAIÇÃO;municipio;;;;;;;560.0;987.0;media
PB;BAYEUX;municipio;30.0;;;;;;14.0;;media
PB;CAAPORÃ;municipio;200.0;20.0;284.0;;;;345.0;879.0;media
PB;CABEOELO;municipio;24.0;;;;;;;;media
PB;CONDE;municipio;230.0;233.0;2388.0;;;65.0;136.0;368.0;media
PB;CRUZ DO ESPIRITO SANTO;municipio;149.0;182.0;1012.0;;;;456.0;523.0;media
PB;ITAPOROROCA;municipio;988.0;285.0;859.0;;;;823.0;1808.0;media
PB;JACARAU;municipio;2199.0;23567.0;320.0;416.0;1122.0;1461.0;;;media
PB;JOÃO PESSOA;municipio;203.0;65.0;167.0;;;;39.0;75.0;media
PB;LUCENA;municipio;81.0;52.0;1066.0;;;;;;media
PB;MAMANGUAPE;municipio;2189.0;295.0;609.0;;19.0;83.0;784.0;1812.0;media
PB;MATARACA;municipio;131.0;22.0;26.0;;;;32.0;30.0;media
PB;PEDRAS DE FOQO;municipio;487.0;890.0;6436.0;;;;292.0;911.0;media
PB;RIO TINTO;municipio;367.0;391.0;1377.0;;;;954.0;1198.0;media
PB;SANTA RITA;municipio;179.0;194.0;2831.0;;;;542.0;671.0;media
PE;TOTAIS;total;220518.0;5966789.0;33765.0;281705.0;18311.0;67530.0;83447.0;383895.0;media
PE;SERTÃO PERNAMBUCANO;mesorregiao;72450.0;3412201.0;5178.0;27173.0;13869.0;55441.0;30828.0;241552.0;media
PE;ARARIPINA;microrregiao;16568.0;730752.0;356.0;8853.0;827.0;3666.0;9933.0;57346.0;media
PE;ARARIPINA;municipio;3492.0;116231.0;324.0;780.0;156.0;651.0;2817.0;11257.0;media
PE;BODOCO;municipio;2070.0;89508.0;234.0;679.0;60.0;396.0;1044.0;4586.0;media
PE;GRANITO;municipio;356.0;34576.0;13.0;145.0;40.0;264.0;57.0;594.0;media
PE;IPUBI;municipio;1622.0;54776.0;322.0;795.0;141.0;425.0;779.0;2984.0;media
PE;OURICURI;municipio;6010.0;262822.0;38.0;303.0;66.0;502.0;3254.0;27768.0;media
PE;SITIO DOS MORE IRAS;municipio;831.0;44398.0;160.0;550.0;120.0;435.0;290.0;1950.0;media
PE;TRINDADE;municipio;428.0;11200.0;141.0;472.0;16.0;85.0;377.0;717.0;media
PE;SALGUEIRO;microrregiao;6911.0;549246.0;555.0;4540.0;3173.0;11841.0;4752.0;47723.0;alta
PE;CEDRO;municipio;385.0;9376.0;106.0;353.0;259.0;922.0;194.0;1122.0;alta
PE;MIRANDIBA;municipio;596.0;51437.0;11.0;217.0;532.0;2026.0;647.0;3349.0;alta
PE;PARNAMIRIM;municipio;955.0;165563.0;21.0;372.0;219.0;844.0;981.0;16438.0;alta
PE;SALGUEIRO;municipio;1323.0;95750.0;69.0;593.0;121.0;480.0;661.0;7111.0;alta
PE;SÃO .JOSE DO BELMONTE;municipio;1407.0;78491.0;158.0;873.0;946.0;3760.0;1011.0;6576.0;alta
PE;SERRITA;municipio;1427.0;91798.0;124.0;1812.0;704.0;2669.0;840.0;8900.0;alta
PE;TERRA NOVA;municipio;231.0;22620.0;31.0;174.0;;38.0;69.0;1576.0;alta
PE;VERDEJANTE;municipio;587.0;34206.0;35.0;143.0;389.0;1098.0;349.0;2646.0;alta
PE;SERTÃO PERNAMBUCANO SÃO FRANCISCO;microrregiao;13965.0;927985.0;870.0;10429.0;4181.0;15055.0;4267.0;50837.0;media
PE;AFRANIO;municipio;1949.0;81358.0;;;12.0;179.0;123.0;516.0;media
PE;CABROBO;municipio;725.0;61983.0;151.0;1984.0;627.0;1651.0;413.0;4627.0;media
PE;FLORESTA;municipio;2104.0;266586.0;73.0;617.0;1042.0;7948.0;2233.0;23547.0;media
PE;ITACURUBA;municipio;138.0;9703.0;100.0;446.0;447.0;864.0;87.0;6534.0;media
PE;OROCO;municipio;199.0;29827.0;81.0;878.0;351.0;722.0;115.0;1333.0;media
PE;PETROLANDIA;municipio;995.0;15122.0;43.0;228.0;75.0;362.0;196.0;1008.0;media
PE;PETROLINA;municipio;5482.0;254890.0;90.0;2756.0;73.0;190.0;323.0;2693.0;media
PE;SANTA MARIA DA BOA VISTA;municipio;1322.0;152879.0;189.0;940.0;164.0;283.0;486.0;6322.0;media
PE;ALTO PAJEU;microrregiao;23747.0;606463.0;458.0;1899.0;5559.0;24392.0;7430.0;43627.0;media
PE;AFOGADOS DA INGAZEIRA;municipio;1703.0;30627.0;111.0;337.0;218.0;574.0;586.0;3019.0;media
PE;BREJINHO;municipio;774.0;8598.0;;;176.0;404.0;251.0;912.0;media
PE;CALUMBI;municipio;754.0;10576.0;;46.0;65.0;139.0;198.0;554.0;media
PE;CARNAIBA;municipio;3390.0;38404.0;26.0;72.0;879.0;2303.0;1124.0;456.0;media
PE;FLORES;municipio;2701.0;68653.0;;58.0;452.0;1637.0;698.0;3086.0;media
PE;IGUARACI;municipio;1022.0;62585.0;88.0;604.0;201.0;1760.0;545.0;4575.0;media
PE;INGAZEIRA;municipio;399.0;14278.0;;;140.0;438.0;152.0;284.0;media
PE;ITAPETIM;municipio;1508.0;38305.0;;;232.0;1354.0;440.0;3258.0;media
PE;SANTA TEREZINHA;municipio;877.0;14914.0;;2.0;337.0;711.0;308.0;640.0;media
PE;SÃO JOSE DO EGITO;municipio;52.0;54052.0;21.0;175.0;210.0;1486.0;358.0;3676.0;media
PE;SERRA TALHADA;municipio;2926.0;194296.0;43.0;136.0;765.0;10122.0;1475.0;13384.0;media
PE;SOLIDÃO;municipio;745.0;10286.0;40.0;119.0;32.0;244.0;228.0;1031.0;media
PE;TABIRA;municipio;1694.0;27854.0;;31.0;389.0;1615.0;502.0;127.0;media
PE;TRIUNFO;municipio;2920.0;21706.0;102.0;269.0;397.0;1033.0;452.0;1676.0;media
PE;TUPARETAMA;municipio;282.0;11321.0;;32.0;66.0;565.0;113.0;941.0;media
PE;SERTÃO DO MOXOTO;microrregiao;11259.0;597754.0;139.0;;129.0;485.0;4446.0;42017.0;media
PE;BETANIA;municipio;1300.0;112223.0;17.0;69.0;54.0;181.0;585.0;2235.0;media
PE;CUSTODIA;municipio;2098.0;95248.0;62.0;1048.0;41.0;141.0;1220.0;19421.0;media
PE;IBIMIRIM;municipio;1387.0;73479.0;;;;;536.0;175.0;media
PE;AGRESTE PERNAMBUCANO;mesorregiao;;24299.0;46375.0;4287.0;42233.0;117132.0;;;media
PE;ARCO VERDE;microrregiao;;1296.0;3998.0;91.0;4048.0;21180.0;;;media
PE;AGUAS BELAS;municipio;;549.0;2217.0;;793.0;3757.0;;;media
PE;ARCOVERDE;municipio;;120.0;288.0;;91.0;271.0;;;media
PE;BUIQUE;municipio;;437.0;1046.0;11.0;995.0;3818.0;;;media
PE;ITAIBA;municipio;;79.0;228.0;;452.0;2866.0;;;media
PE;PEDRA;municipio;1294.0;74650.0;56.0;5.0;3875.0;;;;media
PE;TUPANATINGA;municipio;;52.0;125.0;75.0;1159.0;5881.0;;;media
PE;VENTUROSA;municipio;;;;;103.0;709.0;;;media
PE;AGRESTE SETENTRIONAL PERNAMBUCANO;microrregiao;;10593.0;19557.0;199.0;11081.0;21690.0;;;media
PE;BOM .JARDIM;municipio;;972.0;1688.0;;1127.0;1836.0;;;media
PE;CHÃ GRANDE;municipio;;178.0;543.0;55.0;447.0;852.0;;;media
PE;CUMARU;municipio;;1328.0;1725.0;;879.0;1419.0;;;media
PE;FEIRA NOVA;municipio;;313.0;847.0;;873.0;1532.0;;;media
PE;FREI MIGUELINHO;municipio;;524.0;184.0;;319.0;706.0;;;media
PE;GLORIA DO GOITA;municipio;;856.0;2404.0;23.0;771.0;1675.0;;;media
PE;JOÃO ALFREDO;municipio;;941.0;153.0;;825.0;871.0;;;media
PE;LIMOEIRO;municipio;;611.0;778.0;;486.0;831.0;;;media
PE;MACHADOS;municipio;;116.0;743.0;;482.0;582.0;;;media
PE;OROBO;municipio;;669.0;1221.0;;851.0;1534.0;;;media
PE;PASSIRA;municipio;;1220.0;1654.0;;837.0;1538.0;;;media
PE;POMBOS;municipio;;424.0;1654.0;14.0;866.0;1074.0;;;media
PE;SALGAOI NHO;municipio;;382.0;357.0;;389.0;443.0;;;media
PE;SANTA MARIA DO CAMBUCA;municipio;;235.0;262.0;13.0;306.0;504.0;;;media
PE;SÃO VICENTE FERRER;municipio;;23.0;774.0;;159.0;873.0;;;media
PE;SURUBIM;municipio;;1247.0;1757.0;;926.0;2522.0;;;media
PE;TAQUARITINGA DO NORTE;municipio;;227.0;427.0;15.0;213.0;647.0;;;media
PE;TORITAMA;municipio;;;;;23.0;69.0;;;media
PE;VERTENTES;municipio;;319.0;372.0;41.0;302.0;1176.0;;;media
PE;VALE DO IPOJUCA;microrregiao;;4540.0;8566.0;758.0;13632.0;36013.0;;;media
PE;ALAGOINHA;municipio;;234.0;447.0;20.0;178.0;464.0;;;media
PE;BELO JARDIM;municipio;;215.0;296.0;73.0;;;;;media
PE;BEZERROS;municipio;;133.0;222.0;40.0;1408.0;2119.0;;;media
PE;BREJO DA MADRE DE DEUS;municipio;;170.0;312.0;136.0;1578.0;2836.0;;;media
PE;CACHOEIRINHA;municipio;;;;;173.0;940.0;;;media
PE;CAPOEIRAS;municipio;;;12.0;;348.0;1714.0;;;media
PE;CARUARU;municipio;;1126.0;1486.0;113.0;1725.0;4787.0;;;media
PE;GRAVATA;municipio;;116.0;1273.0;;973.0;2126.0;;;media
PE;JATAUBA;municipio;;;151.0;12.0;1114.0;4005.0;;;media
PE;PESQUEIRA;municipio;2272.0;67318.0;445.0;1083.0;34.0;73.0;1070.0;;media
PE;POÇÃO;municipio;;630.0;688.0;;172.0;361.0;;;media
PE;RIACHO DAS ALMAS;municipio;;319.0;;;;;;;media
PE;SANHARO;municipio;;136.0;388.0;39.0;1034.0;1776.0;;;media
PE;SANTA CRUZ DO CAPIBARIBE;municipio;;42.0;296.0;;136.0;653.0;;;media
PE;SÃO BENTO DO UNA;municipio;;170.0;387.0;10.0;694.0;2950.0;;;media
PE;SÃO CAITANO;municipio;;780.0;734.0;107.0;808.0;10.0;;;media
PE;TACAIMBO;municipio;;14.0;274.0;;313.0;1097.0;;;media
PE;AGRESTE MERIDIONAL PERNAMBUCANO;microrregiao;;7870.0;14252.0;;;;;;media
PE;AGRESTINA;municipio;;159.0;198.0;20.0;499.0;228.0;;;media
PE;AL TINHO;municipio;;1562.0;1452.0;35.0;662.0;2267.0;;;media
PE;ANGELIM;municipio;;67.0;80.0;;155.0;1505.0;;;media
PE;BARRA DE GUABIRABA;microrregiao;10108.0;32.0;135.0;;;146.0;199.0;;media
PE;BOM CONSELHO;microrregiao;73542.0;281.0;897.0;;11.0;211.0;1991.0;;media
PE;BONITO;microrregiao;30021.0;276.0;2133.0;;1473.0;460.0;1146.0;;media
PE;BRE JÃO;microrregiao;14170.0;11.0;;;37.0;48.0;350.0;;media
PE;CAETES;microrregiao;19863.0;146.0;279.0;;804.0;564.0;1744.0;;media
PE;CALÇADO;microrregiao;6965.0;2.0;13.0;;370.0;210.0;620.0;;media
PE;CAMOCIM DE SÃO FELIX;microrregiao;5634.0;56.0;74.0;;101.0;127.0;210.0;;media
PE;CANHOTINHO;microrregiao;38052.0;188.0;627.0;;193.0;693.0;1383.0;;media
PE;CORRENTES;microrregiao;28396.0;287.0;684.0;;;166.0;1066.0;;media
PE;CUPIRA;microrregiao;1327.0;102.0;175.0;42.0;48.0;421.0;884.0;;media
PE;GARANHUNS;microrregiao;39366.0;71.0;285.0;;12.0;272.0;955.0;;media
PE;IATI;microrregiao;43451.0;958.0;1644.0;;82.0;920.0;3520.0;;media
PE;IBIRAJUBA;microrregiao;14858.0;396.0;449.0;;48.0;391.0;1429.0;;media
PE;JUPI;microrregiao;19192.0;25.0;67.0;;410.0;447.0;1248.0;;media
PE;JUREMA;microrregiao;10305.0;111.0;218.0;;385.0;663.0;1091.0;;media
PE;LAGOA DO OURO;microrregiao;18514.0;495.0;1048.0;;;599.0;1580.0;;media
PE;LAGOA DOS GATOS;microrregiao;15256.0;478.0;452.0;;448.0;1565.0;2460.0;;media
PE;LAJEDO;microrregiao;14588.0;22.0;53.0;;316.0;313.0;1332.0;;media
PE;PALMEIRINA;microrregiao;16169.0;85.0;205.0;;56.0;31.0;171.0;;media
PE;PANELAS;microrregiao;28059.0;1575.0;2202.0;;201.0;1346.0;2646.0;;media
PE;P ARANA T AMA;microrregiao;1536.0;67.0;170.0;;141.0;588.0;1417.0;;media
PE;SAIRE;microrregiao;19076.0;23.0;26.0;;369.0;251.0;908.0;;media
PE;SALDA;microrregiao;23428.0;94.0;227.0;;35.0;451.0;1833.0;;media
PE;SÃO JOÃO;microrregiao;21134.0;59.0;145.0;;684.0;630.0;1561.0;;media
PE;SÃO .JOAQUIM DO MONTE;microrregiao;18060.0;178.0;220.0;;280.0;574.0;1156.0;;media
PE;TEREZINHA;microrregiao;11606.0;;75.0;;;69.0;334.0;;media
PE;MATA PERNAMBUCANA;mesorregiao;641445.0;3664.0;180372.0;;3269.0;7365.0;18089.0;;media
PE;MATA SECA PERNAMBUCANA;microrregiao;218118.0;2378.0;85673.0;;400.0;4232.0;7741.0;;media
PE;ALIANÇA;microrregiao;14710.0;78.0;12749.0;;;117.0;154.0;;media
PE;BUENOS AIRES;microrregiao;6747.0;105.0;1508.0;;;181.0;642.0;;media
PE;CAMUTANGA;microrregiao;4531.0;202.0;913.0;;;34.0;110.0;;media
PE;CARPINA;microrregiao;16216.0;161.0;1111.0;;25.0;249.0;940.0;;media
PE;CHÃ DE ALEGRIA;microrregiao;2733.0;35.0;1111.0;;;29.0;58.0;;media
PE;CONDADO;microrregiao;4095.0;155.0;3290.0;;;196.0;223.0;;media
PE;FERREIROS;microrregiao;4450.0;21.0;2580.0;;;67.0;94.0;;media
PE;GOIANA;microrregiao;28923.0;123.0;13925.0;;54.0;414.0;599.0;;media
PE;IGARASSU;microrregiao;30358.0;17.0;54.0;;;316.0;759.0;;media
PE;ITAMARACA;microrregiao;3562.0;;;;;39.0;56.0;;media
PE;ITAMBE;microrregiao;16706.0;341.0;7764.0;;;1362.0;1059.0;;media
PE;ITAPISSUMA;microrregiao;1941.0;;;;;27.0;39.0;;media
PE;ITAQUITINGA;microrregiao;6582.0;23.0;4752.0;;;127.0;110.0;;media
PE;LAGOA DO I T AENGA;microrregiao;4924.0;70.0;1867.0;;;192.0;235.0;;media
PE;MACAPARANA;microrregiao;9566.0;38.0;1305.0;;15.0;264.0;553.0;;media
PE;NAZARE DA MATA;microrregiao;10120.0;26.0;4214.0;;;57.0;506.0;;media
PE;PAUDALHO;microrregiao;10203.0;358.0;7339.0;;3.0;186.0;322.0;;media
PE;TIMBAUBA;microrregiao;21718.0;309.0;7572.0;;32.0;313.0;704.0;;media
PE;TRACUNHAEM;microrregiao;7385.0;29.0;824.0;;;17.0;25.0;;media
PE;VICENCIA;microrregiao;12639.0;282.0;778.0;;262.0;45.0;545.0;;media
PE;MATA UMIDA PERNAMBUCANA;microrregiao;423326.0;1286.0;94699.0;;2869.0;3133.0;10347.0;;media
PE;AGUA PRETA;microrregiao;50179.0;42.0;14055.0;;25.0;22.0;157.0;;media
PE;AMARAJI;microrregiao;25946.0;41.0;3316.0;;;220.0;567.0;;media
PE;BARREIROS;microrregiao;22269.0;;3386.0;;;35.0;319.0;;media
PE;CATENDE;microrregiao;17688.0;13.0;1236.0;;;;;;media
PE;CORTES;microrregiao;4944.0;;742.0;;;199.0;784.0;;media
PE;ESCADA;microrregiao;26373.0;94.0;11141.0;;;21.0;65.0;;media
PE;GAMELEIRA;microrregiao;13962.0;43.0;13999.0;;;;28.0;;media
PE;IPOJUCA;microrregiao;27957.0;243.0;7590.0;;1343.0;12.0;14.0;;media
PE;RECIFE;mesorregiao;52204.0;624.0;27783.0;;3021.0;1120.0;;;alta
PE;RECIFE;microrregiao;52204.0;624.0;27783.0;;3021.0;1120.0;;;alta
PE;ABREU E LIMA;municipio;1077.0;38.0;91.0;;149.0;434.0;;;media
PE;CABO;municipio;11405.0;163.0;13291.0;;1458.0;4134.0;;;media
PE;CAMARAGIBE;municipio;754.0;51.0;159.0;;125.0;162.0;;;media
PE;.JABOATÃO;municipio;8247.0;107.0;5099.0;;244.0;328.0;;;media
PE;MORENO;municipio;13553.0;148.0;6408.0;;52.0;95.0;;;media
PE;OLINDA;municipio;79.0;;;;275.0;714.0;;;media
PE;PAULISTA;municipio;1289.0;40.0;55.0;;280.0;613.0;;;media
PE;RECIFE;municipio;1151.0;50.0;156.0;;175.0;167.0;;;media
PE;SÃO LOURENÇO DA MATA;municipio;14645.0;27.0;520.0;;263.0;469.0;;;media
PR;TOTAIS;total;303082.0;4605244.0;48431.0;878739.0;69077.0;733333.0;45807.0;481549.0;media
PR;CURITIBA;microrregiao;12553.0;386996.0;1579.0;17116.0;359.0;3103.0;2346.0;20803.0;media
PR;ALMIRANTE TAMANDARE;municipio;1019.0;17978.0;111.0;1053.0;14.0;117.0;145.0;1407.0;media
PR;ARAUCARIA;municipio;1072.0;23520.0;62.0;831.0;31.0;383.0;162.0;1833.0;media
PR;BALSA NOVA;municipio;392.0;22301.0;;124.0;;335.0;38.0;410.0;media
PR;BOCAIUVA DO SUL;municipio;746.0;72394.0;67.0;326.0;;52.0;207.0;2536.0;media
PR;CAMPINA GRANDE DO SUL;municipio;530.0;27528.0;51.0;4219.0;12.0;139.0;141.0;1157.0;media
PR;CAMPO LARGO;municipio;1891.0;52941.0;348.0;2302.0;77.0;711.0;416.0;4466.0;media
PR;COLOMBO;municipio;840.0;7491.0;47.0;273.0;12.0;87.0;121.0;427.0;media
PR;CONTENDA;municipio;561.0;11615.0;28.0;237.0;47.0;318.0;108.0;1005.0;media
PR;CURITIBA;municipio;558.0;4290.0;41.0;544.0;25.0;154.0;66.0;261.0;media
PR;MANDIRITUBA;municipio;1177.0;23401.0;192.0;1971.0;83.0;325.0;280.0;2018.0;media
PR;PIRAQUARA;municipio;366.0;9625.0;22.0;472.0;;277.0;38.0;288.0;media
PR;QUATRO BARRAS;municipio;168.0;8737.0;;37.0;;;;32.0;media
PR;LESTE PARANAENSE;microrregiao;61968.0;4118638.0;10795.0;264263.0;7068.0;105933.0;12648.0;167916.0;media
PR;LITORAL PARANAENSE;municipio;3329.0;315741.0;66.0;35750.0;27.0;466.0;1292.0;16634.0;media
PR;ANTONINA;municipio;1044.0;31864.0;;;;125.0;13.0;78.0;media
PR;GUARAQUEÇABA;municipio;614.0;167887.0;;12363.0;;75.0;190.0;6197.0;media
PR;GUARA TUBA;municipio;155.0;41164.0;14.0;13717.0;;19.0;303.0;5878.0;media
PR;MATINHOS;municipio;81.0;14391.0;;;;91.0;12.0;63.0;media
PR;MORRETES;municipio;883.0;34486.0;41.0;2585.0;15.0;153.0;217.0;2547.0;media
PR;PARANAGUA;municipio;552.0;25946.0;;7081.0;;;557.0;1869.0;media
PR;ALTO RIBEIRA;municipio;2421.0;171094.0;865.0;19309.0;565.0;32051.0;456.0;5956.0;media
PR;ADRIANOPOLIS;municipio;579.0;47892.0;239.0;12929.0;31.0;29854.0;182.0;4241.0;media
PR;CERRO AZUL;municipio;1842.0;123202.0;626.0;6379.0;534.0;2196.0;274.0;1715.0;media
PR;ALTO RIO NEGRO PARANAENSE;municipio;3923.0;87729.0;468.0;10301.0;349.0;1313.0;703.0;4322.0;media
PR;AGUDOS DO SUL;municipio;712.0;13431.0;39.0;131.0;39.0;173.0;44.0;295.0;media
PR;PIEN;municipio;752.0;18130.0;71.0;395.0;46.0;201.0;183.0;1294.0;media
PR;QUITANOINHA;municipio;1659.0;30753.0;164.0;929.0;195.0;737.0;352.0;2057.0;media
PR;TIJUCAS DO SUL;municipio;800.0;25414.0;194.0;8845.0;69.0;200.0;124.0;674.0;media
PR;CAMPOS DE LAPA;municipio;5567.0;333474.0;781.0;21811.0;227.0;8288.0;949.0;11838.0;media
PR;CAMPO DO TENENTE;municipio;275.0;24731.0;18.0;2056.0;16.0;245.0;39.0;283.0;media
PR;LAPA;municipio;2840.0;152881.0;429.0;6837.0;168.0;7580.0;443.0;6002.0;media
PR;PALMEIRA;municipio;1514.0;100997.0;300.0;11821.0;;118.0;271.0;3555.0;media
PR;PORTO AMAZONAS;municipio;98.0;14432.0;;244.0;;;;98.0;media
PR;RIO NEGRO;municipio;840.0;40431.0;27.0;850.0;34.0;344.0;194.0;1898.0;media
PR;CAMPOS DE PONTA GROSSA;municipio;934161.0;947.0;45831.0;192.0;6569.0;1251.0;20754.0;;media
PR;CASTRO;municipio;2758.0;231990.0;351.0;10168.0;23.0;818.0;604.0;8538.0;media
PR;PIRAI DO SUL;municipio;1035.0;100154.0;70.0;4246.0;;97.0;248.0;4370.0;media
PR;PONTA GROSSA;municipio;1234.0;143264.0;204.0;9835.0;35.0;3521.0;133.0;3594.0;media
PR;TELEMACO BORBA;municipio;534.0;168563.0;16.0;488.0;48.0;428.0;96.0;702.0;media
PR;TIBAGI;municipio;1357.0;290188.0;306.0;21092.0;78.0;1703.0;170.0;3547.0;media
PR;CAMPOS DE JAGUARIAIVA;microrregiao;2441.0;;391500.0;;36924.0;396.0;2899.0;775.0;alta
PR;ARAPOT I;municipio;998.0;;144434.0;;9316.0;175.0;1353.0;145.0;alta
PR;JAGUARIAIVA;municipio;775.0;;108952.0;;8085.0;48.0;357.0;291.0;alta
PR;SENGES;municipio;668.0;;138114.0;;19522.0;173.0;1188.0;339.0;alta
PR;SÂO MATEUS DO SUL;microrregiao;4591.0;;156506.0;;5833.0;101.0;1147.0;916.0;media
PR;ANTONIO OLINTO;municipio;906.0;;29244.0;;1265.0;12.0;90.0;193.0;media
PR;SÃO JOÃO DO TRIUNFO;municipio;273.0;;44480.0;;2424.0;;;195.0;media
PR;SÂO MATEUS DO SUL;municipio;2412.0;;82782.0;;2143.0;88.0;1053.0;528.0;media
PR;COLONIAL DO IRATI;microrregiao;13515.0;;468624.0;;17751.0;1185.0;15460.0;2644.0;media
PR;IMBITUVA;municipio;1606.0;;60632.0;;2639.0;145.0;843.0;302.0;media
PR;IRATI;municipio;1970.0;;61672.0;;1223.0;252.0;2019.0;391.0;media
PR;MALLET;municipio;1255.0;;44660.0;;489.0;91.0;1317.0;180.0;media
PR;PRUOENTOPOLIS;municipio;5218.0;;147604.0;;4447.0;262.0;2340.0;877.0;media
PR;REBOUÇAS;municipio;1062.0;;29868.0;;886.0;186.0;1653.0;384.0;media
PR;RIO AZUL;municipio;1333.0;40113.0;81.0;229.0;2350.0;309.0;3519.0;;media
PR;TEIXEIRA SOARES;municipio;1069.0;;84072.0;;6862.0;20.0;4934.0;201.0;media
PR;NORTE VELHO DE VENCESLAU BRAZ;microrregiao;10161.0;;480325.0;;33061.0;3491.0;28002.0;2242.0;media
PR;CARLOPOLIS;municipio;828.0;;25763.0;;1761.0;260.0;2354.0;135.0;media
PR;CONSELHEIRO MAIRINCK;municipio;152.0;;17927.0;;777.0;92.0;617.0;;media
PR;CURIUVA;municipio;925.0;;42872.0;;2291.0;45.0;414.0;161.0;media
PR;FIGUEIRA;municipio;210.0;;11273.0;;332.0;65.0;559.0;32.0;media
PR;GUAPIRAMA;municipio;190.0;;17735.0;;468.0;43.0;475.0;40.0;media
PR;IBAITI;municipio;950.0;;79908.0;;3933.0;373.0;4273.0;154.0;media
PR;JABOTI;municipio;312.0;;10262.0;;830.0;47.0;373.0;66.0;media
PR;JAPIRA;municipio;344.0;;16296.0;;1060.0;81.0;794.0;61.0;media
PR;JOAQUIM TA V ORA;municipio;531.0;;23287.0;;799.0;263.0;2050.0;130.0;media
PR;PINHALÃQ;municipio;366.0;20261.0;133.0;1745.0;127.0;119.0;1150.0;;media
PR;QUATICUA;municipio;232.0;;10767.0;;86.0;33.0;253.0;38.0;media
PR;SAL TO DO ITARARE;municipio;572.0;;13568.0;;1453.0;258.0;1941.0;146.0;media
PR;SANTANA DO I T ARARE;municipio;490.0;;18281.0;;1627.0;222.0;1333.0;138.0;media
PR;SÃO JOSE DA BOA VISTA;municipio;723.0;;26338.0;;4279.0;358.0;3420.0;187.0;media
PR;SAPOPEMA;municipio;552.0;;52480.0;;2809.0;60.0;557.0;106.0;media
PR;SI QUEIRA CAMPOS;municipio;866.0;;19437.0;;1410.0;388.0;2362.0;200.0;media
PR;TOMAZINA;municipio;1004.0;;46890.0;;3865.0;517.0;3389.0;282.0;media
PR;VENCESLAU BRAZ;municipio;914.0;;26971.0;;3525.0;259.0;1713.0;240.0;media
PR;MEDI O IGUAÇU;microrregiao;9102.0;;779478.0;;37689.0;535.0;9734.0;1420.0;media
PR;BITURUNA;municipio;709.0;;79225.0;;2461.0;;315.0;168.0;media
PR;CLEVELANDIA;municipio;769.0;;51768.0;;2742.0;56.0;2237.0;104.0;media
PR;CRUZ MACHADO;municipio;1957.0;;98103.0;;402.0;250.0;3361.0;286.0;media
PR;GENERAL CARNEIRO;municipio;433.0;;87375.0;;873.0;;48.0;35.0;media
PR;MANGUEIRINHA;municipio;687.0;;112091.0;;13873.0;154.0;1982.0;430.0;media
PR;PALMAS;municipio;994.0;;225320.0;;14512.0;12.0;333.0;202.0;media
PR;PAULA FREITAS;municipio;602.0;;28650.0;;520.0;19.0;1092.0;34.0;media
PR;PAULO FRONTIN;municipio;999.0;;26434.0;;856.0;22.0;131.0;74.0;media
PR;PORTO VITORIA;municipio;298.0;;16134.0;;343.0;;36.0;50.0;media
PR;UNIÃO DA VITORIA;municipio;654.0;;54374.0;;1104.0;11.0;194.0;37.0;media
PR;OESTE PARANAENSE;mesorregiao;145103.0;592.0;22448.0;;;;;;media
PR;ALTO (VAI;microrregiao;9418.0;;499891.0;;15967.0;2618.0;25967.0;916.0;media
PR;CANDIDO DE ABREU;municipio;1872.0;;95978.0;;3102.0;921.0;7076.0;539.0;media
PR;IPIRANGA;municipio;971.0;;58326.0;;2603.0;12.0;8237.0;261.0;media
PR;CAMPO MOURÃO;mesorregiao;;17536.0;902255.0;5123.0;;6812.0;63170.0;2987.0;media
PR;ARARUNA;microrregiao;;788.0;37198.0;53.0;;420.0;5048.0;105.0;media
PR;BARBOSA FERRAZ;microrregiao;;1876.0;63249.0;98.0;;1054.0;6661.0;192.0;media
PR;CAMPINA DA LAGOA;microrregiao;;1274.0;70358.0;412.0;;331.0;2938.0;247.0;media
